"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  1," resign the walls are closing in and mueller will have you soon enough",Positive,
 -1," also dude you called them rapists murderers and drug dealers you lie to yourself dont you ",Negative,
 -1," you have got to be kidding me please stop talking  the deal died because you said you would veto it  stop gaslighting america",Negative,
 -1," you dont care youre the one that started the whole mess",Negative,
  0," yea working hard at getting rid of them",Neutral,
 -3," you are a fucking liar get your head out of your ass and start acting like a president you are an embarrassment not only to this country but to your family your children the republican party and all the mental deficiencies that voted for you",Negative,
  0,"  youre autistic",Neutral,
 -1," all four bills are dead",Negative,
  1," wow you are such a moron  obviously if you were just talking about daca the dems would be for it but you are talking about a lot of other things as well   lol such a joke",Positive,
  0," what you do is   excuse the language  play mindfucks  on people  this id how you win  its taking him to catch on but thats what you do",Neutral,
  0," your tried and true method of discrediting the opposition so no one will believe them isfalling apart oh great one and remember thisyou are there to serve the peoplenot rule thembubba",Neutral,
  0,"  throw them out",Neutral,
 -3," fuck you you damn hypocrite",Negative,
 -1," fuck you liar  we all know your daddy was a klansman we have seen the fbi investigations and conviction of civil rights by trump management we have heard you deride mexicans and sum up their nations as shitholes  fuck off racist",Negative,
 -1," lol the dems want to bring back slavery too i bet",Negative,
  1," really how can you even live with yourself i think you believe your lies",Positive,
 -1," you are an idiot",Negative,
  1," you mr trump canceled daca not the democrats",Positive,
  0," omg you ended daca",Neutral,
  1,"  either your speech writer or you are smoking some good weed who killed the protection of daca  who banked on legislation getting passed in  months  where republicans refused to strike a deal in  yrs you hung daca ppl out gov pro is ed daca ppl citizenship  republied",Positive,
 -4,"  are you actually fucking stupid badly treated you are literally trying to deport over  kids that are protected under the bill i cant right now",Negative,
  0," working hard at shoving them out the door",Neutral,
  1," you a republican canceled the daca program working hard ha  more executive time with fox  friends",Positive,
 -2," fucking retard",Negative,
  1," maybe they wouldnt be in this predicament if u had not repealed the law giving those children protect from be in danger of being deported for no reason of there own",Positive,
 -2," little donnie really believes his own bs ",Negative,
  0," what",Neutral,
 -1," you ended daca you idiot",Negative,
  0," don why dont you work hard at resigning you russian puppet",Neutral,
 -2,"  you created this mess by ending dacawe wont forget",Negative,
 -1," u are such a liar holy shitjust stop alreadyyou created this issue by ending daca",Negative,
 -6," cannot belive how badly russia interfered in our election with zero ramifications no sanctions no retaliation not a bad word from you nothing except im vindicated um america was attacked  all you can say is no collusion resign now you are unfit incapable and unworthy",Negative,
  0,"  treated badly are you kidding their parents are not in jail and they are getting free educatio our expense what not enough freebies send the family back home",Neutral,
  0," you walked away from bipartisan dealagain you arent fooling anyone and your horrible approval s prove that latest will be the lowest since muellerinvestigation has you in a meltdown the fl shooting  your nrabloodmoney wont help either ",Neutral,
  5,"  i as a tax payer all my life i do not want to pay for their college or give them special loans to set up businesses we have legal american kids that would love to have paid college etc daca should not be full of special opportun american kids first citizenshp or go home",Positive,
  1," we cant afford any daca nor the other",Positive,
  0," you did not work hard enough as the vote last week failed by  gop votes  where were you",Neutral,
 -1," you have to be kidding  you are the one who caused this crisis and you are the one trying to use it as a political bargaining chip  you will be blamed",Negative,
  1," very soon they will recognize those it was the potus who has been in their corner the entire time ",Positive,
  1," you right",Positive,
  2," then sign a clean bill protecting them",Positive,
  4," they dont care for anyone or anything they only care for the illuminati luciferian nwo pos they sold their souls to the illuminati luciferian nwo demonsgod will deal with them ",Positive,
 -2," this is by far one of the biggest bs thatbhas come out of that inept brain of yours",Negative,
  1," shit give me a heads up before you tweet stuff like thati was taking a drink of water and almost choked dont come at me with comedy gold when im hydrating lil don rent a heart and pretend its yours",Positive,
  1," be a unifier not a divider you represent all americans make america great again",Positive,
  0," hmmm hmmm",Neutral,
  0," hahahahahaha",Neutral,
  0," you started on daca folks so then you need to yet again take responsibility for your actionsgomueller",Neutral,
  1," anything like these people ",Positive,
  0," they wouldnt be in this position if it wasnt for you",Neutral,
 -1," xin chao ban",Negative,
  1," president trump neglected daca people because trump is a racist",Positive,
 -1," seriously dude",Negative,
 -1," your mo of repetitious lies will not work anymore  repeat to yourself  i cannot continue doing this  i lie so much i dont even know what i believe  donald you need to step down now  the world knows you are an imbecile",Negative,
 -7,"  stupid ass fake fool lying asshole without a hole",Negative,
 -1," shut the fu up on daca  you gotta have someone to blame when its all you",Negative,
 -1," what a lie",Negative,
 -1," fake news",Negative,
  0," ummmmyou took away the funding or is your memory fading captain deferment",Neutral,
  1," you are the biggest goddamned liar breathing and your supporters are stupid enough to believe you wonder if they will visit you in prison",Positive,
  0,"  if you say it it must be true",Neutral,
  1,"  as an citizen whos rightful duty is to vote i am tired of being attacked byand your fake bots and paid traitors to bully us because majority wont be brainwashed were a democratic ur pres now its time you start acting like it instead of a disgruntled looser",Positive,
  3," the democrats had  terms in office to give daca recipients certainty over their future instead they only gave them a twoyear deferred action from deportation  we want to give them a more certain long term future so they can plan their lives better  well work hard for all",Positive,
 -1," we are with you  lets cry you freek ",Negative,
  0," yes you did look fatter today",Neutral,
 -2," you personally are the one that ended daca republicans oppose daca and want the recipients deported sadly most of your supporters really are stupid enough to believe you when you say nonsense like this",Negative,
 -1," again more lies",Negative,
 -2,"  you just want your frigging wall  you are using daca as a hostage for your wall youre a moron",Negative,
 -1," fuck off",Negative,
 -1," i cant believe how badly all americans are being treated by you and your gop dogs",Negative,
 -1," working hard to deport them i see",Negative,
  2," do you even know youre lying do you even realize that speaking about things does not call them into existence",Positive,
  0," them only and no more if done",Neutral,
  6," democrats wakeup we will get border security democrats love blocking thinking they will destroy with their corruption vote every democrat out of office completely worthlesstakes  votes to pass and gop has only  votes the military supports you president trump",Positive,
  2," the whole country was going down the drain and you save it thank god for trump",Positive,
 -1," we wouldnt be in this position if you hadnt ended the program in order to force congress to pass a crappy bill that you wanted all along in order to keep them in the country history will remember you as an incredible criminal",Negative,
 -1," another mess you caused",Negative,
 -1," remember the  kids that are dead because you stopped the bill that would have prevented him from buying that gun can we talk about that before your agenda",Negative,
 -1,"  your gill of crap",Negative,
 -1," you are a coward",Negative,
  1,"  thats what you get for trying to give them what they want i will never ever be satisfied they probably do not want this thing settled before the midterms they are all about politics and not about the american citizens",Positive,
  3," i voted for you mr trump so you would build the wall and stop illegal entry into my country  do what you said mr trump  do it  thats an order sir",Positive,
 -2,"  you ended daca and its democrats fault you seriously have no idea what youre doing from moment to moment",Negative,
 -3," fuck you shit eater you are the worst president ever in the history of this country and a pedophile endorser and a fucking liar",Negative,
  1," them fixed it is your duty now mr president",Positive,
  0,"  did you actually write this decisive bullshit",Neutral,
 -2,"  you lying twisted b",Negative,
 -2," cant believe what a dick you are about them you wont let them stay unless you get your wall build the damn thing leave the dreamers alone",Negative,
  2,"  grow up you big baby",Positive,
  2," no daca no illegals plz stand by campaign promise  end daca and deport the silent majority want illegals gone and no more dacacitizens want those jobs and homesthe ones dems dont care about anymore",Positive,
 -3," youre literally the one trying to remove their protections you are literally the person causing their problems",Negative,
  0,"  you are nuts",Neutral,
 -2," do you have a urine infection you might need to wee in a pot and get it checked",Negative,
 -2," you havent done jack for the dreamers you screw over as many poc as quickly as you possibly can youre a hypocrite and a liar",Negative,
  2," send them back like you promised  do not reward them for breaking the law  no daca no pathway to citizenship no voting  if they want to be here then make them do it legally  stand up for what you campaigned for and why we elected you",Positive,
 -3," your level of nepotistic delusion would be laughable if it werent causing so much dissent discord and disharmony",Negative,
  2," republican doing that best i trust them hundred percent",Positive,
  0," do you honestly think were all as stupid as you",Neutral,
  0," are u fucking kidding me right now ",Neutral,
  6,"  trump you were the one who ended daca becuz of your hatred for obama now ir kicking it around like a football youre doing everything just like putin does  many of us know it why dont you defend your country  protect us what are u hiding",Positive,
 -1,"  put an end once and for all to operation mocking bird its not the russians who are dividing our nation it is soros and the media ",Negative,
  3," believe it look in the mirror youre the real news everything you say we believe we have the attention span of a mosquito have to have someone interpret everything so glad you are blaming everyone else  your deflection is working ",Positive,
 -1," deport them all unless they are first responders and military",Negative,
  0," no daca no daca",Neutral,
 -1," im sorry arent you the one deporting these people and on numerous occasions chuck schumer try and get you to sign legislation to protect dreamers  you rejected  you are the one that wants a wall theresistance impeachtrump fakepresident",Negative,
 -1," what about your part you know the part where you vindictively rolled back president obamas daca order and started this whole fight",Negative,
 -4," why dont you work hard on not lying youre the biggest fkn liar to ever open his fat trap you disgust most of america",Negative,
 -1," youre an idiot",Negative,
 -2," again you have a shitty memory you created this drama that you stoke because of your lack of intelligence and abundance of racism",Negative,
 -1," thats it we should have put hillary in so she could have let in   more people from the middle east where we bombed and killed so they could get even and of course let illegals just walk across the boarder no wall  leave the military like her pal o did the lowest in history",Negative,
  0," take out the nra",Neutral,
  0," says the one trying to end it good things the courts know youre full of shit too",Neutral,
  1," right",Positive,
  0," lmao yikes",Neutral,
  2," im like  sure this twitter account is a bot",Positive,
  0," you are such a liar blaming democrats now is not going to help you old man",Neutral,
  0," you ended daca",Neutral,
 -4," youre the piece of shit that ended daca at least be a man for a change and own up to it fail maga makerussiagreatagain sad liarinchief",Negative,
 -1," hey you idiot you ended daca",Negative,
  1," grasshopper your lying skills have exceeded your masters liarinchief ",Positive,
 -1," you have got to be kidding just because democrats are unwilling to give in to everything doesnt mean they dont care clearly you care more about your stupid wall than you do about the dreamers or the youth being gunned down in our schools",Negative,
 -1," you ended it you moron",Negative,
  0," your jokes have me laughing so hard i poopd myself funniestpresidentever shitholepresident ",Neutral,
 -1," not as badly as you you ended the program remember",Negative,
  0," daca amnesty is unacceptable ",Neutral,
  1," im sorry who took away their protection oh thats right you did",Positive,
 -2," then why did you single handedly end daca  you set up a deadline to create chaos hoping to make it a wedge between your party and the dems in congress  you didnt have to set the deadline  so its you who are treating daca recipients badly",Negative,
 -5," omg are you serious if anyone believes this shit they are watching too much fox news democrats are the ones fighting for daca along with a few rep house representatives who are too scared to speak out against you time for them to speak out",Negative,
  3," trump is ending a program that allowed many unauthorized immigrants to work and live in the us a decision that will ultimately put nearly  immigrants who came to the us as children or young teenagers at risk of deportation ",Positive,
  1," if dems cant have daca votes theyre not interested how does that make you feel millenials   ",Positive,
  0," hey idiot you just ended the program",Neutral,
 -1," you must have forgotten that you were the one to get rid of daca not the democrats",Negative,
  0," your wife cant stand you",Neutral,
  4,"  im sure the republicans are working hard but president trump how long have they had to become us citizens when do people who are not citizens do not pay taxes and are illegals receive more benefits than the children of hard working tax paying voting citizens",Positive,
  0," did he just say democrats omg he really is dumb",Neutral,
 -1,"  havent you treated them badly",Negative,
  2," i cant help but wonder do you even hear your own words do you truly believe yourself when you speak or are you so mentally deranged that you do believe in what you say",Positive,
  0,"  enddaca bailcitizensstudentsloans instead  bailstudentsloans ",Neutral,
 -1," you ended daca you imbecile",Negative,
 -1," be nice to dimwit donnie  after all he  his family will be tossed in jail stripped of their cash by lawsuits and the vultures they have partnered with russian mob bosses children wont be named donald for a generation poor dipshit donnie thinks his delusions are real",Negative,
 -5," you are a liar no one but complete idiots believe your lies  you are the idiot king surrounded by idiots and you have convinced yourselves that you are geniuses but you are still just idiots and liars but you know that",Negative,
  0," you ended daca dumbass",Neutral,
 -1," are you actually crazy",Negative,
 -1," and god knows you would never treat a foreigner badly",Negative,
  2,"  just making sure in all the russian hoopla and the mental health issue in parklanddo we still support wifebeating i get so swept awayforget how im suppose to represent my americanism",Positive,
  1," you ended daca you are such a liar you are so jealous of obama you were dead set on ending anything he did well you ended the peace scandal free period we enjoyed a beautiful family ",Positive,
 -1," your the one who unnecessarily recalled the agreement and made up an arbitrary deadline for them to vacate the country you alone abandoned them",Negative,
 -1," seriously ",Negative,
 -1," youre the one who started this war on immigrants not the dems",Negative,
  2," you are the reason this is happening you are the one treating them badly their status would not be a concern if you hadnt made it that way take some responsibility for your actions like a man",Positive,
 -1,"  you are the problem  not the demsyou",Negative,
  0,"  now you are saying that the dems are to blame for daca problems you are the president of the united states start acting like one instead of a bully on the school yard",Neutral,
  0," daca wouldnt be an issue had you left it alone you caused this just reinstate it as it was leave it alone",Neutral,
  0,"  what must it be like in your head i imagine it would be like a blender of illogical thoughts and dellusional images all crashing into one another",Neutral,
  0," working hard for them more like holding them as blackmail until you get your way",Neutral,
 -5," liar  you are the one holding them hostage over your stupid wall that no one wants except you and a couple of lackeys who are afraid to stand up to you",Negative,
 -2," im going to simply start tweeting us vs them to every one of these ridiculously divisive tweets",Negative,
  0," me president the nra is out of control our children are being shot in their classrooms its not only about mental illness which i agree with but also about solutions for gun control what if ivanka or one of her children your grandchildren were in those classrooms",Neutral,
  1," democrats love to lie in fact i dont think they can help it",Positive,
  0," womenvotetrump puertoricanstrump",Neutral,
  0," youre nuts",Neutral,
  0," dems and republican",Neutral,
 -1," you ended daca  you idiot",Negative,
 -3," cannot believe how everyone has been treated so badly by you you worthless son of a bitch tell melania she can do so much betterresign",Negative,
 -2," deport  deport ",Negative,
  1,"  you need to take responsibility too work harder for bi lateral agreements",Positive,
 -1," yes but too bad daca recipients dont get it",Negative,
  0," can you say anything to unite our country mr president is division your main goal are you and the russians aiming for another civil war to weaken us from within",Neutral,
 -2," do you really expecy anyone to believe this pile of crap you constantly spread  grow up donnie its time to start acting like an adult instead of a spoiled little bitch",Negative,
  0," thats because the majority of them don t know the damndest about hardship or the term civil servant which is supposed to be what they are  having they forgotten what it means to work for the good of the people or are they so twisted they need a reminder",Neutral,
 -1," you are such a horrible human being",Negative,
  1," what makes us exceptional is that we are a nation of laws and that we are all equal under those laws djtrump arizona ",Positive,
 -1," more lies",Negative,
  1," so you and the republcians should give them amnesty and citizenship",Positive,
  3,"  god bless you sir",Positive,
  0," you are so full of shit",Neutral,
 -1," he ended daca this now being litigated in courts and then he turns around and blames democrats for not fixing it what an idiot get off the stage   ",Negative,
  3," they dont even have a hell hot enough for liars like you wow ",Positive,
 -1,"  cannot believe how fat your wallet is after the nra bribed you",Negative,
  1," no  they are under pressure to build a stupid wall instead of really creating an immigration plan that we can be proud of simply because we live in a global world now",Positive,
 -1," really jack ass you ended daca",Negative,
 -3," god that is the stupidest  bs you ever said and you have said a lot of stupid bs",Negative,
 -1," you really are a despicable motherfucker",Negative,
  2," youre the one that ended daca protection its on you sweetheart",Positive,
  1," sure",Positive,
  0," seriously youre the guy that signed the order terminating the protection of daca kids",Neutral,
  0,"  stfu",Neutral,
 -1," you really believe your own bullshit seek help you need it",Negative,
 -1,"  get straight dip shit  u are the problem",Negative,
 -2," your the dumb fuck thats done this to them",Negative,
  1," mr trump is it opposite day today",Positive,
  1,"  no sir  you are the one who uses people like pawns for getting what you want without any regard for those you use and then i guess you cant help yourself you lie lie and lie some more",Positive,
 -2," youd better stick to stuffing your pie hole with that beautiful mar a lardo chocolate cake because we arent buying any more of your pussy grabbing horse shit resign today loser",Negative,
  0," not",Neutral,
  0," you liar you were the one that ended the daca program do you ever tell the truth about anything lyingtrump daca",Neutral,
 -1," you lied  you ran on nodaca no amnesty end chainmigration etc  now you lo e it  so disappointed and betrayed but you still have time to fix it",Negative,
  1,"  surely youve rewarded that mongoloid tink blazing saddleschristie for paying over a half billion  in lawyer feed to disrupt the union pension fund and the state of njypur nixon library will be on that park bench minus security budget cuts u understand",Positive,
 -3," bald tiny hands and tiny dick no wonder you are so angry",Negative,
 -4," you are a liar liar liar  the entire daca crisis was created by you",Negative,
  2," ha you djt cant even muster  of your congressional cronies to vote for your wishes so please just quit blaming democrats for everything at which you faillowercaseintended",Positive,
 -1," shut the hell up donnie",Negative,
 -1," something is seriously wrong with you you need help fast",Negative,
 -1," no republican or democrat speaking about dalca ageing out or aged out legal documented immigrant children self deportation issues",Negative,
  1," why dont you work hard to protect our beautiful children from being slaughtered at school",Positive,
 -3," the democrats did not start using the dreamers as a bargaining chip for that worthless wall you the worlds biggest racist did do a go fund me account for your worthless wall since you did not get mexico to fund it",Negative,
 -1," you are a liar",Negative,
  0," you ended dacayouwhat ever happened to  i alone can fix itin this one instanceyou could actually fix it",Neutral,
  2," really  you are the president please for the love of god please stop acting and communicating like a petulant  year old at least pretend to have a shred of dignity",Positive,
  1,"  please help legal immigrants stuck in  yrs backlogs",Positive,
  1,"   this is a joke right ",Positive,
 -1," you are the one that put them in danger over your snit about obama",Negative,
 -1," dotard liar",Negative,
 -2," you destroyed daca you mother fucker politician and now all you target is the next election as you spin your lies cons deflections distractions god will punish you so bigly for this you are truly evil",Negative,
  1," cannot believe how badly daca recipients have been treated by trump and republicans  republicans not working at all  fixedforyou",Positive,
  0," children shouldnt be here without their parents  they should be sent home to unite the family",Neutral,
 -2," you ended daca stop lying all the damn time",Negative,
 -1," youre going down  ",Negative,
 -3,"  youre an idiot  the only ones keeping daca hostage is you and congress can you please stop blaming everyone but yourself are you really this ignorant",Negative,
  1," yea cuz a wall is not immigration reform",Positive,
 -1," you are a sick person",Negative,
  1," dont republicans hold majorities in both the house and the senate  if you really wanted to pass a solution for the dreamers you could do that today so why dont you",Positive,
 -2," seriously you and your cronies are the ones abandoning daca youve been trying to throw them under the bus from day one",Negative,
  0," its amazing how many of your tweets are hidden from us till days later",Neutral,
  1," ouuu my god",Positive,
  0," you ended daca ",Neutral,
  0," now there are the people that meddled in our election nodaca",Neutral,
  4," cant believe how you are treating these people after all they do for our economy all for a demn wall they are teachersnursesdoctors etc they pay taxes something u can learn a thing or two about you have the ability to make history but all you see is white",Positive,
 -1," working hard at what how do you sleep at night  dead blood is on your hands keep taking money from the nra  playing golf youre the worstpresidentever",Negative,
  1," then mrpresident you fix doca dont hold them hostage since when has the hostagetaker become the hero you are no hero mrpresident",Positive,
 -2," now its obamas faultpresident plays the blame game",Negative,
 -2," abandoned by you and the republicans youre all sick",Negative,
 -1," you are the one who ruined daca in the first place anyway are you going to proceed with the russia sanctions as punishments for meddling",Negative,
  0,"   dreamers totally abandoned by trump in the first place if not we wouldnt even have this crisis",Neutral,
 -2," if trump calls this working hard i guess working extremely hard would put republicans in hospital at very least",Negative,
 -1," ha ha ha  what chutzpah to claim that the democrats are the ones badly treating the daca folks this is all your doing mister president you are such a conman and hypocrite",Negative,
  1," i hope you get to try on prison jumpsuit to see how you like it",Positive,
 -3," you rescinded daca but blame dems similar to how you rolled back mental health laws for purchasing guns but blame gun violence on mental health enough",Negative,
  1," you are the one who keeps stopping any and all bipartisan deals you are the reason things dont get done on this front",Positive,
 -1," that is the stupid fems",Negative,
 -1," are you fucking kidding me",Negative,
  0," you and the republicans are the ones who ended daca",Neutral,
  0," god what a pig you are",Neutral,
  4," how in the heck would people expect so much for nothing all the democrats have requested tougher boarders stronger responses to illegal immigrants and reform to immigration but like every things they do theres no desire to follow through we should let daca imagrants stay",Positive,
 -1," can not believe how badly everyone thats not white male and rich is treated so badly  by you potus  whens your next fake news tweet",Negative,
  1," you are working hard for daca and hurting legal immigration nice",Positive,
  1," wrong hey stupid socalledpresidentshithole trump you are the only one blocking a deal for the dreamers dont forget that you said on live tv that you needed to take care of the dreamers st anotherfailure of the fakepresident trump a yuge one impeachtrumpnow",Positive,
 -1,"  sadly we have an idiot in the white house notmypresident",Negative,
 -2,"  you rescinded it  its all you your to stupid for words",Negative,
  4," god bless the donald and god bless the usa",Positive,
  0," you cancelled daca you nimrod",Neutral,
 -1," bill shit",Negative,
 -1," really be honest have some integrity your a cruel man a bully and dishonest im ashamed your our president",Negative,
 -1," dems fight for daca recipients  throws then uber the bus and then blames dems or senate or people who listen to the news or maybe martians next yea thats it aliens impeachtheimposter",Negative,
  1," does truth have any value to you at all or do you no longer know the difference between what you want to be true and what is",Positive,
  2," are you kidding you are the one you ended protection for daca not the democrats it was the republicans so why dont you start working hard on doing useful things like not selling guns to people that are mentally ill",Positive,
 -2," seriously you are the one who ended the exec order stop blaming others for your impotence",Negative,
 -1," but they know how much you truly care you fucking piece of shit",Negative,
  3," one the only way this country is going to get any more respectability is to put one of the kennedys in the white house thats only way that this country is going to get this respectability back",Positive,
  0," you are not only the liar in chief but the twister of the truth in chief",Neutral,
  0,"   ",Neutral,
  0," they can just go back since their parents breaking laws doesnt give them a pass deportthemall",Neutral,
  1," dont give them nothing they r liars they will never give u the wall the mexicans are going to go postal on them soon u just keep deporting them at record pass",Positive,
 -2," lying ass pos",Negative,
 -1," don dont you realize that people dont believe you any morethat youre a jokeexcept youre not funnyive never heard you make a joke except to bully and belittle people  you are witless humorless ignorant you listening don",Negative,
  3," bestpresidentever mosttrustworthypresident  millions of us support you every day keep up the awesome job",Positive,
 -5," sometimes you got to be a complete heartless ass hole in order to get people to understand their role in life and thats not breaking the law on coming here any damn way you please",Negative,
  0," you are the one who blithely ended the program but of course youll never admit youre the problem its more fun to kick these kids out of the country right",Neutral,
 -2," umwhich motherfucking feces throwing monkey in some government place created this crisis by rescinding daca oh right it was our shitbag president who then blames others for his fuck ups",Negative,
  1," please no deal for daca my wifes from the dominican republic my exwifes from mexico but no deal for daca dude itll just make it worse here more people come in thinking they can do it too",Positive,
 -3,"  stop kidding yourself you can fool the ignorant but theres those that see through your your bs and know your true agenda",Negative,
  0," you are the one mistreating the daca recipients seriouslywho do you think your audience is a bunch of idiots  well maybe your followers but real americans who did not vote for you are not idiots",Neutral,
 -6," liar liar liar liar liar  liar  liarinchief",Negative,
 -1," youre holding them hostage and everyone knows it daca",Negative,
  4," keep on doing what you do sir real americans stand with you doing a great job",Positive,
 -2," you are fucking delusional",Negative,
 -2," you are so deceitful and totally disregard truth i cant imagine how u sleep at night you are making a fool of yourself",Negative,
 -1," are you insane",Negative,
  0," youve said some dillusional things but this takes the cake have you not been taking your ginko baloba",Neutral,
  3," apply the sanctions on russia  do your job and protect american democracy",Positive,
 -2," mueller trump zero doesnt look good  guilty pleas and havent even gotten to the inner rings of the dirty lying gop lockerroom gop your times up midtermsmatter cant be stoppedtrumprussiaconspiracy gopcomplicit votethemout govoteamerica fl mar nov",Negative,
  0," fuk you",Neutral,
  1," why do you say these things your statement is simply not true  please stopyou are harming the country",Positive,
 -1,"  bs",Negative,
  0," the buck stops where",Neutral,
 -1," stop lying democrats proposed the dream act a years ago republicans refused to let it come to a vote and you know this",Negative,
  2," no amnesty and no citizenship for daca obama had no authority to bring them in",Positive,
 -1," stop lying mr trump  even one know your lack of leadership is the issue",Negative,
  0,"  hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahagahaga",Neutral,
  0," so says liarinchief  no reason to doubt that",Neutral,
  0," by you you killed daca nobody else you trump is unfit to be  full stop",Neutral,
 -2," such bs every time they come up with a bipartisan deal you threaten to veto it youre the one hurting the dreamers we can see through your mask you dont hide your true self very well",Negative,
  6," take your fakenews and talk about it with you friends at faux entertainment  not a word of truth in your statement",Positive,
  0," really",Neutral,
 -3," you delusional shit stain",Negative,
  1," you promised to sign whatever the bipartisan committee came up with liarinchief",Positive,
 -1,"  you really are  a nut case",Negative,
  1,"  you are a hypocriteexactly when did you treat them well  never",Positive,
  0,"  supermanisntevenfromthisplanetandhelovesamerica",Neutral,
  0," go fuck ur daughter",Neutral,
 -1," god your supporters are dumb  they believe your bs",Negative,
 -1," greed as csx workforce shrinks accidents pile up and morale plummets whereisthehelp",Negative,
  0," god youre such an asshole",Neutral,
 -2,"  fake news youre a disgaceful liar   absolutely shameful that putin owns you and youre allowing him to screw with our democracy treasonoustrump",Negative,
 -1," omg youre such a two faced liar",Negative,
  2," have any daca kids committed mass shootings in schools just wondering  priorities gunreformnow",Positive,
