Sentiment_Score,Tweets,Sentiment_level.score
1, people are asking what to do about school violence here is my suggestion take all the money the government gives to  planned parenthood  and dedicate it to school security  then they can protect the survivors of planned parenthood policies,Positive
0, fbi needs to be shut down they are useless local police have done a much better job   times over maybe if they werent so busy looking for  russian colusion they would be able to save our children from a horrible premature death,Neutral
-1,  what about vegas you could of banned these weapons of war months ago,Negative
-1, no its too late you now need to work with politicians to change the laws fuck you for your complacency they already knew about him,Negative
-1, piece of shit,Negative
-2, no you dont get to blame us when we are mourning,Negative
4, metal detection and a armed guard maybe use veterans they are trained to deal with things like that,Positive
4, bull you dont know how to work hard you told him to make sure he doesnt piss off putin or the money flow will stop we know whats going on and how you guys operate youre all scum,Positive
-1, we trump administration are working so closely with law enforcement that were making statements to point out the shooter is mentally ill and therefore incompetent to stand trial  always happy to do our part,Negative
-2, you did nothing except give a thumbs up you moron,Negative
0, great make stricter gun control laws,Neutral
0, no youre not,Neutral
-2, if you go back and look at the tape when donald duck was elected and sitting in the white house with obama  the look on his face was fear he himself couldnt believe he had been elected scared  in over his head  he wants to be impeached epic failure hes in debt up ,Negative
0, ha funny  im sure the students and families arent resentful at allbeing you and governor scott were funded and supporters of the nra  you protect them and their ars but not our republic  a year ago you signed away legislation that wouldve protected those students,Neutral
0, and what conclusions do you have  what are you doing working closely  what does that mean,Neutral
-2, maybe florida needs to change their state law on the issue of guns  the gov was quit to judgment saying director of fbi should resign  deflecting away from him  changelawinflorida,Negative
0, here why remember crack babies  now add that with  extacy crystalmeth babies remember night club  raves so you have a whole nation full of these kids the bible talks about this generation as being the last,Neutral
-2, let me guess thoughts and prayers thoughts and prayers thoughts and prayers youre useless little donny chump just a bag of rancid air do the right thing and resign because face it youre completely ineffectual,Negative
0, oh sureis little ricky making sure you get to maralago in solid gold rolls royce paid for by us taxpayers  youre a disgrace resign or get impeachedeither or both are imminent at this point  you are not the true president,Neutral
2, working closely with florida providing thoughts and prayers  jesus is talking to  right now  in other words doing nothing while nra lines republicans wallets,Positive
-1, does that mean anything  working closely  on what the new tax plan,Negative
0, how are you gonna fix this every kid is a potential time bomb,Neutral
0, you should have worked before the shooting to prevent it and perhaps children would be alive instead of dead,Neutral
0, gunreformnow,Neutral
3, ug yea right   youre super believable,Positive
-4, how are you working closely with law enforcement  oh wait lets have all the mentally ill have more gunsyeah thats it  such an incompetent moron sitting in the oval office,Negative
-4, change gun laws to punish offenders stop the purchase of assault weapons  stand up to gun lobby groups,Negative
0, by doing what more thoughts and prayers,Neutral
2, thats great when are you going to say there were good people on both sides,Positive
-3, they have caught the guy law enforcement have missed the boat   bigger issues to address,Negative
1, you r working on nothing you pos stop taking the kickbacks from the nra look at the other countries or none school shootings usa ,Positive
-5, im sad to see that the fbi dropped the ball in preventing this attack like others if they are going to be busy witch hunting faked dossiers and wild clintonista conspiracies maybe it is time to put armed guards in schools to protect kids,Negative
-2, apparently theres nearly one gun per idiot,Negative
1, currently rounding up anybody who looks like they have a mental illnesshopefully youre the first one,Positive
0, shut up you mongrel,Neutral
1, save your prayers and condolences take action guncontrol,Positive
1, then get rid of criminal rickscott and work with actual law enforcement not crookedscottyou want to stop these attacksbanguns hunt whiteterrorists neonazis the kkk and the maga people who join them,Positive
-1, too late  big fucking deal,Negative
0, the terrible florida school shooting was done by one of your more youthful supporters  he even has one of your tacky red caps  arent you proud,Neutral
-2, tell   rick scott that wray doesnt need fired for this screw up  fbi   it was the people that obama put in there clappers buddies prob who screwed up,Negative
1, school shootings and flu rampant americans dont feel safe where are you in this as we americans cower in fear for our daily lives  we have put our faith and trust in youyou have to do something anythingamericableeds while you support your needs where are you,Positive
-1, how about government doing something,Negative
-3,  go rinse the blood off your hands fat ass,Negative
-5, your trying to put blame on someone else in order to justify awful laws for gun control stop being lackey for nra,Negative
-2, your trying to pass blame on bad gunn laws and to justify you not doing nothing because you take nra money,Negative
0,  we need to put metal detectors in all schools and arm the teachers who should protect our children on a daily basis,Neutral
2, you had the power to stop this you have the power to prevent another one for the love of god do something,Positive
0, really hard working very very hard and what is it that you are doing about it don,Neutral
-1, by coming up with new gun laws,Negative
-2, what you need to work on is fixing the nd amendment to keep guns out of the hands of the people with mental illness and violent criminals to include domestic violence stop running your mouth and put actions behind it in all my years i have never seen a potus act in this manner,Negative
4, rick scott and you are working hard to make sure that florida has the best armed mentally unfit population in america  when he and you are out of office the soon the better the safer florida and america will be,Positive
1, rick scott a fellow swamp dweller have fun playing together,Positive
0, no interior shots of the school it will be bulldozed like with sandyhook hoax survivors with bad acting no death certificates signed by doctors,Neutral
-1, you should be working to prevent another tragedy but the nra and repubs have their hands so far up your ass working you like a puppet i know that is impossible,Negative
0, florida gun laws are ridiculous its time to get that aids patient rick scott out of there be honest rick all the signs are there  rick and the nra in florida have risk kids lives with the laws they enforce protect the youth not the nra gun sales,Neutral
1, the shooting is over why you working with them now who you kidding youre playing putt putt golf right now,Positive
-1, gun control now,Negative
-1, fake news,Negative
-2, what actions will your administration be taking to limit gun violence in schools and vulnerable communities across the nation,Negative
6, thank you president trump your job is made so much harder with so many people condemning you to quote a wise women when they go low you go higher michelle obama we can all agree to disagree and please can we all just get along another great quote,Positive
0, what to do nothing,Neutral
-2, working with law enforcement after the fact instead of enacting meaningful gun control before tragedy struck hes not old enough to trust with a beer but hes old enough in florida to buy an assault style weapon  dumb dumb dumb  thanks gov scott and the nra,Negative
-1, i know if anyone can fix this problem you can enforce the laws on the books,Negative
0, no you two are working on blame that is all you know how to do other than accepting bribe money from the nra,Neutral
-2, two turds in the shithouse  hey  year old can buy ar but cant drink  how fuck up is that tax return dt,Negative
1, how about some realistic  new gun laws protect our future generations  from this insanity  better  mental health care coverage,Positive
-4, we  i highly doubt youre doing anything beyond your ridiculous grinning and inappropriate photo op and golfing yet again you are worthless,Negative
4, you mean like working with them to pass meaningful gun reform laws that keep shitty people like the maga hat wearing white nationalist who had been interviewed by the fbi for being unhinged from getting guns yeah i bet not gunreformnow floridashooting,Positive
-2, too late tonald john,Negative
2, but not working closely on making sure it doesnt happen again,Positive
0, stop tweeting  do something,Neutral
-1, nra gave you millions to kill our kids,Negative
1, if we pray hard enough these disgusting despicable acts will stop right,Positive
-1, metoo  moron  timesup  pathologicalpresidentnomore,Negative
-1, metoo timesup moron  pathologicalpresidentnomore,Negative
7, gun laws now im so glad i wasnt one of the victims you visited yesterday i would have been delighted to receive your lovely compassionate wife but not you you are all the main characters in the wizard of oz no brain no heart no courage and you never had them,Positive
2, really cuz they caught the guy quickly so what exactly are you doing  oh yeah teeing one up on the golf course  keep up the great work dufus,Positive
-3, this was an act of terrorismdomestic terrorism it wasnt just a case of mental illness just like the shooting in vegas wasnt these are acts of domestic terrorism and more needs to be done to prevent this terrorism,Negative
-2, you should go golfing after such a great week school shooting extramarital affairs  indictments domestic abuse claims immigration fail you just keep up that golf game,Negative
1, on time mr president what are you waiting for,Positive
1, rick scott is ready for gun control might as well cross him off your list mr nra,Positive
0, rick scott another jackoff,Neutral
-1, how about banning assault weapons dumbass,Negative
1, working on,Positive
4, work closer you clearly arent doing good enough,Positive
-3, so you can rewind what happened or what idiot gun laws need to be changed puto,Negative
0, what did one lizardman say to the other,Neutral
-2, when our legislators try to keep mentally deranged people from having guns the nra always objects and lobbies against it,Negative
-2, lies all lies,Negative
1, just talking as usual shame on you,Positive
-1,  your an ass,Negative
-1, fuck you i watched your speech you do not give a single fuck about those kids and you know it you will continue to be a slave to the nra youre  not the worst president ever but you are the most detestable,Negative
-1, i live i florida and im concerned what are yall planning updates please because anything except gun control is unacceptable and should be immediately dismissed,Negative
0,  u shoulda done that when your fbi got the tip,Neutral
-2, mr president is it not a little late to work with law enforcement why didnt your law enforcement prevent it,Negative
-1, change the gun laws in ur countryhow many more innocent people have to die before something is doneoh the fact that the shooter had mental health issues doesnt exscuse his actionsis another reason he shud never of had access to gunslet alone buy them,Negative
0, one other thing you should be working on is the environment flooding from florida to the carolinas is the worst its been in  centuries thats global warming,Neutral
3, not as closely as you scott and the rest of the gop work with the nra may god have mercy on each and every one of you the blood of those children is on your hands,Positive
0, he allows semi assault rifles to be bought by those not able to buy alcohol ,Neutral
0, what does working closely mean,Neutral
0,  get the ars off thevstreets,Neutral
-2, wray is an apologist for fbi corruption replace him with a tough cop from outside the dcswamp ,Negative
1, i support you potus i know this was supposed to be solved before younow is your turn ban the ar fire fbi agents who neglected arm security staffprayers and action,Positive
1, why dont you try to work with law enforcement to come up with some kind of improved gun controls  oh i forgot you have been bought and paid for by the nra,Positive
1,   thought this may help ,Positive
2, guns or kids simple choice,Positive
-1, now that children have been murdered youre worried about law enforcement  it was perfectly legal for that teenager to buy an assault rifle  that should be your focus,Negative
1, working with law enforcement please they did their job now you do yours,Positive
2, how about some common sense gun laws oh right you have no sense at all,Positive
-3, if you can play a porn star  to stay silent why cant you do the same for all the victims of your follower its your fault on many levels your vindictive persona made you come in office to undo everything obama and you halted policy that could have stopped this crime,Negative
1, working closely with the nra ,Positive
1, nothing will change  i wish it would but the truth is guns make  in the us so they wont change there laws  ok kids lose their lives but how they see it is every bullet that takes a life is replaced with a new life to buy a gun in the future ,Positive
1, where  was scott for protecting schools,Positive
-1, it is up to you to kick the nra in their ass and say no but this requires balls which you dont have is this your way to make america great again,Negative
0,  yet nothing is gonna happen though is it even though this is the th shooting this year we are in february,Neutral
3,  try working with congress to prevent the next one drain the swamp of nra influenceif youre man enough if youre not powerful enough to do it and cant act on your own keep being an ordinary lightweight politician are you average or better,Positive
0, metal detectors at schools is a must,Neutral
-1, u need to set up committee to look at reasons for so many shootings to look at culture the process on the books to buy guns and loopholes,Negative
0, which one,Neutral
-1, but if it was a black person or immigrant this would be a totally different response,Negative
-1, doing what congress is where you need to be doing your work banning these guns that kill our kids,Negative
3, you dont know what youre doing even after we told you what to do get it through that jellified brain of yours donaldyou work for usso when we tell you to do something like getting rid of arsthen you goddamn well better do it and stop wasting our time,Positive
1, bull  you actively work to make this happen by weakening the existing laws,Positive
1, does the donald ever respond to any of the comments people make on his posts  no because hes already moved on and isnt listening its not about responsible citizens having guns its stopping the nutters getting them,Positive
0,  you are,Neutral
-2, govrickscott of florida needs to look in own back yard b throwing stones  his ppl messed up badly nodaca noamnesty buildthewall ,Negative
1, just how did you help arrest the shooter,Positive
2, work on securing our schools and arming our teachers and school employees follow israels lead on dealing with potential threats and have teachers carry weapons hannity     americafirst   nra,Positive
3, you  scott have done nothing to prevent these tragedies you have no moral authority to even speak about this tragedy except to apologize ,Positive
-3, sir wray and rosenstein must resign or be fired by you due to malfeasance and incompetence in the mishandling if florida massacre  ret educator here ,Negative
-2, also the newscaster who said medicaid takes care of the mentally ill doesnt have a clue  no one takes care of the mentally ill they are put on the streets wi mx,Negative
1, feeling sad on incident we are still facing same situation in routine responsible is,Positive
0, faggot,Neutral
-2, lies youre headed to your retreat marlago,Negative
-1, fire rick scott somebody  seriously what has he done since orlando,Negative
1, does that include guns and ars,Positive
2, mr presidentdont allow some spy in ours country to be obstructe to our president please support ghani to terminate warlords in afghanistan,Positive
3, working to do what  pray some more  that seems to help so much  howabout growing a spine and getting rid of automatic weapons and not letting teens buy them,Positive
0, how do you work on a situation with law enforcement that already happened taking reports about social media more seriously  gun control is all the law can do atm and we both know youre not doing that so pray tell mr magawhats this work entail,Neutral
1, what exactly does working closely meanare you drafting new gun control measuresan amnesty and gun buyback schemetightening licence requirementsauditing safe storage of weapons by owners,Positive
-4,        womenshealth irs fbi veterans law gunreformnow noballsdonnieeducation irony treasonous donnie faces frozen assetsseized properties  federal prison time ,Negative
0, sure you are you will do nothing because the nra owns your sorry butt,Neutral
2, not liar you are just working to spin it for your political benefit thats what you do with everything evil trump,Positive
0, fakefuckingpresident,Neutral
-1, to do what exactly talk is cheap and your lack of tangible action on this issue speaks volumes,Negative
0,   sanctions,Neutral
1, oh great,Positive
-3, i want all semi automatic military type weapons banned ive never seen a hunter kill  deer and leave  wounded ,Negative
0, trumpisamoron,Neutral
2, so glad i dont live in your crazy country australiangunreform worked,Positive
3, youre working hard on doing nothing trump until you value people as much as guns youll continue to do nothing its just the kind of person you are cant wait till youre gone,Positive
-3, words mean nothing actions mean everything,Negative
0, how about no more  to politicians from the nra,Neutral
-2, you need to work with the us congress to get gun laws passed  start with no more automatic assault rifles sold,Negative
0, work with this dump ,Neutral
-1, bullshit  we know you dont care,Negative
1, why should a child fear for their lives going to school why should schools have drills thats something i do not understand about the ease of getting a weapon in america,Positive
1, working how doing what,Positive
1,  by providing more weapons to idiots with no background checks  yes well played dickhead,Positive
-1, traitor,Negative
-1, and we now know why governor scott is calling for christopher wray to resign thanks for tweeting more evidence of your obstruction of justice,Negative
1, you are an embarrassment to our country  i dont know how your wife kind stand to live with you and let you be a positive roldmod for baron  you are a piece of shit  how you got elected  oh  can you say russia,Positive
1, you are so full of shit sir,Positive
1, you are responsible for the deaths of these children nrasbitch,Positive
-1, yeah whatever youre worthless scott is worthless have fun golfing you pos,Negative
0, its too latefail,Neutral
-1, russian hack,Negative
-1, why dont you make every teaches get a license to carry hell we all need one for protection,Negative
0, this cant happen again,Neutral
-1, you need to do something please,Negative
5, professionals should have taken action beforehand opportunities discarded led to lives discarded prevention must be the priority not response after we have more security on trucks carrying paper money  coins than we have at our gun free zone schools w kids  teachers,Positive
4, if i can say something as a former fbi intelligence analyst i will say that the culture of the fbi has fallen into the lax standards of pre  most star analysts just write papers to get them in a file innovation and teamwork has been replaced by ego and look at me,Positive
0, remember elected by the people for the people please listen to the people,Neutral
-1, wtf you are working closely with fla law enforcement doing what making sure your tacky golf club is well protected fucking dumb ass statement,Negative
-2, little late,Negative
2, tell rick scott he has the most well armed murderers anywhere they can thank him,Positive
3, rick scott was endorsed by the nra during his campaign for governor he and you will do nothing that will stop these tragedies,Positive
0, golf golf golf golf golf golf im not paying taxes so you can golf,Neutral
0, doing what your golfing this weekend putin can have you,Neutral
0, fuckwit,Neutral
-3, you arent doing shit you lying peice of shit,Negative
6,  we pray for you sir may you help free us all from the collusion of the deep state agenda may our father in heaven strengthen you  clear the path to truth  victory over the evil that permeates this country,Positive
-4, you arent going anything but inflating your fat head over inflation can cause your head to explode little donnie  cnn   ,Negative
7, mr president tell the fbi to create a special task force where their only job is to follow all leads about individuals like kruz follow them on line and live surveillance,Positive
-1,  gun control starts at home and school prayer and pledge to american flag before class starts and hunting safety course,Negative
0, we dont believe you,Neutral
1, doing exactly what kind of work  limp wet rag,Positive
0, you need to put forth a ban on assault rifles   they are not needed in the civilian community   would do wonders for your presidency  do what is right   as you have been doing  would have to be non patrisan,Neutral
-2, those horses are out of the barn still youre not bother to shut the barn doors theres still more horses to lose you know or youll do nothing of value and go through it again,Negative
1, more praying  that was his answer last time  bullet proof prayers right,Positive
2, what pray and think that is not enough,Positive
0, donaldtrump shut the fuckup,Neutral
2, look at countries that do not allow you to have guns and see how many school shooting there are once you have done that im sure you will see that your gun laws need to change or nothing will stop this from happening again i pray for all your loved ones,Positive
0, and there it is again  the pile of poo,Neutral
0, president condolences to parkland tragedyi ve plan to stop these massacre in schools  congress pass laws restrictions on guns amend gun rights not allowto carry guns in public restrict sales to mentally ill  amend edu systemput para pupil in separate schoolill solve,Neutral
0, governor scott opposes gun too like you,Neutral
3,  ask him why he doesnt have any id requirement to get a gun in his state and why there are so many gunhappy white nationalists that think theyre going to create the great white homeland in florida,Positive
1, change the laws back to where parentsteachers have control over their kids bring back old time discipline where kids will have respect for parentsteacher,Positive
0, shut up,Neutral
0, no you arent you are stalling and waiting for the public to forget like they always do until the next inevitable time,Neutral
-1, one item on your list is to fire the idiot from the fbi that dropped the ball on this investigation,Negative
0, and how is that  watching the news for current updates,Neutral
1, are you working on gun control  make real changes to make our country safer,Positive
-2, are you undermining every law put in place to protect the public i mean your presidency has the largest amount of gun violence you made it easier for mentally ill people to get guns you have the mental capacity of a toddler i wonder if you can ever read big words,Negative
-2, give me a break you put that gun in cruzs hand nrakills,Negative
-1, doing what exactly be specific or e know its just more lies from pathetic commander and chief,Negative
-3, too little too late you fucing moron,Negative
-2,  love you djt dont let the asshole lefties deter you theyll blame everything on you every chance they get we still believe in you,Negative
-2, you should have worked closely with congress on gun control to prevent this instead of doing damage control after the fact gun control now,Negative
3, grace  peace to you our president,Positive
0, this problem can not be fixed by congressdemocrats are idiots to think new laws will help,Neutral
-1,  fake news,Negative
0, it is rick scotts floridathat allowed this to happen,Neutral
2, why dont you creeps do something about guns instead of talk talk talk,Positive
0,  this did not have to happen be a stand up guy and get the guns off the street,Neutral
0, better get some ars in the hands of kindergarten teachers thats a gun battles  everyone dreams of  miss mary jane vs whitey psychonazi maga man  in the classroom,Neutral
1, by doing what trump,Positive
-1,  idiot,Negative
-3, they are already dead you fucking cock stain,Negative
0, just like youve been working closely on the shootings in las vegas sutherland springs of one of your own republican senators  not to mention the daily carnage that blankets this country like an allconsuming plagueyour hollow  worthless condolences wont be the last ones,Neutral
1, obama was usually on an apology tour he never cared about things like this  he called it work place violence  idiot michaeland i lol,Positive
-1, try banning assault rifles,Negative
-1, what does working with law enforcement on the terrible florida shooting look like ,Negative
-1, yes you and rick scott are totally working together so you can try to use this tragedy as an excuse to put some flunky of yours in charge of the fbi,Negative
-2, too late donny the shooting has already happened,Negative
2, thats good however working closely with your people to not allow this to happen again would be saying something,Positive
-2, jerk just ban the guns duh why do you hate america so much,Negative
-1,  how about not putting out a budget defunding back round checks and life after hate and gaslighting the country,Negative
1, and many of us are working closely to throw you and rick out of office and replace you with people who will actually do something about gun control,Positive
2, best way to help is to get the nra out of your pockets,Positive
0, get on the fbi and background checks dont make bills that dont do anything nochicagogunlaws,Neutral
-1, gun law changing then  in fu cling likely,Negative
1, im taking bets who wants to bet that nothing will change ,Positive
2, can be some kind of limits for guns and types of guns in the community apply can be depends on the correct use of guns is if cause confusion and seizures in the community should be in front of it was,Positive
-2, meeting to do what  you cannot pass a law thats up to congress  so stupid  go back to high school and take a class in government  that is if you can read,Negative
-1, this is blood on your hands,Negative
2, your not doing anything the only reason youre in florida is cause your hotel happens be there well see what kinda man you are and i think we already know ,Positive
0, what exactly are you doing,Neutral
0, and,Neutral
-1, stop allowing persons from buying assult weapons  only the military or police need this type of weapons,Negative
5, i hope you working on tougher gun laws if not you really not working we educators deserve better,Positive
0, law enforcement did not do their job the  times complaints and concerns were lodged so what will they do now  oh wait nothing just like youbanassaultweaponsnow,Neutral
0, you are real sick person,Neutral
-2, you ignorant crackhead you signed an executive order allowing mentally ill people to buy guns ,Negative
0, from the luxury of mar a lago,Neutral
-1, hell be voted out too,Negative
