Sentiment_Score,Tweets,Sentiment_level.score
2, i heard you say on tv u supported clean bill and daca then turn around and hold daca hostage for extra stuff if you had kept your word then you would have already been hero  instead you are fighting judges decision against you,Positive
-1, try a standalone bill for daca that does not entrap them with gop requirements unlike other citizens,Negative
0, wecallbs,Neutral
1, mr president ive heard this last chance slogan being tossed around its not the last anything what these jokers too busy to work i believe that america should set the schedule not mr ryan not mr mcconnell not mr schumer nor nancy pelosiamerica should come first,Positive
8, mr president  offer this deal to the democrats  grant citizenship to any eligible daca recipients who enlist in our armed forces and serve honorably for  years  those who are not eligible to enlist in the military can assist with building our big beautiful border wall,Positive
-1, you caused this crisis,Negative
1, wouldnt it be great if you would get the fuck off twitter and govern ,Positive
1, yes that would be great and surprising,Positive
1, i am surprised you even know how to spell daca,Positive
-4, you and the gop congress in feb of  removed limits on mentally ill people getting a gun that is a fact not fake news,Negative
0, this isnt one of your business deals daca will be solved no matter how long it takes there is no walking away youre an idiot,Neutral
0, when are you getting back to health care ours sucks thanks to odummer its never been affordable again,Neutral
1, russian bots are working overtime ,Positive
2, its not a puzzle  give them all citizenship  they are all better than you and you are president,Positive
-2, we had a daca deal in place thanksobama you try to do everything you can to hurt the vulnerable bc you hate that weakness in yourself typicalbully,Negative
-1, not the last opportunity  if congress does nothing you can reenact obamas executive order that you cancelled   not the last chance  artificial deadline created by you you can undo it,Negative
6, dont settle yetuse them to build walltax all the cash being sent to mexico by illegals fund raising to build wall american citizens want campaign promise keptbe strong,Positive
0, nodeceptionthiselection theradicallefthatesamericatheradicallefthatescaliforniafollow  erincruzussenateca ,Neutral
-1, fact check trump suspended daca putting at risk deportation relief for  undocumented people who were brought to the us as children,Negative
-1, too soon to talk about gun control  but not too spoon to exploit a tragedy for your own gain,Negative
0, you ended daca,Neutral
2, yeah that would be great if we didnt have a hitler wanna b sitting in the white house maybe we could actually get that done,Positive
-1, u created the daca problem,Negative
-1, so many ways the stoneman douglas tragedy could have been avoided the first one is no semiautomatic guns on the hands of a teenager,Negative
0,   ,Neutral
3, daddyplease i wish to appealyou use your good office to call on the government of federal republic nigeria to order to see that oil producing communities gets their rites from the oil companieseven the actual landlords suffering here in nigeriathanks god bless you ,Positive
0, very naive to think that ilegal inmigrants are taking the job of american people,Neutral
0, ,Neutral
-3, whats so appalling and absurd is how obvious it is that you are not writing your own fucking tweets anymore the correct spelling proper punctuation lack of over punctuation lack of all caps fucking sad,Negative
3, one more thing our language is american just learn itand speak it understand our ways respect all our laws and people that do what has to be done for america,Positive
0, how much blood money have you gotten from the nra,Neutral
1, the money that goes to other countries should stay in america first  countries that we give too some dont like us as a country and burn our flags degrade us and even hate us because we help it should end,Positive
0, after daca deal with the clinton cartel and her croneys,Neutral
5, if want to be in america then become citizens pay your share of taxes dont take handouts from americans that need help to survive love this country like we do true americans should come first,Positive
-2, quit trying to use the dreamers as pawns to get your wall btw one way to help fund your damn wall would be to stop taking all your fucking golf vacations on the publics money,Negative
2,  no deal would be necessary if you hadnt ended daca without a plan about what to do next,Positive
5,  just let it sunset until the greatwall of trump is built then we can talk about dacaremember what happened to president ronald reagan,Positive
-2, you caused the turmoil by ending the program how is this not your fault trumpliesabouteverything,Negative
0, daca is caca,Neutral
-4, this is all false  you stopped daca last year  this is all your fucking fault  eat shit you stupid fuck muppet,Negative
-1, send them all back no more  spent on illegals,Negative
1, in february of  one year ago president trump repealed an obamaera regulation that would have made it easier to block the sale of firearms to people with certain mental illnesses,Positive
1, just pur daca on the table then instead of lumping it in with a load of other stuff,Positive
-2, blah blah blah please try to say something important,Negative
-1, let them make a deal all you have to do is sign it dont interfere like you always do this is all your fault anyway since you killed daca,Negative
2, freakin idiotchange the date you like power so guess what you can make this happen  keep playing games with peoples lives and you will know what power the american people have when we come together,Positive
2, president donald john trump   will do more for black americans than that other president   what was his name,Positive
1, great indeed,Positive
1, when are you going to deport el chapo he is mexican and has no legal status here,Positive
1, screw it  if the libs arent serious about daca negotiations then send all of the illegals home and be done with it  you cant negotiate with someone who never had any intention of marking a deal,Positive
7,  please mr president no amnestylet them have permanent immigration status and a green card  no voting rights  ever  no social welfare no social security and if any felony is committed they should be deported immediatelyend chain migration build the wallamerica first ,Positive
0, what are you high you should have a mental evaluation,Neutral
0, stand firm for america and     maga,Neutral
1, they voted on russian sanctions but you did nothingforeign money grifters ,Positive
1, you caused the problem i too hope that the congress is able to clean up your mess,Positive
3, is march th when your friends from russia will start saying your name in their stories,Positive
-1, you are a sick individual he was reported several times still bought anar,Negative
-1, dems dont want to make a deal  pleaseeeeee  they just want to cause more headache and more of a confusion then anything  idiots,Negative
1, i dont trust our president of hate such a lier you cant be trusted farther than i could throw you,Positive
-2, dont try to save the illegal aliens democrats dont give a crap about them and we dont want them send them out of our country please they are a drain on our society,Negative
-1, you ended it what an idiot,Negative
1, you are the one who wont sign a bipartisan deal,Positive
0, dems dont want to solveanything just obstruct maga,Neutral
-2, the only way this will work is if you and both parties in congress make concessions to each other this whole my way or the highway nonsense is a incredibly expensive bogus waste of time,Negative
2, if democrats supported daca they would do anything possible and collaborate and compromise with the republicans,Positive
-5, thank you for these details there is so much divisiveness and incendiary rhetoric out there that it is hard to maintain ones balance and resist being swept away in the tidal waves of emotional opinion and uninformed positions taken remember to think not react find the fact,Negative
1, trump suxs,Positive
2,  if democrats dont come to the table to solve it start deporting with no exceptions for daca qualified no merit based path to citizenship then a merit based deportation system,Positive
12, thank you mr president  yes i hope both parties will come into an agreement  save the drramersdacaand yes build the wall secure the border  give legal status  with merit based  those dreamers that are deserving,Positive
-2, how about no trespassing sign on the statue of liberty and how to overthrow tyranny violently for idiots book,Negative
2, you know there will be no deal the media will spin it as a republican failure,Positive
0, thensign the bipartisan bill,Neutral
1, all the more reason he shouldnt have had the opportunity to get his hands on an automatic weapon donald  a disgrace,Positive
0, for a wall sign exc order if need be in  years daca ppl will be in their s no threat wall will stop future dacas automatic fix,Neutral
1, deal shouldnt be needed  you ended  daca  thats on your head,Positive
4, yes mr president you are the one that will get r done thank you mr president,Positive
1, it would be simple if the wall was taken off the table  waste of money,Positive
1, new international version of the bible  the foreigner residing among you must be treated as your nativeborn love them as yourself for you were foreigners in egypt i am the lord your god,Positive
0, trump overturning daca to use it as a tool to fund a wall  then turning around and blame the democrats for not supporting daca  is he serious,Neutral
0, and youre talking about this now,Neutral
1, have u banged any daca porn starsdoes that give them legal status do hot dreamers get invited to yr bungalow do they get free s huh obstructionofjustice trumprussiacollusion ruleoflaw trumpracist traitortrump donthecon  resist moron itmfa maga suckersfortrump,Positive
-1, metoo  moron  timesup  pathologicalpresidentnomore,Negative
2, i see its the immigrants shooting up our schools maybe you should take all that money you want to biuld a wall to fund our schools so our kids can be safe or just keep cutting funding for education so our kids will never know right from wrong standus,Positive
-2, lying  racists pussy,Negative
-1, after each killing the same talk and then they wait until weed grows and covers everything and the next killing is preprogrammed money is the god they worship the safety of our children are only lip services they can only understand when we oblige them to understand,Negative
1, no amount of negotiating will prevent you from being impeached,Positive
0, im so tired of you every time i relive the day you were elected i think less and less of this country why would someone respect a country that doesnt respect the people that live here,Neutral
3, have you ever even solved a puzzle i have a hard time believing a man that cannot even string together a coherent thought can put together a fucked up puzzle shut your dicksucker and do something productive no im not talking about golf asshole,Positive
-1, you dont care about these kids and we all know it you just want that stupid wall and youre holding these kids hostage to get it,Negative
1, thank you mr president for everything you do especially pissing off the whining losers on the left ,Positive
2, oh were going to solve it even if it means voting all republicans into office as the democrats seem to have stopped having any voice outside of attacking our president whos values we love and refusing to even sit down on important issues tick tock,Positive
0, guncontrol,Neutral
-1, gun control,Negative
-1, but you shift positions and tank it assholeresign so america can begin to be great againyou are diving us into the toilet,Negative
1, so do deportations start march th,Positive
-1, how about we address the issue of gun control seeing its one of our biggest issues right now daca reps belong in this country because they contribute to our economy but those same daca reps could be involved in a school shooting committed by a white terrorist ,Negative
2, nice job so proud you are the potus thats sarcasm btw,Positive
1, nice one,Positive
-3, cant be done term limits drain the swamp,Negative
1, i say president trump should break out the executive orders   for daca and the other for the wall i lost track of how many eo obama wrote against the congress and senate but he wrote more than any other president time for our president to start writing orders,Positive
1, there will b lots more opportunities once ur out of office ,Positive
-1,  i wish trump would stop lying about daca i dont think a lawyer should repeat trumps lies ,Negative
0, these  deaths are on your hands  how dare you blame the students  community  your ego is causing you to undo everything pres obama did including his regulation on not allow anyone with mental illness being able to purchase guns  you are so far removed from the real world,Neutral
1, i agree,Positive
3, theres always a chance do the right thing take your wall out of the deal majority of americans dont want your wall,Positive
-1, who started the fight over daca you did your obsession to undo everything  presobama accomplished is pitiful and unbecoming of a leader but you are a tv host nothing more,Negative
-7, the problem is lies and treason the world have already heard loud and clear cowered and lierbut unfortunately the cowered and lier evil in command with alt the power on his dipoles dont get it  the slaves blindfolded continuing falsifying reports  deal with evil is ,Negative
1, non essential priority donald sort your bullshit gun issue jesus h christ dont you love and care for your people mate we sorted it in the s mate,Positive
0, u created this problem in sept when u ended the program so take responsibility  your actions thankfully fed judge stopped ice deportations that u created dont blame dems or repubs u did this,Neutral
2, why negotiate why not leave it alone its been a great assistance for thos e,Positive
0,                   ,Neutral
-1, you created this problem there was a deal you disrupted it to create political chaos shame,Negative
0, faggot,Neutral
0, prayers,Neutral
0, we have faith youll screw it up tweet about it blame dems obstruct eat a big mac,Neutral
0, you whine and point fingers like a little child,Neutral
-1, loser,Negative
-5, you are a bad joke soon to be a bad memory rot in jail pig,Negative
-1, you are literally the worst,Negative
-1, fuck you,Negative
0,  the only never is that we should nevertrusttrumpno more russiagoptrumpnrascams,Neutral
-1, seriously what is wrong with you  how do you live with yourself knowing youre directly responsible for the murder of innocent students and teachers be a man and stop letting the nra make you there bitch and help pass some fucking gun laws in this country  must be done now,Negative
2,  as for the last chance deadline this is not a contest or game show on tv  the usa is a government with a constitution  laws  we can begin by extending daca for the real people not reality stars that are eligible  then we can work on a pathtocitizenship,Positive
-1,  trump was the one that tried to cancel daca  scare americans with ideas that all daca recipients were  murderous drug selling rapists dacaisnotapuzzleit is a program to protect dreamers until congress can legislate a path to citizenship,Negative
1, trumpliestrumpgopnrarussia owned lawmakers do not want cleandaca  they keep adding sabotaging amendments most citizens  democratic lawmakers want cleandaca,Positive
0, ng lm g danh li mi coi thng c ln my ch em i cn  bc na l xong hahaha ,Neutral
-1, you are an asshole,Negative
-1, stand firm on your ground with regards to illegal immigrant proclaimed during your presidential campaign do not fail your voters no deal on illegal immigrant no amnesty,Negative
-1,  as usual your foots sticking out your ass you need to shut it up ,Negative
-1, the wall first mrpotuswe really need itdems had a lot of chances but i dont think they really care about these people,Negative
0,  nodaca keepyourpromise,Neutral
-2, boot their butts my give a damn is broke im just so disgusted with peoples actions and disrespect to our president and country,Negative
8, please keep your promise american citizens first  we the people have rights to all jobs benefits schools a safe country to live in safe streets to walk in we the people demand our rights come first mr president you promised us  we backed you please,Positive
0, make the damn deal and stop toying with peoples lives,Neutral
0, the problem is you dont want to solve it you want to take advantage of itbtw,Neutral
-2, not mentally disturbed   hes a terrorist  but you want a wall,Negative
1, democrats are deceitful they dont want to help do not give in to their demands build the wall,Positive
3, they did report it your pos fbi did nothing dont even try and put this on the community just lost all respect for you,Positive
1, i hope you had the time to read my response,Positive
-1, i am the majority and i and many i know voted for you bergen county nj voted for you ban assault weapons or im not voting again,Negative
1, dotard donnie have you thought of what would happen if the congress does not pass a bill on daca by march th,Positive
0, my wife and i are firmly against any path to citizenship that does not include the whole family going back to their country of origin and entering the usa legally,Neutral
1, a deal would be pretty simple if you would quit trying to put your insane border wall in the deal,Positive
0, el salvador ,Neutral
-1, hey stupid americans do not want a wall,Negative
0, try having a bill without holding things hostage you know the democrats will never agree to compromise requires a spoiled little man being willing to work with the other elected officials instead of playing mini dictator with his mini dick,Neutral
1, thbbbbpppptd i feel better,Positive
-1, they have had a deal for over a month the fault is yours stop blackmailing dems by holding dreamers hostage to get your wall  of americans dont want your wall do not pay for your wall with my tax ,Negative
1, you do realize the only reason there is a crisis is because you decided to terminate daca on   right or are you too old to remember you created this crisisa only a few months ago,Positive
-1, do you represent republicans or america  think about it we already know the answer ironically over the years you have contributed to both parties what has happened to you,Negative
0, are you going to be jello this time,Neutral
2, why not just stop under twenty ones from having such a high powered rifleban the sales of the weaponammonot all rifles some young people enjoy hunting unless mental health is an issueyoung people dont need those high powered gunsadults have the right under our constitution,Positive
-2, your the idiot that caused this mess not the demswhen will you stop acting like a  year old and stop lying about everything pathetic man,Negative
-2, lots of people have mental problems what r u gonna do lock them all up not all of them mass shot people i cant think of a mass shooting in australia for over  years its access to guns thats the problem america will never  learn,Negative
0, does  actually read any of these comments ,Neutral
6, wouldnt it be great if the president that married more than one immigrant actually cared about immigration arent you a first generation americandid your parents not teach you about the american dreami feel like you are just bought by who funded your campaignfake president ,Positive
0, okay as long as the fund the wall abolish the lottery immigration and the chain immigration,Neutral
-2, since the florida shooting has happened how many blacks have been killed in chicago ,Negative
0, i dispise you,Neutral
-1, you suck,Negative
-4, fool it was dealt with your eraser is dull or your carbon copies are smudged  or you are just insane never could stand you  you are vomit material,Negative
1, way to join the country,Positive
1, then solve it without tying it to your wall  the majority of americans want quick amnesty for innocent illegals how can anyone call children illegals to begin with while the majority do not want your damned wallthe fault lies with you not the dems stop lyingdare,Positive
4, we do not want daca sir we think its time to move its time to act arrests need to begin at the dem party what are we waiting for  throw us a bone sir we are ready are you ready sir  we are ready militia all over the nation is on red alert if we do not act real war,Positive
1, trump is nothing but consistent he has undone or attempted to undo every protection and advance for consumers wage earners and ordinary citizens to appease the richest  and his base supporters who are most likely to be hurt and least likely to benefit from his policies,Positive
1, i feel they should not be here and wall should be built they still take food out of americans mouths and they feel entitled,Positive
2, put it on the ballot  if the democrats wont make a deal let the people decide,Positive
0, its up to you to make it happen,Neutral
2, yes mr presidentthank you so much for making a real impact  we pray for you daily,Positive
1, it aint a puzzle you white folk,Positive
0, yeah ,Neutral
-2, problem was already solved dumbass then you had to stick your corrupt fingers in stfu and go away,Negative
-1, no fucking wall,Negative
0, the daca need to figure out their own lives theyve been here a while so they should be adult enough to figure things out they need to support their lives on their own,Neutral
0, not so there is always another trydaca needs to be rescinded completely as it is a disgrace to america,Neutral
4, i would like to see my grandchildren attend a good college unfortunately they probably wont be able to afford tuition let alone all the extras taxpayer money should be for us taxpayers not foreigners daca has a  fraud rate we have dreamers here that never get a chance,Positive
-1, you are the idiot who took away the mental health restrictions you did this yourself dont you dare turn this on anyone else,Negative
0, donald i dont understand why its such a puzzle for yall,Neutral
-2, please stand your ground on this issue of illegal migrants in our country please,Negative
-1, nopuzzlecrystalclearillegal delaydacaillegalprogrm for illegalsdrmrsboth mustbe endedpotus cant be complicit eitherillegalitiesobthingrttolddrmrsdaca temp delayenable goto parent homeget docsapply leg entry to usa wfavorthey did notno amnestyno legalization,Negative
0, just dont back down on immigration and the wall,Neutral
-1, your fault uselessloser,Negative
-1, you will never get anywhere with that stupid   shes a waste of space,Negative
0, donalddotard,Neutral
-1, you started this mess,Negative
-1, please tell me how a mentally disturbed person was able to get such a high powered gun,Negative
0, enddaca  nodaca nodacadealdeportthemall buildthewall,Neutral
4, hey trump is it differed action for child arrival or differed citizenship for child arrival,Positive
0,  call me,Neutral
4, dems never wanted a daca deal great strategy mr trump your learning to play the game very very well,Positive
1, we dont need a wall all the terrorists live here white americans,Positive
3, you use the words never  forever quite dare i say the word freely but the us will not be under your regime much longer we will get our country back,Positive
0, considering the damages caused by chain migration it is time to start chain deportations doing so would result in a tremendous intent to assimilate and follow all laws,Neutral
1, your white supremisist kkk neonazi friends including the killer in florida are confused by your flip flopping,Positive
1, no amnesty  no chain migration  no immigration lottery  please,Positive
0, blablabla,Neutral
0, no deals  do what you have to do to secure the country  then decide what you are going to do with illegal law breakers,Neutral
0, youre the one who cancelled daca not the democrats,Neutral
3, hope it goes well those kids deserve to stay,Positive
0, this is classic scare tactic psychology,Neutral
2, good luck,Positive
-1, you killed it fuckfacevonclownstick ,Negative
-1, too bad were stuck relying on the guy who puts ketchup on his well done steak,Negative
9, thank u  choosing  b learned  wise mr pres depending on the word  spirit of god  lead u if i believed of cloning was ethical id want at least one more of u but jesus is what truth  lite bless u,Positive
0, your inlaws need to be deported as well,Neutral
0,  thessalonians and then the lawless one will be revealed whom the lord jesus will slay with the breath of his mouth and abolish by the majesty of his arrival,Neutral
-1, why are you pretending this is all up to them  you are the one who is unilaterally rescinding th program  its all on you,Negative
-4, anyx to not talk abt gun  control the issue this week  youre so inept its unbelievable  dead children and you talk about this disgraceful  don jr not one word about fl  too busy sticking  snuff up his butt apparently,Negative
3, all a board we the american citizens deportation train departing asap  mexico  mmga  safe  prosperity ea mexican citizen buildthatwall  keep illegal americans from invading mexico  demanding benefits  citizenshipgod bless ea american citizen now,Positive
0, no chance after this thanks to you and mitch,Neutral
1,  march fifth eh,Positive
-1, stormy stormy stormybad weather ahead,Negative
0, turkeykillchildrenturkeykillciviliansavecivilhumanwhereishumanrightstopafringenocidesaveafrinstoperdogan,Neutral
0, uummmm who signed legislation making it easier for mentally ill to get guns donnie boi,Neutral
0, bull hockey  yiur such a fake ,Neutral
2, last year you killed the dream act last month you promised to sign a bipartisan daca deal that reached your desk so far you rejected six bipartisan deals offering dreamers protection and funding for your unpopular wall you want to solve the puzzle keep your word and sign,Positive
-2, democrats are also victims to negative selfish embedded core beliefs that need to be disanlted  the entire world needs to heal from human disconnect  dr judy rosenberg  be the cause healing human disconnect  its the minds of the people that are the problem mr president,Negative
1, i dont get this whole caca thing it all sounds like bull shit to me yeah thats what im talking about,Positive
-2, demonic democrats are the biggest problem in all areas including but not limited to daca,Negative
1, they did deal you wouldnt accept what you asked them to do,Positive
-1, russia exposed and democrats still insisting on feeding the problem instead of being part of the solution,Negative
0, democrats have used smear  fear claiming all is fair since before   they refused to change when i told them they were hurting america  would cause major damage with an open door for our enemies i left  became a republican because ethics were alive  well i the r party,Neutral
0, rzrgstu,Neutral
-1, solve the daca puzzle what is there to solve leave daca alone,Negative
0, looks like dems want daca to fail vito any daca bill without boarder wall without end to chain migration without end to visa lottery,Neutral
0, on daca i just want to say you you created this problem you solve it stop pointing fingers and take the blame you deserve,Neutral
0, it is about time thanks to your efforts obama didnt do anything about a daca,Neutral
-1, and by solve you mean delete,Negative
-2, youre a hypocrite and a liar,Negative
-3, you are just a racist narcissistic pathological lying moron manchild twizzle cunt twatsicle sociopath,Negative
0, it would be great if you would keep you word and sign the bipartisan bill that was brought to you like you said on tv then refused to sign when it was brought to you republicans are the swamp and have been in control of raping america for to long,Neutral
3, youre not making a deal just demands some negotiator,Positive
0, i doubt that dems will make a deal they are distraction,Neutral
-2, how about you address your failing gun laws,Negative
1, we have billions of dollars to pour into illegal immigrants but we dont have the money toupee an armed police officer and each of our elementary schools middle schools and high schools what a shame,Positive
1, no amnesty,Positive
-1, why did you pass a bill allowing mentally ill people to have guns,Negative
1, do you even care about those in pain who can get relief from thc those who doesnt get high from it you should be focus on drugs that kill people not a natural plant that helps people  its gods medicine not the poison man has made,Positive
1, build the wall end of lottery and chain migrations otherwise no daca and start deportations,Positive
-1, they would rather resist than fix,Negative
-2, there will be plenty of opportunities to erase your actions from the books after youre impeached  dont worry your little head about that,Negative
4, if they dont agree then completely take daca off the table  its not fair to people who have come here legally anyway  my father in law told us about how he came here with  learned english and because a citizenworked for exxon for  years,Positive
0, no daca  no obamacare,Neutral
1, also eliminate anchor babies,Positive
0, neverromney draintheswamp americafirst  supportpotus endobstructionism maga endgunfreezones enddaca buildthewall  endvisalottery endchainmigration secureourborders meritbasedimmigration plannedparenthoodkills putgodbackinschools gunsdonotkillpeopledo ,Neutral
0, no daca let them filed,Neutral
-7, gun control over a few brainwashed and drugged rejects why dont you get background checks for kitchen knives and cars for muslims so they cant commit jihad with them why dont you ban small toys so kids dont choke on them or computer to avoid online bullying wake up,Negative
1, honest to god dumbdonny u removed the order that protected them u pushed then into on coming traffic and now want others to save them all u do is create caos i cant wait for term to end u are a horrible excuse for a human being,Positive
0, no dacano amnestymake everify mandatorybuild the wallmaga,Neutral
0, go ahead and play your stupid games with peoples lives if you dont get your four pillars go ahead and deport the dreamers then try to get reelected,Neutral
-1, so quick to blame this happened on your watch,Negative
1, its about time we solve this problem once and for all  remember us citizens should always come first  not illegals god bless usa and potus ,Positive
0, is he blaming neighbors and classmates  ,Neutral
3, they did make a deal and i expect you to live up to your promise and sign it otherwise you are a liar and a shitholepresident,Positive
-1, no racist trumpwall,Negative
0, november,Neutral
-1,  dims arent our only problem the kock bros open borders cheap labor block has  members,Negative
5, the democrats talk a good game until the actual talk begins  they are not interested in making a deal they will change that they want as soon as the offer is close to what they said they wanted  there is no agreeing with them  now the problem is the weak kneed republicans,Positive
0, let it dissolve deportation march th,Neutral
-2, the daca issue was solved you repealed it fat man,Negative
4, how to create jobs keep vets working and provide a save school environment for our children ,Positive
2, everbody knos the demorats just want to milk this immigration thing they never cared b now that its election year they care full of doo,Positive
1, just do the nuclear option and give no amnesty vet the crap out of these so called disruptive dreamers keep the ones cobtributing to society end chain migration and the lottery,Positive
-1, it was solved until you came along and got rid of it  such a liar,Negative
2, if you were sincere you would cut out your precious but unnecessary wall and make a deal on daca only,Positive
0, my question is since republicans control the senate why was the vote  which republicans voted against it and why,Neutral
0,  no deal dont give these law breakers a pass deport them all,Neutral
0, if deportation starts march  they will deal if not then at least the problem is solved,Neutral
6, the dems dont want you getting credit for fixing the daca deal they want you to be seen as a person with no heart that deported all those poor daca people what a victory for themyour deal is a very good deal it has to be passed,Positive
5, democrats will never pass anything that could be a win for president trump build the wall maga,Positive
1, not a puzzle majority want them yo stay,Positive
-6, you worried bout daca while parents are grieving and hurting because their kid was shot in a damn school shooting you have no respect,Negative
-2, shut yo bitch ass up,Negative
4, good lord get this done the people majority have spoken their will about this matter at the presidential election we are counting on the republican party to unite as one in favor of the people who have elected them into their office keep in mind america first,Positive
0, why never another chance,Neutral
1, trumpty dumpty sat on his wall  trumpty dumpty had a great fall  all the koch brothers and all the koch men couldnt make trumpty president again trumptydumpty,Positive
2, let daca stand and turn your focus onto more important things like gun control,Positive
4, the  member bipartisan common sense coalition after weeks of work came up with an immigration bill that was supported by  members of the senate until you torpedoed it  trumptydumpty,Positive
-2, p how can i blame someone without talking negative about the guns and gunownership must be the neighbors then and the classmates,Negative
1, your friggin wall is a joke to most of us especially after parkland do your job,Positive
-2, het ya idiot you talk about neighbors and students knowing he had issues but ya dumb as fbi wad notified but couldnt track him doen how the fuck does that sound  maybe ya dumb ass fbi should be resposible and do they job i bet if somebody threatened u tbeyd find them,Negative
-5, it comes down to this kid had severe mental and behavioral issues the kids knew he would do something the fbi was notified he posted he would be a professional school shooter we are so scared of being pc not upsetting not getting sued by blm aclu that we look away,Negative
-2, we didnt have an issue with daca until you became president youre a racist pig,Negative
1, if they make a deal and you dont support it then who is at fault here,Positive
-1, do something about gun control,Negative
-3, with the horrible crime rates of illegal immigrants and some supposedly dreamers  strict guidelines and no lottery or san actuary states build a wall im counting on you,Negative
2, i hope no school shooting never happens at my children school cause the one that does i will get his whole family taking justice in my own hands i hope ya get the shit under control,Positive
-1, the courts shut you down again on daca you really should have some one read to you the constitution,Negative
-2, the only time ya dumb ass will pay attention and do something abouy school shootings is when it happen to your own children   such a fucking idiot u are  no i dont bite my togue for idiots like u or your family,Negative
0, the bluewave keeps getting bigger and bigger donnie john you are the biggest reason,Neutral
-2, you created this problem so you should fix it you jerk,Negative
-4, the only puzzle to daca was you shutting it down and saying it wasnt great you are the worst enemy that america has had drain the swamp more like fill it with sulfuric acid,Negative
0, republicans want daca democrats want gun reform could compromises on both issues get  deals done,Neutral
4, you worry about daca and building a wall to keep americans safe and you cant even do anything to protect children and young people in your own country  play less golf and do your job,Positive
-4, we just need more restrictions on gun laws its not the gun that kills people its the person plus if guns became illegal what makes yawl think that your average killer can get his hands on another weapon guns is like weed anybody get it for the right price,Negative
0, im so lucky me  my family live in the uk we have our issues but nothing like americas gun  drug problems,Neutral
6, great job mr president thank you for doing such a great job,Positive
-2, they fucking did nothing fucking happened,Negative
