"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -9,"  obama has to go to jail  jail jail jail jail jail jail jail jail",Negative,
  2," cash meaning gold",Positive,
  0," russiansanctions you are president now you spent eight years on birther conspiracy you still cant stop obsessing over a man better than you in every way imaginable",Neutral,
 -1," not surprising to me congress is saturated with communistocrats and the obama admin populated and owned justice and the federal bureau of incompetence",Negative,
  1," you cant get over the fact that many many people prefer obama to you",Positive,
 -4," you are truly out of your depth and unqualified and know nothing of politics or americas past or americas history and we can all tell just by the ridiculous shit that comes out of your stupid fucking mouth you are the worst us president ever you traitor loser",Negative,
 -1," you and i know that would have been tagged racist as hell just saying",Negative,
  2," hes talking about giving iran  billion dollars which they then bought weapons that could destroy the us and theyre friends and your deflecting by asking about gun laws i guarantee you hes working on both",Positive,
  3," it was their money that the us had frozen  agreed to unfreeze as part of the deal to stop them from developing their nuclear weapons get your facts right asshole",Positive,
  0," lock him upand killary",Neutral,
  0," bruh we still cant get over the fact that youre the fucking president of the united stateswhat the fuck is going on",Neutral,
  4," cash isnt traceable right ok im good have you ever seen cash flyhide and watch ",Positive,
  1," a president who writes like this billion dollarswhy put the  sign if you were gonna write it in words",Positive,
 -3," there you go again demeaning america to please your pathetic uninformed supporters pathological liar clean the swamp start with you and  then move on to the  and  and   some of us can and do read and research facts",Negative,
  0," w o w     s o     c r a z y",Neutral,
  0," shut the f up",Neutral,
 -2," when are we going to get a president thats less worried about what people say about them and start worrying about what they do  and yes i am talking about any of them",Negative,
 -1," because it was their money you stupid moron",Negative,
  0," all i see in this tweet are the many fake likes",Neutral,
  0," obama was the crooked x president ever  lockthemup",Neutral,
  1,"  and where was the media as well",Positive,
  0," that was money we owed them before  result of legal settlement your ignorance is staggering",Neutral,
 -6," you are the worst potus ever you are destructive in every nature just the fact that you still fail to say anything about russia is telling all while you bash our own fbi doj and blame blame blame you truly are pathetic",Negative,
  1,"  was hanging suddam just another masonic ritual don",Positive,
  0," yeah you go ahead and try to deflect from your own shortcomings asshat",Neutral,
 -1," you cant be this stupid  it was their money in us banks that we froze during the iraq war  we had to give it backwith interest",Negative,
  1," maybe it was their money",Positive,
  1," it was their money you fuckhead",Positive,
  0," guncontrol",Neutral,
  0," it was their money you fool",Neutral,
  0," it was their money asshole",Neutral,
  0," i never get ver the fact that everyone loved obama and they all hate you mainly talking about celebrities its like they think they can brainwash us",Neutral,
  4," well ive never gotten over the fact that you dont care to understand history  you use information bent to help further your wealth  its very easy to spot  you are nothing more than a slimey salesman who would be selling used cars if it wasnt for your rich dad",Positive,
  1," you clearly do not know that gotten is not an english word  but we all know you are very stupid anyway ",Positive,
  0," mygod youre anidiot it was irans money you freak",Neutral,
 -1," because we had a bunch of crooks running the country",Negative,
  1," how much have toy spent vacationing though  can you please do your damn job our children are not even safe at school fix it",Positive,
  1," it was a settlement for a legal claim lol stop pretending like you dont understand what that is",Positive,
  0," because he dealt with the shadow government you need to fight them all and bring them to justice good luck ",Neutral,
  0," oye  smh",Neutral,
 -1," are you actually retarded",Negative,
  0,"  yet you wanna drop  billion on a parade you  sir are a fucking joke",Neutral,
  1," its because the elites consider you a dumbass and dont want you doing things because you feel like it",Positive,
 -2," deflect all you want traitorcoward but your illegitimate election will be coming to an end soon you liar and fraud impeachtrump ",Negative,
 -4," why would we waste tax dollars investigating when no crime was committed  shouldnt you be wasting tax dollars golfing or something",Negative,
 -4," ummmremember trumpyou spent more on your families security and private flights in  months time than obama did in  years so please do us all a favor and stop lying stop trying to distract from your own bullshit lies and crimes",Negative,
  0," really  kids murdered at school and that is what you cant get over",Neutral,
  1," nobody gave iran that money it was already theirs",Positive,
 -1," you increased the military budget you are an idiot",Negative,
  1," how much of that  billion to iran is channeled to obamas swiss bank account follow the money",Positive,
  1," unlike you he didnt keep money that wasnt his  growupmangomoron",Positive,
  4," has no one who works for trump ever explained it was a legal settlement of money the unites states owed iran from before the  revolution",Positive,
  1," you keep insisting that the cash was some how a payment it wasnt  they were just returning irans own money that was in escrow since the hostage take over at the us embassy",Positive,
 -1," thats because it didnt happen it was irans money to begin with stop lying resign dotard",Negative,
  2," happy presidents day sr  thank you very much for everything  ",Positive,
 -2," hello you do realize its  and obama hasnt been in office for  months rightnow when are you going to address the gun issue",Negative,
 -1," can you get over your obama jealousy",Negative,
 -1," get over it asshole",Negative,
  9," thank you president trump thank you for standing strong for the american people we love and pray for you every day sir",Positive,
  0," it was their money to begin with stupid",Neutral,
 -3," stop tweets about and hurt ego and change the gun laws",Negative,
 -1," this is where collusion with russia happened",Negative,
  2," why isnt anybody n our gov doing something about it why isnt our justice dept working on it where is the lawconstitution n our gov",Positive,
  2," do you know what a book looks like preferably one involving iranus relations circa s",Positive,
  1," still obsessed with obama enjoy watching him on the news at the royal wedding that you wont be invited to",Positive,
  2," it was their money not ours either you think you can dupe the public or you are the dumbest president in history",Positive,
  1," a good start ",Positive,
 -2," youve stolen at least that much",Negative,
 -1," your an idiot",Negative,
  2," dude read gd history book right you cant read you probably dont even understand what it means when people call you dotard sigh",Positive,
  1," get over it ask someone to explain it to you",Positive,
 -2," gun control gun control",Negative,
  1," you ignorant dickthe cash is their own money that the us froze and offered to return if iran agreed to stop nuclear development dont you know anything nuclear deal allows iran to access its frozen assetsand ",Positive,
  5," havent gotten over the fact that you are the worst president of the united states you prefer to talk about obama instead of gun control the deaths of these adult and children are on your hands i dont care how much money is being paid to who school isnt even safe anymore",Positive,
 -1," you are stupid and youre surrounded by dopes ",Negative,
  1," it was irans money",Positive,
 -2," no every one  clame obama was sutch a grate presidenttaking our monnies to send to his contery  to support his trups to beat little boys going to school with a betan then then shut them in the head line them up as hittler did in mass graves  blow up homes",Negative,
 -3," deflect deflect deflect donny resignnow if a fact hit you in the face youddrop dead instantly your insanity is full blown bat shit crazy",Negative,
  0," that claim has been proven false read todays  liar",Neutral,
 -1," treason",Negative,
  2," because that was iran money not the us money that money was held up during the iranian hostage situation during the carter years",Positive,
  1," obama obama obama try focusing on your own behavior obama is not president",Positive,
  0," deflection donnie deflectiondonnie",Neutral,
  0," hey dummy president it was irans money due to sanction against using their money that was in our banks idiot cannot believe ur prez",Neutral,
 -2," it was nothing less than a convoluted method of theft justice has yet to be done",Negative,
 -2," whats the mystery it was their money that we have had frozen in accounts for many years its not hard to figure out",Negative,
  0,"  well donald quit being and ass and maybe he will tell you how to do it so you can send it to yourself via russia",Neutral,
  2," becase they were all involved all were his administration appointmentshe controlled congress and senate and supreme courtobama in his words fundamental change usaand he almost succededthank god for term limists after fdr",Positive,
 -2,"  that is because you are an ignorant fool",Negative,
 -1," whine",Negative,
  0," money that legally belonged to them you lying assfuck",Neutral,
 -2," judging from this tweet you are part of the russian propaganda troll farm",Negative,
 -3," because obama stacked every agency we have with godless megolomaniacs that feel our votes are a mere suggestionthey figured they had america sewed up with election fraudprojection  transferencethey thought we were stupidsurprise surprisehuh sirnow they really want us dead",Negative,
  3," but obama couldnt find that  billion to help our veterans  glad hes gone  wish he would stop talking now",Positive,
 -1,"  you are pathetic    you continually point elsewhere",Negative,
  0," and it turned out to be a good decisiondespite irans many faultsliving up to the deals is not one of themas all of our allies commended obama an iran for its successsomething youve never done and it bothers you that he did it",Neutral,
  2," i know you dont like to read maybe its because you cant read so see if you can find someone to read this to you or give  a call she can explain it to you ",Positive,
  2," you realize it was their money not ours right",Positive,
  4," im pretty sure that cash ended up in many hands other than the intended ones",Positive,
  1,"  thank you",Positive,
  3," dude you know by now that that money was legally due and not just some random money drop in the middle of the night stop it",Positive,
 -3," never gotten over the fact that you grab em by the pussy and they let youugh if you touched me i would puke on you and kick you in the nuts andreally never gotten over the fact that any woman could vote for youor any human for that matter",Negative,
  2," umm you want build a wall obama did do it under the charts because even you though about it",Positive,
  0," never gotten over the fact that the nra bought you for  millionenoughisenough",Neutral,
  0," the time wasnt right then to investigate obama  maybe nowiran wouldnt have the  or wherewithal to fund hezbollah  hamas who pose huge threats to israel wo  bil in cash from o bs buys a lot of missiles  rocketsobama is responsible  he wants israels destruction ",Neutral,
  3," most of all you never understood that it was irans  money  you steal money to stay afloat so of courae you wouldnt understand at allthevillageidiothasspokenbutnooneislisteningthieftrump",Positive,
 -2," you should read up on the circumstances wait there may be big words and many pages",Negative,
  1,"  he would never do it but what if donald trump did that those on the left wood for sure fall out of their trees",Positive,
  0," never gotten over the fact that your budget plan created a defecit over  trillion dollars",Neutral,
 -1," thats keeping you up at  in the morning but the kids that died last week are already an afterthought eh",Negative,
 -4,"  first off if crimes that can be proven mean arrest are made second if theu did do those things that isnt a defence what do u mean i cant rob a bank and get away with it my dad did it his whole life never was arrested still wrong",Negative,
  1," trump you know this is just another in a long series of lies from youyou are a russian agent we all know thats true mueller knows it tooyes as roger stone likes to say your time in the barrel is comingtrumptraitor ",Positive,
  3," neither have i mr president  have a great presidents day  you will go down in history as one of the greatest",Positive,
 -1," what was crooked obamas kickback ",Negative,
  0," you know nothing",Neutral,
 -1," moron",Negative,
  1," with todays technology we can install a tracking chip on every gun in america just to give the law time to react",Positive,
  0," think you need one of these sir ",Neutral,
 -1," stealing is what your doing brick ",Negative,
  0," they were probably in on it also",Neutral,
  3," stopcomparisonpolitics pay attention to today you have job to do now",Positive,
 -1," barry the messiah could do np wrong in the eyes of his sheeple disciples dontcha know ",Negative,
 -1," never get over how you never released tour tax records but forced president obama to release his birth certificate   coward",Negative,
  1," trump you are truly deplorable",Positive,
  0," obama is a scumbag",Neutral,
  5,"  if the feds werent willing to investigate obamas crimes how can we expect them to follow up on threats of violence against citizens and protect us laws only work if those in authority are willing to hold criminals to account protect yourself",Positive,
  0," get over   you are in enough trouble trumprussia  mueller",Neutral,
  3," still doing this idiot statement it was irans money return of which was included in the iran deal idiotinchief",Positive,
  3," enough of this obama is not the president anymore and your not campaigning against him or hilary your the president now do some good that shines not just in comparison",Positive,
  0," stop the dam investigations and start arresting these commiecrat criminals no more blood on ur hands ",Neutral,
  0," and how much of our money are you spending going to your over priced golf resort every goddamn weekend",Neutral,
  0," traitor trump",Neutral,
 -2," it is called corruption it seems power and corruption go hand in hand",Negative,
  1," money that will be used to kill us",Positive,
  0,"  that would be because it was a legitimate payment you know how you keep whinging other countries dont pay their bills its come up regularly at nato the g surely u remember obama paid a debt",Neutral,
 -1," and youre republican congress refused to let you turn that back so it mustve been an ok decision",Negative,
  0," obstructionofjustice liarinchief babyhands",Neutral,
  3," in think george bush sent  billion to iraq did you get over that asswipe and you just gave away  trillion to the rich and they dont know what to do with the cash they already have asswipe",Positive,
 -1," sickening here people struggle just to make a living",Negative,
  0," marchforourlives ",Neutral,
  1," why are you still talking about president obama do your job and stop deflecting from the real issues cunt",Positive,
  1," it was their money",Positive,
  2," it was their money youre president and you dont know that",Positive,
 -3," who are you starting more lies you and that stupid thumbs up photo op with the victims parents",Negative,
  1," though that was money owed  ",Positive,
  2," and donnie has never gotten over the fact that a black man won the presidency and was one of the best and most beloved presidents of our nation",Positive,
 -2," fake news so sad",Negative,
  0," cant get over you and putin",Neutral,
  0," lol reagan allowed iran to pursue that claim",Neutral,
  1," it was their money to begin with",Positive,
  1," we all know youve never gotten over the fact that obama was president youre a racist and you have devoted yourself to spreading falsehood in support of that",Positive,
  2," and u sold multi mansions  condos to russian olagarks for millions over the asking price  resold you think your smart lets see you taxes why are we paying for u  ss to vacation in fla  u collect room  cart fees to be protected  now wants a parade  impeachtrump",Positive,
 -1," you never get over anything so obsessed paranoid narcissistic self absorbed pig",Negative,
 -1," fake news from the djt network",Negative,
  0," deal with the issues of your presidency why do you always deflect",Neutral,
 -1,"  because hes black",Negative,
 -3," you should worry about your own problems dotard resist notnormal everyonehatesyou worstpresidentever trumprussia",Negative,
