Sentiment_Score,Tweets,Sentiment_level.score
-1,  stop forcing parents to give their children  to government entities to be raised,Negative
0,  please buildthewall,Neutral
-1,  you and the gop are the catastrophe,Negative
-1,  deport them,Negative
2,  your wifes family is a beneficiary of chain migration why wont you comment on the immigration status of her parents,Positive
0,  there were just as many military style weapons and people had access to fully automatic weapons prior to  but you want to try and tell me the ar is to blame for all these mass killings it todays society people are really ignorant,Neutral
-2,  no it doesnt liar read the fucking bill you are a cesspool of lies and cons on great america all for your own political gain and for your bosses,Negative
-1,  dump it we the people demand safety no more domestic terrorists no more amnesty chain migration enforce immigration vetting,Negative
0,  why dont i believe you,Neutral
-1,   u r the catastrophe,Negative
4,   what is wrong with people becoming legal in this country my god if we did any of this in their country we would be shot president trump is correct on every point make america great again,Positive
-1,  we dont need a wallwe need  immigration policy not based on walls that money can be used to imptove and radically change our immigration policiesimmigrants have built this nation to be the greatest in the world not the happiest not us,Negative
0,  never they can get here the same way i did legally,Neutral
3,  build the wall they will build the tunnel,Positive
-4,  propaganda propaganda propaganda you gas light us and spew propaganda if you say it often enough dumb people without critical thinking will believe you,Negative
1,  more hot air  typical crookedtrump,Positive
-1,   you are the catastrophe,Negative
-1,  net cost of immigrants to us tax paying citizens is  billion,Negative
0,  thanks for this post since  lies do consistently it tells me what not to believe impeachtheimposter,Neutral
1,  well mexico has a wall on its border with guatemala for securitywhy not us,Positive
-1,  schumer  had nothing to do with it you blithering idiot collins said so on an on camera interview trumplethinskin,Negative
2,  i dont trust any bill coming from people far removed from ground zero of the immigration question  ppl in california working class ppl who support the president are suffering under the corrupt regime of gov brown and his criminal theifdom,Positive
1,  since no pragmatic solutions are available from fienstein or harris ca senators the bill should be tailored to to destroying the one party dictatorship in california  tat if the gop wants to remain  viable political party,Positive
5,  no wall in  year no deal it dont take ten damn years to build a wall im not even ok with giving these criminals paths to citizenship no give them rights to work and live the break our laws they go back,Positive
2,   no amnesty end chain migrations end daca build the wall,Positive
0,   hes  nowmy stepsonthe court system  troy nylet him free after  no shows at courthe he took off from a residential placementhanging on the streets w gangshas had multiply fb accountsw lots of disturbing videospoststhe system shrugged it off,Neutral
6,  our dear leaders should allow donald trump coach them at least they will learn how to fulfill their campaign promises as much as they learn to keep us informed with their daily twits on twitter,Positive
-2,   children are dead and you are tweeting what is wrong with you our families are dying and you are name calling stop it grow up actlikeaman,Negative
0,  good  you racists bastard i hope you get nothing you want,Neutral
-3,  way to go dumbass you undermined your own plan you suck and are destroying our country,Negative
-3,  your administration is a travesty a catastrophe a sham,Negative
7,   alt left will not agree to anything less than open borders giving them unbounded development of a voting lower class which will keep them in power merit based migration policy is practiced by countries who will never have a daca problem its just basic benchmarking,Positive
4,  of course you dont like it you are a racist who has no idea what america stands for you have no understanding of our constitution and add to that you have no moral ethics or integrity,Positive
1,  just no con man,Positive
-3,  daca recipients cant be criminals or the lose daca statusthe only criminal involved in all this is the billionairebuffoon and russianpuppet colluding with russians sitting in the oval officewhen he isnt cheating at golf or in the bathroom tweeting,Negative
-1,   fuck you and your wall idea,Negative
1,  failure of a daca resolution will lay firmly at your feet  it will become your legacy and place in history,Positive
-1,  we dont want the stupid wall,Negative
-1,  unemployment is going up on your watch because ive never seen so many people resign under  president ever and why youre an idiot,Negative
1,    you rino  change aisles  hope people from maine see you for what you are  get over there with      going to vote your asses out,Positive
0,  hey don stick your wall up your ass,Neutral
4,  god bless president trump,Positive
5,   our top us natl intelligence director daniel coats knows about intelligence and advises us to just ignore your tweets so thats whats going to happen we will place your tweets on permanent ignorepotustweets  ,Positive
1,  it does not give amnesty to criminals have you read itoh waityou dont read briefs,Positive
-1,  ignore,Negative
2,  you had better help the immigrants themselves,Positive
1,  pngase un poco condescendiente sr precidente es nesesario haserlo aunque le moleste dios es el dueo del universo ud lo save se lo digo con mucho respeto,Positive
-1,  rounds and collins are both gop they need to be extricated from office those two idiotsl,Negative
-1,  fuck your dam wall typical hitler mentality,Negative
2,   stand with president trump,Positive
7,  honestly not having a wall to secure your home  our home our country  your church or school is complete blastphemy build the damn thing like it or not a ton of benifits will come from it  build the wall,Positive
1,  no dacayou promised,Positive
1,   try reading the bill geniusor have someone decode it for u,Positive
-2,  how about dangerous criminals with guns you know the white guys who go and shoot school children why arent we trying to stop them,Negative
-3,  thats not what we want  we the people want closed borders we want immigration laws enforced  we want the damn wall built we want dems to get off ass and do something anything except resist thats a russian move hello,Negative
0,   build the damn wall,Neutral
1,  dont let them do it mr president you got our back and we got yours  maga,Positive
0,  nope but u keep  points,Neutral
1,  build it now,Positive
2,  the chain immigration should be stopped  and build the wall  its more expensive to allow immigrants who cant support themselves  other countries dont allow immigrants  they must be investigated and proof of self responsibility ,Positive
2,  dont sign it president trump,Positive
2,  isnt that how your wife and her family came inher work visa expiredshe was here illegally she had to marry you to stay and due to chain migration her parents were able to come here  how soon we forgethypocrite,Positive
1,  what about the real danger of white guys with guns any mental health funding gun legislation  continue to make it easier to murder school kids,Positive
0,  they dont give a shit about immigrants or daca they only care about building the dems  base and exploiting them   your bill was soloist for those who really care about our country  push schumer and shiffty out now,Neutral
2,  president trumpdo what the american people wantbuild the wallend chain migrationreduce immigration that has gotten out of handbring in immigration for people that want to be americans not the ones that want to take over america  they should be able to speak english,Positive
-1,   so never accept this bs then,Negative
-1,  no stupid wallexcept one around you one with bars,Negative
1,  hi donald j trump im your big fan,Positive
0,  so full of bs,Neutral
1,  nodaca noamnesty endchainmigration buildthewall americafirst maga stay true to your campaign promise,Positive
-1,    has no business in the fray of politics thats not their job this is ridiculous,Negative
6,  these reprobates want their way they dont care about whats good for r country satan is their godhe is their mindsethold your ground and trust god for wisdom he will answergod bless u,Positive
-1,   noone wants that damn wall protect our kids fuck that wall,Negative
-1,   sie sind siescheer pressedienst schuldigum die frage ,Negative
0,  wecallbs,Neutral
-4,  stop worrying the stupid immigration bill  worry how you are going to fix gun control  the lives of the kids of our future are more then important  are you too afraid to take on the nra since they gave you millions of dollars for you campaign,Negative
-1,  such hyperbole ,Negative
-1,  so you saw you want a bipartisan bill yet this is the th time one has come up and you do nothing but attack it mueller cant come too quickly,Negative
0,  dont build the wall using my tax dollars  what about the tunnels  they started on those,Neutral
0,   you said you would sign a bill that was presented to you  unfortunately you forgot to explain you would sabotage any bill that would protect the dreamers,Neutral
-1,  veto is not the name of the guy down at the deli  or flush it,Negative
-4,  who gets to vote this down certainly not i the forgotten deplorable should have a say in this for their countrys security certain elected officials are voted into power by some very misguided and ignorant people,Negative
3,  immigrants bring prosperity to a country cut immigration and you reduce the future prosperity of america trump needs to read more or if he cant read himself tell his aids to find the true statistics about immigration start with new scientist  april  he is so wrong,Positive
0,  so basically no more america i vote no,Neutral
1,  anything coming from schumer would be bad for this country keep fighting for america president trump we thank you,Positive
4,  i thought the president said he would approve a bipartisan plan  do leaders of countries say one thing to the world and consistently say the opposite soon after  ronald reagan gave amnesty to millions  and now he a highly respected president is turning over in his grave,Positive
2,  i remember mcconnell agreed to you for a position for his wife sec transportation so now he cant go against you wow isnt that great what did you give paul ryan you have taken so much monies since you have been installed by putin  you paycall it donalds wall,Positive
-1,  lier,Negative
-1,  democrats bring in unvetted people many criminals and want our guns thats the definition of insanity,Negative
-1,  this is insane,Negative
1,  please build the wall,Positive
0,  americans want daca to expire not amnesty,Neutral
-1,  call it the trumpanother total catastrophe,Negative
-1,    bs,Negative
0,  this is exactly what we dont  want,Neutral
0,  we must not have that we want your plan that is why we voted for you they holler help and they dont remember the murders coming from chain migration why do we need diversity ,Neutral
2,  your looking like an incompetent president more everyday try to get scaramucci back he was your best spoke person and hes intelligent and delivers a message everyone can believe,Positive
1,   please veto any bill which really truly does not benefit our country many of the daca people are either ignorant or lazy or both and doesnt want to help themselves there are many criminals among themwe need a merit based immigration with no amnesty etc,Positive
2,  stand strong against the tideof popularism on immigrationthey used the same ideology on lgbtq and today we are forced into transgenderism as a equalonce amnesty succeeds its the end of citizenshipits the end of civilityend of patriotismveto any legislation on amnesty,Positive
-1,   bs,Negative
-2,  your a role model of racist wars you down the mexicans so much and kids watch this and they start to bully the mexicans because trump does american citizens are shooting kids in school not mexicans stop the building of your useless wall and get metal detectors in schools chump,Negative
0,  stopschumerroundscollinsimmigration bill,Neutral
0,  let the daca deportations begin donny lets see how that plays with  of americans and the nov elections what say you racisttrump,Neutral
-2,  wow you see how you write dangerous criminal activity in this the criminals are the american citizens killing our children of the future did you see a mexican on the news for school shootings cause i didnt,Negative
1,  hush,Positive
-1,  build the wall end the foreign invasion,Negative
0,  no wall,Neutral
-1,  youre going to shit on a bipartisan bill youre such a turd    releasethememo,Negative
-1,  total catastrophe you mean like your administration,Negative
-1,  nancy pelosi can let all the illegal immigrants stay at her mansion since shes so eager to have them here maybe shes old  lonely  wants some company,Negative
1,   send all illegals home even daca,Positive
-3,  lies lies lies,Negative
1,   hold strong dont give in,Positive
0,  buildthewall maga,Neutral
0,  then stop it dont let it pass,Neutral
-2,  you are the biggest dangerous criminal we are having to deal with how do you look at yourself in the mirror everyday and to look at that fat orange face looking back at you,Negative
-1,  youre plans would have kept your wife out and would still let terrorists in actually your dropout mother wouldnt have made it either wishitweretrue,Negative
0,  no thx,Neutral
-5,  schumer is literally an evil deceiving villain i would not believe that guy for a second every time he opens his mouth he is lying schumer is a bad guy the repubs need to be strong and unwavering on this issue tell them to redraft,Negative
1,  sounds good to me  it ends your racist policies and gives people their human rights,Positive
2,  after you have done to palestiniansmoslem over the world will pray for you for the redemptionyou are old  and soon will die and go to etternal most terrible hell nothing can save u nor ur fortune nor ur power,Positive
-1,  news about cheating on presidential election with russia with the thousands of fake accouts is it tru if yes then no one as disgrace but youmay be hillary more deserve for the president than you,Negative
0,    ,Neutral
1,  chain migration  more  speak the correct wording is family reunification,Positive
-2,  these senators voting against your  pillar plan need voted against in ,Negative
1,  we just cannot legalize illegals period and anyone trying to do so is a criminal themselves oh my gosh i forgot senators are exempt from commonsense and gods laws eventually people doing wrong will pay the price on judgement day,Positive
0,   approved,Neutral
0,  have to have the  pillars,Neutral
0,  f schumer,Neutral
-1,  building a damn wall is useless if they want in they will get in plus walls have been built elsewhere and failed the money you want for it spend it on the people we have homeless men women children veterans elderly my god take care of the american people not your ego,Negative
2,  this is what the democrats stand behind and its fu to american citizens  you have to be completely nuts to support this party ,Positive
-1,  fact check trump suspended daca putting at risk deportation relief for  undocumented people who were brought to the us as children,Negative
-2,  takes a total catastrophe to know a total catastrophe,Negative
-3,  report known illegal aliens  illegal is where the problem is,Negative
-1,  speaking of total catastrophe your presidency,Negative
0,   we need the path to citizenship youve proposed made into law  let them apply based on merit  period,Neutral
0,  all ms must go ,Neutral
0,   well geethe dacaclock is tickingand this is one time the entire house and senate and all of america would be better off doing nothing rather than passing garbage to protect foreign invaders  illegal alienswe the people will vote all those elected idiots out in ,Neutral
2,  schumer as usual puts forth a bill of us ruination  if schumer was on american citizens side why would he want open borders,Positive
-1,  youre scared because immigrants tend to vote democrat,Negative
7,   the real danget here in this country is the way you are not running this country lets be perfectly clear on this matter you that likes to marry immigrants or hire them to do your dirty work and pay them nothing,Positive
-1,   remember that movie destroy all monsters,Negative
1,  hold ur ground pres trump  the people are with u may just let daca expire if dimms dont want to play ball,Positive
2,  try catching criminals through police work allow immigrants in,Positive
4,   no wall chaim migration lottery border security then no deal real simple,Positive
4,  all the money saved on all the welfarefoodstamps where it is a crime for people to be here because they are illegal aliens that money all that money that is saved and not given to all of the millions of illegal aliens  that money will help significantly in building the wall,Positive
2,  here is the biggest question why didnt they apply for a green card really the parents been here how long knew parents didnt have them what does it take dream this if youre going to school obviously you studied american history unless going to ,Positive
4,  how did  parents come to america how did they become citizens what do they do to contribute to better the us how about melania how did she become a citizen what was her contributing factor to benefit the us,Positive
-1,  trump is not only a bad president he is self centered had no morals  corrupt to read or consider any utterance from him is a waste of time  he needs to be banished to a shithole country and never to be heard from again,Negative
1,  lets build the wall,Positive
0,  all your secrets lies and crimes and will be uncovered ,Neutral
-2,  schumer should not be involved in this you know who he is with poor rubio going thru hell tonight still have my vote,Negative
-1,  and always blaming him this has turned into the biggest hoax ive ever seen the russiansdont forget papers left by hillary is outrageously demented im sick of it all dear loyal friends please make sure you vote in the senatorial election we need all the help,Negative
-4,  the wall isnt need idiot illegal crossings is at a net negative illegal immigrants come into the united states by air and simply overstay their visas smh,Negative
1,  read it again  whats that  you didnt read it even once  no kidding,Positive
0,  you mr president our the best thing that has happened to these united states of america to date if everyone remembers all these things were happening during obamas  reign do not go after our president who has a broken government trying to fix that liberals trying to cut us,Neutral
1,  no amnesty,Positive
-1,  its got to stop doesnt everyone see the with writing on the wall all the documents left  by accident were not even scrutinized by anyone sloppy work oh yes the obama administration that was something you put in jail for considering it looked like high treason,Negative
4,  absolutely not thats not what the american people voted for stop chain migration stop the visa lottery and if they are such great dreamers make them pay for citizenship like the ones that came in legal,Positive
0,  any bill with those three names attached is a no for me,Neutral
1,  is there any limit to the number of immigrants we could accept would a  be about right or  that would almost double our population many of the  billion people in the world would likely try to come here,Positive
-1,  you are incoherent try again,Negative
1,  you may be right in this you are a master of catastrophes ,Positive
-1,  shouldnt americans be more worried about the people already in the country rather than a few foreigners youve already got enough extremists living there already guncontrol,Negative
1,   stand tough mr trump say no to illegals  americans first ,Positive
-3,  all the dangerous criminals are already in the us they are the maga hat red neck racists shooting innocent school children and they are americans not mexicans or muslims  you breed hate,Negative
-1,  u and your dangerous criminals  have you noticed who committed the worst crimes,Negative
-2,  so where did the killer in parkland immigrate from oh wait thats right he was born and raised here the biggest one with mental health issues is you did you really stand with your thumb up in that parkland photo op  truly tone deaf,Negative
5,  dont ignore me white house i have in of of you all sorry trump but take all of you in political power special white house in consideration mine reputation to not ignore me i can make worse things for you but i wont bc i respect and love you white house sorry just try to help,Positive
6,  ya white house of trump administration make competition with china building a wall across borders of us of america on top make fatal turistic attraction not just for your country  as well for other side countries who they in border with your country  white house ya tick joke,Positive
2,   buildthatwall and build it fast,Positive
4,  hire veterans trained military folks to protect our kids win win,Positive
2,  stand strong mr president,Positive
-2,  you are a dangerous criminal as well as being a moron so how about you start packing your bags,Negative
0,  cant happen  we must take control of our country again,Neutral
-2,   with that be the one that was by pardison and you killed  ok liar ,Negative
-2,  liar you have this blood on your hands ,Negative
3,  chain migration like melanias parents a wall to keep out criminals like the ones who committed the  school shootings this year,Positive
1,   a waste of time and effort for sure buildthewall nodaca,Positive
1,  pass the presidents bill then build the wall many americans would donate  and we could put our names on it  better way to spend tax dollars too as they are squandered in so many other ways,Positive
-1,  chicken little says the sky is falling,Negative
2,  agreed stick to your promises,Positive
7,  do not give in  anything mr pres u won because we put our trust in u  what u ran u r restoring our faith in the rule of law we r very proud  call u our president dont let them legalize lawlessness thank u sir,Positive
-2,  not a brown face in this collage of evil  now what  more hope and prayerdo something useless gop whores of the nra ,Negative
1,  a wall doesnt work in an age of planes,Positive
0,  are you sure you got that straight it had big words and compound sentences liar regardless,Neutral
-1,   fake news,Negative
1,  great,Positive
-1,  youre an idiot,Negative
1,  eso es tipico de algunas personas q quieren q los ayuden pero no se ayudan me refiero a quienes no permiten q el primer mandatario de usa haga su trabajo,Positive
1,   and thank you,Positive
4,   president trump that is why americans voted for you we new you were man enough to do whats best for the americans,Positive
2,  such bsgov doesnt even know if norway is a predominately white country the fact you balloonist appointees say something is laughably not relevant,Positive
0,  still talking about this wall i see but its funny that your family and your wife is here because of chain migration,Neutral
1,  build the wall,Positive
0,  you know we all have gates fences locks on our doors why cant we have a wall ,Neutral
0,  worst president ever muelleriscoming,Neutral
0,  donnie since when has the dept of homeland security become an arm of your propaganda machine,Neutral
0,  dont do it man,Neutral
-1,  you and your freakin wallsuch a sick person in the oval office,Negative
3,  trump your wall is stupid and to much money  trump you make more debt in the history of america  trump doesnt give shit human life in america god help us all ,Positive
-2,  build the wall an anybody trying to inter shoot em,Negative
1,  build the wall deport them all   focus on citizensfamily court is corrupt and destroys children batterers and paedophiles given custody for family courts to get the title ivd federal funding,Positive
1,  your days of playing emperor are numberedyou will be impeached or voted out,Positive
-3,  term limitsneed term limits to get rid of all dead weight schumer shutdown needs to retire  yrs agoeven pres has term limits,Negative
0,  everybody  please subscribe to my youtube channel king kush orlando  youtube  youtube i really need  subs by this summer ,Neutral
-2,  what are you going to do about the rampant gun violence in the country you govern,Negative
-4,  why are there even negotiations going on and on regarding the issue of daca recipients and dreamers  what is so hard to understand about illegal  deport and any who really want to become american citizens and leave their countrys flag behind can apply to come in legally,Negative
1,  we were promised no daca  send them all back  mexicans  chinese  indians and any illegal  go back to your country and get in line any country around the world would require exactly that   so will we,Positive
-3,   this entire threat is so retarded republicans hurt my soul,Negative
0,   i heard the  pillars was i dreaming or are the democrats just idiots ,Neutral
1,  why is funding for the wall part of this mexicos check should be here any day right,Positive
0,  anda hebat ya untuk menguranggi imigrasi  kejahatan dan menguranggi yang gak diinginkan oleh negara anda  saya doakan amerika serikat maju segala bidang  makmur dan sejahtera amin,Neutral
3,   your wives are immigrants    melania  was paid  for  modeling jobs here during the  weeks before she had legal permission to work in the country  melanias parents are in our country under chain migration and are not employed,Positive
0,  you are full of shit,Neutral
1,  never been a castrophe  like you,Positive
0,  so much for bipartisan negotiations eh donster,Neutral
-1,  neversurrender americarejectstyranny trumprussiaconspiracy trumplies trumpdisgrace abuseofpower muellerprobe resistance yugedealimpeachtrumpnow shitholepresident shitholeshutdown stormygate ,Negative
2,  that will win a great big veto,Positive
-1,  lies,Negative
-3,  youre conflating criminals with immigrants and its very dangerous you may have an irrational fear of brown people but the truth is that cities in which immigrants live are statistically safer immigrants are statistically less likely to commit crime than those born here,Negative
0,  you are such a useless tool you do nothing but divide people just ad long as,Neutral
0,  we will never support your idiotic wall you moron,Neutral
-1,  fuck off,Negative
0,  look at the parkland shooter born here in the usa whitenationalist whiteterrorist kkk neonazi maga loverimmigrants are more lawabiding and reduce crimewe know your priorities,Neutral
-1,  you are an idiot,Negative
1,  and by doing nothing on your part keeps the status quo do something,Positive
0,  trump  loser,Neutral
3,   should clean up your act a bit the next wall of support breaks and your numbers drop further curtains beginning to close dont make it too easy for mueller  didnt vote for you but hoped youd drop the apppretice schtick after winning badlegacy,Positive
6,  truly happy to have a president that is as respectful and caring as president donald trump,Positive
0,  your a looser,Neutral
-1,  the failure to protect dreamers is on your head now remember the pottery barn rule you break it you own it,Negative
4,  at this point anything the democratic party and liberals come up with is total bsmr president clamp down on immigration and by god build that wall and build it soon,Positive
-1,   the senate hates your version the most  its doa,Negative
6,  my uncle was murdered by a  yr old dreamer in utah in feb  president trump please uphold your campaign promises say no to all or any form of amnesty including daca no rewarding criminal trespassers kids or parents,Positive
0,  trumptweetingwolfagaim,Neutral
-1,   forget the wall a bad ass electric fence would be way more entertaining,Negative
0,  but you have zero regard for kids or you would be pushing for gun reform  you are a hypocrite,Neutral
2,  wtf god help the  usa,Positive
-2,  the percentage of dangerous criminals is minimal in are immigrants  your just a racists proper vetting laws more important you put face in this mess with your deadline in order to blackmail legislators to do your sick bidding,Negative
-2,  telll these moron illegals they are not bringing their sick ways to america,Negative
0,  wall wall wall wall shut up,Neutral
-1,  ill say it would be a disaster collins no surprise is more a democrat then republican,Negative
0,  i love making liberals look so stupid its getting fun but there are serious going on here how many liberals kill children  more than theyre willing to admit,Neutral
-1,  your presidency is the only total catastrophe,Negative
0,  no daca no compromise deport illegals no excuse come in legally and your welcome hop the fence bus ride home,Neutral
-2,  forget about building walls why dont you direct the conversation towards securing the nation against foreign power interfering with our elections,Negative
-1,  these people arent slaves chainmigration is goebbelsian,Negative
1,  what happened to that promise by donald trump that when congress sends him a bipartisan dreamer bill he would be signing it  donald trump is a big fat liar,Positive
0,  no way jos,Neutral
-1,   problems in america ,Negative
3,  damnthat must be righthe saw it on fox  fantasy newskeeping his campaign promise to govern america via cable news iknowthebestrussianpeople  ,Positive
1,  first lets get water to flint and power to puerto rico then we can discuss your wall lets help americans first,Positive
0,   dderanged aamericans ccrucifiing aamerica,Neutral
0,   no to  daca deportthemall deportillegalcriminals deportations worldtravelthey didnt care about our  immigration laws then we dont care about them now,Neutral
-1,  collusion,Negative
1,  so now we can just take over mexico  why not,Positive
1,  fix daca build the wall,Positive
-2,  schumers name wasnt on it according to collins more crap you made up little hands,Negative
0,  having you in the office is just a catastrophe,Neutral
3,  wish i could write my senator schumer to tell him i disagree but im an american citizen in his district so i dont matter to him the illegals standing in home depots parking lot mean more to him illegals who earn day taxfree plus free lunch,Positive
1,  you never mention mexico paying for your wall anymore americans do not want to pay for your wall,Positive
2,  stick to your guns get the wall and immigration reforms for daca we need to clean the house both the senate and house of democrats otherwise we will be spending unnecessary money for the far left giveaways,Positive
0,   president putin of russia is our ally in this globalist satanic rothschild war,Neutral
0,  we dont need to build the wall what difference does it make mexicans are not the only ones defenddaca,Neutral
4,  the real problem is  doesnt know how to be president or lead the country and having no idea turns the job over to any radical wing nut who strikes his ego enough he feels safe giving them the power impeachtheimposter,Positive
1,  ridiculous  dems want open ended unlimited illegal immigration to build their base  your plan was more than obamas  if we dont fix immigration there is no country,Positive
1,  so how did your wife get her green card and citizenship,Positive
-2,  something wrong with congress they are trying to drive a truck with  flats tires and a broken engine  put it in the junk yard and go get a new vehicle to move the bill start over  listen to your commander and chief and what he says you implement be much easier to pass it,Negative
-3,  yeah it would help dreamers  by so doing rob you of a chance to distract from your treason   laundering  corruption  criminality were going to have to have the white house fumigated when you are removed in chains to be tried  executed,Negative
-1,  just say veto its not on the table go get one of your other toys to play with dont play with a truck that has broken wheels,Negative
