Sentiment_Score,Tweets,Sentiment_level.score
-2, really why do you not make a presidential proclamation banning assault weapons  no  beholden to the nra  thought so,Negative
-5, their blood is on your handshow many more children must die you lying hypocritical coward,Negative
-1, first thing trump did as president was sign a bill allowing gun sales to the mentally ill every time theres a mass shooting trump blames the mentally illso why did he want to give them access to guns is he mentally ill ,Negative
-4, meaningless gestures from an nra lackey go to congress and demand a bill you coward,Negative
0, its c,Neutral
4, thats you big move to honor the victims flag a half mast one tweet a visit to the hospital to talk about how great you are and back to the name calling you are such a bad president that you would even be considered bad if you were a reality show president heartless,Positive
0, bbb  vrvvvtv   verbvvv,Neutral
0, bbvvrvctvhbbb,Neutral
4,  you signed a law making it easier  mentally ill to be able to buy guns like one used at stonemanshooting grow some all u cowards  not standing up to       we want gunsafetylaws marchforourlives ,Positive
2, nobody needs or wants your stupid proclamations or thoughts or penses prayers sense you dont seem capable they want common sense gun control but you and the gop have been bought and sold by nra youll do nothing which is why nobody trusts or likes you,Positive
0, another vacation  you have a lot of work to do  you are beating obama  in vacation time  you lazy idiot,Neutral
0,                                                          ,Neutral
0, freekevintrudeau,Neutral
-1, liar,Negative
1, not enough,Positive
0, perhaps a better honor would be you returning the  million in blood money from  deathmerchants and repealing the law you signed granting unfettered access to weaponry of war to the mentally impaired and the insanecomplicit murderer donniedumbfuck,Neutral
3, until we change the access to assault weapons sadly many more children and grandchildren will be covered by one of your proclamations i pray that none of my grandchildren are ever honored by one of your proclamations,Positive
-1, retards,Negative
-5, we need to ban the sales of ars in america then the government should buy those ars and give them to our military because they need it more then anyone gun guncontrol political nra dosomethingnow,Negative
0, fk the proclamation pass legislation dickhead fuckthisbullshitwhgovpotusproclamation   nomoredeadkids nogunsinschools,Neutral
-1,  days before school shooting in florida  dead the trump administration proposed cutting  in federal education programs meant to help prevent crime in schools and assist them in recoveries from tragediesspare me your thoughts and prayers policyandchange,Negative
-1, get the guns out the hand of yr stupid people,Negative
2, that will help as much as thoughts and prayers,Positive
0, and that does what exactly im guessing nothing just resign you orange ape,Neutral
2, if you want to save america buying guns should be completely banned,Positive
4, guns dont enter courthouses or the white house arent our children just as valuable as those in these places it isnt rocket science to keep guns out of the courthouse and the white house simply take the same measures to keep guns out of every school,Positive
-4,  big deal do something you sloppy fat cheesy burger asshole you need to start working rather than play golf and rip off the american people,Negative
0, honor them by enacting gun legislation,Neutral
-3, we need gun control  dont use the victims of this senseless tragedy for your own benefit  losertrump,Negative
3, awesome they can hold that proclamation up as a shield when the next shooter shows up good job,Positive
0, if so gunreformnow guncontrolnow,Neutral
0, they should leave the flag in that position pray to god there is not another mass shooting,Neutral
0, this wasnt it ,Neutral
0, wecallbs,Neutral
-4, bad coward coward coward meet with parkland students,Negative
-4, marjory stoneman douglas is known for dont drain the swamp tell me this isnt a false flag she was an activist against draining the everglades,Negative
1, guns dont kill people they dont make them killers being godless and without allegiance and love from traditional family  thats what makes killers,Positive
-1, fuck that  ,Negative
-1, we need more than a proclamation we need good gun control enough enough how many more children do we have to lose no guns,Negative
2, and you are going to let school kids continue to die are you going to continue working for the nra,Positive
2, u sir have given free warrant  in case if u r too ignorant im using the word as a verb for supremacistssurvivalists to kill if they feel insulted or dont like someone this young man was radicalized in america by white supremacy ideology u are deplorable hrc was right,Positive
-1, seriously,Negative
-1, how hollow  dosomething gunreformnow,Negative
-1, was this before or after the tweet where you blamed the fbi for investigating you too much and thats what caused the mass shooting,Negative
0, when will you meet with the families of the dead they are in need of comfort,Neutral
-2, you dont get to proclaim anything because this is your fault that this happened go fuck yourself,Negative
-3, honor these people by banning assault weapons  instrumenting  strict  gun control laws otherwise no one wants your bs,Negative
0, honorwithaction,Neutral
-1, it was one of your own that did the shooting ,Negative
0, dosomething,Neutral
-4, we hold these truths to be self evident tougher gun laws decrease violent crimes by guns to anyone who denies this i say bullshit get your head out of your ass,Negative
0, aurora arorlando arparkland arlas vegas arsandy hook arumpqua cc arsan bernardino arsutherland springs ardo something guncontrol,Neutral
5, bravo president trump do not allow those who are trying to make long guns against the law many hunters use them for just that you are doing a fabulous job we support you always,Positive
0, they need your presidential action not your honoring them that empty thoughts because next week this time u want even remember them your base is watching you sad,Neutral
-5, yes it was a tragedy that has the same problem as all the others these killers were mentally impaired dozens of people are killed by vehicles everday but we are not outlawing cars guns keep us from becoming a dictator run country,Negative
1, i hope its your kid next time,Positive
3,   donnie who lives in our  your proclamation of honor would be much better served if you honored our childrenunderattack by getting behind   and step away from the  right now youre an emptybarrelyoure a disgrace,Positive
1,  listen to this conservative patriot  smart man  has it all  together  this is obamadeep state in your face president trump and on your watch in your neighborhood fbi is corrupt cruz  perfect patsy troubled teen autistic no parents  shut down fbi,Positive
-3,  vatican cia shell dummy accounts qanon think shell,Negative
0, we already have too many gun laws if you want something more first try enforcing the laws we have  a an armed society is a polite society,Neutral
-2, i hope you brought a  gun salute to honour the  dead by gun violence,Negative
-1, you arent honoring the fallen you wanted the mentally ill to have guns,Negative
1,  oohhh a proclamation i bet thatll help families that just lost children or maybe thatll stop the next one,Positive
-1, schools need cameras on all locked doorsbuzz to enter school while school in session,Negative
1, lets honor the victims by banning machine guns in civilian hands,Positive
-1, two words emma gonzalez,Negative
0, resignationproclamation,Neutral
2, such a stupid tweet what else would  of us real americans think big deal dropped the flag why not drop ars bring back mandatory mental health checks that the real president enacted before ur dumbass stole the election with you russian pals,Positive
0, shameonyou wecallbs,Neutral
0, and this proclamation is going to fix what,Neutral
2, hope you didnt pull a muscle issuing that proclamation,Positive
2, stop honoring victims  help us prevent future victims,Positive
-2, if you really cared about the victims then ban assault rifles,Negative
-4, go to hell you took  million from the nra you are everyones puppet for a fee schoolshooting collusion nrabloodmoney nra maga putinspuppet trumprussia sundaymorning uspolitics meetthepress nhpolitics parkland schoolshooting ,Negative
2, wow thatll help  we will vote out anyone who does not change the gun laws  grifter,Positive
-1, im sure a piece of paper telling everyone to fly flags   mast is such a comfort to the families and the victims that should fix everything what the hell are you thinking they dont give a damn about your proclamation and more about securing schools  gun control,Negative
-1,   bs,Negative
2, presidential proclamation thats right up there with thoughts and prayers and very troublingempty words zero action the very definition of trump himself,Positive
-1,  bs,Negative
3, you can stick that proclamation where the sun doesnt shine trump,Positive
-1, dont need proclamations for victims there wouldnt be victims if there were stricter gun laws and better access to mental health care,Negative
-2, gun control is a joke if you name away to stop getting them illegally im all  until then stop,Negative
-1, praying for their families in florida  a mental teen should not have a gun,Negative
1, shooter was a trump supporter need we say more ,Positive
0, wow you ordered the flag to be hung half mast im sure the families affected could care less please use that pen to sign some sensible gun control laws you know like the one keeping guns out of mentally ill hands that you rescinded  do something,Neutral
-1, ban semi automatic weapons nobrainer,Negative
-4, really a lot of replies calling for more gun control  gun control is not about controlling guns its about controlling people  its already against the law to commit murder and that is what he did lack of respect for fellow humans was the culprit,Negative
-2, turn down nra donations or refuse votes,Negative
1,  love how this goofball has to say presidential proclamation to give himself credit for lowering the flag that is meant to be lowered anyway for a tragedy like this,Positive
-1, stop photo ops and praying you dotard enact gun laws,Negative
3, president trump has a heart of flesh,Positive
2, honor them by outlawing the ar anything else is just bullshit especially considering the fact that you accepted  million from the nra guess when you said youd use your own money that was just another lie sad nraisaterroristorganization,Positive
0, you only honored yourself stupid,Neutral
-1, you gave those victims a proclamation  boo rah  dead people love proclamations     not as much a gun control and being alive   ,Negative
-1, shove it dotard  everyone knows you could care less you dont even have the balls to use the word gun,Negative
-2, all meaningless  you might as well have put the gun in that losers hands yourself  you are an nra whore  you do whatever they say,Negative
0,         ,Neutral
-2, do something ban assault weapons require registration and training,Negative
-3, take your proclamation and shove it up your ass we want gun control and we want it now  nraisaterroristorganization nrabloodmoney ,Negative
3, how many more presidential proclamation honoring the victims of the tragedy would it take for you to take a reasonable substantive action not to normalize it,Positive
-1, no one needs your fing proclamation what we need is a president who cares about the safety of our citizens not pandering to his socalled base,Negative
-1, you are a motherfucking asshole,Negative
-2, we as a christian a believing pivot   would request that our president keep draining the swamp creatures from their slime invested bog what horrible people with a following of unbelievers,Negative
2, okay one good thing you did today,Positive
-1, i think the ppl in parkland would take stricter gun rules over a lowered flag  i know i would,Negative
-1, honor them by passing gun laws honor them by donating make it harder for mentally unstable people to get guns you passed a law that made it easier for them to get weapons you dumb fuck,Negative
-3,  shut down the fbi  no more fbi no more false flags killing our children and teachers cruz  he was the fbi patsy they needed someone to blame  fbi met with cruz in september and set this up,Negative
-1,  and from the hospital you go to a discothemed party at maralago  you removed a law that would have made it harder for mentally ill people to get guns which makes you partly responsible you are no presidential material gunreformnow nrabloodmoney incompetent,Negative
-2, jesus man does your disingenuous pandering know no bounds,Negative
1, speech from student emma gonzalez on guns and nra  ,Positive
-4,  could you be any more inappropriate  your true lack of empathy can be seen in your picture posing with the useless melanomia giving a thumbs up for what   does everything have to be a fucking photo op for you  every day you continue to prove what an unfit asshole you are,Negative
-2, thers one thing all of these horrific events have in common is that no one was returning fire gun free zone aka kill zone deni it foooooo,Negative
0, read the proclamation,Neutral
1, how noble,Positive
1, honoring those once gone doesnt help stopping these shooting is what helps  but that a big fight only strong people can do  you in the wrong job donnie,Positive
1, oh boy that will help not,Positive
-2, you are a disgusting hypocrite you excepted nra campaign funding nrabloodmoney,Negative
-4,  there is need for gun control and elimination of automatic war weapon,Negative
0, you can honor them by passing new gun control laws,Neutral
-1, too little too latestudentsdemandaction studentsforguncontrol,Negative
-3, dont blame other administrations blame yours you re nra bullshit,Negative
-3, that does absolutely nothing stop killing our babies you freaking prolife hypocrites,Negative
2, ooh look at you you lowered some flags im sure those poor dead kids will feel appropriately honored  oh wait they cantmaybe you should be quiet unless you have something useful to say about preventing any further tragedies,Positive
0, honor  banning assault rifles,Neutral
1, president trump keep the good job up  but you have to work on the gun violence  i know you can get a gun anywhere  but it is killing are kids every day,Positive
-1, only donaldtrump would have to make sure everyone knew he actually bothered to lower the flag after a massshooting,Negative
0, voter proclamation comrad donald j trumplethinskindouchebag day is every day as long as he is in the wh,Neutral
1,  okay but what have you done to create a solution have you not seen the families of these young men and women crying out for action guess their cries arent louder than your need to tweet nonsense and go golfing,Positive
0, proclomate this ,Neutral
0, do something about it,Neutral
-2, take your proclamation and shove it you allowed for mentally ill folks to get easier access to guns and this happens you have blood on your hands,Negative
4, why dont you honor them by keeping them safe from massmurder machines  surely you dont need the nras money  you are rich arent you  well are you,Positive
-1, the crime  violence that today afflicts our nation will soon come to an endbeginning on  safety will be restored the most basic duty of government is to defend the lives of its own citizensany government that fails to do so is a government unworthy to lead,Negative
-1, thank you for doing this  lowering the flag is a way to express how all of us are grieving,Negative
0, maga,Neutral
1, you think were going to believe you actually wrote that you couldnt even show empathy by looking away from the monitors during that no guns mentioned speech whats wrong with you,Positive
1, another one of your very fine followers ,Positive
-2, fraud is headed to florida to see the murder victims and laugh,Negative
-1, lower the flag really why dont you just sign an executive order banning assault rifles or would that actually do something cant have that can we,Negative
-4, empty words those who are victims of this tragedy need action not a bogus proclamation endgunviolence,Negative
2, why dont u do something to show u really care about our children and pass some gun contrl along with daca  then and only then can be a president we will want to remember otherwise u r no  worth a ,Positive
-5, yeah thats what those kids and parents need a damned proclamation  you old fool were all waiting for the proclamation when your butt is being hauled off to impeachment and prison as well,Negative
4, children in the us should be safe in school from guns and knives  the federal govt needs to  financially support every school with metal detectors like now  our children need to be protected  if a wall can be financially supported to build  as a mother i say children first,Positive
-4, worthless lying little punk,Negative
-3, bang on unfortunately too late,Negative
6, good job  that will silence and mend the heart of the broken families  god do you have a soul   that right  you see only green,Positive
-2, hey fuckface why dont you shit the fuck up if youre not going to do something to prevent this from happening again,Negative
1, wow,Positive
1, surely a much more fitting honour would be to pass some guncontrol laws ridiculousman,Positive
-3, you tiny bloody handed bastards ,Negative
-2, how does one roll their eyes on twitter we dont need proclamations we need gun reform,Negative
4, courthousesjails ect have metal protectors and guards to keep guns out it might make taxes go up but the same should go for our childrens schools it can make schools safe again what parent wouldnt want their child safe i think personally it should be mandatory,Positive
0, oh please get over yourself,Neutral
2, right to bear arms not needarms  ordinary military equipment bear carrymilitia  not enlisted not contracted armed citizensregulated  in good working order as in well regulated clockshall not be infringed  no restrictionsshare copy and paste ,Positive
-1, you want to do something effective ban assault weapons  banassaultweapons,Negative
5, mr president please dont give  inch on gun rights  the left will never be satisfied with any compromises theyll come back and ask for more i specifically voted for you to protect my gun rights,Positive
1, brain behind the trigger that killsgun doesnt have a consciencedecades ago bibleschristiany  commandments removed from halls walls  schoolsnow the harvest showsno morales about killingdo you think now that it was worth itthey  kill to be herossad,Positive
2, in witness whereof i have hereunto set my hand this fifteenth day of february in the year of our lord two thousand eighteen and of the independence of the united states of america the two hundred and fortyseconddjt wrote this no way,Positive
0, bfd,Neutral
1, such an easy thing to do try something a little more effective like gun legislation,Positive
2, do us a favorturn that flag upside as well,Positive
-2, greedy you have this blood on your hands ,Negative
0, why do you hate humanity,Neutral
-1,  we know whats going on the deepstate is killing us,Negative
0,  the fbi has blood on its handstime to reform the fbi,Neutral
-4, parkland doesnt need a stinking proclamation they need guncontrolnow ban silencers your son is profiting off of,Negative
1, you are such a good person donnynot,Positive
0, breaks my heart to our flag at half staff,Neutral
-2, you need to be making proclamations about social security medicare medicaid and snap that youre not going to take those things from the poor working poor elderly service members and veterans that need them then have a real conversation about stopping these senseless deaths,Negative
0, we need an american hero to come and save the countrys children from being killed at school,Neutral
-2, the heat is on dum dum  did you lower the flag for the victims in kentucky or las vegas  or texas  or all the shootings that occurred under your bloody watch,Negative
1, is this proclamation your answer to the tragedies that continue to happen time and time again you think this is the solution to these mass shootings how in gods name did you become so uncaring and self serving,Positive
-2, its sad that guns always get the blame on the media people kill people they would just find another way as they do,Negative
0, lower the flags moment of silence thoughts and prayers light a candle throw another teddy bear on the shrine thats about all youll do as you already admitted you owe the nra they own you nrabloodmoney guncontolnow banassaultweapons,Neutral
0, there she blows,Neutral
1, im sure that does s lot of good can you utter the word gun,Positive
0, gunreformnow,Neutral
0, bloviating bullfeces,Neutral
-2, why do we need automatic weapons ban them now,Negative
-2, in the  election the nra spent  to support donald trumpand another  to oppose hillary clinton thats over  million spent on one presidential race,Negative
2, thank you  mr president,Positive
2, f your halfstaff bs  you and the republicans made the the mass shootings possible  they will keep happening and when the pendulum swings we will take their guns for good,Positive
-2, yeah a stupid flag should help unlike the million you got from the nra youll die in prison,Negative
0, talking  faking like u care how many more must die because of washington inactionshow you care do something that takes balls nra flunky,Neutral
0, thoughtsandprayers ,Neutral
0, icymi,Neutral
-5, trivial empty and meaningless and insulting without some sort of gun control laws you know it and we know it,Negative
5, a call of prayer sabbath saturdayfor the reckoning of surrender to god as he callesa time to call for peace in our nation an healing a protection of our family an yourseven jesus kept the sabbath be not deserved reast is saturday please verify the truth no sunday law,Positive
-4, this wasnt a gun problem  its obummer killery fbi soros and many more crooks shut them down,Negative
1, that will do it,Positive
-2, really didnt see him meet any injured studentsdid he mean to avoid them not enough time to console the almost killed childrenthumbs up mr trumpup yours,Negative
-1, proclamations are useless we need action,Negative
1, presidential proclamation eh all better then,Positive
0, all of you blaming ars,Neutral
1, they dont need to be honored they and our entire nation needs action,Positive
-3, this is another mememe ego tripwho the hell gives a rats ass for a proclamation from youdoesnt bring back their ,Negative
1, i love american people and country ,Positive
-2,   hipaa needs to be changed to allow doctors and  psychologists to flag a person not to own a gun rules prevent them from  doing so atm thank clinton and  congress for lack of foresight  mental illness notification is the issue floridaschoolshooting,Negative
-3, please proclaim an action to ban or  severely restrict access to assault weapons as one part of an overall plan to reduce these tragedies,Negative
4, over  million went to your benefit from the nra m to you and another m to defeating hillary so of course you have nothing to offer but thoughts and prayers the good news for us is that millions of very angry teenagers will be voters before long,Positive
0, you are not our president you are russias puppet,Neutral
-2, man i would have had mad respect for trump if it wasnt for him spitting out mindless racist banter damn near every time he is at the podium smh idontrespectyoudumpnotmypresident,Negative
-1, you really are a waste of space,Negative
-2, lets see how he honors these victims tuesday morning work should begin to ban bump stocks and semi automatics tuesday morning ,Negative
0,  a proclamation ,Neutral
0, wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs wecallbs,Neutral
-1, one year ago you made it easier for people who were mentally ill to buy a gun start by undoing that,Negative
-5, your words are useless and meaningless ban assault weapons now,Negative
-1, stop assault riffle sale  flag lowering wont do any good,Negative
0, it was preventable,Neutral
5, gee that will help them might as well keep the flag at half mast any day now there will be another one,Positive
-3, you repealed the law that allowed a mentally disturb person getting the gun that killed these children  are you going to throw a parade,Negative
6, mrpresident   the first lady and yourself will bring peace and comfort to victims and families  in florida         thank you and may god watch over all  amen,Positive
-2, you killed those kids by allowing assault guns to be put in the hands of anyone    you are the murderer you have no conscience so it wont matter  to you,Negative
-1,  palm beach post political reporter george bennett says that the donald spent just over  minutes with shooting victims  not all of them though he visited exactly two victims   could you spare all that time little donny,Negative
6, flag at half mast great job sir that will fix everything just be sure not to say anything about the militarygrade weapons that have flooded this country nra might spank you only in america,Positive
5, libs dont want to protect the borders were drugs flow through like water and think taking guns away from law abiding people will stop illegal guns from crossing borders just like drugs do,Positive
0, emmagonzalez,Neutral
-5, guns dont kill people kill more people die a year then drinking and driving but yet alcohol is still legal  you dont have to register to drink it either  gun free zones are the most dangerous place every mass shooting happens there,Negative
2, may as well keep the flag flying at  halfstaff since mass shootings are now the new norm,Positive
0, honor them by getting gun control,Neutral
0, enough of the honoring  now enact stricter gun laws  theres no reason for the average person to own an assault rifle,Neutral
0, can someone please tell trump his background banner is highly inappropriate a mass murder just occurred whats with the big smile and thumbs up jesus christ,Neutral
-1, disgusting,Negative
3, god bless you mr president,Positive
0, emptywords without any actions on guncontrol or the continued dismantling of access to mental health services via healthcare,Neutral
2, gunreformnow would be the best way to honor the victimsvotecourage  stand up to the nra,Positive
-1, start with gun control,Negative
-2, actions speak louder then words,Negative
0, so you have the balls to admit that russia influenced the voteillegitimatepresident,Neutral
5, bull shot  president trump will be the greatest president america has ever known,Positive
-1, mr president lowering the flags to halfstaff does nothing to make our kids safer we need to get the guns away from the sickos you should be more concerned about the safety of your kid as well as every americans,Negative
-1, yea this definitely the answer to all the problems created by your executive orders more paper work moron,Negative
1, he really knows how to heal a nation ,Positive
1, thatll help,Positive
0, very sad moment in american history  god be with their families  a lot of angels showed up that day for the  people,Neutral
-8, lets not reduce what happened of the death of  souls blame it on a gun this is not about a gun its about all the evil of satan and those who follow with his mission of killing stealing and destroying,Negative
-3, you are a twofaced phony unconscionable lair,Negative
2, my prayers are with the all the kids and the familys  god bless you all,Positive
-2, guess all is good now thanks for the thoughts and prayers and lowering the flag in honor of the lives that were lost at the expense of your stupidity and greed ,Negative
1, fake president our countrys most embarrassing no feelings or compassion is going to see survivors in florida probably go to play golf and tell us how wonderful he is,Positive
-1, honour them by making sure this shit never happens againguncontrollawswe all know your platitudes are worthless,Negative
0, itstime,Neutral
-1, photo oppplease resign,Negative
0, puta que ayudn wey gracias,Neutral
3, oh just stop  people dont want to be honored they want to be alive parklandstrong guncontolnow,Positive
-1, show the bodies  goal is gun control ,Negative
4, in each of these school shootings the common link has been that other kids had information that could have prevented it from happening  its time for each school to partner with local law enforcement and develop a student security network  teach them what to look for,Positive
0, gun control not a word then your nra donors have you by the balls,Neutral
-5, lowering the flag does nothing to solve the problem when you refuse to talk about the problem  this is not the time to talk about itso where is the leadership to tackle a difficult problem other countries do not have this problem and if they have they fix it,Negative
-1, boy that does nothing  isnt worth the waste of the tree  we need reasonable gun laws they work world wide but arent allowed by gop  trump the local murderers paid for their treason by russias little despot,Negative
-1, thats the least you could do,Negative
-1, russian troll,Negative
-1, and dont forget the arwhen killing the most is necessary,Negative
0, half the states dont have background checks and you signed a bill to make it easier for people with mental health issues to have gunthnks,Neutral
1, oh that will make them feel betterafter you got rid of mental health provisions,Positive
1, ooo a proclamation is that as effective as banning the sale of semiautomatic weapons or improved background checks or just more empty rhetoric,Positive
0, they dont want proclamations do something to control gun available,Neutral
2, its not the gun its the person thats behind it whos on prescription drugs we are losing our fundamental structure of family and community and love for one another and are turning to chemicals that are creating emotionless shells,Positive
1, build a wall around all school  no ,Positive
2, save your proclamation donny and do something that will really help these students teachers and their families this was another senseless shooting that could have been prevented by responsible gun control laws stop the gop from taking money from the nra,Positive
3, work to banassaultweapons and then you can talk instead you removed restrictions on mentally ill having access to guns this is on you and the nra supported gop americans want gunreformnow enough,Positive
5, slippery slope start giving away your freedom and it leads to more nra helped to stop the slippery slope when the right to own particular knives was challenged we are not competent to carry a knife if a person is on mind altering drugs they can be persuaded to do anything,Positive
1, how about a proclamation protecting possible future victims  something like maybe background checks waiting periods age minimums banning guns that shoot dozens of rounds in a minute  proclaim that djt,Positive
-3, how many more fake proclamations are you going to make when you truly dont connect to the pain of loss of life did you speak to at least  family who lost a loved one i dont think so,Negative
0, mrs president big man of big country  stop weapons this is problem,Neutral
5, what happened is horrific and deserves justice if the solution is not based on facts and the truth it will continue and get worse give up your nd amendment and the rest topple like dominos dont let them insult your integrity and play your emotions ,Positive
-2, if you truly want to honour them try to understand how illogical decreasing gun control laws is you are truly an ass,Negative
-3, the only tragedy in parkland was bad acting  valentine day hoax should have done this on april st instead,Negative
0, do you even know the meaning of exploitation and opportunism,Neutral
0, thats your idea of doing something youorangefacedfatpieceofshit,Neutral
-1,  oh nasty the parkland connection ,Negative
-1, your the problem ,Negative
-3, your a fucking hypocrite and a coward,Negative
0, florida massshooting guncontrolnow gunreform endgunviolence guncontrol ,Neutral
-1, show id to buy a gun  show id to vote ,Negative
-1,  you need to do more than this our children are being slandered,Negative
