Sentiment_Score,Tweets,Sentiment_level.score
-1, then unfund  your rich friends and do it you and your budget are screwed and u painted yourself into a corner  and now its all over your face say bye bye u are going down your lies are known and people will not be fooled,Negative
0,  we need safe schools first   make that a priority over daca infrastructure immigration   please,Neutral
0, i believe your in ny thats one of the states that has one of the highest taxations  all because the dems need their shopping money they are taxing so high that many people have already moved out and are continuing to move out no wonder sales in that state is bad,Neutral
-1,  let see what they get to your desk my guess no a damn thing,Negative
3, very glad to hear this but knowing the dems they get everything they want for just a bit of what you want i dont call that negotiating stick to your promise prez trump last demand was so much for the dms it made me sick,Positive
0, keep doing it djt,Neutral
1, you will be impeached,Positive
1, how you gonna pay for it,Positive
1, reverse those tax cuts for you and your friends and maybe we could pay for it,Positive
-2, youre a piece of shit mr not so presidential waiting for the day youre in jail,Negative
1, we now know you didnt win the presidential election russia gave it to you,Positive
1, employ soldiers not called up to help us army corps of engineers rebuild infrastructure and use money earmarked for ego trip parade to buy materials needed instead of getting your rich pals to pocket more of grass roots income with expensive private contracts,Positive
0, turkeykillchildrenturkeykillciviliansavecivilhumanwhereishumanrightstopafringenocidesaveafrinstoperdogan,Neutral
-7, what the hell do you know about infrastructure theresistance wethepeople maga gop impeach foxnews   has been accused of raping a yr old girl and raping  beating his st wife what about the nd  rd treason hypocricy lockhimup justice,Negative
0, anything julian assange says needs to be heeded,Neutral
1, let shumerpeloski know if they dont help with immigration policies no infrastructure  we dont care about their needs but time for our nations  citizens needs,Positive
2, take the money we are using to give illegal food stamps and welfare and use it to make our schools safer,Positive
2, infrastructure is indeed an important issue but what about the americans workers most of us feel as though we mean nothing and are just a number at our jobs anymore because our rights have been taken from us allowing the employers to treat us whatever way they like ,Positive
-4, i am glad your looking into our countries budget and trying to get us out of debt something needs to be done however your idea for overhauling the snap program is rude and offensive  you are going to cause a lot of the same people who voted for you to regret it,Negative
3, have fun in  your resort this weekend and play golf on our dime while the rest of america mourns sure maga whatever,Positive
0, brickandmortar wall across america southern border,Neutral
0, what a joke,Neutral
2, trump cabinet members splurge on americas dime,Positive
3, please no gas tax increase  i have to drive about  miles a week just to get to my job,Positive
1, make family law reform a priority,Positive
7, through regressive taxation right let the poor pay an increased share of their salary to drive to work than the wealthy while we transfer the nations wealth to the rich through tax legislation spare me the puffery,Positive
0, how about stop talking and start acting on infrastructure,Neutral
-1, u ass is always  honoredwith everything that could b honoredstick it hard and sit on itfull on shitasspresident so what kind if meds r u on,Negative
0, many of the states have implemented a substantial gasoline tax to repair infrastructure if the federal government piles on to this concept gas becomes too high priced once again and wipes out the benefit of income tax cuts pa is prime example,Neutral
1, i hope you are going to be honored to get screwed in jail by a rainbow of colorful men,Positive
1, potus donald trump thank you from a combat us marine vietnam ,Positive
2, i bet a lot of these projects if not most illegal labor will be used to do it an american citizen still wont have jobs,Positive
-1, remember how you cheated on melania repeatedly ,Negative
1, trumpty dumpty sat on his wall  trumpty dumpty had a great fall  all the koch brothers and all the koch men couldnt make trumpty president again trumptydumpty,Positive
3, so happy and grateful to hear of unity,Positive
1, yes american highways have become dilapidated and progress is slow if any progress at all make the dreamers build our infrastructure that and the wall to,Positive
-2, he didnt write this its too complex a sentence lol,Negative
3,  i know you are great imam trump president for the future   chokran ,Positive
3, love you trump thank you for all you do,Positive
4, wall doesnt always keep people awayit is also a way to prevent people for going outi am pretty sure that all this money can be used for something more useful,Positive
4,  manufacturing ceos support infrastructure bill also gas take federal should be hiked  like the numbers just do it,Positive
2,  have confidence in trump,Positive
-2, ur lie agian i see this moring upset people relate to kids born usa,Negative
0, i find u soon or later i am start imvestional my self my data entry computer i can find about him,Neutral
-2, you mention how big of a failure obama was yet you are doing the sme thing he did  we are tired of you already actually do something for once  opposeatcprivitization dontprivatizeourskies atcnotforsale,Negative
6,  dont trust them sir they are out to get you stay strong i honestly believe god is with you as well as the american people,Positive
4, nation wide craft licence and seniority democratic unions,Positive
2, president donald j trumps military parade would cost between m and m budget director says ,Positive
4, and your plan is to privatize things we already paid for then have us pay more tolls and fees into the hands of large private contractors instead of supporting ourselves and have the profit returned to the country trickle down flush the toilet someone left a trump,Positive
1, very simple   ship there all of threre ass out of the united states    let them apply like anything one else   read and weep ,Positive
-1, fake news,Negative
0, yeah so heres an idea  divert all those billions you want to spend on a border wall and use it to rebuild our infrastructure  it would be money well spent  we dont need that stupid wall its just a waste of money and sure to be an eyesore,Neutral
3, well thats a fancy way of sayin that you and your friends are gonna build a lot of toll booths along the most frequently traveled highways and make a lot of ,Positive
0, i think we should restore the depleted presidency with ,Neutral
0,  leave the snap program alone  cut the illegals off  not the disabled and elderly people i shldnt be told what i can and cant eat i didnt ask to become disabled i started working at the age of  but dnt qualify for medicare or ssd so i depend on ssi and fd stamps and medicaid,Neutral
3, oh right talking about it as useful as a hot air balloon,Positive
1, no one likes you,Positive
3, lets be honest your not honored by being with either one of that bunch your the only one working in that bunchl,Positive
0, ill infra your structure p,Neutral
0, yes why didnt obama help fix our crumbling infrastructure but give billions of  to our enemy iran makes no sense,Neutral
1, steyer who has been accused of disregarding basic security protocols,Positive
5, newsflash youre no gift to humanity the world doesnt revolve around you and youre not the center of the universe you have no honor and you respect nobody,Positive
-1, bummer when ex mistresses dont get their dresses drycleaned,Negative
0, how about white supremacy and gun control parkland enoughisenough,Neutral
1, this is going to require lots of money,Positive
0, you gave away all the countrys money for infrastructure with your self serving tax cut u fat cats pay for it,Neutral
3, takes the life outa u life well lived un one world relgion for satan love god,Positive
7, we the people want more support for potus trump  stop being blue  red u r acting more like thugs crips  bloods than congress people elected to help usa we the people support trump we the people are we the voters  wakeup congress november is coming a promise,Positive
0, why wasnt gun control your top priority,Neutral
0, flipthehouse flipthehouse flipthehouse flipthehouse flipthehouseflipthehouse flipthehouse flipthehouse flipthehouse flipthehouseflipthehouse flipthehouse flipthehouse flipthehouse flipthehouse flipthehouse flipthehouse flipthehouse flipthehouse flipthehouse,Neutral
-1, did you happen to discuss puerto rico and the dire need to protect our children from american citizensjust curious,Negative
0,  idk how you do it with all the rinos and resisting classless immortal demothugs but somehow you keep fighting for us americafirst trump you have our backs and we have yours,Neutral
0, yeah ill bet it was an honor for them too hahahaha ,Neutral
-2, sure wished you do something about the abusive toll roads and wasting taxpayers money that new york and many other states are doing completely ridiculous  for one toll,Negative
1,  suggest we pass a  cents gas tax to pay for infrastructure that will end when the rebuild is finished say in  yrs,Positive
1, most power full man,Positive
-1, time to break out the preparation h lip balm again,Negative
-4, we hate trump impeach this fat orange fck tax payers get billions back spend  million on a tyrant parade we get  a week and those snap recipients will get a box of garbage they cal food how did this idiot get elected please i cant take it anymore nomoretrump,Negative
1, amen,Positive
-2, starring in the shit show of your our making only this is not tv and your ratings dont jettison you how long does this nation have to savaged by putins puppet hes playing you like a fiddle  mr stable genius stupid naive outwitted child failure,Negative
2, excellent lets move forward,Positive
2, id start in areas that have major freeze and thaw cycles and use lot of salt which does a number on concrete and rebar like the north east,Positive
0, sir we are iranianvere vere sad about those young student lost there life,Neutral
1, national debt is biggest security risk cut defense spending then build our infrastructure pragmatic decisions not emotional,Positive
-2, you mean the infrastructure you ruined in the first place,Negative
-1, redoing your future jail cell,Negative
5, yes continue to help your people and guide our great nation please look into ss benefits we should receive more than  a month yea living on mac n cheese,Positive
1, the american people are trusting you to stop all this killing in the behalf of the deep state that cant except you were duly elected to protect usyou can stop all this by arresting them with the eo that obama passed that gave you the power to do so without causeplease ,Positive
2, will it included bullet proof schools,Positive
1, i see a solution  many see what they call a lottery  quoted from harvard,Positive
1, really what about common sense gun control to protect our most precious resource our school children may god bless the victims of the fl school mass murder with yet another ak assault rifle,Positive
0, realnews ,Neutral
0, this blood in florida is on your handsunless you start publicly jail an start showing them your not playing anymoremr president its been more than a year an nothing has been done to take down hrcbhoghwb and gwbyour time is running out to protect legal citizensplease,Neutral
0, yeah the plan  states and  feds very generous infrastructure plan by an inept and moronic socalled president,Neutral
0, wtfmore innocent people will die unless you take action nowthese false flags perpetrated by these guilty actors must be stoppedyou have the power if your ag would get off his ass an start jailing themobama signed into law thataallows you to jail them without reason,Neutral
0, seize assetts of the clinton foundation,Neutral
2,  and i was glad to learn that rick gates is about to flip on you  that will be  plea deals and mueller aint done yet,Positive
1, pay to play,Positive
0, bengazi,Neutral
-1, prosecute uranium one,Negative
-1, fire rosenstein arrest hilary,Negative
-1, arrest obamma,Negative
-2, drain the swamp,Negative
9, you are my best beloved ideals guide and guru and philosopher honourable president of usa sir good morning sir,Positive
4,  if we could defund john brennan and the cfrs sai program stratospheric aerosol injection or chemtrails that would help in two ways more money for infrastructure and wed all live longer to help develop the space frontier    ,Positive
1, hiphop hurray i plan on embarrassing both parties on infrastructureno there was a world economic collapse not to mention other disasters just remember that the american laborer is honest and just so heres to coring the two parties apple,Positive
2, i love president,Positive
0, lets fix route ,Neutral
-1, all i see is an obstructed view ,Negative
-1, theres no money for that you took it all to your tax breaks for yourself and the filthy rich,Negative
1, school shootings body mass has school police know weapons get into the school the walk the school during school times,Positive
2, thats great  please be aware of robert mueller  he is out to get you  praying that you will be ok,Positive
0, you cut funding for this,Neutral
0, start the printing presses,Neutral
0, oh we need this so much as you know mr president,Neutral
-4, florida shooting a systemic failure if democrats and republicans cant get along  how do you expect kids too bad examples shit goes downhill,Negative
1, dont even need a car in europe because their transit system is so good,Positive
6, the one that is going to cost us tons of money and increase our gas tax without regard for planning to account for climate change how about mass transit like in europe that is working so well instead of new roads,Positive
1, i voted for you but if you put a  cent gas tax on us im done plain and simple,Positive
4, shut up trump everything u do is only to benefit u and ur family  the over  ppl i have in the wh with out security clearance wheres ur taxes,Positive
-4,  how about taxing anyone making over k a year as opposed to hurting everyone with gas tax,Negative
1, the greatest terrorist threat facing the united states of america is white supremacy,Positive
2, maga president trump,Positive
11, praising god for president trump  god is blessing america through you and those who are standing with you  god bless you and god bless america ,Positive
0, if you want to keep dangerous weapons out of the hands of the mentally ill dont elect them president,Neutral
-1, rebuild and restore the presidency  impeach now,Negative
3, thank you for televising it so interesting to view  listen to i was impressed how much our potus  knew what was needed in all states,Positive
1, joined by rinos,Positive
-3, the greed of americans has got to be torn down befor any rebuilding can be done,Negative
0, check out s tweet ,Neutral
-3, ok but why is congress taking a week off when the budget and immigration are hung up  if you make them do something before they break then things would get done  it is simple k daca people stay the lesser go back to their countries  pay down debt  cut all programs ,Negative
1, thank god we need to fix and rebuild our infrastructure,Positive
0, how can you let this happen,Neutral
-3,  mr president  tax on gas isnt the answer you have a tax break now take it back at the pump that will cost the average earner more than the tax break,Negative
1, how about the homegrown white supremacist terrorists that are within our own borders theres more of them than the illegals you proclaim there to be,Positive
1, id start packing another plea deal must not be good ,Positive
-2, how about you shift  of the bloated military budget to rebuilding our infrastructure instead of trying to sell it to your buddies,Negative
2, such passionate president ,Positive
1,  where is the democratic memo  we want to see it were not forgetting,Positive
0, heres a thought renewable energy you could power the entire usa by using nature harness the geothermal  tidal power build wind turbines  solarpanels for on the cheap ,Neutral
2, trump is god,Positive
-2, all those with negative comments should run for an office otherwise their words are put to waste obviously no one will take your words not even your fellow democrats at the congress,Negative
1, the shooter wore a hat that said make america great again,Positive
-1, you need to legalize marijuana and let it be the natural free plant that its is enough of letting people suffer and ruining their lives in multiple ways by keeping it prohibited,Negative
1, where are you planning to fund it from,Positive
1, how about you  your friends pay some taxes  you douche bag,Positive
3, you need spieczenik he will clean house an can be trusted to have your back these leaks an leakers should have been silenced long agoobama didnt put up with it an his cabinet had his backstart making the smart decisions you made in the privet sectormaga,Positive
1, bombshell un dossier un aid workers raped  people as its claimed organisation employs  paedophilesthe dossier claims united nations aid workers have raped  people and estimate that the organisation employs  paedophiles,Positive
2, tighten the gd dm ship the whore hope hicks needs to go she is seducing her way to the top you need to act an enforce your private security to do background checks on whoever you are kicking around to be in your cabinetthe fbiciansa an the doj cant be trusted as of now,Positive
2, i love you donald trump ,Positive
2, trump made america great again,Positive
-2, i want to know why the pizza gate and pedophile rings have not been busted obama clinton and all the sick twisted people are still walking around the store children killed him eat them fed him to the american people,Negative
0, yeah rightyou are putting the restoration on each state stop lying,Neutral
0, do not privatize our roads and bridges,Neutral
-1, crooked contracts for your  cronies go to hell shithole mueller for president,Negative
1, sooooooo full of it,Positive
4, president   enacting additional taxes of any kind particularly on gasoline will ensure that you are a oneterm president  dont do it,Positive
4,  nice photo op if past bipartisan leadership meetings are any guide you babbled on not remembering what your actual position is shut up  do your job,Positive
0, no one honors you,Neutral
1, great its long overdue and think how many more jobs will be created,Positive
0,         ,Neutral
2, keep up the good work  dont cave on ending chain migration  building that wall,Positive
-2, corruption mafia poroshenko ukraine ,Negative
2, do the us a favor and ensure accountability for each penny as this is the very conditions where funding is embezzled,Positive
0, bien,Neutral
-5, so little of your life there is government its all scandals and all things ugly  america used to be great you ruined it its not no at anything anymore your fault,Negative
1, its called obamas job act that the delusional right didnt vote for,Positive
-2, i assume  youre talking about rebuilding gun ranges as part of the discussion  our citizens need places to fire all of their weapons all of the schools and churches are already shot up gunreformnow,Negative
1, maga schoolshootingthere have been  mass shootings in  and trump wants to cut millions in school safety funds ,Positive
-3, talk about government waste how about the m dollars in tax payer money for you to fly to mar a logo to play golf sad,Negative
3, hey donny  how many of these old fat white guys have a top secret security clearance,Positive
1, i love you dad,Positive
0, the depletion that began last november,Neutral
0, f off,Neutral
-8, are you fucking serious how dare you you piece of crap you should be focusing your energy on the senseless killing of these poor students and teachers what in the hell is wrong with you,Negative
-1, please no more gas tax increase for california governor brown has raped us,Negative
3, thank you president trump,Positive
1, majestic  mj,Positive
-2, shove it up your orange ass,Negative
2, good job,Positive
3,   please continue being strong and demand what you know our country needs to be great again please dont allow the liberals a chance to continue harming us through illegals,Positive
1, you depleted it by giving away  trillion,Positive
0, the deficit king,Neutral
1, keep pluggingmaybe the swamp will do something right,Positive
0, until the dems shut you done once again draintheswamp,Neutral
-1, discuss fucking gun control you twat this is enough,Negative
2, donnies big word of the week infrastructure were so proud that he can type it out several times with no out of place capitalisation or  incorrect spelling good boy donnie,Positive
-1, and how are you going to pay for this  the american tax payer isnt a republican credit card  what happened to fiscal discipline cutting taxes while spending trillions is what the gop has come to  selling our country to our economic rivals with overseas debt  good plan,Negative
2, rescind thosetax reduction to the very wealthy and corporations  they dont need it to pay for infrastructurethe office of potus is not intended to be the wet dream of a man who has lived on credit and gone bankrupt multiple times,Positive
-3, a more urgent need is to ban assault weapons just saying,Negative
-1, get rid of all the overpaiddo nothing pieces of crap democrats with their cushyretirement packages youcould build  freaking walls,Negative
-1, what about domestic violence ,Negative
2,  good job,Positive
1, right on ed k who ever you are,Positive
2,  president trump please help venezuela please i am a  years old boy with twiter farso please help us i am tired of seeing people die help us and do not ratreen me,Positive
3, i am thrilled to see that both sides of the aisle are coming together to work together lets try and keep the cooperation moving and remove the divisive air out of washington and replace it with some cooperation,Positive
4, god bless america and our president trump maga,Positive
-2, what about the urgent need for gun reform,Negative
4, mortgage rates are the highest theyve been in  years good work trump your economic plan is really workingfor the wealthy,Positive
3, i think this was good but please mrpresident please  dont give in on the illeagles we dont want them i hope your praying to make the right decision ,Positive
-1, look mr president dont do an increase in gas tax because its a tax on workers if you need a tax for infrastructure and defense do a national sales tax that way everyone has to pay,Negative
7, i think is a very good idea this is how politics suppose to be after elections any leader who is selected by the people must be given free minded and support across all parties institutions and the general public because the good is for all,Positive
-1, why bother you do everything to create discord between gop the corrupt asswipes and dems the sane party you tell them to give you a bipartisan bill and you veto it because you are incredibly stupid and dangerous to our democracy heres hoping those bigmacs do the job soon,Negative
0, toll roads from coast to coastno thanks,Neutral
-1, he has done more than any demoncrat like clinton would have done sorry you blind folks cant see that,Negative
-1, yes we need our roads and bridges in america,Negative
0,  start by building the damn wall,Neutral
3, probably more important to rebuild and restore trumps brain though not sure a rebuild would be worth the expense,Positive
2, oh really  discuss     seriously this staffy today sure got a sense of humour,Positive
-1, you wont be around to steal anymore bye bye donnie ,Negative
2, so u can make more of your friends richer i hope it fails,Positive
1, just keep riding the storm out we got this sir,Positive
2, about time democrats came to the table good job,Positive
-1, how about a discussion about gun control  asshole,Negative
3, yes please lets create lots of jobs here stoo sending our money to the middle east lets make america great again pleaseeee,Positive
-2, instead of wasting money on your stupid parade  spend those millions on our failing dams  and overpasses,Negative
0, its about time,Neutral
-2, a room of public servants being a public servant does not mean the people serve you it means you serve the public  some of you seem confused,Negative
6, the masses that will never attempt to scale the wall will be held back  the symbolic statement will get the attention of the burrowers and those in flight,Positive
1,  go trump,Positive
0,  no kids to use it with the rate we are killing them in schools i am appalled to see what you do to your own words dont help all talk there is no action in this country for so many years nomoreguns gunreformnow guncontrolnow saveourchildernfromguns,Neutral
0, where is the media,Neutral
3, that is so nice you are finally thinking of your american friends here in latin america and etc that is if you know the usa is not the whole america of course and that americans are the people from this entire continent,Positive
4, this picture truly portrays the saying old guys rule  keep up the good work sir,Positive
1, your cabinet is crumbling faster than our infrastructure,Positive
-1, gun control reform universal background checks prohibition of assault weapons and ammo mental health checks of all gun and ammo purchasers take precedence the time is now,Negative
1, i agree,Positive
0,      ,Neutral
-1, red states up  so sad ,Negative
2, i support you  on many things but  cent tax on gas would not help many of us that need to travel  miles round trip to work  not everyone lives down the road from their job  most of nevada is rural  please figure some other way to pay for infrastructure  dang ,Positive
0, dol your job and quit tweeting,Neutral
1, cut red tape in full to allow massive private long term investments in all infrastructuresbeak up gov monopoliescrowding out and allow full private competition in the sector ,Positive
1, stop with the politics tell us something that you will do,Positive
4, when you come on and say something like obama did that you can see obamas was from the heart well than you will be seen as someone we can say truly cares you have no empathy only words others wrote,Positive
1, we all hope that the wall is in the budget,Positive
2, mr president raise the gun age   saves lives  make america safe again  their brains are not done developing,Positive
2, sir when you read from a teleprompter you show no empathy and you just say how sorry you are yet have no solution you were already spending tax payers money for another visit this week give us a break stay away,Positive
-2, how about meeting to discus your gun laws  ban guns ,Negative
0, at the expense of the sick and elderly in the usa who will lose social security medicare and medicaid so that the fool  can balance your obsurd budget increases,Neutral
3,   of our roads are rated fair to good only infrastructure we can afford are faraday cages  a border wall we have no money what happened to wastefraud  abuse investigationscutting,Positive
-6, seriously we have  school shootings in less than  months and you are all worried about infrastructure kids are being killed do ya think maybe we need urgently try to do something about that,Negative
-2, what about stricter gun control you fool ,Negative
4, thats great fixing the roads and bridges and creating more jobs at the same time keep up the good work mr president,Positive
-5, hey posus you are cutting the funding for programs that could potentially determine whether a mentally disturbed individual should be denied the right of purchasing a gun your lack of empathy is alarming carpetbagger posus   ,Negative
2, i wish we could get our mayor in cedar rapids iowa to fix our roads they just keep getting worse and worse with no maintenance black top does not solve our problem concrete last so much the longer and worth the investment in the long run even though it is more expensive,Positive
2, your tax  cut  for your cronies and yourself used up all the s so where would you structure infrastructure the states have no money to pick up the bill of the bill,Positive
2, the rocket scientists  in washington just cant stop spending hard working americans money  spare me,Positive
