Sentiment_Score,Tweets,Sentiment_level.score
-1, we dont believe your words,Negative
2, what bonds is knowing that if anything will get done it is the people who will get it donenot you or this administration,Positive
1, ps thanks for the speech,Positive
-1, still deep in our thoughts from the uk,Negative
-1, mental health gun violence and security at schools three of many relevant issues are you not allowed to address the nd one ,Negative
4,  thank you president trump we love you,Positive
2,  im glad the kids are smarter than the adults in this thread,Positive
2,  james out of the same mouth proceed blessing and cursing these things ought not be so doth a fountain send forth sweetwaterand bittercan the fig tree my brethren bear olive berries either a vine figs socanno fountain both yield salt water and fresh,Positive
0, congress could raise anybodys income taxes if they have a weapon registered in there name,Neutral
2, another well read teleprompter speech ,Positive
0,  please dont let them play with your emotions the second amendment is sacred and protects our republic and our people,Neutral
3, didnt you want to make america greatstart by banning semiautomatic weapons potus you should be striving to give the citizens of this country hope and belief in the goodness of others instead each time you open your mouth you embarrass this nation one more time,Positive
-3, how bout gun reform and you stop worrying about bulking a damn wall and daca and immigration you are ruining our country lets focus on the real problems,Negative
1, your lips are moving but nothing is coming out  just more bs,Positive
1, says a man who doesnt know the bible from a basketball  ,Positive
1, amen,Positive
2, if there was a good which there isnt he never would have let you become president,Positive
2, reading the teleprompter everyone knows you have not one ounce of compassion or empathy fake president,Positive
-1, quit pretending to pray and do the right thing  if you cant figure it out take a look at the countries that actually took actions that solved the problem,Negative
-2, divider in chief people hate you for your lies and your deceits you have no honor no integrity you are amoral unethical divisive killer for our children who are getting killed because you inspire white supremacists by your racism you divide americans as a useful tool of putin,Negative
1,  we see through you donald trump,Positive
1,  please dont talk and listen to the children crying with fear it is heartbreaking please please please listen to the children that are scared to go to schools malls theaters or anywhere they deserve happy and safe childhood,Positive
3,  good speech  blame everyone else glad someone translated the russian language into english so you could read it correctly,Positive
1, thank you mr president as a teacher we love our jobs but we are all weary and sick of feeling unsafe,Positive
-3, blah blah blahthere is nothing heredo something  ban assault weaponsrequire a mandatory waiting periodmake sure local agencies have the resources needed to perform background checksclose the gunshow loopholemandate a minimum age of  for gun ownership,Negative
-1, this is what you should have been saying you son of a bitch,Negative
3, that speech didnt sound anything like the million your campaign received from the nra youre deaf to the deaths of americas kids arent you,Positive
-1, fuck your morder,Negative
1, theres no way on gods green earth you wrote this it lacks your typical childish dribble and whiningsadly its common knowledge that you dont have the intelligence to even understand these words let alone come up with this,Positive
2, you dont know anything about that republicans and you have taken over state rights and made them fit you,Positive
0, pleeeeassssse stop it,Neutral
0, hey lamborn you do realize that following djt is the last straw to your failed policies rightyou can delete what you said to  yesterday but we all saw itthis dictatorship will be over soon  all of you gop minions will be voted out ,Neutral
-2, pretty ironic words coming from a cheater someone who has zero church affiliationsuntil after inauguration someone who was fined for bigotry against his own community members and a colluder who couldnt have gotten elected without a russian troll machinecolorado,Negative
1, many tweets this sunday about no collusion what about the guns  trump get your mind right ,Positive
3, tell that to your republicans who take money from the nra and continue to block sane gun regulations that would save the lives of innocent children,Positive
1, faith and family five children from three marriages two corinthians,Positive
0, really the most hated filled divisive  in history is going to speak of love and compassion such an outage impeachtheimposter,Neutral
0, speechwriter should have read it  would have had more meaning,Neutral
-1, all you fucking care about is lining your own pockets and the ratings you get when youre on tv youre bought and paid for,Negative
1, as long as he is at the helm every child will be in even more danger stop selling guns ye half scottish embarrassment of a bawbag ,Positive
1, there have been more multiple and mass murders in the last  months than in any other presidents tenureshame on you put lives before guns your prayers will never be answered because nobody is listening to you up there,Positive
0,  you made it about you again what a sociopath,Neutral
-1, oh shut up you orange fool belikeaustralia wecallbs,Negative
-1,  you are owned by the nra stop treating americans like idiots if the cruz kid had used a knife he could not have accomplished such a massacre are you for the people or for the nra       ,Negative
-1, bonds or bots,Negative
4, after  every federal building was funded to provide force protection  among many things they funded architects to make it look pleasing to the eye with bearers planted with plants  flowers why not schools so they dont look like prisons ,Positive
0, perhaps the shooter should be tortured a death sentence is too generous for someone willing to take out innocents like that set an example let us bear those sins so that tomorrows children will never know we had to fight fire with fire,Neutral
0,  but the bonds with the nra are the strongest greedybastards,Neutral
1,  so on the bottom of cnn news it shows the child was on a low grade threatmental  health as long as the one here in ny state in troynortheast child parent societyquest star and cse director of brunswick school district has done w my step sonthere excuse is funding cut backs,Positive
-3, if you really mean the bonds that sustain us are family faith community and country then why do you spend so much time tearing it down with your awful rhetoric why dont you reread your words did you actually write them and begin taking them to heart youcandobetter,Negative
-4, assault weapons is your achilles heel you took the silver time to get ahead of the gun issue by a statement we have to examine the availability of assault weapons period no implicating of everyone with mental illness    ,Negative
-1, you are the face of hatred,Negative
-3, family and faithonly to be destroy by an evil forcethats what you are doing to some families in hereare you that blind to see it,Negative
-2, you know nothing of the bonds of the american people youre not capable you suck and are destroying our country,Negative
-1,  ewwww gross,Negative
2, if i thought you cared i might be moved all i know is you have some people that can write well please retire and start your new reality show already,Positive
-1, you have shattered the bonds of this country by openly embracing white supremacists bigotry and hatred you have allowed the russians to infiltrate our society you do nothing to protect us but tweet,Negative
-2, fake newsyour inaction shows your true colors nra has u in their pockets,Negative
1, who was behind the shooting and who were the other shooters false flag just like ,Positive
-1, thoughts  prayersgunviolence usa maga firstinmassshootings gunownership thoughtsandprayers ndamendment nra makeadifference takeastand resist enoughisenough ,Negative
-1, you are hatred personified impeachnow,Negative
0, things would be a lot better if youd resign,Neutral
1, protect children not guns,Positive
-1, the shooter came from your camp dump another white male home grown terrorist who was able to buy a weapon capable of snuffing out  lives in recodrd time you and your nra buds helped kill those  kids and  adults their blood is on your hands you should be in prison too,Negative
0, they are bonding against you and the nra the students have had enough,Neutral
-1,  days before school shooting in florida  dead the trump administration proposed cutting  in federal education programs meant to help prevent crime in schools and assist them in recoveries from tragediesspare me your thoughts and prayers policyandchange,Negative
-2, in the times u r a total failure and a loser,Negative
-2, not one fucking mention of guns you driveling moron,Negative
-2, bite me little man,Negative
0, teleprompter reading  empty voice  you have no feelings  itsmuellertime,Neutral
-4, you ared off words that are not yours you read words that have no meaning to you you read words that you have no passion for you read words because you have to you could care less about any one of those lives,Negative
1, love covers darkness with even a speck of light,Positive
1, bring it brother respectively,Positive
2, honestly hashtag this guncontrol will not help much we have  we must educate and train and get evil to a minimum or out completely  guns dont kill people people do,Positive
0, d,Neutral
2, mr president you do this pretty well but as one of your supporters i have to tell you i hate this role of mourner role model for the masses when there so many more important issues the function seems ridiculous for an audience of adults of sound mind,Positive
-1, got my golfing this weekend asshole,Negative
-1, youre a piece of shit,Negative
4, amen god bless each child and parent affected by this evil  you take god out of everything he leaves and look what the world comes too,Positive
-2, trump is a hypocrite  losertrump we need gun control  nraisaterroristorganization,Negative
1,  amen  ,Positive
-1, and did you address gun controlno you didnt cuz your in the back pocket of the nra,Negative
2, nice jub trump,Positive
-1, you make me barf with your photo family shit how many wives we had how many mistresses do you still have,Negative
-5, whatever we can do except gun control thats like saying to someone with a rat infestation that we will do everything except set traps and lay out poison  youre a disgusting excuse for a president and a soulless human being,Negative
0, doesnt mention guns once lol,Neutral
1,  and the nation prays you and your friends go away,Positive
-2, bullshit but no point loss,Negative
-2, not once did you mention the word guns thoughts  prayers are not going to deter gun violence we need common sense policy  change but you will let the slaughter continue as you are bought  paid for to the tune of  million by the nra you should be ashamed gunreformnow ,Negative
0, you have the power to ban all assault rifles the question is do you have the courage bangunsnow,Neutral
-2,  you should have been at the rally in florida  ban arweapons of mass destruction today you took that safety net away from us,Negative
3, you have no real faith except in you when you pray if you do do you pray to you sad,Positive
-1, you are the mental illness,Negative
3, wonderfully worded and said with such empathy and compassionthank you both for going to console the families and childrenamerica loves it potus and flotus,Positive
0, youre a joke,Neutral
0, wecallbs,Neutral
-3, phony bullshit aka fake news,Negative
-1, fake news,Negative
0, its time to repeal the second ammendment,Neutral
0, fake speech,Neutral
0, bull shit,Neutral
0, marchforourlives parklandstrong,Neutral
0, sorry you did not bond anything with your speech you just made americans more pissed off at you for not saying anything about gun control i am a gun owner and i want better background checks,Neutral
1, well we know you didnt write that  thats beyond your mental capacity,Positive
-2, our greatest need is for you to do something to keep kids from being murdered at school  shame on you nra pawn,Negative
1, no theyre not theyre not stronger than armorpiercing bullets laws and action are what we need,Positive
0, fbi for reason to to kill second amendment consiously promote this and others shootings know this guy before end do not doing nothing,Neutral
2, nice speech who wrote it for you,Positive
1, and of course  trump  you did not write that  way too eloquent im calling bs,Positive
-1, do something about gun control,Negative
0, says the non believer,Neutral
1, proud of u sarah ,Positive
-1, stop allowing the killing if children,Negative
-2, just food for thought i am not a gun owner myself but does anyone realize these deadly attacks are the worst in places where the victims have no protection no armed guards fewer mass shootings happen in countries with less gun control my heart goes out to those impacted,Negative
-3, gun control isnt the only answer we need mental health staff in the school many times children need help at an early age to deal with social anxiety bullying  suicide they need immediate access to help someone that can guide them  address the issues at the school level,Negative
-1, bonds with the nra,Negative
0, you are the epitome of evil,Neutral
-2, youre supposed to use quotation marks when you steal someones words  shittiestpresidentever,Negative
-2, your kidding right you lying cheating pos your beautiful wife should clean your clock and  the people of lakeland should throw your ass in an alligator pit you are a coward bought and paid for by russia and lets not forget the nra,Negative
-2, feb    djt signed bill that senator grassley led to gop vote a standalone bill  single issue that made it more difficult for fbi to add mentally ill to their noguns list remember this in light of this feb   school shooting,Negative
-2, shame you had to read that and poorly too,Negative
3, awesome speech a true leader big pharmais feeling the drain a ray of light has shown down in the usa today our president follows thru with battling the swamp monsters thank you potus,Positive
0,  look out people anyone who defends trump in this thread is a russian bot here to sow mistrust hate and discord between the american people before the  election anyone who says this president has done great things is either a bot or out of his or her mind,Neutral
0, congress hard at work  we should fire them ,Neutral
0, stop the bull trumplead demand that your followers stop abetting this horror take the nra to the woodshed lead,Neutral
-1, fuck off,Negative
2, family values from the man with  wives and  different baby mamas yep,Positive
-1, if you guys need anything we are here are u serious trump if u cant see what we need you dont deserve to be president you are supposed to make america great again so wake up to reality and make the changes u need to make regarding gun policies,Negative
0, nomorevoicing,Neutral
1, thats the first decent thing youve said,Positive
-1, you make me sick,Negative
0,  no way you wrote these words yourself sounds way too intelligent trumpisadouchebag,Neutral
9, i speak on behalf of my fellow teachers we need action we need protection and we need to be paid better wages we love our job and we love our students but we cant continue doing our job without support and without financial stability,Positive
-3, family is that why youve cheated on all your wives cheater in chief your sickening,Negative
0, oh please,Neutral
2,  we have recourse to trouble the president tell our chairman xi jinping call him to help us solve this problem we live in fear every day thank you very much,Positive
-4,  he directed the local public security personnel perjury editing fake video attempt to perjury less to entrepreneurs and the use of violence to beijing complaints enterprise employees,Negative
-2,  the man the local public security bureau command scourge of outstanding private entrepreneurs qian wang group ceo zhang small monsieur trying to devour enterprises more than  yuan zhang jinghua deceives his superiors and deludes his subordinates hornets,Negative
2, such a phony speech so obvious u never actually have sympathy or a feelings toward anyone but urselfu look like ur being forced to say nice things such a fake president in every way,Positive
1, yes thats good,Positive
1, yeah like you wrote that  surprised you could read it lol  youre such a joke,Positive
0, shut up youre no better than the ones who send thoughts and prayers nothing but empty platitudes ,Neutral
0, the word is gun,Neutral
-4, go to hell you took  million from the nra you are everyones puppet for a fee schoolshooting collusion nrabloodmoney nra maga putinspuppet trumprussia sundaymorning uspolitics meetthepress floridashooter florida floridaschoolshooting massshooting,Negative
-1, ban guns donald,Negative
-1, you defile everything you touch,Negative
-2, nice copy and paste those are not your own words or feelings you deplorable posotus,Negative
-2, pathetic hypocrite,Negative
-5, when tf have you ever had times of tragedy you fake fake fake manchild  our only need is for you to go away,Negative
-1,   bs,Negative
5, what faith you never attend church only golf courses camp david is for you to have spiritual church there and trust me you need god,Positive
-1,  bs,Negative
0, the bonds that should shape us are commonsensegunlaws,Neutral
-1, hypocrite,Negative
0, the time is now ,Neutral
0, i just wasted  and a half minutes,Neutral
-1,  sad to hear of these poor families that have to bury their children but yet you seem so hollow mr trump in your speech,Negative
0, no way you wrote that,Neutral
-5, you do nothing but spread hatred and distrust actions speak louder than words you are a disgusting humani,Negative
0, you make us all  with your fake compassion,Neutral
0,  knifecontrolnow ,Neutral
-7, they say that tougher gun laws do not decrease gun violence we call bs they say a good guy with a gun stops a bad guy with a gun we call bsthey say guns are just tools like knives and are as dangerous as cars we call bs emma  has called u bs,Negative
3, how true mr commanderinthief with useless thought and prayer we will survive your presidency true americans will prevail,Positive
1, your bond is with the nra and money,Positive
2, sadhe didnt say anything about how to deal with gunsjust mental healthalso that does count as a terror attackso why doesnt he say thatoh its not a person of colour or a muslim that did the shootingonly a mentally ill person just like other mental terrorists,Positive
3, good speech mr president,Positive
-2, do you not feel the slightest bit responsible for these deathsseeing as your revoked the law that would have prevented the shooter getting a gun shame on you shame on you,Negative
-1, hint hint use your own words that you must make the difference it involves doing something making the difference actions not just saying what needs to be done and that youre sorry prove that youre sorry and make efforts of change so it doesnt happen again,Negative
3, statistically you only has to wait till tomorrow for your next school shooting make share you say goodbye to your children in the morning and give them a hug and make sure they go to school happy and say i love you it might be the last timeits not to late to make a change,Positive
-2, ban guns we did that was the result we were not stupid enough to believe they do anything other than kill a d not stupid enough to believe it wont happen again if we did nothing ,Negative
3, fuck your faith you and your evangelical extremists are screwing up our country you never even went to church until the day after your inaugaration your faith is fake just like you resignnow,Positive
-1, what are you going to do about gun control oh yeah nothing,Negative
1, you dont even go to church ass,Positive
0, ban guns wanker or all your words are just hypocrisy  we know you love white supremacists love guns and hate kids,Neutral
1, isnt everything you do suppose to be making a better country and future for the children of america so why you not listening to them ,Positive
1, what faith your actions prove you to be a fake christian wwjd fakepresident flakepresident,Positive
3,  the reverend trump preaches love from the trump towers pulpit with sighs of alleluia from pence the publicangop  grotesque odious pharisees ,Positive
-1, stop talking  you defile the memories of the victims,Negative
-1,  liar,Negative
1, the man is a complete joke everywhere around the world people think how can america vote in him as president ,Positive
-1,  you looked and sounded like you took about  valium before you slowly read from the teleprompter  you cannot hold a candle to president obama speaking to the nation after a horrible disaster,Negative
0, i have no words  schoolshooting on the rise and a govt not willing to respond,Neutral
1,  family faith community and country you are batting  breaking those fraudliarmuellertimeimpeachtrump putinsgirl,Positive
-2, can these bonds withstand a bullet to the gut i think not words are cheap and prayers do not stop bullets,Negative
-1, go to hell,Negative
5, amen  will continue to pray for you and our one nation under god,Positive
2, just take the guns away make it illegal to carry a fire arm simple america will be at piece and scenes of this horror will be none existent stopguncrime,Positive
0, thoughts and prayers and disco what a presidential guy you are   ,Neutral
0, make changes do something now ,Neutral
4, you are not capable of writing something this eloquent you also lack the empathy to understand the sentiment the victims and the whole  us deserve someone who truly cares,Positive
3, how many times have you reached out to your fellow americans on the side of family faith community or country or were they all about you,Positive
-9, call a spade a spade gun violence gun violence gun violence gun violence just say it  why is the nra controlling every single one of you  why cant you have the balls to tell the nra wackos to just go fuck themselves ,Negative
2, schools should have already had safety measure in place after sandyhook think about securing the schools where they can not be entered locked medal detectors surveillance armed officershold le offices accountable for not updating data and info share throughout fed offices,Positive
2, a moment of silence to honor the children who give their lives for your rights to bear arms the usa is the worst country in the world you call it the greatest not even close,Positive
-1, next time you look at your son think about how it would feel if he was one of the victims of a shooter that so easily obtained an semiautomatic weapon and slaughtered children,Negative
-4, you know whos missing part of their family bonds the people who lost their family members on wednesday you know those kids and teachers whose blood is on your and every other politician whos accepted blood money from the nras hands how does it feel,Negative
0, dude you cheated on the women in your family you wouldnt know the grace of faith if it bit you in the ass the community needs action and most of the country hates you  go back to ny and bug them,Neutral
-4, six words for you  gun control gun control gun control,Negative
0, but guess what theyre not stronger than  common sense gun control laws oh and dont forget ,Neutral
-2, the bonds you speak of are already strong the one that betrays those bonds is the one between elected officials and the  endthemadness parklandschoolshooting,Negative
3, faith family community glad we have a true leader potus who gets it blackwhite emotional agenda driven single issue responses need to stop demsmediastop grief love compassion are in order,Positive
0, hi,Neutral
-1, who wrote that for you you are incapable of faith and empathy and dont give a shit about our country,Negative
-1, but the bonds of nra campaign fundingare much strongernrabloodmoney,Negative
-1, for you to even mention the bond of family these days is so nauseating you have no loyalty to anyone beyond the image in your mirrors  and by the way that image has become more revolting by the year you are such a lying selfserving scumbag,Negative
-2, you stupid fuck,Negative
2, those bonds really are awesome thanks so much for pointing them out not working out so great for the victims though are they asclown floridaschoolshooting,Positive
-1, are these bonds with your first wife your second wife or your third wife,Negative
0, funny if this was a muslim you would be screaming a million other things aside of family and faith so why dont you try banning some guns instead of some muslims i know you have no grasp of the issue because youre giant buffoon maybe have someone explain it to you,Neutral
1, why are you reading from the teleprompter its bloody obvious have you nothing that comes naturally from your heart and soul why keep embarrassing yourself and the country resign,Positive
-1, you have divided country governmentwith that youve removed bonds that hold us togetherwith the loss of children  in hospital youve broken up families wall their relatives friends all due to them given to you by nra review your monetary  ethical policies,Negative
0, how do you plan to prevent more school attacks prayer locking up all the mentally ill how about banning assault rifles theres a novel and probably effective idea that surely will escape you,Neutral
1, nothing is as strong as the bond between republicans and the nra,Positive
-2, so why do you work so hard to break the bonds that sustain us  you are a oneman wrecking crew,Negative
0, stfu,Neutral
-1, a fool and his office are soon parted,Negative
0, you pos,Neutral
-2,  the hatred and evil force is you and youre doing a great job of ruining our country,Negative
-7, quit saying fake news the fake news we have gotten from you is saying i will fix  gun control   words for you  fake news  school shootings within the first  months of  more deaths have comed from gun killing and  barely dui anymore,Negative
-4, isnt it strange how mental illness hardly massacres anyone in canada australia and the uk,Negative
0, exactly how big was the type on that teleprompter,Neutral
4, basically your prayers are nothing anything to the nation you earned  million dollars something you shouldnt be having give that money to our states that are in need your congress isnt doing anything to the nation just one question what kind of president are you,Positive
-1, what a phony you are,Negative
-2, treason is tragic donnie dont you think,Negative
1, amen to that,Positive
2, political mumbo jumbo the kids are gone whos will it be tomorrow when you make the same speech,Positive
0, you really cant fake compassion your either are or youre notyou are notfakecompassion,Neutral
2, just step downworst president ever,Positive
1, wave at your friends ,Positive
0,  ty,Neutral
-2, no they arent or youd never made it to office you lying traitor,Negative
-1, we need actions donald not platitudes,Negative
-1, you useless  kleptomaniac doofus,Negative
2, dear donald trump please build that fucking wall we do not want your psychopath people in mxico,Positive
1, nice words you dont uphold any of those values hypocrite,Positive
-3, a gun would do us much better why are the feet dragging how many more kids have to be shot down,Negative
-2, thumbs up sad,Negative
-4, the only thing fake about the news is you  there is no such thing as fake news  we the people are fed up with you  you kill our children and then want to turn it into news  you are pathetic,Negative
-2, evil you have this blood on your hands ,Negative
0, you instill and encourage hatred,Neutral
-2, you have zero feelings about this if anything youre pissed because it stole your headline fraud,Negative
2, what faith do you have other than faith in dark money,Positive
-1,  gun control,Negative
2, please tell us what a philandering saloon keeper like yourself knows about faith,Positive
-1, just words  glad your aides can post the right words on the teleprompter for you too bad you dont understand your role as president we need action get congress to pass legislation on gun control  eliminate the sales  purchase of assault rifles in us,Negative
1, money in your pocket ,Positive
-1, you are not bonded to this country you are in it for yourself you dont care about anyone but yourself tired of your pretend faith and family front,Negative
0, this is your fault these children blood is on your hands you might as well pulled the trigger,Neutral
1, like she says ,Positive
-1, emma gonzalez a senior at ms douglas high where  youth were mowed down by nikolas cruz who legally purchased his assault weapon had this to sayin this case if you actively do nothing people continually end up dead enough prayers  platitudes take action,Negative
0, we need a real leader not the phony used car salesman that we have in our white house now you our nation is spiraling out of control under your flaccid leadershiptababluetsunami stopthemadness dosomething trumpresign,Neutral
0, mr president you really think these shootings bring america together no it shows cracks in our society you are expanding,Neutral
-2, ban assault weapons you idiot making these speeches every two months does nothing to make americans safe,Negative
1, and bangin porn stars while your wife is home with the baby,Positive
-1, you read too slowly probably because you cant read and are currently being schooled with hooked on phonics behind the scenes at the white house,Negative
1, yeah like you believe that sht  say whatever it takes to distract us while you jared and lil don continue to fill your coffers from our government,Positive
3, thats what got me through the night you won  family friends and community,Positive
-3, such a pitifully inept president you are djt  each and every word you utter is empty meaningless bogus and just plain stupid,Negative
0, dumpsessions,Neutral
-4, your words and actions through campaigns and rallies and tweets incite hatredyour faith is fakeamericans unite in disgust of an inept government owned by the seven sins,Negative
-1, pious bs you wont do anything to stop the killing because the nra owns you you can slowly read another teleprompter speech next month when this happens again and again the month after that nrabloodmoney floridashooting gunreformnow,Negative
2, we need prayer back in schools and the pledge of allegiance to begin each school dayshow children whats important,Positive
2, dear god take him now before he does too much more damage amen,Positive
0, something you know nothing about,Neutral
-4, you know nothing about this level of grief you took millions from the nra and out ars in the hands of anyone who wants to mass murder words are empty do you really believe your condolences matter,Negative
-2, shut up you fat fuck,Negative
0, gunreformnow,Neutral
-1, you wouldnt know family  times or more adulterer faith lying fake christian community you have no true friends or country  times draft dodger if those things bit you in your big fat ass,Negative
-5, family bonds are you serious you lying pos   school in  weeks  we are an angry nation and you need to go,Negative
-1, what tragedy your presidency,Negative
1, you dont know anything about faith and family dont make me laugh,Positive
-3, empty empty words,Negative
0,  you should be required to own property in order to buy a gun something to defend,Neutral
-5, blah blah blah banish the nra and pass gun control laws,Negative
-4,  also lets lay all the blame on mental health not the gun laws or gun control just mental health fucking moron,Negative
0,  the worst response from a leader insincere  unapologetic why isnt the safety of your schools and children top priority now,Neutral
0, throwthemout,Neutral
0, yo face tho  ,Neutral
1, prayers and hopes cannot guard our children and neither can you evidently since you refuse to acknowledge the truth  too much money on the bang bang side,Positive
0, love trumps hate,Neutral
0, mr president  it is time for you to do the right thing and get rid of assault rifles you and i both know you dont need these to go hunting unless you are hunting for humams  in massesim your best support but you and only you can make this happen  please do something,Neutral
1, eat a shitburger,Positive
0, im sure he was a nice guy rightyou perpetuate the hatred and evil in this countrygo away,Neutral
-2, says the lying scoundrel who took  million in blood money from the nra,Negative
2, the people who expect the president to fix this and complain he isnt these people never complained about our last president when he did nothing about the problem they must have more confidence in president trump or they couldnt blame him,Positive
3, interesting you say that when you the so called leader of this country leads the country in hatred  you are not a good example,Positive
7, dear mr president thtspeech was warm n appreciated for us stillthe fact remains n not toohelpful to fams of victimsunder full power protect rchildren by protecting thmwith vetsour schoolsour starving homeless vetsdeserve more  thn immi our children save free rpres,Positive
2, sessions is the plug in the dike no one will meet justice with him in office take him out out out,Positive
1, you cant even speak from your heart on this issue do you have a heart  do you feel anything for anyone besides yourself  you must read like a third grader from a teleprompter  i thought only losers used a teleprompter  such a hypocrite,Positive
0, yes they do ,Neutral
2, what a pathetic statement someone wrote for you mr trump you couldnt even speak from your own heart about this latest murder of our american citizens,Positive
0, what,Neutral
10, solid speech mr president spoken with such aplomb with your mastery of rhetoric  gift of oratory you make it look easy to lead thousands  thousands and now millions really billions of people with your speechesyou look great in this video sir are you working out  ,Positive
0, funny that a maga fan is a schoolshooter mr beat the protestersill cover your bail talking unity is a baldfaced lie,Neutral
-1, but not one word about gun control you need to keep those red neck votes,Negative
-5, screw the bonds your words are empty and meaningless thoughts and prayers are meaningless ban assault weapons that is the only way this will stop there is no other answer to save our children,Negative
-1,  too bad the bonds are not stronger than the nra lobby   ,Negative
3, what grows stronger is the loud chorus of people calling for gunreformnow expect the gop to lose seats next election if you dont pay attention,Positive
1, family and faith hmmmm,Positive
0, nah then how about actually doing something about it,Neutral
0, and as the resident expert in hatred and evil you would know,Neutral
3, just as a suggestion maybe the schools can hire our veterans to protect our schools and our children because they are highly trained and they need work,Positive
0, emmagonzalez,Neutral
1,  someone else wrote that speech as you read it your voice was as empty as your heart and your head you are a pisspoor leader resign,Positive
-2,  so ban assault rifles and all high capacity autoloaders,Negative
-1, in times of tragedy you have no bonds  family is atrisk thx  extramaritalaffairs youre a kounterfeitkristian no community wants you  you have no loyalty to the usa if you did youd actually entertain guncontrol measures  tell nra to shove offlonely resist,Negative
4,  hire police to guard entrances of every school glad there will be a protest wake up,Positive
0, am,Neutral
-3, do something about gun violence  less words more action,Negative
-1, not only are you not doing anything  youre actively making things worse,Negative
