"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  1," meaningless and stupid be a real man for once in your life and do the right thing stop this madness dont you have enough money already",Positive,
 -2," all parklandstrong staff and students dont allow the liarnthief to comfort you photo op walk out on the worst potus ever to disgrace the office take your power back as you are showing you can do america stands behind you nraisaterroristorganization  is complicit",Negative,
  0," you disgust me disgusting to have photo opp instead of truly comforting this family pathetic you are not well",Neutral,
  0,"   mins then disco at mari largo fake president ",Neutral,
 -1,"  this is a photoop sad ",Negative,
 -1," youre a liar",Negative,
  0," then do something about automatic weapons being sold",Neutral,
  0," did you throw paper towels at the parents the children or both",Neutral,
 -4," what the hell is up with all these thumbs up photos this was an mass shooting a tragedy not some political rally  you really do have to make it all about  the donald you twidiot",Negative,
  6," way to go president trump and first lady melania for supporting the familys of the parkland school shooting i love you and thank god you are my president",Positive,
  1," stop praying  god doesnt believe you ",Positive,
 -1," making america gag again ",Negative,
  0,"  have some of these kids and families at your listening event",Neutral,
 -1,"  start putting security in our schools  use funds that are wasteful and  unnecessary and there are plenty chose an overseer to get rid of wastful spending",Negative,
 -1," change the gun laws",Negative,
  3," if that were my child  you would not be allowed to visit her i dont care if you are filling the position not doing it well of potus",Positive,
  1,"  are the prayers somehow going to be more effective this time guncontrolnow",Positive,
 -3," they dont need your prayers they need gun control",Negative,
 -1," whats with the thumbs up trumptard",Negative,
 -3," wow all photo ops with a thumbs up garbage  complete garbage shame on you",Negative,
  0," who wrote this not the dotard",Neutral,
 -1," please mr trump go to a doctor  it must be a terrible pain in your thumb is your thumb stiff",Negative,
  3," why are you smiling in your pictures oh thats right photo op i much prefer the sheriffs picture ",Positive,
  1,"  why the fuck are you smiling like its a party  people are dead you should be in tears are you even human",Positive,
 -3," you look devastated about the shooting dont look so miserable",Negative,
  2," why are you such an idiot do you have any common knowledge legitimate question",Positive,
 -1," a thumbs up smiley pic at the hospital where children are recovering from being shot really you think thats appropriate",Negative,
  1,"    are an example for future presidents  first ladies to followit shows they care deeply about our american people and even more importantly victims of violence",Positive,
 -1,"  we hold you  every politician who choses nra over americans directly responsible for these deaths u r sponsors of domestic terrorism  we have a severely mentally ill president who passes laws that enables the murders of children these kids will destroy you  nra gunreformnow",Negative,
 -3," people died and why in the blue hell you are smiling in the pictures your shthole moron sob go to your father ",Negative,
  0," huh thumbs up doesnt really convey a heavy heart",Neutral,
 -1," put your pen down  ",Negative,
  4,"  why are you smiling and giving the thumbs up  are you still in campain mode everyone is laughing at you including most of your republican base  talk to mueller and get it over with  you will go to jail as will your family who took part in all of these issues like treason",Positive,
 -2," ban assault rifles",Negative,
 -1,"  teachers are not paid enough to be in the line of fire please enact gun control and ban ars asap",Negative,
 -2," why in the world does a human need an semi automatic riffle the only reasons i know of are in war or mass shootings",Negative,
  1," thumbs up means heavy heart  these injured and dead young people are the victims of you and the gop but you just see it as another photo opportunity",Positive,
  2,"  did your parents teach you no manners i dont see a heavy heart nauseating",Positive,
  0," i ",Neutral,
 -1," take that shit eating grin off your face and put your thumb down this isnt a photo opp to honor you  people died show some damn respect",Negative,
  2,"  have a great presidents day mr president",Positive,
 -1," this hospital is not the place to act like a posing and posturing politician you idiot",Negative,
  4," thank you for that heart felt message you are the best  that this nation  has and its about time praise the lord",Positive,
 -3," that was a quick backpeddle from your earlier tweet about the fbi that was a complete insult to the american peoples intelligence only a moron would say that the fbi thats investigating russia is to blame for the shooting in fl completely different divisions you idiot",Negative,
 -3," courage something your draft dodging press conference cancelling wimpy ass knows nothing about you are a fool and a coward",Negative,
  5," i am so proud of my president and my first lady god bless you always and protection",Positive,
  1," this is what a heavy heart looks like not that shit youre doing ",Positive,
 -1," in schools we need anger management classes  we have sex ed  lets help with anger issues",Negative,
 -2," this should not have been a photo op to feed your ego whats wrong with you",Negative,
 -2,"  people lost their lives and youre giving a thumbs up disgraceful disgustingpresident",Negative,
 -1," the smile and thumbs up do not convey a heavy heartperhaps a photo opp of trump consoling the mourning parents would be more realistic of the situation at hand do something please  these opportunistic photo opps are not helpingthis is not reality for those who lost lives",Negative,
 -1," your an idiot",Negative,
  0," and then you go to a disco party",Neutral,
 -8,"  you dont know how stupid these pictures look how phony and staged they look really a thumbs up so shot to the abdomen is a thumbs up whats dead a thumbs down",Negative,
 -2," did you happen to meet up with emma gonzales while you were there probably not since she would use some really big words that you wouldnt understand doesnt it make you feel stupid that most people are really smarter than you you are an ignorant man",Negative,
  1," im wheres the evidence of your heavy heart in these photos you fraud you may be a reality tv personality but youre no actor and your lies are multiple and manifest",Positive,
  0," marchforourlives",Neutral,
 -3," concealed carry for teachers will reduce the number of murdered children every home in switzerland has an automatic weapon consequently crime rates are extremely low",Negative,
  2,"  no you dont you just wanted to go disco and get them off of your mind did you make that call to the  and let them know that everything would be fine and to please not stop the check",Positive,
  2," some of us including the surviving students of parkland cant be put to sleep with your thoughts and your prayers we want action",Positive,
 -1," bs",Negative,
  0," its because of ass clowns like u this is happening you are going to b impeached for obstruction collusion and money laundering a realative in    told me so real soon",Neutral,
 -1," whatever their blood is on your hands",Negative,
  2," its been a long time since weve had such a selfless and great president first lady",Positive,
  2," like a monty python sketch everyone is laughing and one has a bullet wound and she is laughing too  wtf",Positive,
  0," thought and prayers what else",Neutral,
  0," this is just bizarre",Neutral,
 -1," look at you grinning like an idiot and throwing a thumbs up while you visit children who were shot gunviolence marchforourlives",Negative,
  1," you seem awfully cheerful for someone with a heavy heart",Positive,
 -2," we need to consider gun control and mental health as priorities in usa please",Negative,
 -1," donaldgo away die",Negative,
 -1," donate the million in nra contributions you received  to families affected by mentally unstable military type weapon owners and show us how serious you aretrolltrumpdaycartoonpresident",Negative,
  1," so mass school shootings injuredkilled students is something to smile about and to top it off you give the whole situation a thumbs up",Positive,
 -1," youre such a fraud",Negative,
  1," just a thought you won the election prick stop tweeting sit down and spend time thinking about the number of people killed by guns everyday in the country you want to make great again have some courage and do something tangible about it",Positive,
  2," i hope this event will change you i dont want to see more casualties",Positive,
 -4," though sad to hear abt the incident what wud to like to call the criminal a racists a mentally disturbed or a drunk if he wud be a muslim which thnx god hez not he wud surely be called a terrorist  double standards",Negative,
  1," who are you kidding you hypocrite your supporting improving federal gun background checks thats what we had before you revoked previous legislation just give those families of the slain children in florida the  million dollars you accepted from the nra",Positive,
 -5,"     better ask the nra for more rags to wipe the  signs off your face each time children are killed because the bribes you took from them demand you do nothing to stop ars from being sold to crazy folks and used to kill so many defenseless children",Negative,
 -2," you are an inappropriate uncouth ignoramus ",Negative,
  0," did this done by isis or muslim people mr trump  because u always blame usor maybe the shooter have some muslim cousins",Neutral,
 -1," prayers  condolences ",Negative,
 -1," god you are a clueless troll",Negative,
  1," tell me how does an atheist pray",Positive,
 -2," socially awkward thumbs",Negative,
 -1," hypocrite",Negative,
  0,"  minutes is how long you were there coweringfool",Neutral,
  1," dumbassi see you now deleted you and your next eswife out of the picwowyou finally listened to someone ",Positive,
 -1," you are a disgrace",Negative,
  6," im sure obama whatever not shown up for president donald j trump showed up he cares about america first my child first your child first there will be actions taken for this believe me",Positive,
 -1," wtf is he doing  what an ass",Negative,
  0," lookin good donald hard time seeing you in one picture  melanies in the way",Neutral,
  1," you will be impeached",Positive,
 -1," why is this about you snd melania again why the photos of melania stop turning even the worst tragedies into something all about you shameful",Negative,
 -2,"  minutes is what you spent with the families then you went to a studio party at your hotel disgraceful",Negative,
 -2," why is this fat unhealthy man taking pictures is he aware that  lives are gonedespicable ",Negative,
  1," this was  tweets ago this weekend shows how much trump cares about these kids what a joke he is we see through it",Positive,
  1," why are you smiling why the thumps up",Positive,
 -1," by the way i think you have the symbol for prayer hands together confused with the one you always use thumbs up to congratulate yourself",Negative,
  2," how do you pray mr president on bended knee in the closet silently lords prayer or other do tell",Positive,
  1," how nice of melania to put her clothes on",Positive,
 -4," whats with the thumbs up you callous insensitive ass",Negative,
  1,"  it was just a  minute photo op to you that lacks compassion",Positive,
  3," psychopath in chief you are a total disgrace to this nation to the entire human race your time will come history will not be kind to you your family your supporters rightly so",Positive,
 -1," you are nauseating",Negative,
 -1," talk is cheap you fraud",Negative,
  0," you dont care  you never have  just because youre now potus you care  fake news ",Neutral,
  0," only liddle donald trump would make a photo op out of a tragedy  you have no soul",Neutral,
  0," donny boy i dont think a single teacher in this nation gives a fuck what you saythey are all too smart to be dazzled by your buffoonery and liesnow be a good boy and go fuck off",Neutral,
 -2," you stayed for  minutes before rushing off to your private party you sick callous turd",Negative,
  1," did you shake the hands of people in the community did you stop where the tragedy happened  did you listen and offer compassion you made this into an ear to ear smiling photo op  your pathetic",Positive,
 -2," why did you change the law last year and make it easier for a mentally ill person to legally buy an assault weapon was that payback to nra for giving so many millions to your campaign why did so much of the nras money last year come from hostile nation russia thats illegal",Negative,
  0," youre a giant prick with a micro penisno sense of what is appropriate or decent at any timegiant fat spoiled babyme me me ",Neutral,
  0," come get your photos then go back to washington and do nothing ",Neutral,
 -2," whats wrong with that you are all hater",Negative,
  1," all the people in the pictures are smiling",Positive,
  1,"  you look completely foolish your smile gives you away notmypresident",Positive,
 -1," you failed to comfort one parent of the children that were killed",Negative,
  0,"  having trump and mel in parkland hosp is an outragewhy look at her dtess  soon as she leaves she removes black sweatermourning and they are off to maralagodisgustingobama met with each family in newtown and did not party afterward",Neutral,
 -3," game birds and waterfowl shotguns loads only  shots for shooting birdsyou get fine if you load more than  but guns and assault rifles have  and some have a lot more and that for shooting humans why dont you make them all  shots that will solve the problem",Negative,
  1,"  amen ",Positive,
 -1," man are you the biggest ass",Negative,
 -1," obama mourned w each parent for hours  hours after newtown  you made your  minute mandated appearance  then went on a tweeting tirade",Negative,
  0," very insensitive mr president",Neutral,
  1," fake president how much money did you accept from the nra impeachunfittrump",Positive,
 -1," we had multiple warning signs from this shooter and sadly no one did anything  fbi  school principal  friends and school classmates  did not speak out fbi notified  complete failure this is when new trainingnew special division  closest field office needed to takeover",Negative,
  0," how was your party afterwards ",Neutral,
  0," heavyhearted presidents typically dont smile and give thumbsup signs",Neutral,
  2," you standing there grinning you have no clue how to act like a human being",Positive,
  0,"  do you think maybe it was worth more than a  minute grinning thumbs up photo op",Neutral,
  5," i dont see the problem folks everyone is smiling in these pictures thank you president trump for being our great leader",Positive,
  0,"  trump is so fake it shows in is hair",Neutral,
 -3," you cant wash the blood off your hands with hollow wordswe see how much these children mean to you",Negative,
 -1," stop the pointless praying and actually do something",Negative,
  0,"  plan local state and national forums on school safety strategies get everyone around the table schools children",Neutral,
 -1," el dolor est fuera ausente  dnde no hay corazn no puede haber sentimientos y dnde no hay sentimientosse ha perdido la esencia del ser humano",Negative,
  1," were praying even harder to get rid of you",Positive,
  2," every day kids learn more violence stop that mr president you is the only one ca  bloke the internet non sence the new generation is in real danger if you love your family do it now",Positive,
  2," a contrast in presidents top picture is obama in  at sandy hook elementary after seven hours of talking to parents whose children had been murdered bottom picture is trump giving a thumbs up in a photo op at the police station in parkland ",Positive,
 -2," keep your meaningless thoughts and prayers thoughts and prayers arent going to bring back  innocent lives all that blood is on your hands you are a despicable human being trumpisamurderer endgunviolence guncontrol",Negative,
  0," in mexico is not permite to carry a guns and people get kill every  minutes the answer is to guard the school as the government guard their office buildings and control more what is on the internet",Neutral,
  1," trump has not shead one tear",Positive,
 -1," what is it with you dt smiling and giving a thumbs up in every picture in parkland  this was a tragedy not a thumbs up moment in the history of your so called presidency",Negative,
  3," the answer in florida and nation wide is guard the school entry ways and put metal detectors as well some teachers should have a gun it works is texas schools act now",Positive,
 -1,"  now start listening to what the survivors are mad about neveragain marchth youdontgettosayitstoosoonanymore",Negative,
 -2," all men are created equal  our forefathers never imagined wed be ripping babies from wombs  little wonder why we have senseless killings when abortion runs rampant",Negative,
 -1," you douche why the hell are you smiling",Negative,
  0,"  do not sign any gun bills its a mental health issue to many people out in society with no hope there are way to many people in this country let trump get a handle on things before you start picking on his thumbs wow",Neutral,
  0,"  mr president a disrespect for life is at the root of these senseless tragedies  we as a people by accepting the brutal killing of fetuses are telling our youth that its ok to select what lives are meaningful and which ones are not  keep up good fight on the sanctity of life",Neutral,
 -1,"  stop praying and actually do something thats going to make a damn bit of difference",Negative,
  2," but lets build a wall around mexico instead of making schools safe",Positive,
  0," you went for photoops thats all",Neutral,
 -4," what the hell is with the thumbs up you are a sick pos children and adults just lost their life and as usual youre there for a photo op where is your empathy seriously do you ever look back and think what the hell am i doing ",Negative,
 -1," thumbs up   really   youre a social dinosaur",Negative,
  2," trump makes me feel sicker and sicker every day he is just a vomative agent  and nothing more  fakepresident notmypresident",Positive,
 -1," sad that this president  uses this somber moment in history as a photo op to smile during photos  there are  caskets getting ready for burial those in the hospital were targets of psycho with an assault rifle yet trump shows he doesnt get it",Negative,
 -1," who in their right mind goes off the rails and does a thumbs up dotard embarrassment",Negative,
  0," guncontrolnow",Neutral,
  1," usually people who have a heavy heart dont grin from ear to ear and give a thumbs up",Positive,
 -2," look at your african americans over there smiling in the photo ill bet thats why youre doing a thumbs up it looks as though someone approves of you but thats fake news",Negative,
 -1," you look stupid in those pictures especially the one with your thumbs up",Negative,
  0," why the fuck are you smiling and giving the   you are disgusting",Neutral,
 -2," a big thumbs up are you kidding me can you for one minute think about someone other than yourself disgraceful",Negative,
  3," i wouldnt feel comfortable to send my child to school or university if i lived in the us these shootings happen all the time",Positive,
  4,"  did he visit the morgue would the smiles be just as wide why are the rest if them grinning",Positive,
 -1," why does this idiot have his thumbs up in every pic he looks like an absolute douche",Negative,
  1,"  love you man ",Positive,
  0," hey liddle donny these kids gonna come after you ",Neutral,
 -3," you must feel so stupid even high school kids dont buy your crap what does that say about your supporters oh thats right a narcissist is incapable of feeling stupid dont worry the entire world sees what you are dotard",Negative,
  1," did you visit him too ",Positive,
  3," most fucked up picture ive seen in a while smiling like everything is wonderful  wtf",Positive,
 -4," take your thumb and shove it up your ass you worthless oxygen thief",Negative,
 -6," why are you all smiles and thumbs up are you such a selfcentered fat retarded moron people just died and has been because you are failure and weak on crime you noone else   fl tx nv fl ca or sc dc ct co",Negative,
 -2," bullshit photo op  how pathetic",Negative,
 -3," you visited just one of the victims of a horrible occurrence and you took pictures with a thumbs up pose i cant take the cringe anymore",Negative,
  1," what would you like him to do  explainwhat did obama do in  years sandy hook  tell me",Positive,
  1," i love it when people offer prays instead of acting you are a loser",Positive,
  0,"  guncontolnow",Neutral,
 -1," you are disgusting prayers do nothing america is the biggest joke more innocent lives down the drain  great work donald shame on you",Negative,
 -1," youre such a fool you just dont get it you miss it every time",Negative,
  0," talk is cheap",Neutral,
 -1," you see how that big oaf is smiling with a thumbs up as he stops through on his way to mar a lago i bet he thanked everyone for being there and marveled at the crowds",Negative,
  3," their courage no it is their calling that they had courage to face what could have been prevented is humblingthey are cherished underpaid angels who make  less than you do mr trump if you you want to congratulate them this badly put your money where your mouth do something",Positive,
  0," dear presidenta hard tragedy and receive our condolences from the citizens of serbia you and the families of the victims a quick recovery to the wounded we have this and we know that it is difficult for young children to suffer please do not let the youth disappear love ",Neutral,
 -3," i cant believe this bird goofusing these kid victims of that horrific shooting for a photo opdoes this asshole not have any couth",Negative,
  2," you are just one real sick puppy arent younrabloodonyourhands impeachalreadymuellertime ",Positive,
  1," are the people in this picture actually smiling or just grimacing in disgust thejuryisout",Positive,
 -4," and you deemed to spend  minutes total at the hospital  you worthless miserable fake human  fakerich fakewealth fakepresident   youre going down coninchief   the gig is nearly up  gates is testifying against manafort  yall can eat each other",Negative,
 -1," you dont go into a hospital where injured victims of a mass school shooting are being treated and act like its a photo op grinning like the moron you are posing with staff giving the thumbs up for what and leaving in  minutes for maralago putz",Negative,
  1," he is grinning because he gets attention and is photographed he is unable to empathize with other peoples feelings thats how narcissistic personalities are",Positive,
 -4," you are a physiological mess you dont give a fuck about any of these victims or their families you repugnant asshole",Negative,
 -1," shame on you ",Negative,
 -1," how can you possibly be having a thumbs up",Negative,
 -4," thumbs up   people killed and the injured will have to face their own medical bills some of which will go in to terminal bankruptcy  thumbs up though  what a disgusting human you are",Negative,
  1," could you put away your tiny thumbs up and show us a picture of you praying you talk about it a lot but i dont get the impression you practice it at all and then repeal the second amendment",Positive,
 -1," why that thm up heartless man",Negative,
  5," good leadership mr trump i  believe my country will emulate you sir",Positive,
 -2," put back in place law that made it illegal for mentally ill people buy guns",Negative,
 -2," stop going around the bush sir u need to face the fact that one of the reason mentally ill boy got the assault rifle is because udonald trump reversed the law that do not allow mentally ill people to own this gunslaw that president obama put in place",Negative,
 -1,"  yeah just post photos ops for your traitorous daddy blood is on all your hands",Negative,
 -2," you are a fucking monster with no capacity for human emotion or empathy banassaultweaponsnow",Negative,
 -1," you unthinking douchbag cant do anything except think how this will turn into a photoop you embarrassment",Negative,
  1," they dont want your prayers they want very strict gun laws you wanted to be their president now help save their lives",Positive,
 -1," peut il y avoir plus obscne que le pouce lev dun prsident  lhpital aprs une tuerie dans une cole",Negative,
  0," it upset you so much that you mistook it for a grip  grin photo op before flitting off to your disco party ",Neutral,
 -1," u r an idiot",Negative,
 -2," shove your prayers up your ass action against private ownership of assault weapons would be a better legacy than empty thoughts  prayers",Negative,
 -2," while youre at it pray you grow the balls to confront the nra and do something about those lethal automatic assault weapons which are used for only one purpose killing people",Negative,
  0," donald trumps mother once reportedly asked his first wife what sort of son have i created ",Neutral,
  1," yup kids got shot at children were murdered and there you are smiling with hospital staff and patients like an idiot instead of a photo op do something real",Positive,
-11," you are disgusting piece of shit take that stupid thumb of yours and shove it up your ass and melania please leave this cheater and liar of a husband you dont need this sack of shit",Negative,
  1," just as effective as thought and prayers change your gun laws ",Positive,
  0,"  given there are  russians indicted  for undermining our democracy we should extend the ban on all eastern european travel to the usa also stop chain migration and have melanie send her parents back they contributing  to our country and living of our tax money",Neutral,
  0," you all look very cheerful about this whole school shooting thing",Neutral,
  0," i think the power of prayer is done once let work on having gun control in this country",Neutral,
  0,"  children and teachers died and youre smiling and giving a thumbs up imagine what they would say if they still had their voices",Neutral,
 -1," and you party on sick",Negative,
  0," you clearly need a new pr person smiling photo ops in the midst of a tragedy huh",Neutral,
  0," call your congressman and make them act now to stop another shooting massacre make trump congress and all involved accountable vote them out if nothing is done save our children",Neutral,
 -4," you r hated more than all everyone and everything your vile and vulgar being disgusts shame on you and you white trash mentality",Negative,
  0,"   ditto",Neutral,
 -1," you are pathetic i dare you to watch president obamas reaction to the sandy hook school shooting he united the country in a time of tragedy he was a leader and presidential you blame the victims and divide the country biggest pussy we have ever had in the white house shame",Negative,
 -4," stick your thumbs up up your a you are so ignorant and tone deaf children died you reversed obamas law to keep a registry of people with mental illness  so they could not get their hands on guns you blame the fbi you might as well pulled the trigger yourself ",Negative,
  0,"  yes",Neutral,
 -1," only you could turn this into a photo shoot you are a joke donald trump  children died and you are grinning like a cheshire cat giving the thumbs up unbelievablelost for wordsfeel so sad for the families having to look at these pictures ",Negative,
 -2," what the hell is all the cheery thumbs up shit about",Negative,
 -1," you killed those kids",Negative,
  2," trump and the gop have blood on their hands trump is afraid to talk to the student victims because they will make him look smallminded and they will point out his lack of leadership losertrump",Positive,
  0," nice thumbs up in the picture cadet bone spur",Neutral,
  3," doesnt look like youve got a heavy heart looks like youre in it for the publicity with that stupid thumbs up like everythings alright wipe that smile off your face and get to work on some gun control laws when our children stop getting shot in our schools then we can smile",Positive,
 -2," your prayers are worthless you big fuck",Negative,
 -2," hes ignorant he doesnt have a sympathy bone in him hes always camera ready with that little thumb upwhat the hell is thumbs up for things arent okay lives have been forever changed and he thinks its all about himself being seen",Negative,
 -1," you suck",Negative,
  5," where was the courage or at least the intelligence to station an officer at the school to be the professional first line of defense where was the protection and service for children in a day and age when school shootings are occurring this often",Positive,
  0," yap i know the humanbeing with a soul and the deathwalker ",Neutral,
  0," youre a fraud ans the kids saw right through you",Neutral,
 -1," what are the thumbs up for",Negative,
 -2," what the hell is with the   kids fucking died its your job as the president to do something besides golfing you need to protect kidsadults and prevent this from happening k rant over ",Negative,
  0," you should be praying gethelp",Neutral,
  1," how about you telling one of the doctors i want to congratulate you newsflash you vile sociopath congratulations are reserved for happy events never when kids are gunned down at school",Positive,
  1," amen makeamericagreatagain",Positive,
  4," i can understand a visit from the president is a joyous occasion and thats why the girl  her family are smiling but trump is smiling like an overjoyed chimp which is weird and harsh on the eyes also the thumbs up is unacceptable he makes everything about himself",Positive,
  0," quick run thru the hosp for photo ops before the party a maralago",Neutral,
  1," your so sad where are your tears obama had tears because he is real it was just a photo op for you ya phoney turd",Positive,
 -1," only a piece of shit like you would use a tragedy for a photo op",Negative,
  1," u went and visited one victim prolly told them you cant help them with medical bills cause it blow the budget like u told puerto rico",Positive,
 -3,"  people died why are you smiling everyone else is devastated yet you have the thumbs up again how many more times are you going to embarrass us before you resign please save yourself and save us resign",Negative,
  0," how many gun violence victims have your prayers brought back to life how many potential victims have your prayers saved the only solution is stricter gun control stop acting like the whore of the nra even if it did spend  million to get you elected republiguns",Neutral,
  0," why are these providers all smiling they should be in critical incident debriefing are they in shock ptsd are you completely out of touch",Neutral,
  1," how much did you have to pay for that photo op",Positive,
  2," mind ugivin the circumstances surrounding the reason for picsbut u r an adorable couple",Positive,
  0," all schools should be equipped with bullet proof doorsglass and each door should have a deadbolt lock the price might be a little costly but its better then a child losing hisher life",Neutral,
 -2," the age to own a gun should be the same as the age to buy liquor the current law is hypocritical and makes absolutely no sense at least kids still in school wont be able to buy weapons",Negative,
  0," how was your disco party",Neutral,
  1,"  keep on smiling and plug your bulletholes no guncontrol greetings nra",Positive,
 -3," take that thumbs up and shove it far up your ass you pos",Negative,
 -1,"  give them what they ask for and pass some goddamn fire arm legislation that either limits access to semiautomatic weapons or push the age of legal access to ",Negative,
 -1," a photo opportunity this is all it is to u a damn photo op let me explain something to u u window licking helmet wearing crayon eating special ed dropout people r sick of this  sick of u youre a psychopath who dares to smile and give a thumbs up in a pic with a victim",Negative,
  2," maybe you can kiss their boo boos better or maybe you can actually pass some legislation to help",Positive,
  0," sgfsd ",Neutral,
 -4,"  you dont give a rats ass such a lying phony piece of crap",Negative,
 -1," how much praying were you doing at the god damn costume party you attended hours later no one wants your prayers we want your resignation",Negative,
 -4," enoughyou are as guilty as their perpetrator of this crime make changes with gun control",Negative,
  0," youve taken millions from the nra you dont care about those children or any children",Neutral,
 -5," u r so pathetic  poor melania standing near you trying not to scream at you   poor baron he is so ashamed of you",Negative,
  0,"  can we stop paying for illegals and help those with mental illness seniors foster kids vets",Neutral,
  1," so you only met with one survivor the others didnt want to see you go figure",Positive,
  0," not even acknowledging the victim",Neutral,
 -2," why is everyone smiling and u have a thumbs up you r fucking insane",Negative,
  0," i wonder if the girl that was shot is taking the picture",Neutral,
 -1," please do something to help those kids get safety we need your actions urgently",Negative,
  1,"  your thoughts and prayers are of no value action is neveragain enoughisenough endgunviolence gunreformnow guncontrolnow bloodmoney nra nrabloodmoney ",Positive,
  2," thats so awesome the trumps come to visit",Positive,
  1," its all right",Positive,
  1," why are you smiling",Positive,
 -2," thumbs up for dead kids",Negative,
