Sentiment_Score,Tweets,Sentiment_level.score
2, thank god for you,Positive
0, operationpotusbringourchildrenhomestopdruggingmydaughterhelpmefightthesystem,Neutral
0, faggot,Neutral
0, demsplease get with it  you cost country so much ,Neutral
-1, you said trillion for it but the government only putting up  billion wtf,Negative
3, of course the dems who do not want president trump to succeed,Positive
2, really you better get back on your meds and stop listening to the voices in your head about the only people i hear cheering your plan are the voices in your head,Positive
-1, if youd actually put something legitimate out there instead of constant scams everything you do is a scam taxes infrastructureall scams,Negative
-1, traitor,Negative
-1, is there any dignity or respect for you sorry satan loving anti christ  whats wrong with you  you are a laughing stock and will be impeached you are a godless heathan and charged with treason you lie to your wife lies are your native toung,Negative
4, then it hasnt received great reviews by everyone compromise its your job,Positive
0, what about the electrical gridshould be a priority,Neutral
4, can you try to say something constructive instead of so divisive you sound like a second grader instead of the president of the united states,Positive
1, who gets all the toll money american drivers pay ,Positive
0, more fakenews from shitholepresident,Neutral
1, how about taking care of our sick  elderly no you want to cut our ss medicare medicaid food stamps for the pooryet you got a  billion tax cut not that you fairly pay taxes anyways,Positive
3, your plan is horse crap trump university level horse crap trump casino level horse crap trump steaks level horse crap,Positive
1, democratic partyyouve got to be kidding me  a more appropriate name would be the asp or the american socialist partyboth very deadly no pun intended,Positive
1, where is the money,Positive
0, in other words the plans are opposed by the rational thinking part of our government they arent perfect by a long shot but in comparison to you they look like actual americans and leaders,Neutral
1, every time i see a pothole mr president i think of a democrat plus i have to dodge them unbelievably bad im from michigan help,Positive
2, connecticut talking about it we can do much better if they dont go to a meeting like the tax cut bill are the people of our successful trip for many years,Positive
0, rex is right about you  moron ,Neutral
0, stillnowallnodaca,Neutral
1, doesnt surprise me  democats are nothing but bags of sand,Positive
0, whats the point of this twitter you dont want any damn deal from demos on anything god almighty you are pathetic go play golf you idiot,Neutral
1, you are a crackhead nobody except investment bankers like your idea,Positive
-2, your infrastructure plan sucks  u r a putin puppet  a con man at our democracys expense,Negative
7, we got faith in you to dig america out of the rut that the last  bos co yoos left us in get this country moving forward again put us back on the map we got your back i would love to talk to you god bless us and god bless america,Positive
-1, a real president does more than lie and tear down other americans sad,Negative
-1, you shouldnt have to make deals with elected officials this is shameful,Negative
0, why do you keep talking about the military didnt you dodge the draft  times retard,Neutral
2, putting pelosischumer liberal democrat jones in that important alabama senate seat us way back  ran a good relationship with haitians,Positive
-1, its now been a few days and still nothing great reviews my ass your own party ripped your plan,Negative
6, democrats are americans  you work for americans  we dont pay you to divide the country with an us vs them agenda  all americans pay your salary whether they agree with your hateful policies or not you work for us do the job we hired you for,Positive
-2, please rebuild our failing infrastructurebefore it crumbles to the groundthe hell with the democratesmake this a executive order  ,Negative
0, have you been watching the olympics to see how high the people coming over the border can pole vault,Neutral
1, poll  of people benefit,Positive
7, the president is alone able to take the decision to continue the life saving support  to unrwa imagine infants and children without life saving vaccineswithout us support and donation too many will ultimately be in a life threatening position and ambiguous destiny,Positive
0, first who gets the contracts  how much do you and your minions get in your own pockets,Neutral
0, hundreds thousands of refugee children will be out of schools and without minimum health care clinics ,Neutral
-1, so much for reducing our debt,Negative
5, this man has never been giving a chance by the powers that rule the world your a brave man donald trump and god bless you and your family and  the whole usa and scotland,Positive
-3, democrats and of course the state and local government leaders onto whom youd be shifting  of the cost burden of these infrastructure improvements youre a fake and a fraud and youre supporters are fools,Negative
2, you dont have an infrastructure plan  its a con job like everything youve ever been involved in,Positive
8, instead of insulting the democrats maybe you could give them an encouraging word to join jump on the band wagon the constant insults will just make the wedge between the two parties even biggeras the old saying goes a positive attitude will attract positive results,Positive
-2, dont raise hgasoline tax for roads  your taxing thoughs you just decreased taxes on with your previous tax bill,Negative
2, hey what are you going to do about shulkin you better help the veterans we voted and we are waiting tick tock,Positive
-6, no gas tax to fund this you just invalidated the tax cut for americans cut out govt waste and abuse to fund it democratic trap by raising gas tax trading tax cuts for tax increase stupid idea,Negative
4, can you as president take any executive orders  we know the dems will never let you do whats right then how can you win,Positive
0, all the money oboma spent putting us into extreme debt where do the money go i saw no benefits to the usa being done,Neutral
-4, you are such a sham  lower taxes on one end and raise on the other  this gas tax proposal is a strike at the middle class american,Negative
-1, democrats are against american people and america period  ,Negative
0, you cut food stamps and health care for our military thats horrible of you lets see how happy they will be too fight your stupid war when they cant afford to feed their kids,Neutral
0, they have one pass it,Neutral
3, i could out negotiate you id just tell you to go f yourself like the us banks did,Positive
-1, obama attempted to address our infrastructure but the republicans blocked his every move couldnt add to the deficit where have you been for the last  years,Negative
-1,  im happy and expired your words,Negative
3, huh your pouring  into our military yes info structure needs taken care of for sure what are you saying were done building up the military now,Positive
0,  supporter of prsident donald tromp in central african republic,Neutral
-3, by everyone do you mean the only other party this country is divided and broken because our politics purposefully divide us rather than uniting us,Negative
1, funny how a guy famous for not paying taxes in the past wants the airports he used in his private jet maintained with taxes,Positive
-1, i met will be on  that we need tax cutsreform we need to win in alabama would hurt our great country,Negative
-2, please resign you suck,Negative
1, your food boxes are the most ignorant idea everand ive never received for stamps ,Positive
5,  don you are the potus if you werent the great divider youd know how to negotiate a deal but if it doesnt make you money youre not interested privateer liar,Positive
2, trump want to give b in his infrastructure plan and wants the states and tolls to make up the rest  some planinfrastructurescam,Positive
-2, infrastructure week ii is a total winnergates flips bannon spends  hrs spilling his guts to mueller your estranged wife is caught up in a m inauguration boondoggle reince piles on all thats left to add is release the stormy,Negative
-1, such a narcissistic idiot ,Negative
0, stop dividing us it shouldnt be dems vs republican youre the one doing this,Neutral
1, yay,Positive
0, trump is an asshole,Neutral
1, thats how democracy works you idiot,Positive
-1, how are you going to pay for it if you lay a   tax per gallon on us but let big corps off the tax hook you are hurting all working americans no wall use that  for infrastructure,Negative
-1, the democrats are ruining this country we the people need to end this party completely vote them all out went it comes time,Negative
0, you are the worlds biggest opalumpa,Neutral
0, is your plan to sell our country to putin,Neutral
0, except for the price,Neutral
3, as part of infrastructure reform build secure perimeters around our high schools ,Positive
2, so  except of course for half the free thinking americas  so everyone is that stereotyping  are you saying that democrats are beneath your money laundering and scheming regime  forgive the morality inside of dems some of us dont have a one way ticket to hell yet,Positive
1, trumps plan is always to screw working class americans,Positive
1, do you understand collaboration and consensus,Positive
-3, can you possibly have one tweet where you arent busy blaming someone else for something  it is terribly unproductive,Negative
-1, close carried interest loophole before thinking about a base punishing increase in the gas tax keep your promise,Negative
-1, liar,Negative
1, are we still working on handgun reciprocity while we still have the house,Positive
2, nice job,Positive
1,  it is crazy that the democrats dont approve this is something proposed by   and  investing government money in infrastructure is a leftist policy i dont quite agree with it but how do the democrats not cause they hate trump,Positive
2, mr president how about facial recognition software iris scans or fingerprint readers in schools idk it seems we as a country have tools we can use,Positive
0, cant we just shoot the dems n be done,Neutral
1, water pipes  treatment plants very important,Positive
-1, i support a  cent gas tax  fix the bridges before the next tragedy,Negative
1, genius donald ,Positive
-2, cant we drain the swamp instead of squeezing us at the pumps for the funds,Negative
0, and how small we pay for it,Neutral
1, republicans voted no for this with obama i am sure you dont have them now  worst president ever,Positive
-1, fake news,Negative
0, trumpchump,Neutral
3, keep the faith and keep fighting the good fight god will guide you there are millions praying for you ,Positive
2, thats because after making sure you and your rich friends got fat on the tax cuts you arent bringing enough fed  to the table,Positive
4, really you want to fix all of these things it seems youre just focused on building that wall  yes the democrats dont like you for good reason the republicans the yesman around you should realize that you are destroying their party,Positive
1, guns and corporations before citizensseems about right in amerikka,Positive
5, we are very proud of senator david farnsworth for being invited to join in on the infrastructure meeting our hopes are that we can get this sr going through asap it is really needed so we can get people to work  home safely and more businesses that want to move to that area,Positive
2, best president ever,Positive
6, trump net worth was  billion when he became president hes now worth  billionhe not getting richernow obama and hillary on the other hand started in the hundred thousands and are now worth millionswhos making them selves richer,Positive
2, i think you should propose of a deal for both ends of the stick and not just your own what about the poorsunfortunates so you call us whats going to happen to us now ive just seen something about taking more taxes from our paychecks why bc yall messed up,Positive
-2, you are so duplicitous look it up the two are not mutually exclusive unless you spend all our money on a non existent problem the military was not depleted you liar that is foolish propaganda,Negative
-2,  cent gas tax fuck you,Negative
-4, yea by raising gas prices  cents per gal effectively wiping out  of that so called tax break what a man a sad petty little man,Negative
1, you inspire me so much thanks,Positive
0, alright how about this you dont make everything a toll road and we will pass a bill,Neutral
3, mr president i voted for you as a majority of the  its time to show them what youre made offire the va chief that tried to get away with a tax payer free vacation with wife and friendsoffer to pay his expenses only after getting caught,Positive
-2, what i have jeard so far is  per gallon tax hmmmm already not equal on gas  diesel if this is true needs to be  on gas and maybe  on diesel i think mismanagement of money is part of the existing problem maybe we take this retirement away from officials,Negative
1, bipartisan make deal dems bipartisan lets get it done people,Positive
-1, your shit,Negative
2, its amazing how its always the dems that have to make the deal or be bipartisan its takes both sides to be bipartisan come on trumpwhere are those negotiating skills,Positive
1, however the money will more likely come from entitlements that we have to cut because we gave millions to   corps in tax cuts look to kansas finances to see how tax cuts work,Positive
2, i only hire the best people   secretary david j shulkins chief of staff doctored an email and made false statements to create a pretext for taxpayers to cover expenses for the secretarys wife on a day trip to europe last summer,Positive
2, while i am a big supporter should you agree to raise the gas tax you will lose my support it would be akin to read my lips no new taxes that caused me to vote for ross perot and gave us bill clinton dont do it ,Positive
1, this is going to require the feds invest a lot of money the states cant do it on their own,Positive
-1, infrastructurescam the continuing pillage of america by shithole and his shitholegop percentkillingtheonepercent voteouttheshitholegop impeachshithole and maga   ,Negative
2, states pay   sounds great,Positive
-1, in the previous tweet you are blaming democrats and demand more money for correcting the poor condition of the military but here you say you have taken care of our military but cant fix the roads because of dems which is it,Negative
1, why did  reject infrastructure under prior admin what changed its not like    and nyc tunnels recently slipped into disrepair that would have been a better use of t instead of tax reform and would have created long term jobs,Positive
4, hey trump how about spending your wall budget of b on making schools more secure to prevent mass shootings even the dems will go for that think man,Positive
-2,  ghostwriter on cigarette break,Negative
0, fix homeless issue mr president trump,Neutral
-2, and  does it again  exaggerate and distort the truth  to make up his own truth to justify his own failings mendacious braggadocios moronic behavior and to cover up just how little he knows about the job he is supposed to be doing  jerk,Negative
1, trump actually many republicans dont support your infrastructure plan because its a nothing burger in terms of proposed contribution from your administration a  match from federal government is absolutely ridiculous no poor rural county town or urban city can afford it,Positive
-2, your an idiot we dont want you running the country like you did your businesses bankruptcy leaving shareholders and banks holding the bag no wonder us banks wont lend to you and you had to go to deutsch bank in germany your a loser  crook,Negative
1, i want to see these supporters faces when they have to eat from the government boxes  like everyone else ,Positive
0, i dont know donald why dont you ask former republican tim pawlenty how well he kept infrastructure up during he awful tenure,Neutral
0, both of the parties have got this country so fucked its ridiculous any person who works for a living knows if you cant do your job you wont have one politicians should be no different no results no check im tired of paying you assholes for doing nothing and finger pointing,Neutral
0, i know what i say doesnt matter but there is a way to stop people walking into schools with guns,Neutral
-1, your party controls both houses and you still make excuses,Negative
0, who is going to when when the deficit explodes you have privatized the construction and we all have to pay tolls to private corporations to use said infrastructure,Neutral
-6, so sick of partisan politicians how about all of you douchebags drop the blame game bullshit and do your goddamned jobs why the hell do we the people pay your asses anyways,Negative
2, the dems are also fellow americans or are you deporting them too i seem to remember hitler having the same ideas  im thinking we need a stronger military with you in office because you seem to have a knack for pissing off psychpaths with nuclear weapons,Positive
0, ok  look  i have a philosophy a ticker and a time clock called saw  so i say yes,Neutral
1, wheres the money coming from are the billionaires going to pay for it they dont like your plan you mad fat old man because its horeshit,Positive
-2, no to the increased gas tax california is already being taxed to death on gas etc due to the bozos in sacramento,Negative
-1,  of real americans hate ur destruction of america ur infrastructure plan is nothing more than another giveaway  the uber rich at the expense of the people  trillion added  debt   of cost comes frm states military already higher then next  countries combined,Negative
-1, is infrastructure week almost over cause im exhausted,Negative
7, what amazing me is we are flying around this great nation in new aircraft w all sorts of modern technology yet the equipment talking to the aircraft is from the s n we are pissing money away to a contractor who is robbing the gov n not able to meet contract requirements,Positive
1, consider new materials and forget concrete and steel the past employee new techniques lightweight space age see how much cooperation we get then,Positive
4, remember trump has to clean up the mess obama made in his presidency healthcare for one and try to pay trillions of dollars back that obama gave to our enemies he was giving money like candy,Positive
-3, my husband and i are supporters of you however  if you raise the gas tax this will hurt us terribly as my husband is logger and travels far every day this will hurt many hard working americans  political suicide ,Negative
-1, fix the piping fuck the airports,Negative
2, what about the over  ppl u have in r wh with out security clearence and  why r the tax payers paying ur daughter who has no business in the white house,Positive
1, well then that is not everyone is it,Positive
3, have you not said all this time that our vets have not been taken care of now its they have  many years how much will u  your buddies profit off off the infrastructures roads are at state issue hint vets deserve so much more not flashy parades to boost your ego,Positive
-2, we have no money for infrastructure theres a meaningless unnecessary wall to pay for you stupid moron ,Negative
1, protect our scools,Positive
7, i thought you were mr art of the deal i recall you saying that you were great at negotiating i know all you want is to make sure the wall is funded because you like building stuff but immigrants arent just walking through the gates at the border nor are they climbing walls,Positive
3, we now have to focus on impeaching you it will be a wonderful day,Positive
2, heres an idea why dont you make congress pay for their own damn gas their own damn cars and their own transportation cost back and forth to work just like the rest of the american public im sick and tired of paying their gas bill in their car bills fix it,Positive
-2, well when you give us a tax break and then you decide to put a  a gallon tax on gasoline thats kind of a stupid thing to do dont you think ones going to wipe out the other,Negative
0, djate de hablar porqueras y dale un vistazo a tu pas que cada da ms inocentes mueren por tu mal manejo,Neutral
2, to improve our countrys infrastructure please consider sending less money to other countries and the un that money can be used for america,Positive
0, why do we borrow money and give it to other countries so we are in debt,Neutral
7, please say youre not really considering a  cent per gallon tax on gas that will take the extra money my husband and i received this week on our checks as a result of the tax cut not to mention the increase in food and goods that will result with an increase in gas prices,Positive
-3, soooowhere does your kick back for the  billion going to military  come from what are the sanctions again that youre breaking the law to ignore again ,Negative
0, check out s tweet ,Neutral
5, im going to fix all the roads and bridges and airports and more  money  what money  nono money  magic  im going to do it with magic,Positive
1, the only people praising your hair brained scheme are the vultures wanting to profit from buying public property so they can charge people to use it,Positive
0, define infrastructure,Neutral
0, yes everything is the dems fault my kids always blamed everyone else too when they were responsible at least they grew up stop pointing fingers and acting like a spoiled child america is watching you and we are pissed you are no leader you are nothing but an embarrassment,Neutral
1, you are only interested in self praise why dont you wait until someone else praises what you do,Positive
-1, tax law hurts thanks for nothing oh sorry  extra dollars in paycheck but mr president what happens when i file tax  and i owe will you write a check ,Negative
3, please no more taxes on gasoline that is just piling more on the backs of the everyday working man it will cause the price of everything to go up and kill the economy some of us are just barely making it now,Positive
-1, in order for america to be safe you need to step down you might fool your base but no one else,Negative
-2, you just had  children killed by your irresponsible gun laws dont talk anymore about what dems do or not do you want what you and putin wants and we are sick of it,Negative
1, we need to fix our electricity grid and be prepared for emp and coronal mass ejections,Positive
-3, fake reviews by an insane unfit fake president hate you mueller for president,Negative
-1, u r such an idiot omg,Negative
1, talk to elon musk and his plan to build a hyper loop high speed transport put it along the border high speed link from calif to texas  wall problem solved,Positive
1,  they thought it was great when bill clinton proposed fixing roads and bridges  what happened,Positive
-1, so guess what this psychopath  isnt an immigrant stop your bullshit and get down to some really important stuff like gun lawsyou are listening to not humanity   this is a us problem,Negative
5,  your streak of lying in every tweet remains unbroken the great reviews generally come from your buddies who will benefit you consistently call it a  trillion or  trillion plan when actual spending is about  billion your plan relies on a fantasycontd,Positive
-1, a wave is coming and these comments wont make it easy  we wont feel bad for you cause youre a dick,Negative
-2, all the rhinosrepublican in name only are a huge part of the problem  negotiate them straight to hell along with the treasonous cabal,Negative
1,  how about collectingto build road and bridges not walls,Positive
2, that is great my my president dont give up we are behind you,Positive
0, answer hate with love answer cruelty with kindness,Neutral
0, shit the fuck up about dems you are in office act like a leader,Neutral
1, thank you to all who participated in todays discussion on opioid abuse,Positive
0, what a pile of crap sir,Neutral
3, no more federal gas tax weve got enough were not paying for your infrastructure plan any savings in tax reform will be offset by gas tax increase what are you thinking obama rammed through a  billion stimulus plando the same,Positive
1, it has not received great reviews your plan pushes the burden on the states,Positive
0, why arent you posting about the bill you signed tuesday to allow people with mental illness better access to guns,Neutral
-1, im no democrat but your idea is stupid,Negative
0, yes definitely,Neutral
0, how much are you getting paid to privatize our national infrastructure,Neutral
-2, deport all the illegal aliens first,Negative
1, please save the teachers and students of america,Positive
1, great reviews by all the criminals who stand to gain for the toll road across america push,Positive
2, take away the tax breaks for your rich friends and free up the money,Positive
2, very good   thank you,Positive
0, are lbqt people allowed to use the roads bridges etc  because youve taken care of them in the militaryor how about nipping down to florida and lobbing paper towels to them  you discussing mental health is hilarious,Neutral
0, fu,Neutral
-1, fuck you,Negative
0, lots more democrats than alt right facists like you startpacking you little shit,Neutral
4, nothing better than a president who disrespects colleagues publicly on social networks like twitter  me high and mighty,Positive
-1, stop blaming the the dems for ur messes show us ur taxes trump what are u hiding traitor tell the truth liar,Negative
4, the most divisive president in history  does he actually think he can govern with his current approval ratings even jimmy carter was more popular than he is now,Positive
2, mr president in  i had a major stroke and now on disability higher gas and food prices will affect me  thanks for your hard work and defeat the dims,Positive
-1, how about we rebuild our social infrastructure and solve the homelesspoverty problem first,Negative
-2, how can you say taken care of our military and proposing to cut veterans disability our military is paid at or below minimum wage nationally an e base pay is under  per hour are you out of your fucking head,Negative
-1, everyone except the democratsyou need to get a reality check,Negative
3, maybe someone should teach you to negotiate bc sweetheart you have no clue,Positive
3, amen time to put our folks to work on restoring  our own back yard,Positive
-4, no it has not you lying  pig  go swim in your shit  lets aim all the ar at donald trump and watch that fat pig run put melania out of her misery ,Negative
1, hang on not to long ago you increased military budget because it hadnt been properly looked after now it has been and is the reason for lack of spending in other areas do me a favour and stop talking,Positive
4, show us the money youve given it to fellow billionaires corporation  defense contractors,Positive
-1, how about gun control,Negative
1, the gas tax isnt fair electrics wouldnt pay anything,Positive
-6, taking care of military im sorry but using our military to fight fake wars so you and your greasy billionaire buddies can get fatter then throwing them in the gutter if they make it home is not how you take care of the military you disgust me,Negative
0, bla bla bla ,Neutral
0, the goddamn democrats have screamed for infrastructure improvements for yearsnow,Neutral
1, no deals do both n infrastructure just no wall,Positive
1, get tomtom hd maps its a bargain now,Positive
4, the dems do not support our country it is amazing that  criminal dems can stop our infrastructure plan nancy stood for hours supporting illegals but she wouldnt even stand for america at the presidential speech,Positive
0, shut up,Neutral
0, and we will keep reporting about you time and time again but youre still there kid should never have been able to get a gun families should sue you and the nra that paid you,Neutral
-1, lying commi,Negative
1, oh you mean by selling them to the highest bidder so we have to pay to travel the country is that the plan you are talking about  you should be ashamed of yourself but youre not because this is all about making rich people richer,Positive
-1, they only want one thing failure for drt and the american people,Negative
1, where is the money coming from,Positive
-2, isnt it a bitch when infrastructureweekhas to take a back seat to pesky schoolchildren dyingtoo bad you care more about the  than the lives of kids ,Negative
-2, bipartisan to you means that they should cave and vote for exactly what you want you total idiot,Negative
0, we all know privatization raises prices on the consumer and we do not want itor youyours ,Neutral
3, and you blame the democrats for dividing the country too dont you youre a joke your infrastructure plan punishes americans to benefit the rich again do you know who democrats will vote to support every time americans,Positive
4, dude  many of us are independent  know the definition we listen to both sides  in my opinion whats right is right whats wrong is wrong no matter who u are or what party u are affiliated with and my friend u have gone way out of ur direction thank u ,Positive
1,  dems are like young kids dont know what they want like the stupid lottery visa allow non citizen to vote dumb no country wall until overrun by ms,Positive
2, at  of the requested funding your plan is a joke and will accomplish nothing,Positive
-2, nothing to fix be the same as always we to busy in wars drowning our society in over spending in american dreams called deficit,Negative
1, you make a deal to get assault weapons out of the hands of american citizens  do your job,Positive
0, the freaky dems are against everything good for the citizens of this nation,Neutral
1, i saw the note about increasing gas tax what about electric vehicles  they contribute to the wear and tear on roads but not to the taxes to repair them,Positive
0, maybe dems understand that you are pushing the financial strain onto the states  they cant afford it,Neutral
-2, the dems are half the country  so everybody is kinda a big fat lie you know,Negative
2, i cant believe i am saying this but a gas tax is the fairest way to pay for this venture taxpayers paying according to how they drive is a good idea,Positive
2, your plan is classic flim flam big talk about big money but no actual federal investment after all youve already broken the bank with tax cuts that gutted federal revenues,Positive
0, plan,Neutral
2, selling off big assets only leads to wealth transfer disgusting,Positive
-1, who cares about the freakin roads what about the lives lost by our government by not implementing guns control huh so i ask you mr president what really matters here,Negative
-5, joke another excuse for the republican party to hold the daca issue hostage and great job enabling mentally unstable people to obtain assault weapons  then claiming you will bring a solution change the gun laws you killed them in florida go fake wave to the grieving ,Negative
6, good job  im glad to see a president finally giving back to the people and focusing on our infrastructure,Positive
6, the trn infracstructure prop with b fed funding  with no state  local input or agreement to fund the rest b is like making mexico pay for the wall  didnt and wont happen  get real ,Positive
0, your  cents extra gas tax plan will take away even more of my extra  a month im getting cause of your bullshit tax overhaul btw my state tax went up  a month thanks for looking out for the upper classes,Neutral
3, taken care of our military great so youre paying them now right yes infrastructure should be fixed  crucial for the future,Positive
0,       ,Neutral
2, us the american people will pay for it,Positive
-1, why are you so negative,Negative
-3, and illegalise the stupid gun ownership laws why do you let your children get shot to death ,Negative
-1, despicable pos,Negative
0, and guess who is the weakest link,Neutral
