"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  0," im so dumb i can clearly see this proves no collusion thanks ",Neutral,
  1,"  why cant we ever get ahold of anybody in the irs why doesnt anybody ever pick up or answer the phone",Positive,
 -1," in this indictment donnie  yours is coming soon ",Negative,
  0,"  herosenstein is letting clinton and obama off",Neutral,
 -1,"  i think he said in this indictment meaning more indictments to come",Negative,
  0,"  these not sealed  indictments  hmm",Neutral,
  1,"  agree that that statement indirectly exonerates you and your campaign but it also could be interpreted to exonerate dnc hillary and deep state cronies i have a problem with that rosenstein needs to go put trey gowdy on that part of the investigation",Positive,
  0,"  theyre were not  russian indictments until theyre were ur off the hook trump when mueller says u r and not b   if u were not guilty trump u would be helping mueller to clear ur name so u could gloat  not fighting against him  u make ur self look guilty",Neutral,
 -2," that was this particular indictment your indictment is coming mr president thats why you are lying so much",Negative,
 -1," all that comes in the next indictments  you are scared as the walls around you crumble  you will be impeached",Negative,
  0," there are many more indictments to come this is just the first wait until you find out what manafort flynn and now bannon have to say start packing",Neutral,
  3," thats because theres another indictment and your name will be in big bold allcaps letters right at the top of the defendants list",Positive,
  1,"  didnt see link to putin either mueller must be struggling to find stuff that doesnt lead to hillary obama awans atlantic council crowdstrike",Positive,
  1,"  as president in commanderinchief you should start firing people",Positive,
  0," yup this one tick tick",Neutral,
  0," you have dems hacking every election in backrooms",Neutral,
  4,"  lou im all in for president trump but he needs to shut up about all this hes winning so he should just let it all play out",Positive,
  1,"  agree sir but it was only for that indictment for that particular group of  people you must be cautious ask are other group indictments still pending are youyour team still being surveilledinvestigatedtargeted watch your back watch what you say stick w your attorneys",Positive,
  1,"  what took so long coming to this conclusionwe the public knew the answer long ago",Positive,
  1,"  seems to me you potus are listed as an american and therefore it seems that you fall under the statement no americans knowingly were involved  dimsleft and dumb blond  joe just cant accept your vindication",Positive,
 -1,"  so far the investigation continues btw why is the potus not enforcing the sanctions against russia",Negative,
  2,"  and this proves what  it does not prove that you were not colluding with the russians who will they indict next  maybe ole louie himself ",Positive,
 -1,"  we all knew it was a witch hunt against our president but this not only exonerates our president they also exonerated crooked hillary",Negative,
  0," where do you recruit your staff from ",Neutral,
 -3," where are indictments against abuse of fisa rule the stomping of constitution to bring in millions of illegals to vote left and defamation of the trout family",Negative,
 -1," ghee man slow down we still got mire of your buddies to indict and i hear there will be dozens more maybe you can pardon some money launderers",Negative,
  0," how about you start talking about russia infiltrating our democratic system how about the shooting in florida",Neutral,
  0," not in this one but wait for the next one well get ya",Neutral,
 -1,"  up to this point but more perverted republican corruption on the horizon ",Negative,
 -3," can you please make this over soon the msm really has people scared to death over all these lies",Negative,
 -1," you need not find that the alleged members of the conspiracy met together and entered into any express or formal agreement",Negative,
  5," it doesnt matter whether the mutual understanding was before during or after the crime was committed it is not necessary that a defendant be fully informed of all the details of the conspiracy or all of its participants the model jury instructions continue",Positive,
  3," the guidelines for judges who instruct juries say that the prosecution need only prove that there was a mutual understanding either spoken or unspoken emphasis added between two or more people to cooperate with each other to accomplish an unlawful act",Positive,
  1," oh but hes not done yethes saving the best for last dotard",Positive,
 -1," too stupid to know ",Negative,
  0," fire him",Neutral,
 -1," we can read can you there is no allegation in the indictment you understand this says nothing about the contents of future indictments  right",Negative,
 -1," there was collusion hillary",Negative,
 -2," no evidence no indictment not guilty",Negative,
  0," his statements were true  your statement is wishful thinking as no opinion was expressed as to how the russian bots influenced the elections  but it was conceded it did influence votes which can never be quantified your presidency will always be questionable",Neutral,
  2,"  sir my humble opinion the next phase will attempt to catch you in misstatements  think flynn  i highly recommend you not speak directly to mueller  its a trap your supporters do not want you speaking to mueller",Positive,
  0," this is just one indictment",Neutral,
  3," thank god the russians also wanted to make america great again",Positive,
 -1," so your saying they were do incompetent that they were duped",Negative,
  0,"  in this indictment underline this",Neutral,
  0," the key phrase is in this indictment please learn english grammar he did not say you arent guilty just not charged yet",Neutral,
  0," dont worrythats coming",Neutral,
  4," you tell them keep up the good work if i had a gold star id give you one",Positive,
  0," that is not the same as collusion and money laundering",Neutral,
 -1," argumentum ad ignorance",Negative,
  1,"      donald j trump     ",Positive,
  0," im starting to think your mother drank while pregnant with youa lot",Neutral,
  1," go president trump  still there is a lot of people with rocks between there ears its so sad",Positive,
 -2," no such allegations in this indictment just wait  more indictments to follow",Negative,
  0," i dont recall them stating that the president didnt you and your entire administration needz to go along with every ineffective selfseving politician",Neutral,
  3,"  let freedom ring thank you respectfully yours ajmc ",Positive,
 -2," mr president we all new that already dems just have sand in there vaginas because they lost they arent going to get over it so we just ignore it their losers losers cry",Negative,
  1," you should try ending your quotes properly",Positive,
  1," i wonder how much they paid deputy ag to come up with this fairytale of russian indictments",Positive,
  0,"  russians what a joke",Neutral,
 -3," deputy ag is trying to divert from the truth with lies i dont know whats going on with ag sessions but he needs to start putting people in jail corruption is visible it is there whats really going on",Negative,
 -4," does the deputy ag think were stupid hes covering up the truth it was hillary clinton dnc and obama and his corrupt administration that created all this mess of lies what a shame",Negative,
 -4," he was speaking about the one specific indictment there are plenty more where that came from dont worry the whole sordid affair will be exposed youre going down down baby ",Negative,
  0," is english your first language",Neutral,
  0," tick tock they are coming for you",Neutral,
  1," i would rather give bill clinton a blow job and swallow than ever have you as a candidate",Positive,
  3," ed has a receding hair line and wears sun glasses to look cool i think he might b sporting a little bitty thingy his personality matches the image",Positive,
  1," yetdeputy ag rod rosenstein has not stated yetits coming",Positive,
  0," you are set up",Neutral,
  3," maga president trump we knew this was a lie created by the left they r such criminals stand strong american patriots support u in all ur endeavors maga ",Positive,
 -1," in this one stupid",Negative,
  0," ed needs an indictment  we love u potus",Neutral,
  2," ed is delusional in his fantasies no americans were involved maga president trump i love u potus ",Positive,
 -2," if everyone hasnt figured it out this mueller investigation the deep state just all of it was a russian plot those that keep pushing division are letting the russians win and they are cursed",Negative,
  2," join us at marchtrump march th  lincoln memorial amfree tickets info magafirstnewscom",Positive,
 -1," dump jeff sessions so u can get a legit ag",Negative,
 -1,"  he is covering for hillary sick if it",Negative,
 -2," and there was no allegation in the indictment that water is wet but of course it is",Negative,
 -1,"  kinda gives hitlaryfbi a free ride that spectacle of a news release was  benefit of the corrupt dems doj fbi until a law made that no public servant can be on a foreign countries payroll   cannot do  at least  years after office thr will always be collusion",Negative,
  0," rosenstein is a weasel what a joke  what do we care about  trolls theres hundreds of them on the internet",Neutral,
  2," yes he did say that in this indictment some people use words carefully mueller runs a tight ship lucky americans nobody knows anything until he is ready to tell us not like the leaky white house it leaks because nobody likes what is happening",Positive,
 -1," why show allegations for you at this juncture putin has assured you that it would be difficult to prove your involvement  thats what youre counting on  keep telling americans no illegal activities on your part it will only serve to hate u more when the truth is revealed",Negative,
  2," i just sent you an upgrade for manifesting now lets make the mass arrest happen faster as well as media takeover ",Positive,
 -8," no allegation in the indictment leaves a lot of room for an allegation to be made in another indictment dumb ass youre acting very scared and guilty donny loserdonny",Negative,
  1," good mr",Positive,
 -1," when some men never concede defeat",Negative,
  1," trump soho",Positive,
  0," getting closer  fuckingtwat",Neutral,
  1," maybe explain to me how no one colluded with the russians but all people associated with you campaign seem to be getting indicted and questioned",Positive,
  4," good job mr president how about mueller investigating seth richs death yeah right nobody wants to talk about that how about jerry parks",Positive,
 -2," what then is mueller still investigating i still feel they are still digging up what you may have done illegally before becoming our potus like your sexual misconduct you are accused by the left of doingreal estate transactions  your universityor anything else they may find",Negative,
 -1," i see what you did there you intentionally misquoted rosenstein by writing the indictment rather than this indictment as he actually stated im sure no one will figure out that slight of hand on your part",Negative,
  0," except hillary i thought you want to make us believe",Neutral,
  0," not yet the sand is running through the hourglass tic toc",Neutral,
 -1," in this one inditement wait for the restthere will be a bunch moresome with your name on them cant wait",Negative,
 -1," rosensrein clearly said  pointed out several timesthis indictment it doesnt abstain you from guilt or that other indictments may follow just hanging a carrot  on a donkeys face",Negative,
 -2," umm no as usual fake news and quotes he said no allegations in this indictment not the",Negative,
  0," weve had two nigerian presidents",Neutral,
 -1," in the indictment  just wait",Negative,
  5," you sound like a man in sheer panic whats the matter donny you finally start to realize your days are numbered its cute when a child finally realizes something the rest of us adults knew all along",Positive,
  0," he is referring to that particular indictment  there are many more to come in addition there will be indictments related to your illegal money laundering activities and your obstruction of justice trump is going to jail",Neutral,
 -1," deputy ag rosenstein said in these indictments hint have someone explain superseding indictments to you resign traitor  ",Negative,
 -1," read closer in this indictment more to come",Negative,
  2," about time rosenstein speaks the truth maybe he is getting hot about his neck",Positive,
  2," oh shut up  if youre guilty you will be charged if innocent you will be acquitted you are acting guiltymueller",Positive,
  2," your russian boyfriend meddled in the election that put you in office and whether you like it or not you will pay for it the investigation will go on until its completed and you are taken down sleep tight you lyin ol fool",Positive,
 -1," stop tweeting and do your damn job on second thought keep tweeting if it keeps you from further making an ass out of yourself",Negative,
  1," ok sweetie ",Positive,
  0," do you have any idea how transparent and obvious you are youre guilty as sin and all but the most brainwashed of your followers know it",Neutral,
  1," oh yeah sure do you think that people believe that pigs fly and apples trees will give pears man how many years more you have was better to enjoy the last  years with your family and your money but you are addict to power and now is time to paid your mistakes what a shame",Positive,
  1," i dont trust rosenstein he speaks with fork tongue",Positive,
 -3," oh and is this the last indictment see ya soon you sad little man",Negative,
  1," cuz they know how to handle you so you dont do anything stupidyour soooo easy",Positive,
 -4," in this indictment in this indictment in this indictment idiot",Negative,
  0," the pack knows it we stand with you ",Neutral,
 -2," no allegation in that indictment donald  be patient  on the other hand we do have plea deals with some of your people already so",Negative,
 -1," still need to his connection with uranium one as well as mr mueller so corrupt",Negative,
 -1," but ebt used at liquor stores ",Negative,
  0," what you fail to understand is that he is only talking about this particular indictment  and this will pave the way for many others have someone explain it to you",Neutral,
 -1," me thinks ye doth protest too much",Negative,
 -1," in this indictment  accent on the this",Negative,
  0," blackpanther wakandaforever boxofficegold",Neutral,
  1," president bill clinton gets  to speak in russia during the russian reset deals this sure looks like russia corrupt collusion",Positive,
  4,"  so can we as a country come together and find common ground things we can agree on and work together and not give russia the satisfaction of dividing us americans are great",Positive,
  0," no corrupt collusion between president trump and russia",Neutral,
 -2," are you panic tweeting look at all these damn",Negative,
  0," i havent read it yet but again there may not be anybody indicted yet",Neutral,
 -1," the russia indictment points to unwitting members of the trump campaign  so stupid is now a defense",Negative,
  1," stop talking really for your own good",Positive,
 -6," the real crime creating a fake dossier colluding with russia clinton and obama paying for it and fbi and cia and many deep state stooges executing the criminal plan  the people demand justice treason obamagate lockherup potus arrest them all",Negative,
  1," i dont recall all in the family or watergate getting interesting until the second or third season",Positive,
 -3," the lack of allegations are what trump holds out as what evidence he not a douchbag sorry he is",Negative,
  1," president douchebag looking to end subsidies for heat for low income  other matters he will keep the gas chambers well stocked",Positive,
 -1," oh man you are just pathetic give it a break  stop tweeting",Negative,
 -1," hahaha the more you yap the more we all know youre guilty keep talking liddle donny",Negative,
  0," youwillbeimpeached",Neutral,
  0," i am shakeel from pakistan",Neutral,
  1," baby  the best is yet to come  dont fret  go play a round of golf or  ",Positive,
 -1," more indictments coming down watch your back",Negative,
 -1," wrong",Negative,
  1," except for  of the democratic party",Positive,
  0," youre kind of missing the point",Neutral,
 -2," that is correct but he was referring to these  russians connections and not the investigation as a whole  regardless they have your ass on tax fraud money laundering wire fraud you name it",Negative,
  1,"  have a two hour special of gunsmoke",Positive,
 -2," the russian investigation continues theyre building a case against you president plumpie are you nervous of course you are because youre going to jail soonworstpresidentever putinslittleorangebitch itsmuellertime lockuptrumpandteamplumpie ",Negative,
  0," no allegation at the present time",Neutral,
  0," shameonyou",Neutral,
  0," fire sessions  hes protecting the swamp rats",Neutral,
  0," you have not read it yourself",Neutral,
  0," you really dont understand whats going on do you",Neutral,
  0," so technically this doesnt apply to obama  leaves him open to an indictment ",Neutral,
 -1," donnie didnt write this tweet there are no insults or slights",Negative,
  0,"  oh fire ray and replace with trey gowdy",Neutral,
 -1," there are children being buried today could you please pretend to have a tad of  dignity",Negative,
  2,"  president trump you should put trey gowdy at the head of the fbi",Positive,
 -5," just because there was no allegation doesnt mean that there was no collusion it just means that theyre not alleging that it happened theyre are many people who wouldnt make the allegation that youre a racist asshole but it doesnt mean youre not",Negative,
  3," as much as i will enjoy watchingmueller take you down i will equally enjoy watching your supporters go down aa the biggest voting asshats in history",Positive,
 -1," at least for now",Negative,
  0," demoncratic ",Neutral,
  1," does donald think there are no more indictments coming   thats cute",Positive,
 -2," feel impeachment coming fuck face",Negative,
 -1," not in this indictment",Negative,
  1," you do know there is more to come ask junior about his collusion at trump tower in june ",Positive,
  1,"  ever heard of this word called yetits what you say when something has not concluded this is far from over",Positive,
  2," trump wouldnt have been president with out putin",Positive,
 -2," shit the fuck up orange man",Negative,
 -2," not in this indictment but lets wait and see what is coming  you are not off the hook yet",Negative,
 -1," again what is wrong with you",Negative,
  1," house of cards  season  more than the apprentice  better tv too",Positive,
  1," wouldnt it be nice if this shut adam shifty upadamshifty",Positive,
  1," to bad the united state doesnt have a president",Positive,
 -2," since you are to stupid to understandhe was not talking about you dummy",Negative,
  0," its not over yet this is all caused by you fake president trump the master of evil and supporter of division lies hate and lover of russia",Neutral,
  1," now that gates has flipped you are in real trouble  you might want to seek asylum",Positive,
  2," thats because he was focused on the russians comrade gropenfuhrer your turn will come",Positive,
  3," so stop waiting time and money and focus on real criminals please",Positive,
  1," interesting isthere is no allegation in the indictment that the charged conduct altered the outcome of the  electionso all that russian support failed miserablyyet you managed a skinnywinit affirms as you have said you were an incredible candidateole ",Positive,
 -3," we all heard and read the indictment  you obviously missed the part when he said russia interfered in our election america is waiting on you to sign the sanctions and speak out against russia doing it again  alas you will allow russia to do it again weakpresident",Negative,
 -3," misquoting misrepresenting or lying yet again    rosenstein stated there is no allegation in this indictment    this indictment didnt deal with those other issues but future indictments may or they may deal with money laundering for the russian mafia",Negative,
 -1," he said in this indictment moroninchief that means theres more to come racistinchief idiotinchief toddlerinchief traitortrump putinspuppet putinspotus",Negative,
  2," in the indictmentthink about it you stable genius",Positive,
 -6,"  arrest them all there corrupt globalists mafia have infiltrated all of america communist democrat socialist hate everywhere",Negative,
  1," tell sessions to get back to work scaliasrevenge",Positive,
 -2," were working on it you tiny dicked asshole  now go grab yourself by the pussy pussy",Negative,
  0," so what the investigation continues we shall see youre not off the hook",Neutral,
  3," grow up be a man if it wasnt for the russian you would not have been elected  remember lock her up well it may lock trump up fake president",Positive,
 -5," you said russian interference in the election was a hoax it is not a hoax now maybe the hoax is your claim it was a hoax",Negative,
 -1," this is another lie by you maybe your base believes you",Negative,
 -1," this is not the only indictment to come from this investigation  just wait theyll get to you",Negative,
  0," your comedic skills are second to none in comparison to your presidential skills ha ha ha ha ha hahaha",Neutral,
  0," rosenstein is not on your side",Neutral,
  1," president trump they knew they created the dossier and that there was nothing illegal  they wasted more time and money",Positive,
  0," this is same fbi that found hrc didnt really do anything wrong",Neutral,
 -3," please define the crime of collusion for which we have spent almost a year and almost  million dollars investigating",Negative,
 -4," right cheetoh in that indictment i know you cant read but are you hard of hearing as well  you going down your entire presidency is a fat nothing burger          trumpcrimefamily resistance ",Negative,
  0," just wait goptraitors maga bluewave",Neutral,
 -1," thats right theres no allegation in the indictment as to either point",Negative,
 -1," not yet this is the first of many indictment and you will be indicted because you are putins puppet an illegitimate presidentand that is how you will be remembered in history your number one at being the worst president in america",Negative,
  0," dont worry   youll get your indictment soon enough we dont want little baby donny to feel left out and throw a fit",Neutral,
  0,"  if you look a little closer you will find killary in the mix deepstateinpanic   fbicorruption",Neutral,
  0," at this time lets see whatelse the investigation turns up",Neutral,
 -1," thats because you are stupid",Negative,
 -3," then why are trying so hard to squash the investigation didnt seem to bother you when hillary was the focus",Negative,
 -2," read it again moron it says in the indictment that does not mean there are not to found elsewhere  yet",Negative,
  2," too bad you dont spend your energy on doing your job in leading this country   if you spend so much time tweeting to defend your inaction and reliving the election we should not expect you to accomplish anything what a waste ",Positive,
 -3,"  i have the  page indictment  you lie and lie and lie  americans known and unknown to the grand jury  california man plead guilty and as part of the effort russians paid real americans rosenstein said friday read more ",Negative,
  0," that indictmentone is coming",Neutral,
  0," yeshe was referring to that specific indictmentyours is coming soon",Neutral,
  2," the key word in rosensteins statement was this indictment nice try tho",Positive,
  0," doesnt mean it didnt happen just means at this time no one is saying",Neutral,
 -3," blah blah blah sadme me mesad",Negative,
  0,"  yet",Neutral,
 -1," what is wrong with you the entire world does not revolve around you",Negative,
 -1," wow you are frantic during your executive time today sounding guiltier than ever",Negative,
  1," if your supporters knew they were supporting russian spies for your benefitthey would still do it",Positive,
 -6," you really are a fucking idiot your indictment is coming wait for it pathetic  loser",Negative,
 -2," you need to read for yourself  he said this indictment  theres more",Negative,
  1," the media are democrats so they wont report this sir",Positive,
  0," without russian interference you would have lost mr president asking them for more help next time",Neutral,
  0," the democratic need to stop wasting tax dollars chasing skeletons that dont exist and let are president make america great again like he is already doing",Neutral,
 -1," ur an idiot",Negative,
  2," wow that means you won the election now you can go back to destroying american values",Positive,
  0," there never was",Neutral,
  0," lov u dude",Neutral,
  2," your innocence is as real as melanias orgasms",Positive,
  0," get rid of him",Neutral,
  0," stop harping on this you won the election you are a disgrace to america all on your own",Neutral,
 -1," trump you are such an idiot  more indictments to come and you know your name will be on one of them  you are a traitor and should be in jail",Negative,
 -1," these cfmoneyspenders need to be gone vote  ",Negative,
 -1," sign the damn sanctions on russia",Negative,
 -1," the key words are in this indictment  he did not say they will not be important in a future indictment we need to be patient its coming",Negative,
 -1," the investigation has not been completed why are you persisting on tweeting about it  do you really think it did not change the outcome  of course it did that was the plan and you know it so that russia  stop it already you are so guilty  mueller is going to take you down ",Negative,
 -1," i think he is mistaken i been saying all along that mueller is a republican",Negative,
  0," trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor trumpisamoron trumpisatraitor resigntrump",Neutral,
 -1," forget about whether putin got you elected or not tell the nation that the russians ran bots on every social media outlet posed as americans etc etc all in a massive attempt to sway influence the american peoples vote all your appointeessocial media outlets say so",Negative,
 -1," fake news",Negative,
  2," read the whole report says that people from your campaign were unwittingly used by russians keep facts facts",Positive,
 -2," you are a lunatic unhinged and deranged",Negative,
 -1," clearly not over with cnn and msnbc just checked in on their message this evening to find them in denial fabricating new ways to cite collusion and perpetuating more fake news  sickening  when can this end and how can rod be more clear so we can stop the noise and maga",Negative,
