"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -1,"  sorry case not closed no one knows what will come next  you in handcuffs  worst president ever",Negative,
 -3,"  dude no  rosenstein specifically states only that these particular indictments did not allege this this indictment  note he never said other indictments wouldnt allege exactly that",Negative,
  0,"  dont you understand that that that may not be able to be calculated youre just a freaking idiot",Neutral,
  0,"  do your job you idiot",Neutral,
 -1,"   case would be closed if all of america believed you on this issue when this investation is completed we will know",Negative,
  0,"  se termina el periodo de este gobierno y seguiran viendo todo lo que pueden daar al presidente dejen trabajar al presidente y acepten haber perdido en las elecciones hay muchas actividades que hacer por usa y por otros paises en conflictos dios de la paz",Neutral,
 -7,"  you protest way too much it really does make you look guilty of collusion conspiracy of espionage with foreign government",Negative,
  2,"  join us at marchtrump march th  lincoln memorial amfree tickets info magafirstnewscom",Positive,
 -2,"  case closed i dont think so big boy",Negative,
  1,"  michael who does he write for the inquirer no credibility he must be one of your ass wipes",Positive,
 -4,"  youre not ranting like a guy that has a closed case  youre spewing garbage like a guy cornered by a pack of wolves and all youre brandishing is a limp dick",Negative,
  0,"  youll never get over the election and well have to hear about it until you are out ugh",Neutral,
  3,"  you the pr king know absolutely how to sell to people how to use the right words and images to the target group you are doing it right now with this tweet not working on me but it his on your target cultfox and you",Positive,
  1,"  did you stamp your foot a the end of this tweet just wondering",Positive,
  0,"  clinton won popular vote by  million votes but lost the electoral college by  votes most americans can figure out that without russia spending  million per month to help you win to hack into dems hqrs and to attack clinton you would have lost electoral college too",Neutral,
 -1,"  if the case is closed why do you keep bringing it up",Negative,
 -4,"  first you said the russians did nothing cause putin told younow you say you never denied russian meddling and are on the kick that they had no impact  why so upset this weekend are you worried about something ",Negative,
  0,"  she didnt lose the popular vote",Neutral,
 -1,"  case will be closed when your indictment comes out",Negative,
  0,"  i think he doth protest too much ws     you will be impeached",Neutral,
 -1,"  this is a big lie and you know it",Negative,
  1,"  the truth is just too painful",Positive,
 -1,"  scared huh",Negative,
  2,"  omg  shut up   sweet googly moogly  focus in real issues not the same god damn campaign",Positive,
 -1,"  i thought thats was fake news",Negative,
  2,"  too bad she actually won the popular vote you will never manipulate the majority",Positive,
  0,"  your quoting the new york post really lol",Neutral,
  3,"  they did have an impact we just dont know how much and may never know but by popular vote you are not welcome and the legitimacy of the election is the least of your problems in a rosenbergs kind of way ",Positive,
  2,"  she won by over m votes you won the electoral college i think an investigation needs to be made into those electoral college votes and voters",Positive,
  2,"  pretty big word dumbass",Positive,
 -1,"  little donnie  the case is far from being closed  dream on",Negative,
  0,"  oh no moron the case is not closed  many more to indictments to come and one of them is yours it most likely will be for money laundering  anything to get your fkn ass out if the wh is fine with me ",Neutral,
  1,"  donny is a cheaterjust like putin",Positive,
  1,"  real presidents ",Positive,
  2,"  if she was a bad candidate you must have been a really bad candidate because she beat you and yet you occupy the oval office so why dont you just shut up about hillary and obama they have nothing to do with anything",Positive,
 -2,"  we are creeping closer to you there is going to be a time that you pay for all your crimes the collusion and so much more right now you have the blood of  children on your hands you reversed a mental health gun control bill",Negative,
  2,"  we do not know what impact the russian meddling had there is no way to tell just so you know most americans are not as stupid a you you will go down in history as a clown that won the election with the help of putin liar in chieffake news",Positive,
 -1,"  why dont you release your tax returns and let us see the russian connection let us judge for ourselves ",Negative,
  0,"  awe this is really sad",Neutral,
 -3,"  too bad youve already displayed your uneducated and unintelligent vocabulary  so the chances of you actually tweeting this is zero  nice try tell whoever tweets big words for you that they need to dumb it down to be believable",Negative,
 -2,"  except that lil thing about her getting  mil more vote than u lil donny finish your mental breakdown n resign",Negative,
 -4,"  you were just as bad but you had the russians pushing fed up people your way  im glad you have screwed the mess out of all those that thought you were a dealmaker  you are a failure and a jealous hateful person",Negative,
  0,"  presidentfakebook",Neutral,
  0,"  the ny post its a rag  ",Neutral,
 -5,"  case still open a hole collusion obstruction money laundering yet to come better lawyer up testify under oath  remember implement sanctions release tax returns they already have them goodies a pathetic partisan toadie nobody takes that jackass seriously ",Negative,
  1,"  oh ffs staff is letting you have your executive time this morning i see you dont know what the word succinctly means",Positive,
 -1,"  of course all of that is utter bullshitpeepeegate goldenshowers",Negative,
  0,"  a presumption as the facts are not all known  but she did lose  but we do not know why  yet",Neutral,
  0,"  go take your meds and then go take them again",Neutral,
  1,"  get a job",Positive,
  1,"  the obsession with hillary and relitigation of an election that is now a year and a half gone was cute for about ten minutes  oh wait  no it wasnt  seek help",Positive,
 -1,"  russias influence was about chaos and degrading our elections you are the ultimate degradation of american democracy",Negative,
  0,"  a terrible candidate that had more votes",Neutral,
 -1,"  still tweeting bs  the case will be closed when mueller says its closed got it",Negative,
 -2,"  youve got lot of other troubles obstruction for one",Negative,
  2,"  she lost by gaining  million more votes than you some democracy you lead",Positive,
 -2,"  this dude is losing his shit he knows the walls are closing in",Negative,
  0,"  still obsessed with your loss of the popular vote huh your insecurity is impressive",Neutral,
  1,"  you are delusional she won the popular votes  russians indictedrussian sanctionscase openmueller",Positive,
  2,"  why do people pay for advertising if it doesnt work why would spies likely trained in social manipulation pay for advertising if they didnt think it would impact the election in one way or another",Positive,
  1,"  sounds like you is talking out your ass as usual",Positive,
  0,"  pendejo",Neutral,
  0,"  done and dusted",Neutral,
 -2,"  wait  wasnt  fake news last week did things change",Negative,
  0,"  lmao you are so funny",Neutral,
  0,"  you mean michael goodwin the same moron who wrote an article entitled james okeefe is bringing back the best practice of journalism",Neutral,
  0,"  is it really still november ",Neutral,
  1,"  baby",Positive,
 -3,"  collusion is not a crime why r u so stupid",Negative,
  3," wonderful friends in utahs magnificent capitol",Positive,
 -3,"  hillary cheated all the way and burned everybodys bridges along the way and she ended up looking forlornly stupid in the end serves her right",Negative,
  0,"  we all know your wish is to close this caseyou cant wish this case awaythey are coming for you",Neutral,
 -1,"  so let the facts show that and quit trying to shut it down jeesh  you act guilty focus on the basics mr president  like you want the fbi to do oh nope impossible for you",Negative,
  2,"  she was a terrible candidate and we havent seen everything yet from bobby three sticks be patient he still might prove you to be a criminal youre two to one odds on being a criminal in las vegas smart money has you winding up in prison",Positive,
  1,"  reasonable grammar standard capitalisation and succinctlyyeah dotard didnt write this",Positive,
 -1,"  you are an embarrassment to this country maybe you should think about resigning",Negative,
  1,"  not so much donnie the charges plainly said months before election day russian trolls began to encourage us minority groups not to vote in the  us presidential election or to vote for a thirdparty us presidential candidaterussia definitely  effect the outcome",Positive,
  4,"  what is the correct spelling of the russian bank where you have nestled away all of your trump foundation funds ummmmputin trumps   personal banker",Positive,
  1,"  why do you keep defending the attackers whos side are you on",Positive,
  0,"  while youre in mara lago again on the taxpayer dime mueller is still hard at work muelleriscoming",Neutral,
 -3,"  illegitimate president who lost popular vote by m and was covered by russian asset  in pa wi mi to sneak into electoral college breaks down as walls close in",Negative,
  1,"  you nutz buddy",Positive,
  0,"  succinctly is far far beyond your grasp of the english language whos tweeting for you this time",Neutral,
  0,"  exactly",Neutral,
 -5,"  we know it mrpresident and obama was warned for years about our weak cyber defenses and did nothing and used that against you when they were shocked at their loss",Negative,
 -1,"  the case is not closed  really",Negative,
 -6,"  youre going to jail there are no mcdonalds feasts in jail jail prison life sentence treason money laundering sexual assault youre going to prison you know theyre closing in someones got to spill the beans is it eric don jr flynn manafort gates all of them",Negative,
  0,"  donthecon",Neutral,
 -1,"  kids died this week and yet you can never stop making everything about you  neveragain",Negative,
 -1,"  what is so hard to take is even if she were such a terrible candidate she got beaten by an even worse one and a traitor at that",Negative,
 -2,"  sorry fucker mueller says case not even close to closed",Negative,
  0,"  muelleriscoming",Neutral,
 -1,"  you need serious help",Negative,
 -1,"  fake news",Negative,
  6,"  you need a vacation president trump ive heard the beaches of the black sea are nice this time of year you might even run into some old friends of yours",Positive,
 -1,"  you are so losing it take your meds",Negative,
  0,"  dreamer",Neutral,
 -1,"  keep telling yourself that you swore an oath and you have broken it you have no soul none tic toc tic toc",Negative,
  0,"  ignorehim",Neutral,
 -1,"  never a doubtmaga god family countrythanks for your courageous leadership and doing your campaign platform sick of rabid lip service of many sitting congresssenate dems  they have one agenda reelection by lying",Negative,
  1,"  you were a dreadful candidate but the russians helped you out",Positive,
  0,"  explains why you lost the popular vote",Neutral,
 -1,"  you are illegitimate",Negative,
 -4,"  we know you didnt read it because youre a fucking moron but your base is virtually illiterate is that why youre sharing your cliff notes theresistance resist jailtothechief ",Negative,
 -4,"  insane obsessed libtard boorish democrats will never give up their socialistmarxist propaganda war of empty words seditionist",Negative,
  2,"  ill take the united states intelligence communities word over yours shithole  ",Positive,
  2,"  hey asshole the case is not closed even if you fire the entire fbi and justice department the american public will hang you trump is sliding back into the sewer he climbed out of",Positive,
 -1,"  the clintons will put out a hit on anyone getting close according to obama him self",Negative,
  0,"  have someone read you the friday indictment and explain it to you",Neutral,
  0,"  the  isnt worth wiping my ass with",Neutral,
  0,"    ",Neutral,
 -1,"  have you been drinking",Negative,
 -7,"  i would never have voted for killary i despised her and billy boy way back in the s thought she was stuck up mean and fake thought he was a sleazy predator theyre worse now",Negative,
  2,"  i agree she was a bad candidate that bad candidate still beat you by  million in the popular vote what does that say about you",Positive,
 -2,"  um no its not closed fat boy",Negative,
 -2,"  the ny post is a grocery store tabloid you illiterate mongoloidyoure a fucking disgrace to anyone over two years oldit will be joyous to see you and your mafia family in prison",Negative,
  3,"  no pretty sure you and putin conspired and rigged it i mean really how can anyone believe a disgusting pos like yourself could be legitimately voted in as president cadetbonespurs arseholetrump",Positive,
 -1,"  the majority of the american people do not believe this u are an illegitimate potus stolen election i wish that we cud throw it all n the trash and get a do over",Negative,
 -1,"  stop you are embarrassing yourself",Negative,
  0,"  then why are you still talking about it ",Neutral,
  0,"  yeahnaw and everyone knows it",Neutral,
  1,"  you lost the popular vote always my pleasure to remind you",Positive,
 -1,"  congrats you found an article that helps you out you sad little man",Negative,
 -3,"  you realize you have said absolutely nothing about america being attacked by a foreign hostile power dereliction of duty impeach",Negative,
  5,"  order specialcouncilrobertmueller  apologize  potusdonaldtrump on national tv assuring every in theunitedstatesofamerica the trumprussiacollusion fairytale witchhunt is over  president trump campaignmembers r completely exonerated notguilty ",Positive,
 -2,"  fake news real news your still a fucking asshole",Negative,
 -3,"  like a guilty man boxed into a corner your tweets are weak  russians indicted gates flipped manafort going down no sanctions imposed your wife despises you  your kids are some of the most delusional antiamerican creeps ever you must be so proud goodnightirene",Negative,
 -1,"  youre really quoting the postthis is the same paper who had a headline cloak and shag her about the cia head petreaus affairyou really are stupid",Negative,
 -1,"  the investigation isfar from over as you know poor thing no one on your team will give you bad news since you cant take it widdle gold plated snowflake",Negative,
 -2,"  do you have syphilis or some brain deteriorating disease",Negative,
 -1,"  a little something for the base",Negative,
  0,"  tick tockmuellers coming ",Neutral,
 -1,"   didnt write that too many bigly words",Negative,
  6,"  okay great lets say no collusion why the fuck dont you sanction russia why dont you punch them back harder as you like to say they clearly intended to influence our democracy i expect you to protect it mr trump",Positive,
 -1,"  zzzzzzzzzzzz cant you torture  instead isnt  it your contracted night of sex soon",Negative,
 -1,"  you were duped maybe no colusion on your behalf but putin wanted a puppet he knew he wouldnt get one with clinton he got one in you",Negative,
  1,"  oh the new york post  gotta believe themthey do have a pretty good book section all irony aside",Positive,
  0,"  the ny postfake newsimpeachtrumpnow russiagate trumpobstructed trumpcolluded trumpconspired muelleriscoming donnylovesstormy bluewave",Neutral,
  0,"  keep telling yourself that u may be gullible and think your continuous lies will eventually make what u say the truth but people have wised up to your tricks how many times have u said something and then its been proved to be the opposite u open your mouth and its a lie",Neutral,
 -2,"  she also lost because she is a terrible human being",Negative,
  0,"  wtf is happening over there",Neutral,
  2,"  if you won then get busy learning your job and doing it",Positive,
  3,"   whew mr prez i am sure u triggered the lefty looneys wthat tweet keep up the good work",Positive,
  1,"  popular vote  you won by an old fashioned outdated system",Positive,
 -1,"   she lost because of us   because of the american people we had our sht togetherexcuse my french but we did  we did it",Negative,
 -2,"  watergate breakin had no impact on the racecannot wait to see you and yours frogmarched out in disgrace",Negative,
 -1,"  what an embarrassing moronic tweet by trump again and again",Negative,
 -1,"  you won by cheating  stand cheating still we all know it was a fix  we know why",Negative,
  1,"  is collusion a word you only learned in the last year now if you look up the synonyms you could learn other words to use ie bunch cahoots connivance complicity try it ",Positive,
 -1,"  the democrats are the only party that would blame a president of russia collusion using russian propaganda to prove their point this democratic party is crazy and lying they pay for a fake russian dossier to prove their point",Negative,
 -2,"  wowyou know youre just about to be arrested  are frantically desperately trying to spin some sort of coverpathetic",Negative,
  0,"  stfu",Neutral,
  1,"  the democrats are spreading russian propaganda russia loves the democratic party for dividing america",Positive,
 -2,"   there was a lot of cheating by the dems need va guards at polling stations",Negative,
 -1,"  closed   lol   still delusional are we",Negative,
  0,"  that doesnt seem too valid given that its biased",Neutral,
  0,"  she didmt lose our system doesnt let the people truly choose",Neutral,
 -2,"  delusion a false belief based on incorrect inference about external reality that is firmly sustained despite what almost everyone else believes and despite what constitutes incontrovertible and obvious proof or evidence to the contrary",Negative,
  0,"  lol ny post fakest of the fake news good one",Neutral,
  2,"  donnie why are you so obsessed with hillary didnt you win drop it already and do your job impeachnow",Positive,
 -2,"  donald we know this if you would stop acting guilty they could stop talking about you looking guilty",Negative,
 -1,"  unfortunately if your sources are less than stellar you look like a pathetic loser clutching at the merest wisp of a straw also who are you kidding with all these unhinged tweets you are toast and none too soon your taxes dont worry soon to be public",Negative,
 -1,"  goodwin is smoking crack man",Negative,
 -1,"  such dumb fucery haha ",Negative,
 -1,"  you cant make it so by saying it over and overyoure toast you can lose fast or lose slow from here but youre going to loseresign",Negative,
 -1,"  ffs nobody gives  sht about what some hack from the ny post has to say about it we care what bob mueller has to say about it also  has found some seriously fishy vote totals from your election",Negative,
 -4,"  you are illegitimate resign you fucking moron trumpisillegitimate trumpcrimefamily traitortrump implementrussiansanctions",Negative,
  0,"   you protects to much",Neutral,
  1,"   simple explanation now left lib dems and msm get over it",Positive,
  1,"  you keep trying to convince everyone but most of us know better ",Positive,
  2,"  sounds like trump is unraveling ",Positive,
  0,"  you wish the case was closed",Neutral,
  2,"  she was a much better candidate than you million of us thought so",Positive,
  0,"       ",Neutral,
  0,"  youwillbeimpeached",Neutral,
 -1,"  the indictment says no such thing in fact it states that members of trump campaign  almost certainly worked with the russians whether witting or unwitting agents  of russia rosenstein also stated that the investigation is still ongoing so quit lying it wont work",Negative,
 -1,"  let me remind you she won the peoples vote the electoral college is definitely regretting their votes as they should be what good does it do to vote if our votes are overridden by the ec disgusting what trash you peddle",Negative,
  0,"  can you read",Neutral,
  2,"  no sir you were better",Positive,
  0,"  notlookinggoodfortrump ",Neutral,
  1,"  donald trump trying to find his integrity maybe its up here somewhere ",Positive,
  2,"   was muslim barry talking about this russian involvement when he was whispering in putins right mans ear that he could be more flexible",Positive,
  1,"  yeah the postsuch a reputable sourcenot",Positive,
 -1,"  sorry to see michael goodwin go blind rosenstein made it clear there was no such evidence in this indictment thats not a blanket allclear and that california guy said he knows more than is contained in his affidavit stay tuned professor assume nothing",Negative,
  1,"  if the new york post says it that proves it",Positive,
 -1,"  shut the  fuck up",Negative,
 -1,"   who lets those russian and foriegners in this country to cause problems is anybody going to ask muslim barry about his treason with hezbollah next time he wants to talk about anything",Negative,
 -3,"  lie lie liebe scared ",Negative,
  1,"  liddledonald soon their indictments of you and don junior will be unsealed time for you both to lawyer up",Positive,
 -2,"  hey wait a minutei thought you referred to them as the failing nytswhat changed",Negative,
  1,"  you are the sorriest winner  the world has ever seen",Positive,
  1,"  don who",Positive,
 -1,"  we hate you we being most americans",Negative,
 -1,"  no collusion you were blackmailed you conspired to help putin and get out from under that debt putin owns you",Negative,
  3,"   this means odds are super high michael goodwin will be found to be sexual harrasser or assaulter oops",Positive,
 -1,"  nobody is accusing you yetcan you wait till thenmight make you feel better",Negative,
  0,"  who are you trying to convince",Neutral,
  0,"  not even close",Neutral,
  0,"  sessions got to go",Neutral,
  0,"  we get it don thou dost protest too much",Neutral,
  0,"  case very much open",Neutral,
 -3,"   yep and its over we should worry about maga and the agenda to do so i should be an investigation on hillary clinton obama and all their little cronies that did all of this mueller is part of the cronies far as im concerned and many others",Negative,
  3,"  which of his staff work on sunday that would of written this also the same staff member that actually read the nypost trump cant read his happy meal bag",Positive,
 -1,"  how is it wellresearched news with sources is fake and someones opinion piece is fact oh yeah the former makes you look bad and the latter makes you look good muelleriscoming",Negative,
 -2,"  he forgot to say that she lost because she is a criminal  even moral democrats refused to vote for a criminal  ",Negative,
  1,"  justice jeanine pirro wasnt winking at you its a  worm  in her right eye",Positive,
  1,"  hold that thought until the actual fbi criminal investigation is complete   thank you",Positive,
 -2,"  so your russian translator struggles with english as much as you struggle with reality",Negative,
 -1,"  you have to be on drugs there is no other reasoning to your continued whining",Negative,
  1,"  dear baby jesus  will you please tell this unfit waste his days are numbered  thanks america",Positive,
  0,"  hey  did you hear gates is flipping on manafort im guessing yes",Neutral,
  1,"  did you know  out of  trump supporters are just as stupid as the other  maga many are getting arrested ",Positive,
  0,"  except that is not true not that any of the bloviating infantile ignoramus followers will notice",Neutral,
  2,"  man you are bad at readingyou really need to find someone in the wh who can explain this situation to you  preferably someone who will tell you the truth",Positive,
 -3,"  you are a pathetic coward and also one of the stupidest shts i ever heard of",Negative,
  2,"  except that bob muller will be writing a different ending so as you say we will see",Positive,
 -2,"  you mean the fake news post",Negative,
  3,"  even with all these russian shenanigans she still won popular vote by  million  another  mil voted for stein johnson   milvoteatall",Positive,
 -1,"  stop your incessant tweeting",Negative,
 -1,"  everyone hates you and you know it",Negative,
  2,"  wow i am amazed at the nyt",Positive,
  1,"  youve finally gone over the edge  you nitwit",Positive,
 11,"  amen amen amen amen amen amen amen  they accuse trump so they look good and simple minded people take thier eyes off the real deal klry soros osamas r the russian collusion and stupid people r letting a know nothing revenge out on a great man of god who does good in the usa",Positive,
 -8,"  liar liar liar liar liar liarfraud fraud fraud fraud fraudimpotus impotus impotus impotus",Negative,
 -1,"  of course the russians with your fbi buddies kallstrom hooked the entire election",Negative,
 -1,"  fake news pos",Negative,
 -2,"  and youre a loser by being a terrible president case closed",Negative,
  1,"  clearly you are very much in distress as you should be were enjoying this as you have coming to you what you so richly deserve  justice itll leave your name in infamy forever for you and your entire criminal family",Positive,
 -1,"  worried much",Negative,
  0,"   hahaha",Neutral,
  0,"  not to mention by being evil we are eternal trump fans",Neutral,
  2,"  she wo the popular vote by over million russia targeted purple states which gave you the electoral win shut up",Positive,
  0,"  the investigation isnt over",Neutral,
  1,"  sir you lost the popular vote  get over it",Positive,
  1,"  you wish it was closed",Positive,
 -4,"  the russians help did affect the election  but also your racist rhetoric helped you a lot also america still has a race and culture problem we can dissolve that myth racism is dead many haters among us",Negative,
  2,"  congratulations then step up and start being president now",Positive,
  2,"  sorry  no matter who prints fake news  or just outright lies    russia stole the election for trump  trump  his team actively cooperated hilary should be president  if she were the rest of the world would still respect the us",Positive,
  1,"  i guarantee you didnt write this we know you dont know how to spell succinctly",Positive,
  1,"  lol wow",Positive,
  0,"  i dont know  a lot of people are already starting to call you illegitimate don",Neutral,
  1,"  whos writing this tweet we know comrade gropenfuhrer couldnt use succinctly and probably doesnt know what it means who are you",Positive,
  0,"  someone call a doctor please he has lost his mind is anyone keeping an eye on this old dottard thamendmentnow",Neutral,
 -1,"  delusion is a helluva drug",Negative,
 -1,"  you are an idiot  youre also a criminal  those two things together wont end well for you",Negative,
 -2,"  an opinion means nothing and you are now or are forced to take back all the denial you had about russia social media helped you winnot because you are greatbut because putin used you and still is you are dangerous for the us",Negative,
 -1,"  wait you dont read",Negative,
  2,"  you sure are trying to convince us of your innocence re russia  how about putting those sanctions into effect",Positive,
  0,"  the walls are closing in and lil donnies sweating ",Neutral,
 -3,"  case closed so real case of obstruction of justice lying under oath on national television treason against usa is hilliary clinton time to put this animal to bed and move on protction citizens and country",Negative,
  0,"   mr trump there are plenty of people willing to make these points for you as evidenced by goodwins piece dont risk getting in your own way with distracting tweets",Neutral,
  0,"  you wish liar",Neutral,
  0,"  and yes hillary was a terrible candidate but would have been a better president than you bernie got screwed and he would have destroyed you in the election",Neutral,
  6,"  donald everyone is saying that you are the smartest richest most articulate most respected most popular most loved and most successful man to ever be potus maybe in the history of the world does that feel better now give it a rest youre insufferable",Positive,
  1,"  every time you stay out of the slammer is a big win donny id be sweating it too remember julius and ethel rosenberg this is serious business  acts like its a joke you dont want to rush mueller do you ",Positive,
  6,"   period a criminal candidate at that god bless you  mr president saving the usa just look europe i thank god daily",Positive,
  1,"  oh little donnie trump of the tiny hands clan im not sure collusion that you keep banging on about now is really what they are after any longer money laundering and obstruction of justice might be closer to home for you i think",Positive,
 -1,"  youre going to prison donnie",Negative,
  1,"  lol im laughing lol at you",Positive,
 -2,"  youre really embarrassing yourself put the phone down and go to bed",Negative,
 -1,"  methinks hoth protests too much",Negative,
  1,"  its unanimous  worstpotusever",Positive,
 -1,"  your pathetic",Negative,
  4,"  this laser focus of yours really makes you appear guilty  so much so im really concerned about what we dont know that has you so focused on convincing the public of your innocence  also you arent convincing anyone",Positive,
  0,"                ",Neutral,
  0,"  nopetick tock",Neutral,
  4,"  m goodwin is a hack hes not within spitting distance of being a journalist  any lawyer who reads the actual indictments will see it does not clear trump it doesnt say the word collusionit certainly does not succinctly say the russians had no impact on the election results",Positive,
  1,"  you wish",Positive,
  1,"  you wished case closed just starting  they will get you for what you did",Positive,
 -1,"  goodwin should know case closed",Negative,
  3,"  nypost wowsers don you got a clean bill of health from the  i mean the  those are big important reputable papers good for you waitthe new york post oh i got them all confused never mind",Positive,
  1,"  case not closed she should be in jail for handling gov documents investaged on money for daughters wedding and my apt there is still a case put there if some justice dept people would investigate and charge her",Positive,
  0,"  tweets a coconspirator",Neutral,
 -1,"  youre a mad man who lost to a better woman you know it in your black  heart and this tirade today just amplifies that",Negative,
 -1,"  hardly  but get a good nights sleep  youre gonna need it",Negative,
 -1,"   shut the fuck up",Negative,
  1,"  fool yourselflb stable genius sitting on a bed",Positive,
  2,"  okay who wrote this it was you i knew it trump could never string that together give the phone back to donny jfc",Positive,
  1,"  yeah don relax nothing to worry about right",Positive,
 -1,"  you a fking loser",Negative,
 -1,"  nonsense ",Negative,
  3,"  dear mr president  we know  now please get on with making america great again  thats why i voted for younobody really cares about russia russia russia  you shouldnt either",Positive,
  0,"  have they given you your meds today",Neutral,
  0,"  all attack no defense",Neutral,
 -3,"  sorry fat man but case against you and your crime family is just beginning have a cheeseburger and get ready trumpcolluded trumpcrimefamily           ",Negative,
  3,"  until the feds lead you away in handcuffs then it will be a bigly win for the country",Positive,
  3,"  do you just assume a game is over at half time this isnt over skippy to assume youre free  clear is not wise not sure why you believe this drivel",Positive,
 -2,"  the legal term youre looking for is conspiracy you treasonous pos and you are most definitely guilty of it impeachtrump",Negative,
  1,"  relax heres a photo of your favorite animal ",Positive,
  0,"  qui sexcuse saccuse",Neutral,
  1,"  well if the  says so ",Positive,
  1,"  wish in one hand and shit in the other and see which fills up faster",Positive,
 -1,"  i thought i heard that trey gowdy was going to reopen the case",Negative,
