"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -2," everything you have ever thought or said is fake news because you have dementia",Negative,
  0," you are all liars especially you and pence",Neutral,
 -1," everybodys saying at the only fake thing here is you",Negative,
  0," not a fact an opinion theres a difference",Neutral,
  1," fake president no credibility thats what you get no one believes u",Positive,
  6," please stop we all know you have done some slimy things because all you focus on is the legitimacy of your presidency you talk more about hillary and barack than your policies you did not win popular vote you will never be good at this",Positive,
  0," really  u are so obsessed wyourself and destruction of usa that you will say anything to cya ha  mueller has you in his sights and ufamily are going to be found guilty",Neutral,
 -1," all we need is your mouth  the news puts out your mouth so maybe youre the fakenews",Negative,
 -2," outlaw all media that speaks negatively about you problem solved maybe you could form a state run media and filter out the lies  anything said in a negative way towards you  so the american public can see you are lord and savior",Negative,
  1," guilty dog barks the loudest you sir are barking pretty loud right now",Positive,
  2," perhapsw twitter as a source they were on a soapboxthey were getting a chance to ride a very big wave going thru the mediafrom those i read sounded selfpromoting like an alternative ideology  say haven",Positive,
 -1," hes unraveling yall just enrons bernie madoff stay tuned to see him and trump jr unraveling secret service should stay close because once things hit the fan i believe theyll take there selves out in order not to face time in prison",Negative,
  1," does that mean the russians are embolden since your election to continue this campaign to divide america",Positive,
 -2," how the fuck do you have time to do anything when youre watching all these shows and tweeting about them i guess they stick you in a room with tv your phone and a cheeseburger and ignore you",Negative,
  1," its now becoming unkind to richard nixon to compare you to him compared to you he was a great president",Positive,
  0," lol",Neutral,
 -1," no its not hard to ignore in light of the things we know you ignore like you being a sexual predator child molester a racist  the list goes on just resign",Negative,
  0,"                            rtt",Neutral,
 -1," both of you are struggling to stay afloat sad",Negative,
  1," the key word is majority thereby admitting it was used during the election  also a payment for past services relates to earlier events and we do not know the period covered by postelection payments",Positive,
  1," millions of jobs  trillions in wealth",Positive,
  0," it seems like there needs to be an investigation of the news media for foreign meddling",Neutral,
  0," its his opinion not fact",Neutral,
  1," it should be hard to ignore your own intelligence agencies reporting that russia meddled what are you doing to protect our democracy in  and beyond protectourelections russia",Positive,
 -1," trump you are truly laughable you cannot keep spinning this russian thing whether you were involved or not its still there from people around you take responsibility be a man scared of losing power you already lost",Negative,
 -1," youre fake news",Negative,
 -1," fake potus poor leadership fore fathers rolling in their graves",Negative,
  0," fuck you trump",Neutral,
  6," do you ever get off twitter like do you realise that as president of the united states you have way more to do like most presidents dont even have time to use twitter theyre too busy doing actual work",Positive,
  0," dc swamp at its finest lying bunch of crooks we love you mr trump",Neutral,
  0," mr president we the american people voted for you swayed only by the fact of crooked hrc  obama democrat party and believe in you funny all collusion is demoratsrussia and meddling russia would have wanted hrc not you laughable and you still won bless you family",Neutral,
 -4," think you are getting a little twitchy dotard itchy bum time scared you will be exposed for the lieing conman you are",Negative,
 -1," but you are the fake news media",Negative,
 -3," and you still claim no collusion on your part hmm sorry you show a different story drowning man",Negative,
  0," he will get fired for this confession ",Neutral,
  0," githeri media in the usor is it hamburger media",Neutral,
  0," bull shit",Neutral,
 -1," lie",Negative,
  1," and because it makes no sense",Positive,
  0," you are fake news pres trump",Neutral,
  1," real news fake trump",Positive,
  2," trump just help the us just cause you have a stick up your ass doesnt mean we all deserve to suffer",Positive,
  6," dont we love when a president has more trust in private companies than his own agencies but thats our adolf trump world would be so much better if facebook was to judge everything bless all americans who voted for adolf",Positive,
  0,"  in the past year my fb account was hacked three times and completely deleted wo my knowledge these incursions became pervasive in direct relation to my criticism of democrats liberal leanings",Neutral,
  0," every time you say fake news you are supporting the russian plan to destroy america say it again go ahead",Neutral,
  1,"  yep our president now has a dogthe bitches name is democratsmaga",Positive,
  2," thank you  for speaking truth",Positive,
  0," and yet some spread before did it not",Neutral,
  1," rob goldman later said that the russians worked to elect you catch up old man",Positive,
 -1," you mean while facebook covers its ass for taking  from the botfarm face it donnie you had help trumprussia",Negative,
 -2," trumpp gets facebook vps position wrongtrump cites facebook executive in fake news twitter rant over russian indictments  ",Negative,
 -1," fake news ",Negative,
 -3," youve always failed at everything youve ever done scandal during every second of your lifetime bankruptcies and marriages that always end badly",Negative,
  7," funny since you say you feel vindicated how youre obsessing about the russians and your cheating hmmakes me think trump colluded tump colluded trump colluded trump colluded trump colluded trump colludedtrump colluded trump colluded trump colluded why thattrump colluded",Positive,
 -4," no you never fail to be pathetic you sad little man",Negative,
 -1," the fake news is fox  ",Negative,
  0," excuse me are you kidding methere is no such thingyou sir are a ",Neutral,
  0,"  stop worrying about others and start to protect the children im sure thats be more helpful than worrying about fake news",Neutral,
 -1," russia russia russia is someone nervous",Negative,
  1," just think how many of your supporters were played ",Positive,
  0," if you really want to see the definition of fake news mr trump look in the mirror ",Neutral,
  3," right on donald  i totally trust facebook to give me the straight scoop about itself too  hey by the way i have some swamp property i would like you to have a look at  give me a call kay",Positive,
  0," time to investigate the democratic collusion with russia and all the corruption in the democratic party this corruption is quite apparent",Neutral,
  1," ohits very easy to ignore it for any one that has ever dealt with an internet ad exec  they lie plain and simple about nearly everything to do with their business",Positive,
  1," hillary made up fake russian dossier and colluded with russia about president trump",Positive,
  0," the democratic party and hillary are corrupt they paid russia for a fake dossier to frame president trump this is pure corruption and russian collusion",Neutral,
  4," rod goldman is certainly not a good source at this time mr trump goldman just like you has a lot at stake dont you think",Positive,
 -2," we dont believe rob goldman any more than we believe you i doubt hes seen all the ads  and he certainly never saw all the dark posts you won the election with putins help no doubt about that",Negative,
  0," blackpanther wakandaforever boxofficegold",Neutral,
 -2," and youre fake news big flash news their",Negative,
  0," russian trolls the only media  trusts and for those asking what about  same diffimpeach",Neutral,
  1," the news is real  the socalled president is fake",Positive,
  0," read this ",Neutral,
 -5," hard to ignore the fact that ad spend is always higher when one is trying to discredit the media and to run interference in cleaning up the after a campaign mess its also fact that it occurred during the election trumpfail trumpisfakenews",Negative,
  3," i know it must be hard not fully understanding the english language but i wouldnt brag about that post  while youre stressing the word not i think its important that the word main is there  as in it was absolutely a goal to meddle",Positive,
  0," perhaps it wasnt carried because it wasnt truewhat you purpose doesnt make any sense why would the russians try to disrupt things after the election its fake news coming out of the white house",Neutral,
  0," youwillbeimpeached",Neutral,
 -2," i hate fake news they are lazy news men causing real news to look bad and soon no one will believe any news",Negative,
  0," shithead",Neutral,
  1," the vice president of facebook ads is your ace in the hole when its already been proven that facebook knew about russian bots on their platform long before doing anything to stop them ",Positive,
  1," just stop already you dont have to react to everything",Positive,
  2,"  sounds like a good man to replace the current ceo of google with",Positive,
  2," well duh do you think he wants to admit any collusion with russia lol hes just like you trumprussiacollusion ",Positive,
  0,"  wow when you rely on fox news and fb to get the news youre pretty fucking stupid",Neutral,
 -2,"  wait what  mass shooting under oblamya imagine that where were the dems then endthedems",Negative,
  0," i wouldnt have voted for hillary if she was running unopposed",Neutral,
  0," does the right wing media ever print fake news",Neutral,
  2," rob goldman thanks for the proof read if only one could edit ones tweet as to the substance the russian campaign was certainly in favor of trump  the point is that misinformation campaign is ongoing and must be addressed today we saw russian pro gun tweets re flshooting",Positive,
  0," you know what i  just checked my huge offshore back account and it looks like i accidentally paid stormy daniels stormydaniels  stormy trumpcrimefamily  trumprussia  treasonousgop trumpsewersludge trumpsex muellertime muellerinvestigation ",Neutral,
 -7," pieczenik kallstrom guillianni stone and roger know  about criminal interference with an fbi investigation leaks russian fake news propaganda and stolen dnc files",Negative,
  0," hilarioustrue it is hard to ignore this fact from vp of fbyou know bc they are in almost as much hot water as you  lying to save their ass just like you",Neutral,
 -1," you were fake news you and your media partners stated that  and sandy hook were committed by our government",Negative,
  2," opinions are like assholes dipstick everybodys got one  the only persons opinion on this that matters is robert muellers  not the guy who took money for ads from the russians to eff up the american election  hes in as deep as you are  maybe you can share a cell",Positive,
  1," vp of fb ads thats the best you got lmao ",Positive,
  0," melania must have cut you off",Neutral,
  0," haveeven read  the  page indictment no oh wait thats right you dont read and you just watch fox tv explains a lot",Neutral,
  0,"  and cnn is carrying the flag for the russians",Neutral,
  1,"  majority doesnt mean all they didnt rely solely on fb ads if youre innocent then why not enforce those russian sanctionsmoroninchief idiotinchief toddlerinchief traitortrump putinspuppet putinspotus",Positive,
 -3," sure because hes not trying to cover his ass at all ya fucking dope",Negative,
 -2," oh no it did not  idiot stupid trumpgrabber",Negative,
  0," wheres your taxes",Neutral,
  0," its eating away at you huh keep it going we need to see the sociopath at work",Neutral,
  0," the only thing fake is you as a president",Neutral,
 -3," forget this ongoing or going onon russian jokecome back to senses forthwith about your children as theyre dying in drovesthis year alone schoolsannually gun deaths which are a disgrace to entirehuman raceif white american also humansso take gunsbibles fromsociety",Negative,
 -1," wimp cowardliarthiefmisogynistschmuckbuhbye dumbdonny ",Negative,
  2," thats right  the  russians trolled the internet after donald trump was elected  after the elections  after  details matter  maga ",Positive,
  1," adman spin  is only rob not objective neither he nor his employer facebook is a disinterested objective spectator in this and neither are you mr president qui sexcuse saccuse",Positive,
  1," you liked what he said in another post dumber then a bag of hammers",Positive,
  2," the msm is not interested in the truth",Positive,
  1," your constant fails as president sustain the ap enlightening reports",Positive,
  2," remain strong mr president we support you and pray daily for you your family our congress their families and our country those who have leadership skills should use them or we will all die poorer for not haveing attempted the difficulty",Positive,
  0," facebook doesnt want to take responsibility just like youyour the fake news around hereyou are the failure here in  americabiggest joke of all is yougoing down in flames ",Neutral,
  0," who is tump",Neutral,
  1," charles manson also proclaims his innocence",Positive,
  0,"   wake up why ",Neutral,
 -6," fake potus always fails hard to ignore that you are a huge bully can one of the grown ups take donnies phone away impeach",Negative,
  1," who are you trying to convince your followers dont care what bs you pull and the rest of us know you are a no good liar",Positive,
  1," and that is why you love fake news so much how about a kissy kiss for putin",Positive,
  4," i wonder how much you paid him just like that doctor ",Positive,
  1," lolz  fb is up to their ears in it  you will be impeached",Positive,
 -1," oh boy i am so sorry for believing that are you another of trumps bitches",Negative,
  4," you do not understand bots do you well i am not surprisedyou only understand bragging about yourself and your alleged accomplishments your only accomplishment will be in history is how you raped and pillaged our democracy and our country",Positive,
  4," lets see the vp of ad marketing is now qualified to provide national security analysis  thats almost as funny as thinking youre qualified to be potus",Positive,
 -5," wrong moron once again youre a liar and will always be a liar if you think im angry i am you are the worst person living in the wh weve ever ever had",Negative,
 -1," denial is not a river in egypt ",Negative,
  1," please read the entire thread after the election the goal was to foster discord and divide us you played right into their hands and they are accomplishing their goal that is why they are laughing their asses off please stop attacking our intelligence agencies and media",Positive,
  0," its funny how all you talk about is fake news but to be truthful you are the  fake news",Neutral,
 -3," you are fucking stupid its not fake news on russia intervention into our election russia cheered when you won because they knew you were moron",Negative,
  0," goldman cant help being a moron     he is a liberal",Neutral,
  1," sorry trump your guilty right now of stopping russia sanctions thats more than enough proof of collusion we know putin is your best bud  ",Positive,
  1," ok fakest president ever",Positive,
  2," hey dt you live in america right your an american right your a uscitizen right why do you dis your own countries institutions are they really that bad that every single sadday you are in that office you disparage your own country i find itsad unpatriotic and un american",Positive,
 -3," they are covering their ass liars planets aligned facebook is as guilty as you are trumprussia trumpcheats",Negative,
 -4,"  so  in the midst of a mental derangement problem with mentally ill being mainstreamed into our schools how many antigun rallies are the russians organizing as we speak gun control and bans are big on the communist  alinsky socialist state transformation list maga is real",Negative,
 -3," what about sanctions donny you afraid because vlady would be upset fatnixon russiansanctions goptreason impeach muelleriscomingforyou muellerindictments",Negative,
 -1," put pressure on south africas ruling party to end farm murders",Negative,
  2," convenient for you to believe him right   give it up only a handful of people actually believe you  ",Positive,
 -1," you are spot on",Negative,
 -4," of course as news broke about russian meddling vote fraud in swing states and fake recount by stein  the need for propaganda became even greater concealment and coverup",Negative,
 -1," you can read these ads but not your daily briefing please stop talking you are making youself look stupid",Negative,
  0," you are not faking out anyone but yourself",Neutral,
 -4," so obviously russia us the enemy  what are you doing about that  this is worse than nks threats imo",Negative,
 -2," why dont you attempt to run the country and quit trying to save your own ass",Negative,
 -1," all this worry about how hated you are is really going to effect your health  you need to just read more be kind to people and move forward  this negativity will end up being cancer inside of you",Negative,
 -2," hahahahaha leaders from your own administration and party are telling the world to not listen to you even they know you are corrupt and crazy its the beginning of the end for you small hands donnie",Negative,
  0," this voter decided to vote trump the day he came down the escalator to announce he was running maga",Neutral,
 -1," trumps vladimir putins russian bot trolling lies ",Negative,
  0," indictsoros",Neutral,
  2," no free press no free people",Positive,
  1," good point",Positive,
  4," m pretty sure meuller will figure out the truth",Positive,
  1," i wish we could indict cnn and msnbc for  mettling in our elections by misinforming the public therefore garnering hillary clinton more votes than she was worth plus obama telling mexicans to vote shameful",Positive,
  1," so if this is true  happened before the election and we should find solace in any of this",Positive,
 -3," donald j trump  rob goldman fake news  fake news  who cares fake news",Negative,
  0," their eyes and big fat mouths are closed when it comes to truth",Neutral,
  0," vp of fb ads please stick to your ads ",Neutral,
  1," we like gowdy know",Positive,
  0," clapper",Neutral,
  1," it does not matter who russia wanted trump was elected russia sponsored both equally russias real target was americas way of life and world influence russia is wining the post cold war with a new hot cyber war",Positive,
  0," and",Neutral,
  0," the fake news president is at it again",Neutral,
 -1," liar",Negative,
 -1," i dont concern myself with their rhetorici believe in you",Negative,
  0," facebook doesnt have phone to call so that they can fix the problem ahead facebook",Neutral,
 -1," given all the facts that  and his mindless followers ignore send that ignoring anything is possibleimpeachtheimposter",Negative,
 -2," hard to ignore  i already did ",Negative,
 -2," the fact that the indictments were for crime x does not mean that crime y did not also take place a year or two later after you joined the presidential race and the indictments never say otherwise",Negative,
 -1," is john kelly off today",Negative,
 -3,"  are supposed to be tricked to think ads were the main source of the crazies can you say the same for fake accounts pushing comments and post shame on and rob goldman for telling part of the story ethics is lost in this wh facebook",Negative,
 -1," trump supporters are an instant block bots or morons so either way not worth ever hearing from again",Negative,
  3," if i was an employee of cnn i would be doing a selfexamination of not only my job but of my soul ask your self is working for a network that lies and deceives the public because it cant stand trump worth it is reporting lies who i have become should i change course",Positive,
  0," you foolshut up already",Neutral,
 -1," irrelevant",Negative,
 -1," keep pissing them off they need it",Negative,
  0," facebook is a joke",Neutral,
  0," trumphasnoballs",Neutral,
 -2," you dumb bastardwhen will you put the security of america ahead of saving your own sorry assputin attacks america and you do nothingyouve broken your oathyour words have no merityour opinions are worthlessyour administration is a circusresign ",Negative,
  2," who cares mr president i care about why the fbi is not being prosecuted for their crimes along with the doj im sick of hearing about russia especially since clinton and the rest r still free",Positive,
 -5," dont you get it you are a moron a borderline despot a malignant narcissist a criminal you are a horrible business man you probably have early onset dementia or alzheimers well not early onset because you are old",Negative,
  1," facebook ads yes  however there were many other avenues the russians used  maybe your ignorant supporters will be convinced but not the rest of us",Positive,
 -1," you utterly clueless simpering fool  since your electoral victory was illegitimate they had to up the spend to continue to tear down hillary  just like you with your asinine demands to lock her up even after the election",Negative,
  0," hes protecting his business  you for some suspicious reason facebook lies again",Neutral,
 -2," seriously he is a trump stooge did you read the indictment if so could you understand it",Negative,
  1," well done ",Positive,
  0," and then goldman goes on to say that the russians support  because he creates a divisive america learn to read moron",Neutral,
  0," why cant you fire mueller fbi and sessions for failure to do his job on the clintons paying fusion and unwillingness to prosecute comey or even the sale of uranium",Neutral,
  0," trump the most hated man in america",Neutral,
  0," its not a fact  it is a comment  theres a big difference as we can see from your posts",Neutral,
  3," bless your heart for being wronghe said it was not their main goal he did not say they didnt do it",Positive,
  1," i hope these brilliant idiots dont believe that the russians  just started trying to influence the out come of everything in this country",Positive,
  4," this was in a white paper reporte over to years ago when obama was president the objective of russia is to undermine trust in the media its working",Positive,
 -1," no fake news  just fake first family",Negative,
  2," have i mentioned that you are the worst president ever well was hitler a president im not sure what the scale includes you just suck ill put it that way",Positive,
 -1,"  busted",Negative,
  0," i have heard this reported in mainstream media  what are they doing",Neutral,
 -5," youre being blackmailed we know this because you refuse to disparage the fact that the russians hacked the election and you refuse to impose bipartisan sanctions you are a traitor",Negative,
 -5," why isnt donthecon mentioning all the guilty pleas in the trumprussia investigation do people plead guilty to nothingburgers traitor trumprussiaconspiracy trumpcrimefamily resist theresistance ",Negative,
 -1," literally who cares what he says knows one area facebook ads isnt acknowledging fake facebook accounts or twitter or insta or any other sources lmao",Negative,
  1," hi baby",Positive,
 -1," i find it quite easy to ignore facebook but then my job is far less demanding than yours",Negative,
  0," are you watching fox news again",Neutral,
  0," is his twitter handle really robjective  facebookagenda",Neutral,
  1," what percentages  give facts if u know one",Positive,
 -1," he is covering his ads so there isnt a backlash against facebook",Negative,
 -1," is rob goldman a member of the intelligence community please tell me youre not so fucking stupid and desperate that you will grasp at this god damn",Negative,
  0," donald a trump is a russian puppet ",Neutral,
 -2," why are you so hysterical  what are you afraid of",Negative,
 -1," zuckerberg was paid in rubles he knew its called war profiteering   boycottfacebook",Negative,
 -1," another russian troll hey muller look at this   is muller on twitter",Negative,
 -2," youre a fucking idiot kys please",Negative,
  0," yourhairisfake",Neutral,
  0," ho w much did you mavafort flynn and putin pay for this resist",Neutral,
 -1,"  usc misprison of a felonyyou have knowledge of the commission of a felonythe felony actually occurred and the felony is a federal offense get ready for jail comrade drumpf",Negative,
  0," sadly for you the media is being proven right and you look more like a fool karma is a bitch and its nipping at your heels karmaisabitch",Neutral,
 -5," hey you idiot  did you bother to look at the whole thread  no of course you didnt  if you did you would see that russia was involved in our entire election  stop lying you filthy bastard  god i despise you ",Negative,
 -3," trump it is hard to ignore your complete lack of knowledge your complete lack of empathy and your complete lack of any and all self control do america a favor resign",Negative,
 -1," truly shameful how debased the deep state cronies are in their intent to take down the duly elected potus  americas greatest potus",Negative,
 -1," i dont know this guy  why should i listen to him  you are a fool",Negative,
 -1,"  is unverified he is a russian bot this is clear the jig is up bitch boy bot",Negative,
 -3," no way to know liar you are sounding desperate",Negative,
 -1," fake newshaha fake president only years to go before your outnot long",Negative,
 -1," who to believe fbi or facebook goldman  its hard to believe a democrat",Negative,
  2," this guys a lieing democrat like the rest of them",Positive,
  3," did facebook profit from russian ads so this guy made how much money  see money is the key here well actually greed  that is trump all day  greedy stupid trump  so bigfu",Positive,
 -1," fake news drump",Negative,
 -3," you are the fake you are a philandering cheating fat old liar and we are done with putting up with you and the rest of the trumpcrimefamily including your illegitimate wife    where is your application for citizenship",Negative,
  1," dude i so want to wakanda your existence",Positive,
  0," how many did you retweet",Neutral,
  0," those russian sanctions though",Neutral,
 -2," you are a lying piece of shit",Negative,
 -3," so those indictments are all fake news too you suck and are destroying our country",Negative,
 -3," you lying fake narcissistic ass",Negative,
 -1," funny you acknowledge the russians are meddling yet you do nothing to stop it youre part of it traitor",Negative,
 -2," facebook now realizes how inadequately it has protected its users from exploitation and is now concerned with protecting itself multimillion or multibillion dollar lawsuits  theresistance   ",Negative,
  0," the russians own you and you know it how does it feel to be blacked mailed by the russians they are laughing at you donnie boy ",Neutral,
  1," here is news from the fake president and his fame vp and the spineless gop",Positive,
  0,"  where are the indictments for all the chinese spies",Neutral,
  0," what trump still gets wrong about how russia played facebook",Neutral,
  0," fbi arrested  russians spies how many spies does america have in moscow",Neutral,
  0," keep talking dude",Neutral,
 -1," of course he is going to say thatthey dont want facebook stock value to tank",Negative,
  1," you sure watch enough of the fake stuff",Positive,
  4," just as trump is the king of debt he is also the king of inactionparalysis with respect to protecting our country from russian interference with our election system he blames others for russian meddling yet he does nothing to defend against it face facts he is disloyal",Positive,
  0," keepingitreal",Neutral,
 -4," donald trump is a guilty coward whining his punk ass off  bigfu",Negative,
  1," how much did you pay him for this",Positive,
 -1," your son and son in law met with russians in june this was going on for certain during the election who in the hell do you think your kidding only yourself    really pathetic trump",Negative,
  0," ummmm hes just covering his ass god youre desperate arent you",Neutral,
  0," what are you doing to stop this  russiafirst",Neutral,
 -1," fake news",Negative,
 -4," getting worried cause they are getting close  keep trying to deflect peoples attention  it doesnt workresign resign resign",Negative,
  2," majority here means  not much more than half so               the fbi indictment says by early  the russian focus was getting you elected and it worked so facts matter moron",Positive,
  0," why do you keep calling then fake news when youre the one who likes all the time",Neutral,
 -2," if you listened to people who actually know youd know the problem wasnt ads but the much broader abuse of social networks to promote complete lies like you and twitter",Negative,
  0," please just throw your phone in the toilet and most people will not know how stupid you really are",Neutral,
 -3," you blame it on the democrats mr obama bonnie sanders everyone but the ones who did it you your campaign and the russians by the way you have forgotten black history month",Negative,
 -8," still not condemning russia or putin and attacking everyone but them your a fcking worthless lump of sht that belongs in prison trumpcrimefamily needs to go to prison  judge judy would find u guilty and send u to prison fuckalltrumps muelleriscomingforyou maga my ass ",Negative,
  0," traitortrump is your new name",Neutral,
 -1," his opinion is meaningless",Negative,
  0," why dont you stop it i know enforce sanctions you commie",Neutral,
 -3," fake illegitimate  russian stooge pres trump must be impeached arrested for treason  prosecuted",Negative,
 -1," please stop with all the embarrassing tweets go run the country",Negative,
  0," speaking of fake news how about the national enquirer and another trump affair surfacing and fox entertainment is not fake they love you  moron",Neutral,
 -1,"  youre a sick twisted little puppy that was shown no love as a kid and you grew up to be an angry pitbull with nothing but hatred in that cold heart youre nothing but a puppet women be with u only for money no love your siblings dont even come around you",Negative,
  0," bullsht there are still russian political ads on fackbook",Neutral,
 -1," ignore",Negative,
  0," no it didnt",Neutral,
  1," the fake news should be ashamed of themselves especially when they have to pay people to watch their bull schiff maga",Positive,
  0," no that just the vp of fb not taking any responsibility for the way they neglected to do the right thing when they knew what was going on they failed and now hes being cowardice you can relate to that",Neutral,
  1," this is out of context from the rest of his thread ",Positive,
  2," all we as a country can say is the president needs help and lots of it",Positive,
 -2," fake news for fake people",Negative,
 -1," it is a fact that rob goldman has an opinion but that opinion may or may not be a fact i may have an opinion that world is flat but that does not make it a fact in fact it is not",Negative,
  0," im glad rob wasnt affected  other people were though",Neutral,
  2," blamerinchief grow up trump",Positive,
  1," just because mr goldman believes it does not make it a fact",Positive,
  2," just to clarify president fn moron what rob goldman stated is a opinion and not a fact  i understand you might not know the difference",Positive,
  0," i bet its even harder to ignore that muellers investigation isnt over",Neutral,
  2," this doesnt mean they didnt spend  million or more before the election it also doesnt explain why they would add to it after their siberian candidate trump was elected maybe to give you a good start against what they knew had be a big and justified backlash",Positive,
  0," and the fake president never shuts up and resignsand the fake president never shuts up and resigns in the fake president never shuts up and resigns in the fake president never shuts up and resigns",Neutral,
  0," that proves nothing that is just facebook trying to change the subject",Neutral,
  3," so proud of your bowling trophy  a bowling trophy at military camp ",Positive,
  2,"  wow aint that interesting",Positive,
  2," someone please again explain to our president the difference between an opinion and a fact",Positive,
  0," socialists got there asses kicked ",Neutral,
  1," facebook was complicit in this they shouldnt be quoted as an impartial reliable source ha ha",Positive,
  1," trump crapping his pants as more russia facts get disclosed   he cant condemn russia cause there are duplicates of the pee pee tape",Positive,
 -2," hes lying and so are you  sad",Negative,
  1," for once back up ur big mouth n take some real action  ur runnin the swamp now",Positive,
  1," get over russia already and start making our schools safe",Positive,
  0," learn to read moron",Neutral,
  2," cherry picking he later revised that statement",Positive,
  0," thats not fact it is opinion there is a scared fool in white house right now",Neutral,
 -1," loser",Negative,
 -2," i realize you want ppl to focus on anything that fits your narrative but the ads are only one component of how they used twitter and facebook fake news stories and setting up events were another its sad watching you grasp for anything you feel vindicates you",Negative,
  0," so news is fake when you dont like it",Neutral,
  1," he lies just like you do after all he has his head stuck up your derrire just like you have your head stuck up putins derrire",Positive,
  0," tump hahahahahaha",Neutral,
  2," goldman is just saying this to cover his ass in the event of a law suit for twitters participation in the russian interference in our election and their attempts to make sure you win the election really think you did it on your own",Positive,
  2," its okay mr president we the american people are on your side as long as you keep looking out for us",Positive,
  1," you are the fake news president trump  you are a pathetical and narcissistic liar the only thing you did since elected is tweet stupidities you just a big fat child ",Positive,
  3," once trump was in they likely had full reign that start their work on the  elections just as they teamed up with trump prior to this election what is facebook going to do to prevent this other than excuse and whine",Positive,
 -6," we can ignore facebook  goldman because it  he was complicit in your fraudulent treasonous win you are a traitor  much to our humiliation not only our country knows it the world knows it too we are watching the end of the treasonous trumpcrimefamily",Negative,
 -1," this is true it was not the intent but ultimately the result  because u were weak ignorant and narcisstic enough to involve yourself in dividing thru haterussia wanted to divide you wanted to conquer so there was collusion",Negative,
  2," can we believe facebook the fact that they took all that money from rusdian actors doesnt look good  facebook saying it happened after the election keeps ppl from blaming them for influencing the election",Positive,
  0," sanctions please kkthxbai ",Neutral,
  3," yes my president  you got to do something about the fbidepartmentif they are not doing  their job as they suppose to  maybe   you should think about empowering the local police and cia and dissolving the entire fbi",Positive,
  0,"   fake president",Neutral,
  1,"  the dems just want to make some noise the media are clearly nothing more than an extension of the dnc at this point",Positive,
 -1," you certainly are nervous little tweeter today dont you wonder why this indictment was so very detailed it did not exonerate you",Negative,
  4," facts  from   he has to put objective right in his twitter handle to convince himself",Positive,
