Sentiment_Score,Tweets,Sentiment_level.score
2, they have gold courses in florida donald maybe its time for another game hope your florida trip is as successful as jfks last trip to dallas you are a cretin beyond belief,Positive
4, ok how does it feel to be amongst the most stupid people on the planet lets hope the younger generation will be able to send you to a suitable place,Positive
0, front street ,Neutral
1, many fronts eh  love those big great words,Positive
-1, the new technologies for guns not permit this shoot a inocent human,Negative
1, mr president so much is at stake here than meeting bravest people what would if guns were taken away completely in america thanks,Positive
-4, pussy stop lying racist faggot your going golfing then your going to go rape a dog fucking rapist,Negative
0, they have seen that day once in their life kashmiri people see that every day who is braver,Neutral
1, on many fronts but more than likely not the right fronts,Positive
0, que bien seor presidente trump ojala en chile tambin el gobierno del presidente piera trabaje en distintos frentes para solucionar los graves problemas que hay que revolver  saludos cordiales,Neutral
-1, in reality you are going to go there and blame the democrats again,Negative
0, more like off to mar lago like sandy hook its just fake news to you you should be made to look at pictures of the crime scene,Neutral
-1, do something in this  kind of shooting issue with congress,Negative
1, who pays the weekly jet fuel bill trump personalprivate bank accounts orwait for ittax payers president should not be allowed to fly to florida every week to stay at his resort doesnt this bother anyone else,Positive
-3, they think youre an insincere piece of shit and theyre right go fuck yourself asshole,Negative
0, meeting with them and then party like an idiot your a joke cadet bone spur,Neutral
-4,  how about you use your supposed power and do something about gun violence you useless moron,Negative
-3, a photo op at a hospital in which you pose with gunned down kids while grinning from ear to ear golfing  attending a disco party is not work you are lazy  ineffective,Negative
0, russian frontthats been the end for napoleonetc,Neutral
-2, you rolled back a law that kept people with mental illnesses from buying guns now youre calling for laws to keep people with mental illnesses from buying guns we need to take care of your personal mental illness first,Negative
0, on many fronts name one,Neutral
1, what happened to the douglashighschool security cameras,Positive
0, stay strong we need you,Neutral
2,  you mean the folks at the studio party at maralago   cause that was were your focus was unamerican and unchristian no morals no decency,Positive
0, going to florida is goodbut what about the russian connectiontry and sort it out,Neutral
-3, yes  and theyll be meeting with the most useless russian owned weakest man on earth who could care less about them  that thumb youre showing take it out of your ass and do something,Negative
1, every school child is braver than you bone spurs,Positive
1, cool,Positive
0, maybe actually do something while youre there,Neutral
1, by bravest people do you mean the idiots you partied with that night or the brave people who experienced this shooting and still chose to tolerate your visit rather than punching you in the face like they all undoubtedly wanted to,Positive
-1, may the lord be with you and guides you throughout this visitation,Negative
1, i thought it should be  i am or im also working with and not am,Positive
-1, son of the gun have killed many innocent life,Negative
0, dont care  i am sure florida wants u to stay away  u r disgraceful,Neutral
0, these people should thank the fbi for their hopeless performance fbi to concentrate in doing your job and leave politics for congress,Neutral
-1, what are you going to do about gun control,Negative
8, today is a great day being president is a moral commitment to your people bc their main mission is to provide security and welfare to all,Positive
-3, youre a liar fascist racist mongrel worst a businessman who only loves the dollar over his fellow man shame on you,Negative
8, please get independent research done on the rogue goverment entity blm welfare cattle are costing big bucks and private citizens ranchers are using public land for private gain you claim to be fair nas said no overpopulation come on sir its common sense save the mustangs,Positive
1, impossible is to return the joy in homes mourned but you president can pay off the debt incurred by promoting control of weapons,Positive
1, oh im sure youll find time to golf,Positive
4, happy presidents day your greatest contribution would be to return the security to the children in the schools,Positive
0, guns  guns  guns      guns,Neutral
1, im waiting for you to simply say youre leaving one way for good never returning ,Positive
-1, why dont you leave for marshave a seat in the tesla,Negative
-1, yeah we know for a photo op despicable you,Negative
2, enjoy that disco party friday night bet melania suggested you find another partner,Positive
-2, your useless waste of men,Negative
0, you dont know how to work with congress so theres another lie,Neutral
0, hope your plane crashes,Neutral
0, no golf,Neutral
0, we know youre there for golf,Neutral
0,  they really dont want you there,Neutral
-2, lets get serious about banning assault weapons donald,Negative
0, mentally ill people should not be able to get a gun  you mr president reversed it it was in place  and if the fbi had of done their job then there would not have been a shooting,Neutral
-1, incoherent,Negative
1, we wish youd leave the usa can you help us with that,Positive
-4, resign resign impeach impeach timetobuyatinyislandandrelocate,Negative
1, how much money did you receive in donations from the nra,Positive
-1, impose russian sanctions,Negative
0, thank for your hardwork please dont forget the correctional officers of this nation,Neutral
3, mr president  you are so right on when you talk about mental health concerns in this country  i have been in the system for the past five years with my son n it really stinks big time  i would like to share my experiences with you,Positive
-2, ya a big smile and thumbs up at the hospital where children had been shot and some died ,Negative
0, your going because you want to play golf and throwing in for good measure the horrible episode of the shooting to make it like you care,Neutral
-7,  cancer kills not guns coal dust kills not guns cars kill rope hangsducttape plastic bags waterdo we stop all of these being made beer alochol kill more than moststop brewerys shut it all down  no people kill its the problemitems are notgolf clubs no people only,Negative
0, could you just please stop lying  youll never touch gun reform we know this,Neutral
-2, what fronts gun control more money and resources for mental illness a ban on assault weapons hmmm,Negative
-5, loser leave our children alone and stop using them for your own pathetic excuse asshole,Negative
2,  help me sir,Positive
0, dead people are not brave sir they are martyrs in a cause which benefit the self centreda cause which you sir defend so innocents may die ur sympathy is a insult to all the children who lost their lives please enroll your son in a regular school if you dont fear  his safety,Neutral
-4, the bravest people on earth have had their lives shattered as a result of lax gun laws which allow militarystyle assault weapons to flourish the lax gun laws are due to the influence of the nra which buys politicians  including you guncontrolnow,Negative
3, you cowardyou did not face the parents or students and you were right there you are an insensitive assholenot a leader of anything and i am embarrassed that you occupy the office of president you wont take ownership of anything unless it makes you look good you arrogant ass,Positive
-3, bullshit   bullshit  bullshit,Negative
-1, trumpoffers his condolencesa cheshire cat grina bigthumbs uptheres somethingreally wrong with this guy,Negative
0,  stop retweeting your own tweets,Neutral
1, why dont you just stay in florida and retire now,Positive
4, yo donnie most of these victims and teenagers staging a walkout will be  in  and be eager to vote you out of office their parents will be right behind them sit back and watch,Positive
0,  god bless you and your teams for bringing down the satanic deepstate,Neutral
2, great  go to florida and stay there no need to go back to washington well forward your things to youresign,Positive
-2, you were leaving for florida anyway  quit lying,Negative
0, fuckyou,Neutral
-1, youre a joke sad,Negative
0, and to go to a disco party,Neutral
0, florida wishes you would stay away and let us grieve in peace without your ego taking up all the space,Neutral
-2, trumps budget bill calls to remove  billion from mental health care clinics,Negative
-1, hoping you are going to work with congress to ban semi automatic weapons and bump stock,Negative
4, trump will meet again tomorrow with the victims and families of the parkland shooting for a listening  session which means trump will be talking all about how great he is and pausing only for applauding,Positive
0, not a job for congress we already have laws making it illegal to murder why would a murderer follow a new law we need to promote family values the sanctity of human life stop making these killers into icons address mental illness at a state level and return society to god,Neutral
0, i am very surprised when trump ment with the victims of the parkland shooting he didnt toss them rolls of paper towels,Neutral
2, they dont want to see you they want you to just do your job,Positive
2,  protect the schools and our children like the congress and government facilities are protected then figure out the rest,Positive
0, the pic you took shows just how pathetic of a person you are,Neutral
-2, obama passed strict laws keeping guns out of the hands of the mentally ill on day  of trumps presidency  trump overrode this bill allowing guns to be sold to the mentally ill,Negative
1, so what you got to offer besides thoughtsandprayers this time  thoughtsandprayersdonothing,Positive
6, the parkland shooter is mentally ill bragged nonstop how great and smart he is and wears a make america great again hat donald trump is mentally ill brags nonstop how great and smart he is and wears a make america great again hat and trump is just as dangerous,Positive
-1, you should leave to russia,Negative
0, you are a joke,Neutral
1, or more accurately stay again at maralago,Positive
0, port we need schoolcounselors we need more socialworkers and we need funding to be based not on testscoresive been saying this for years now will you listen to the american peopleim sure there are teachers here that agree who is with me,Neutral
0, thank you  for expressing this concern i am glad america is starting to finally wake up about this i shouldnt be scared to go to work we neeeeeed our tax dollars to go to publicschools not a border wall we are desperate for more sup,Neutral
0,  yes  on many fronts we know,Neutral
-2, dont worry about the left they had their chance to make change but we all know that the only thing they make is noise  for real though  what is with all the crazy in this nation  the mental hospitals need to stop fast tracking stays and monitor medicines,Negative
0, shall not be infringed bitches,Neutral
0, its nice youre going to see them but when are you going to do something about the gun laws,Neutral
0, when are we going to get real about mental illness and reopen the psychiatric hospitals ,Neutral
3, unlike   you are not brave historic or any way representative of good people,Positive
0, you would be going to florida  regardless thats what you do ,Neutral
7, thank you mr president we are proud of you we pray for the lords continued blessing on your family and on you sir bless you,Positive
0, they dont want you there  that was nothing but a damned photo op for you  you looked like a moron standing there grinning like a loon in the face of what happened,Neutral
-1, dishonest donny,Negative
-2, you are such a loser and a disgrace,Negative
0, is this before or after the big party at your house,Neutral
0, are u gay,Neutral
1, oh thank god ok everyone can come out now he cant grab any pussies now that hes gone,Positive
-6, words are cheap do something about tightening gun laws and stopping the sale of assault weapons you and your swamp people need to say no to being bought by the nra,Negative
0,  bs youre a moron who doesnt care about anyone but yourself here is your chance to really lead and do something that will prevent a tragedy like this from ever happening again but i think youd rather help russia avoid more sanctions just sad impeachtrump impeachthemoron,Neutral
0, no golf wawa was,Neutral
-1, i think you should go to hell,Negative
1, we are not welcomed here  dont come ,Positive
-1, also playing at least  holes,Negative
-4, what are you doing liar nothing except shooting off your liar conman mouth with the goal of political elections you will not get any gun regulations passed because you are in pocket of nra your bosses and russia liar,Negative
1, trump u have no hart ur  precent bull crap u dont care about the kids  its about  money and lies lies get rid of the guns  and u dont care about ur familey stop u screwed up atlantic city u never payed ur builders  i dont think u have any money or brains,Positive
3, ive never tweeted anything negative since my time on twitter  but i will nowyou are such an unfortunate idiot mr trump  if you care for america you will go away this was truly a great country until you came along  i do believe you are mentally ill and wish you the best,Positive
4,  now that we know russia was interfering in our election what are you going to do about it the quicker this is  addressed the faster the deserved criticism will stop no action wont workrussians,Positive
1,  and then i will go to the disco and when i get home i will tweet some really really hateful tweets blaming dems hillary bill obama dnc anyone who has ever liked a dem children of dems relatives who hv ever tlkd to a dem all other media besides fox news and dead dems,Positive
-1, fuck you,Negative
-1, probably because it wasnt too far out of your way to your vacation home you dont care if you cared youd make changes  stop being paid off by the nra youre the worst of scum,Negative
0, the ones that livedluckily,Neutral
-2, honestly folks before we go off and senselessly blame the government  the solution to these shootings and disobedience of the law starts at home,Negative
1, going to high school shouldnt require bravery,Positive
2, am also working with congress on many frontsreallyhowtweeting stupidities about congress doesnt amount to working with them,Positive
-2, that was lie  you spent  mins,Negative
0, the members at your southern kremlin,Neutral
1, the parents and families of those murdered children and faculty do not want to see you,Positive
-2, ban assault rifles and buy them back you may have to repeal your tax cuts for the elite but oh fucking well do something,Negative
2, yeah sure youre working but to what end or any,Positive
-1, how dare you use the pain of the people of parkland as your incredible moment of empathy mr trump you need to check into reality it is time to hold the gun manufacturers responsible for the carnage that occurs everyday in our country what school is next donaldtime for change,Negative
-1, maybe if you got off of twitter for once in your life and did something this shit wouldnt happen,Negative
-4, you actually have the balls to go to florida when you allowed this mentally ill kid to buy an assault fifle you are unbelievably cold hearted,Negative
-1, and to play golf eat too much and bang some more porn stars idiot,Negative
0, dont come back,Neutral
0, me president please stand your ground with all of the issues we as americans are facing daca the wall and of course draining the cesspool on capital hill lets see some positive results ,Neutral
-1, stayawaytrump please take your pathetic family to moscow where you scumbags belong,Negative
0, checking off another day of an embarrassing statement or behavior ,Neutral
0, something needs to change with selling those types of guns,Neutral
0, florida had a party five minutes after you left notfakenews,Neutral
0, you forgot to say playing golf,Neutral
1, another vacation,Positive
-2, i hope an alligator eats your dumb fat ass,Negative
0, which fronts exactly,Neutral
1, work on enacting reasonable gun control laws,Positive
1, playing playing playing laws are laws tough deal with it,Positive
3, again just stfu like right now,Positive
0, no one wants to see you in fl just dont bother,Neutral
-1, you are clueless,Negative
0, wju,Neutral
2,  you took blood money just like  and ,Positive
1, nice,Positive
-1, you are a bully  narcissist you will not be reelected i honestly believe you will not finish your presidency i hope it is retirementimpeachment or ill health however you ignore your gun laws at your peril potus,Negative
0, eff you youre in mara lamo,Neutral
2, i dont know seems like you went off the rails more than usual this weekend,Positive
-1, liar get rid of nra then you will have done something  think donny boy think,Negative
0, yes  cadet bone spurs meeting with actual brave people  i would refuse to meet with you as you are a despicable person and even worse potus,Neutral
-4, why cant u fire wray and rosestein the blood of those  people are on their hands they were too busy trying to set u up on russia bs to do their job millions spent on investigating u and nothing on cruz,Negative
3,     hopefully you will apologize for making the fbi tweet all about you,Positive
-1, grab em by the pussy,Negative
-2, you left for another taxpayers funded holiday at your resort you are a miserable pathetic excuse for a man and should be deeply ashamed of your moral vacuum,Negative
-1, fake,Negative
-2, assault rifles need to be banned you need to be a man and stand up to the nra give them back their money that they gave you now,Negative
1,  work hahahahahahahahahahahahahaha,Positive
-2, lets work on government contracts to weapons manufacturers to retrofit gun free zones with non lethal weapons and traps that can be remote controlled prisons shouldnt be safer than schools,Negative
1, im sure your going to get a golf game in or two as well  asshat,Positive
2,  and how are you working with congress  to garner more money for you and your agenda while sending out more useless thoughts and prayers to those directly affected by this and keeping the doors open to allow more of these tragedies,Positive
-1, coward,Negative
-1, liar,Negative
-6, you need to resign resign resign  you cheated on your wife you lie to the american people and your wife,Negative
-1, ban ar,Negative
4, it will be prudently responsible for all public schools in america to have security checkpoints at their main entrances so that strange unauthorized character may be bodyscreened before entry,Positive
0, make sure to give lots of thumbs up,Neutral
0, before or after golf,Neutral
2, really looks like you  your clown of a wife were in florida for your smiling photo op as  families struck with griefshock were calling funeral homes to bury their child you  your wife are  sick cookies ,Positive
0, is one of your topics gun control to keep our children safe in their schools,Neutral
-1, but really to go to mar a lago,Negative
0, allyoudoiswatchtv,Neutral
-3, another embarrassing day in america you suck and are destroying our country,Negative
0, another trip to your resort the american tax payers are footing dont you ever say a thing about obama again he was twice the president you are,Neutral
2, how was the disco party donald did you shake your thang bet that cleared out a space did you keep winning your own vietnam or has one of your trollops finally given you syphilis,Positive
0, u rnot doing crap nor will u ever,Neutral
-1, ridiculous combination of topics,Negative
-1, youre clueless ,Negative
0, working on your golf game ,Neutral
4, thank you so much for protecting our second amendment and constitutional rights ,Positive
0, happy sunday on behalf of most floridians i beg of you to pleaseresign,Neutral
0, what fronts,Neutral
2, this is your time to act presidential make changes that will matter no party lines do something good,Positive
-2,  ok we the people want answers to this devastating problem ,Negative
-6, thanks for calling out mental illness as a component of the gun violence epidemic  time to repeal the  dickey amendment  allow gun violence to be studied as a public health issue  repeal the dickeyamendment  repealthedickeyamendmentnow,Negative
0,  how about a gun amnesty,Neutral
6, why do people keep asking trump for answersanswers to what there is only one answer  if you are a christ follower then its god and really the answer for everyone is god in my opinion and in his but he gave us the option of choice of what we want use it wisely,Positive
0, you da bomb trump,Neutral
0,  if your people hate you we love you here in morocco donald,Neutral
3, they made it pretty clear they dont want you there good for a photo op i guess then you are  off to your resort and how much is that costing the american people why not release those figures guncontrolnow locktrumpup,Positive
0, gidiin olsunda dnn olmasn,Neutral
0, youre going to play golf,Neutral
-1,  days before school shooting in florida  dead the trump administration proposed cutting  in federal education programs meant to help prevent crime in schools and assist them in recoveries from tragediesspare me your thoughts and prayers policyandchange,Negative
-2, washingtonn dc does not have a clue about mass shootingsliberals want gun controlrepublicans want mental health reformamericans have owned guns for over  yearsthere have been mentally ill for thousands of yearsthe one area that is new is extreme liberalism,Negative
-4, youre nothing but a liar and a bullshitter  a sad shell of a person resign,Negative
-1, failure on your part all around,Negative
0,  no one cares to see you trump you killed these people,Neutral
0, stop lying your going to golf we all know that you spend more time on the golf course than you do in the white house cmon man put doyen your big mac bucket of kfc and diet coke and do your damn job is that how you maintain your manly figure by drinking diet coke,Neutral
-2, how odd calling teenage victims of a slaughter with an nra approved ar brave at least you acknowledge howtheir lives are shattered  working with congress doing what,Negative
2, why dont you just stop with the tweets you make yourself look like a bigger fool with every tweet you send just shutup,Positive
2, why dont you just leave we can deal with the rest,Positive
-1, since this country is spiraling down anyway do we have to continue to kill one another on top of it cant the greed corruption and fraud be sufficient enough come on,Negative
2, what are many fronts how about if you explain how much money you took from the nra,Positive
1, i stead of a meaningless photo op why dont you do something positive like proposing an assault weapons ban such action by you might go along way towards legitimizing your presidency,Positive
-1, nra stooge,Negative
0, havent you heard they dont want you there,Neutral
0, ive got a  that says  couldnt find his way to congress to workon many frontsamindisaterriblethingtowaste nraownstrump ruskisownnra unfitforoffice russiacollusion,Neutral
-1, let me know when you leave for mars,Negative
3, get real you were leaving to go to mar a lago yet again you were going to go on yet another vacation and did a drive by so you could look like you cared,Positive
-1, oh really why dont you tell us about some of that work youre doing dont worry about boring us with the details wed love to hear some details try to give us a sense of the complex issues youre wrestling with and a lot of things doesnt count as details,Negative
-2, big pharma pays big money ensuring we focus on guns during a mass shooting instead of the side effects caused from psychotropic meds they make and push  its not a gun issue its a psychotropic drug issue  all mass shooters were on these drugs at the time,Negative
-1, more golf and pretending to care,Negative
-1, shame yourself,Negative
-2, no youre not workingyoull be playing golf and hosting parties  stop lying you monster,Negative
3, well perhaps you can look at laws that allow those under  when they legally are an adult stop buying guns as well as looking at how the fbi does not follow up leads,Positive
-1, does that include a round of golf and some additional finger pointing with your tiny little hands,Negative
0, they dont want you there,Neutral
-2, lying hypocrite,Negative
1, watch online live  the no hd streaming  online  subscribe now       here,Positive
-2, a well regulated militia needs to be well regulated us regulations should be the best  the envy of the world the safest citizens with the least mass shootings gun v gun fire v fire is a war tactic on your own citizens protect them unregulated chaos isnt law  order,Negative
1, you went to florida to charge taxpayers for your stay at maralago you only visited those victims willing to give you a photo op,Positive
0, yes,Neutral
7, thank you oh mighty leader for being such a caring president god really did grace when his divine intervention installed you,Positive
0, please reopen an establish all state mental health facilities closed during reagans administration,Neutral
1, ok that was  hrs the rest of the time was partying and goofing off as usualincompetenttrumpputinsgirlmuellertimeimpeachtrump nratoolliarinchieftreason,Positive
-3, stay home  they dont need your insincere bullshit  why didnt you show up for the other  shootings,Negative
2, god bless america and those families,Positive
-1, like you would know how peoples lifes are shattered your the cause of hatred in these times,Negative
-1, enjoy golfing you fat bastard,Negative
2, thank goodness,Positive
0, you will still be taking your orders from the nra they own your ass,Neutral
0, please get something done  its too much,Neutral
-3, leave the gun law alone have the people release the  patents we know that hilary was a patent lawyer and stole and suppressed them,Negative
-2, you wanna talk about lives that are shattered lets talk about the many homeless people who you arent bothering paying attention to because you a pretentious stuck up cheeto,Negative
0, is gun control on  the list of things to be done  you have the opportunity to do something here,Neutral
1,  well lets categorize the  ar as a hand gun and raise the legal age to own and purchase a gun to  booze is  so guns should be as well voting age should be  as well ,Positive
1, how about getting off your golden shitter and do something to help this country rather than twittering like an idiot and hiding on your golf course the world is laughing at us and thats all your doing you are unfit for office and all your followers are nazi morons,Positive
2, how many golf rounds americans could save  million a week if you didnt take a vacation every week,Positive
0,  get them over compensated politicians off their asses and do something,Neutral
1, hopefully this will give you a eye opener on putting in gun laws ,Positive
0, im not going to hold my breath think you said the same thing after las vegas,Neutral
-3, the lawyer that  put her arm around that monster crews should have to help dig the graves of the  dead ,Negative
3, you are a great president thank you,Positive
0, little hands little mind  who you kidding you went to florida not to see the victims but to spend the holiday at your rich kid club,Neutral
2, i think people who want comment about freedom of speech and guns makes no difference tell me the killed populations between both see who got the higher score,Positive
-5, youre a dumb fuck no gun control maybe the fault of obama again poor usa,Negative
1, actually you went to florida to do what youve been doing almost every weekend of your illegitimate presidencyhang out at your resort at the expense of american taxpayers if you wanted to continue living your ultrarich luxurious lifestyle you shouldnt have ran for potus,Positive
-2, demand congress for gunreform now no private citizen needs to own an assault rifle dosomething,Negative
1,  im extremely dissapointed that u would allow the    special counsel to come out with this bullshit story about russia meddling because u prefer to tweet ur exonerated  grow some balls these indictments r a coverup for hc  you know it  million in fb adds is not meddling,Positive
7, come up with a universal health care plan with bernie  and talk with jeff bazos warren buffett and jamie diamond about the nonprofit health coalition they are starting this is an area that provides the best opportunity for a big win,Positive
-2, you avoided the outspoken voices of the students in parkland you avoided confronting those voices you ran like a little bitch your behavior in the hospital was said to be inappropriate youre doing nothing to help these people you and congress suck,Negative
2, real news trump only works to make money for his businesses americas most inept president ever and white america ignores trumps stupidity his nasty comments and past infidelities shameful,Positive
0, everyone knows you you ended daca,Neutral
-1, how was the after party looks like you were having a crazy time down on florida party time,Negative
-1, bullshit youre going to a party at whorealago,Negative
0, so you are meeting with the nra  or are you meeting with russian mobsters at your disco party,Neutral
0, are there more russians here,Neutral
0, mr president what do you think about the fact that the fbi was warned about it and didnt do anything to prevent the event from happening,Neutral
1, guncontrol is a marxist agenda the real cause of school shootings is progressive minded people culturalmarxism has created killers by perverting the minds of our youth with antichristian and pro hedonistic secularism propaganda we need libtardcontrol not guncontrol,Positive
-3, you dont work with congress you demand bribe bully and blackmail them,Negative
-1, what about the victims idiot,Negative
0, you just want a photo op you are sick,Neutral
7,  all we need is jesus guns become glue when we purify the land water boarders seas thank god for our president the st lady has to go shes not pure but you oh great king maga,Positive
-1, ur mum gay xd,Negative
1, how convenient it is that maralago is also in fl,Positive
-1, nobody really cares what you do youre an idiot,Negative
0, what fronts exactly,Neutral
0, find a loophole in the posse comitatus act and save our children this will also deter drugs and other issues our children face build up our military and allow them to take charge,Neutral
2, mr president have general matis upgrade his military and have one armed soldier thoroughly screened posted at every school in our county make a great deterrent for these idiots planning their massacres but also be able to neutralize the threat if it happens,Positive
0, please youre golfing,Neutral
2, its sunday clearly executive tweet time rather than working with congress time must be at the winter wh without daycare,Positive
-1, go fuck yourself your no use in florida,Negative
0, and then play golf attaxpayer expense again,Neutral
-1, you would not meet with students meet sarah chadwick coward in chief,Negative
0, how much paid the nra to you or your campaign shameoneyou,Neutral
0, marchforourlives parklandstrong,Neutral
0, there is this ,Neutral
-1, nd amendment guarantees st amendment  outlaw gunfree zones where people are left to be sitting ducks,Negative
0, they didnt want you there,Neutral
2, when do you work only when stuffing your pockets with the money,Positive
0, you do know they hate you right,Neutral
0,               ,Neutral
-1, how many fronts many very trust me bigly these are the words of the snake and ignoramous,Negative
0, lol what a joke,Neutral
3, one of the survivors saidyoure the president youre supposed to bring this nation together not divide us how dare you children are dying their blood is on your hands because of that please take action stop going on vacation in maralagotake action work wcongress ,Positive
7, nd amendment with common sense if civilians can have assault weapons why not grenades or bombs common sense can help save lives protect the right to live and be safe,Positive
0, and then go to the discotek,Neutral
1, work with congress for better mental health care not just to keep guns out of hands but ability to get treatment and medication they need mental illness is an illness the govt tries to downplay,Positive
3, you will soon learn how brave they really are,Positive
