Sentiment_Score,Tweets,Sentiment_level.score
1,  i believe  comes before  you just tweeted you hadnt decided to run before  omg did you just tell a lie,Positive
1,  you were just saying couldnt be and yet it could  or was ,Positive
1,  oh boy its like you cant remember anything past your ass sowhen did you decide to run in  as stated here or after  as stated in your other tweet i love how you just out yourself constantly,Positive
0,  ummm ,Neutral
1,  this tweet did not age well,Positive
1,  maybe the russian efforts began at the same time as the journey to maga you should check your timelines comradetrump ,Positive
-1,  waitbut you said you werent thinking of running until much laterwhat is it liar in cheif,Negative
1,  obamas tweets get over k likes without even trying ,Positive
0,    ,Neutral
-1,  you contradict yourself constantlyreread what you tweeted todayyou are so screwedtrumprussia mueller,Negative
-3,  so before  this is confusing other tweets by you indicate you were not involved in such activities when the russians got busy w our elections are you forgetting your lies muellerinvestigation russia,Negative
8,   yes the russians waited until you were committed to standing for president and then you and your campaign made a deal to get their help to win they had kompromat on you to ensure cooperation and you got help in battleground states simpleyou won but soon you will lose,Positive
1,  so you decided to run on maga as far back as  you registered maga in the russian indictments that say they started their interference in   you going to meet some russian pals at cpac or just run of the mill white nationalists trumpcrimefamily trumprussiacoverup,Positive
0,  so you were thinking of making a presidential run after   thanks for clearing that up,Neutral
0,   so then your excuse about no russian influence in the election since your campaign did not start til  is just more of your bullhit ,Neutral
-1,   fuck face shut up,Negative
-1,  listen dude i keep telling you when it comes to you you keep spelling that hashtag wrong for you its maggot,Negative
0,  you said that you had no idea youd be running even in which one is the lie,Neutral
0,   see you in muellerville,Neutral
0,  ok not  then is that what youre saying,Neutral
0,  hmmmmm  you say ,Neutral
0,  trumpturds can eat shit and ,Neutral
-1,  you will be rotting in jail by november,Negative
-1,  seriously drumpf cant keep track of his own lies day  days after this tweet he scolds the press  not saying that the russian group was formed in  long b his run  president even he didnt know hes his own leaker resist trumprussia trumpcon itmfa,Negative
0,   hes runningand the russians knew it,Neutral
1,  poor dementia don he just cant seem to keep his dates straight but guess what the nevertrump movement will dont stress about it we got you,Positive
0,  so you starting running in ,Neutral
0,  so was it way after  that you knew youll run for president or way before that hmmm acid,Neutral
-1,  i thought you werent running prior to russian involvement prior to  smh god you are so stupid and youre  anything but a conservative,Negative
-1,  inconvenient,Negative
-1,  can he really be this stupid,Negative
-2,  maga is bullshit america has always been great and you crying that it isnt is the act of a traitor,Negative
-1,  anxious about something,Negative
0,  ummm you just tweeted you didnt decide to run well after your lies are wrapping around your chubby little legs,Neutral
-2,  so by  when the russian conspiracy to influence or elections began you had already decided to runyoure really really bad at this shitstain,Negative
0,  but you didnt announce until after  see your previous tweet so what is it you were preparing to run in  so your russian pals would have know this or you didnt unofficially announce until after  when your russian pals were not interferinginfluencing elec,Neutral
-1,  so  now is it kinda blows your russia started in  before you ran argument out of the water dont ya think,Negative
-2,  wait  i thought you doesnt decide to run until after   im so confused well not really no confusion over the fact that youre a traitor mcmaster says russian influence incontrovertible,Negative
-2,  you are a traitor and will die in prison,Negative
1,  you just tweeted that you werent running in which one is it,Positive
1,  so you admit you started to run when the russians started helping you huh,Positive
0,  funny   days later you claimed you never got the idea to run until   ohwhatawickedwebweweave,Neutral
0,  so it began in  so your russian overlords were helping you in  another trump lie exposed this senile shithole cant keep his lies straight for even  hours,Neutral
-1,   days later he claimed it didnt start until donny has a brain disease,Negative
-1,  more proof of your lies dumpy,Negative
-3,  collusion collusion collusion,Negative
2,  he just cant help himself breadcrumbs anyone ,Positive
0,  youre just bound and determined to implicate yourself arent you,Neutral
1,   i was wondering whether you picked a chef for the event i had a tip yesterday that putins chef is available check him out,Positive
1,  you have no friends only victims,Positive
1,  but i thought you didnt decide to run for president until after ,Positive
-1,  idiot,Negative
2,  trump wants to overhaul americas safety net with giant cuts to housing food stamps and health care ,Positive
0,  after what you have done to our country we will be forced to make america great again such a sham you are,Neutral
1,  sounds about right the russians and putin ramped up about the same time  what do they really have on you,Positive
0,  i thought you said you werent involved in anything related to the presidency till ,Neutral
2, nypd first responders who are going to border wall despite the terrible deal made by president jimmy carter about me   said strong leader,Positive
0,  hey dotard remember this really you and your followers dont remember what you said a few days ago ,Neutral
1,  will vlad be attending,Positive
-1,  moron,Negative
0,  hey mister mueller  america knows you have this tweet by the donald,Neutral
0,  so you were starting your run before  so you have been working with putin since then collusion so much,Neutral
1,  whoa  ya dont say  ,Positive
2,  waiiiittttttt  a few days after this tweet when the russian indictments came out you tried to portray  as well before you were runningthis is your own admission that it was known you were going to run well before russians started interference campaign,Positive
0,  well look at this tweet your journey began in  russia interference started  so your most recent tweet was a big lie,Neutral
1,  the journey to russia began in  ,Positive
0,  yesmrpresident,Neutral
-2, the fake  fraudulent news media is working hard  uswomensopen in bedminster nj tomorrow,Negative
-1,  and the russian interference began when,Negative
0,  faggot,Neutral
0,  sad truth ,Neutral
-1,  morons are governing america,Negative
0,  follow ,Neutral
2, millions of people feel the economy doing record numbers we will adolph ochs to give the dnc  times for author of phony book,Positive
1,  youre such an idiot pretty sure mueller has this too ,Positive
-1,  so much for your campaign starting after the  russian interference ,Negative
-3,  lmao cadetbonespurs  is his own worst enemy he cant keep his lies in order lmao,Negative
0,  funny how nikolas cruz loved to wear your maga hats in his selfies,Neutral
0,   follow the rubles,Neutral
-1,  oh look idiots sprinkling more timeline  evidence on the internet lol  sex predator traitor weve all got this from  too  ,Negative
2,  ghost of the stable genius futuretreasonoustrump ,Positive
0,  today you said it didnt start until   how long before you delete this tweet,Neutral
0,  i dont understand because today you tweeted that you started the presidential campaign after  when the russians began their operation thoughts,Neutral
0,  hey trumpypick one ,Neutral
-1,   treason weasel you are goin downhill faster than chloe kim ,Negative
1,  hmmmmm yet today you said it didnt start until after  you cant even keep your own lies straight maga,Positive
0,  so  you say mmmm,Neutral
0,  you are not capable of making america great you are driving our wonderful country down down idiot moron imbecilebozo the clown worst president ever,Neutral
-1,  when are you going to impose russian sanctions,Negative
1,  so russia had you scoped out as their chosen puppet ever since  then interesting,Positive
-2,  please drain the swamp now,Negative
0,  i thought your campaign didnt start until  and therefore werent in collusion with russia but you just said here it started in ,Neutral
1,  this tweet didnt age well and its only four days old ,Positive
-5,   when are indictments forthcoming for the deep state criminals the american people are sick and tired of the witch hunt going on with muellerinvestigation lets draintheswamp we are sick of the crime,Negative
-1,  nra gave you  million russia  not a hoax as you described it ,Negative
4,       fbi veterans noballsdonniemuellerindictmentstrap is set russians indicted for interfering in us elections donnie will soon feverishly tweet hes innocent muellers will soon provide added surprises ,Positive
-2,       womenshealth irs fbi veterans law veteransagainstthenra parklandstrongafter hearing mueller announced indictmentsregarding treasonous donnies russian buddieshes getting closer ,Negative
-1,  how bout that russian inference and indictments,Negative
4,  the best president ever in american history is president trumpjust love him,Positive
5,  fourteen months before he was elected president donald trump vowed that the country would never again run a  billion budget deficit in the first budget cycle fully under their control trump and the republicanrun congress will run a deficit that will top  trillion,Positive
0,  thanks,Neutral
0,  is this a secret club for dotards and shitholepresidents,Neutral
-1,  hate you so,Negative
-3,  say screw the nra and fix the gun laws ban assault weapons,Negative
4,  so try this for size you run a chain of hotels built with bailout loans and a line of credit from a russian bugmaster such generosity youre a happy cockroach in a golden roach motel,Positive
0,  you have no friends  fake news,Neutral
-1,  morons are governing again,Negative
3,  wasnt that just after you started borrowing money from russian banks because no one else would lend to you interesting,Positive
2,  please be safe sir    maga         maga,Positive
0,  i will follow you please come to mooresville nc dont forget us over here maga ,Neutral
2,  what do trump and president bill clinton have in common  theres a dress  lolol,Positive
0,  meh,Neutral
0,  take lessons from your wife show a little tact,Neutral
0,  ew yet another thing you will fuck up,Neutral
-4,  maga mueller aint going away cannot wait to see your fat ass in an orange  hey look matches your face jumpsuit being bubbas bitch,Negative
-1,  manipulating americas gullible assholes,Negative
1,  woohoo awesome cpac,Positive
0,  whats your opinion on  ,Neutral
-1,  maga arent you ever fucking happy after all you havent done bad for a colony,Negative
0,  say hi to richard spencer for me,Neutral
-3,  the only way to maga is to get rid of you resign now you sorry loser,Negative
1,   fines and penalties against wells fargo bank for their cooperation on many issues including economic growth terrorism and security for our country,Positive
1,  you wearing the hood this time  just asking for a friend,Positive
1,  bet youll  enjoy connecting with all of these people ,Positive
-1, off subject deepseated bedrock and corrosive soil conditions will work against a border wall lets think horizontally coyotes smuggle people and contraband across the border through tunnels  why cant we build a tunnel system parallel to the border many advantages,Negative
0,  ulan amerika ulan erefsiz lke ulan erefsizler ordusu imdi mi kullanyorsunuz bize kar hesap,Neutral
3,  trump and pence confirm appearance at cpac  along with nra spokespeople wayne lapierre  dana loesch wednesday february    saturday february  gaylord national resort  convention center waterfront streetnational harbor md  ,Positive
5,  make the pharmaceutical companies cure ms  dollars per month per patient they will never cure it ,Positive
0,  oshisiosiijsijdksisoisuswsoswwsduodueeewsussusuodsossswowyossssswssssssowssssoesi,Neutral
1,  and it will end if you make a deal with the hateful deceitful democrats to give two million illegals citizenship i for one will not vote for anyone who votes for this period ,Positive
1,  look at who else will be there ,Positive
-1,  the only way to maga is for you to resign and take your whole corrupt regine with you  america was great before you arrived its not now,Negative
4,  congratulations on recent improved twitter tone  content  good news for conservatives and others   countryoverparty,Positive
-1, us  explained that the people get it which is losing s of billions of dollars more on presidential election than i did,Negative
0,  have you built a rotating door yet for all the people leaving wh  no security clearances s of key positions unfilled doing to usa what you did to all your businesses bankrupting her i long to see you take the perp walk in front of the press you call fake news imposter,Neutral
0,   youre a dickhead,Neutral
-5,  i am so tired of trump tweets trump news trumpscandals i can hardly wait till you are brought up on charges dont worry about that russian thing penalties for moneylaundering much stiffer youve skated by criminal prosecution for decades doj finding out everything crook,Negative
0,  go enjoy your most beautiful chocolate cake in the world while you send commodities to hungry families dried spaghetti and peanut butter grocery stores will take a huge hit but youre short sighted abomination of a man that you are disgusted ,Neutral
3,  the journey to impeachment began when your son met with russians in trump tower your national security advisor became compromised and you continuously obstructed justice,Positive
-1,  fuck you all,Negative
1,  say hello to your russian friends watergatewithrussiandressing history repeats the old conceits  the glib replies the same defeats  elvis costello ,Positive
2,  wow we must be a nation of crazies led by one ,Positive
-3,  ban assualt weapons close loopholes vote out who doesnt,Negative
-1,  yawn,Negative
-1,  take that dirty money you pig,Negative
4,  we are hoping you reconnect with mueller before convention your willingness to be interviewed under oath is clearly fake  something u wont do bc your attorney have instructed no to do so ,Positive
0,  yup maga ,Neutral
-3,  chemtrails are real see pics now in delaware look up its poison u can see particles we breathe in its cancer please who is doing this why    glenbeck can we shoot them down its russia china    dems behind it shootdown ,Negative
1,  conservatives are leading the destruction of the us  you are all traitors to democracy  you are all kochsuckers,Positive
0,  americandreamersfirst maga enddacanow noamnesty deportthemall endchainmigration buildthewall secureourborders maga americandreamersfirst maga enddacanow noamnesty deportthemall endchainmigration buildthewall secureourborders maga dontcaveondaca,Neutral
2,  no one will ever love you,Positive
-1,  you have no respect for the rule of law and think yourself above it you seek to destroy the doj in your frantic attempt to coverup your illegal activities moneylaundering is going to be your downfall criminals should not be able to run for office,Negative
1,  this is a classic you smelt you dealt it or someone with experience in getting or giving syphilis using a life lesson in an angry tweet maybe even a freudian slip lolu libtards shud start watching the country heal instead of constantly mouthing off you lost its been a yr now,Positive
0,  schneidermans suit alleges that the business was warned by the states education department as early as  that it was violating state law by calling itself a university but nevertheless continued to do business under that name for five years,Neutral
2,  in  the new york dept of education demanded that the name trump university be changed since it was misleading  in violation of the states education laws according to the new york daily newstrump university was subsequently renamed the trump entrepreneur initiative,Positive
-4,  fuck off bitch enough of your bullshit and your lies absolute fucking disgrace you are why dont you just go join your russian overlords bitch go fuck yourself twitler,Negative
0,  trumpuniversityfraud was a classic bait and switch trumpunfitforoffice swindler baitandswitch ,Neutral
2,  how you react to the socalled housing bubble is a barometer of your business personality  socalled obama saved us from predators like you ,Positive
3,  people have been talking about the end of the cycle for  years and im excited if it ishe told the globe and mail in march of  ive always made more money in bad markets than in good markets moneylaundering trumpunfitforoffice trumpazerbajian trumpsohofraud ,Positive
9,  trump counseled trump university students to take advantage of the housing bubble as an investment opportunity and said just a year before it burst that he was excited for it to end because of the money hed make excited for america to fail so you can profit greedytrump,Positive
2,  you profit from the pain of people you wanted the bubble to burst it did president obama saved usa from the great recession you took it as a business opportunity coldblooded ,Positive
5,  i sort of hope that happens because then people like me would go in and buy the billionaire businessman said in a  audiobook from trump university published bycnn people like me would go in and buy like crazy financialpredator,Positive
3,  you are not for the people you wanted the housing market to crash so vultures like you could make money off of the tragedies of the same people you profess to represent you love one thing money ,Positive
1,  tigersthe wall street eat people and central banks in the worldfunny,Positive
-2,  look at what obama inherited from years of corruptgop high unemployment rate in   million homes lost doddsfrank protections you want them gone charade ,Negative
1,  actually the journey to make america great began  when obama pulled the economy out of the toilet look at the economy in  you said goldman sachs should be investigated start with mnuchin exposetrumplies ,Positive
0,  america was great until you started with your bullypulpit maga many americans getting appalled by your moneylaundering fraud derelictinduty how many people are seeing classified intel without security clearances  ,Neutral
1,  you have no friends so who do you think youll be reconnecting with  your mind is going more quickly that any of us had hoped,Positive
-5, sorry djt  i really had to blurt my thoughts out about what our news coveredi know they do it to tarnish yr imagethats what makes me so angrywhy is the truth so goddamn hard for people to tell i really hate the false illusion in our world respect to you potus,Negative
0,  do you know whats really pissed me off todayi live in new zealand  tonight on our main tv newsthey did a story about the blonde porn star  you know who why the hell hasnt mainstream media covered obama  killary for all their evil acts,Neutral
0,  cartoonpresident ,Neutral
2,  barack obama  million tweeter followers doubles you and hes just a citizen,Positive
-1,  so partisan remember domestic violence isnt a partisan issue its an american problem that does not make america great support the victims at face value stop making excuses for the spouse stop wishing a beater well deal with your accusers of sexual predatory behavior,Negative
7,  weve seen the light at white house and ready to trigger all african american youths discover reason to follow this light to make our world last longwere looking forward for your empowerment to knockout democrats with the power of articles,Positive
0,  joke,Neutral
0,  the real journey to maga is when you are impeached you vile divisive narcissist impeachtrumpnow notfitforpotus,Neutral
0,  see yaa,Neutral
2,  yes mr present you can give the one  to  percent a tree in and a half dollars tax break but you cant put metal detectors in the schools protect our kids way to go mr donald trump,Positive
1,  trump likes to get support from southern statesall score lowest on every measure for quality of life issues health maternal  infant mortality education housing education race to the bottomwants to bring everyone down,Positive
0,  zuma has gone now the other idiot prez needs to resign and the world will be a better place,Neutral
3,  u know that u werent president in  right technically ur not even president now youre putins bitch i think that called being a russian mole traitor can we call that treason why not lets just call it treason to quote donald trump as u enjoy the rd person,Positive
2,  you meant to say you want people to sit around a table and sing your praises right  thats all you need  tell me please who does this  ive never seen nor heard of any other president doing this  you know the world laughs at you every single time dont you,Positive
-1,  what does maga mean,Negative
0,  make america better and leave the whitehouse,Neutral
1,  you owe america an apology,Positive
2,  big money should not be bankrolling american leadership who do you work for,Positive
-3,  please donald help case in louisiana against boots stanley and steven sadler dog cruelty murder,Negative
-1,  you are disgusting resign lil don,Negative
1,  isnt that the white nationalist dog whistle show,Positive
1, montgomery alabama uttered one word that changed history,Positive
-1,  i saw the maga hat on the florida school gunman sad ,Negative
0,  if you want to do something monumental change the gun laws  havent we lost enough children,Neutral
0,  dork,Neutral
7,  im sure they will all be happy to see you after what you just did for those who live in the top  the rest of us know what a scumbag you are ,Positive
0,  please look at the   cap for social security ssi that hasnt been updated with inflation for the past  years,Neutral
-1,  a gaggle of viles that make patriots want to gag,Negative
0,  muelleriscomingforyou trumprussia trumptraitor liarinchief resignnow,Neutral
4,  just read s vanity fair story holy crap you sound like a total coke fiend sniff sniff  no potus is not right never trust a junkieffs the only person who could serve as an effective cos in this wh is  shed straighten that dotard out ,Positive
-2,  wear your cheap red polyester foam hats made in chiiiina with the pride that screams racists mysogenist pro sex assault pro domestic violence anti environment corporate greed in bed with putin and we dont need no security clearances cuz our picks cant get them anywhoo,Negative
0,  military used an m not an ar they never have used an ar,Neutral
-1,  cpac sucks,Negative
-1,  bunch of fucking turd in a shithole   please god some flush  the stench of failure,Negative
0,  el,Neutral
0,  fake president muellertime trumprussia,Neutral
0,  fuckthenra,Neutral
1,  there is absolutely nothing great about what youve done,Positive
0,  maga ,Neutral
1,  yup you need your daily dose of praise and adoration,Positive
3,   our most precious right as americans is in danger a foreign government has hacked and will continue to meddle in our elections you must act now to fund  assist every state to protect our right to vote defend the constitution stop the cyber attacks on us polls,Positive
0,  nazis in parade maga,Neutral
1,  going to hobknob with your corporate friends so they can tell you what they want you to do tell the koch brothers hello,Positive
0,  guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow guncontrolnow saveourbabies,Neutral
-1,  resign ,Negative
3,  how many of your russian comrades will be there to celebrate with you,Positive
0,  all who aid you in stealing our democracy is complicit,Neutral
0,  djtifs,Neutral
3,  instead of money for a wall or parade  why not put the money in the schools for metal detectors make our schools safe again,Positive
1,  just about the time you started the non stop tweets about obama,Positive
5,  mr  president im a soldier who is disable n retired what i want to know is why as the warriors of our country is thrown away n illegals welfare queens terrorist get help right away n given everything without working i would like a answer back or call,Positive
2,  what took you and your pacs seven years millions of dollars and s of lies vladimir putin accomplished all by himself in  monthsno wonder you want to grow up to be just like him fucking traitorous lobby lizard,Positive
1,  fbi cabals are the biggest national security threat not other innocent communities,Positive
2,  make sure you pay out of pocket to hang out with friends or go to a political rally,Positive
-1,  thanks i look foeword to it i would do anything to make this a priority i have been put though hell and fighting for my life this is the united states please ill do what u need me to do to make a differance thanks mr presadent donald j trump happy valentines,Negative
5,  mitt romney donald trump is a phony a fraud his promises are as worthless as a degree from trump university hes playing members of the american public for suckers he gets a free ride to the white house and all we get is a lousy hatthe list of fans is endless ,Positive
-2,  it began in  and has been going downhill ever since see you in hell ,Negative
0,  uh oh  happy v day little tinkle man  i can tell all now says stormy daniels after trumps lawyer admitted  hush money payment to porn star over sex claimsread more ,Neutral
0,  cpac welcomes wh mongers and wife beaters with open armsso sad,Neutral
-1,  fuck you maga when you are impeached dickhead,Negative
0,  magazine,Neutral
0,  cohen must be a big fan,Neutral
2,   man why you paid that money to the porn star show proof it was your funds how can trump betray his family like this and you cover it up,Positive
-2,  did you mean maba make america bigoted again,Negative
0,  stormy daniels will be holding a press conference near the wh to discuss your extramarital affair,Neutral
-1,  abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief outraged,Negative
-1,  abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief abuserinchief outrage,Negative
1,  how many people of color were involved during that process from cpac to maga how many women you are highlighting the old guard here instead of being inclusive its time to change and were going to leave you all behind,Positive
-2,  kick those liberal democrats in the butt and tell them your the president your the boss and your not taking anymore of their bs get that wall up at all costs and get the people that dont belong here out first priority,Negative
0,  russia,Neutral
-5,  playing on nostalgia is pathetic when you actually remember that the old days were horrible maga your ass to prison traitor,Negative
-2,  you know your wife is going to divorce you cant wait for her book release,Negative
0,  need reserve for prostitutespart of campaign,Neutral
1,  and we look forward to seeing you in an orange jumpsuit with barbwire surrounding you,Positive
2,  lying thieving scumbag trump has released his  budget and it proposes  trillion in cuts to social security medicare medicaid food stamps student loans and so much more,Positive
2,  btw trumpetts ask your fucking fearless leader why he had  secret meeting with the russians the only way we found out was by finding it in russian mediaso what the fuckwhat about the russian spy who was sanctioned not to come herehe was in washington thocame and went,Positive
1,  dont worry donny youll be in serious legal jeopardy by then and will be exposed as the fraud you are to the very people that support youwhen their own kids that work for intelligence agencies tell them what we already knowyoure toast,Positive
-1,  liar,Negative
0,  use this ,Neutral
0,  who is paying for this,Neutral
-4,  you are a cunt and a  piece of shit you lie with each breath you take if you were a dog i would have put downbecause you spread your hate like rabies,Negative
2,  youll be heading there after your personal lawyer openly admits he paid off a porn star on your behalf just prior to the election how will the talibangelicals respond another mulligan,Positive
5,  we can probably make america great again and help pay for many programs by sending you a harvest box to live off of for the next year our tax dollars paying for your obvious bingeeating are a tremendous burden harvestbox ,Positive
0,  no dont run again unless you are running away,Neutral
1,  what deal  millions for your insane parade go setup a gofundme account i am sure the cult clans will fund you,Positive
0,  trump is going to bankrupt our country even greedy ceos see that ,Neutral
1,  democratic party intentional conservative nature does not build america,Positive
-1,  hey tough guy no tweets on rob porter,Negative
2,  president trump if you would cut down on fraud with food stamps and medical you wouldnt have to feed people out of a box what about food allergies picky eaters kids maybe you should open wholesale stores where people can go and shop with a link card nofoodbox,Positive
1,  i hope one of your friends stabs you multiple times and kills you,Positive
1,  seems like cpac meets a lot  dont these people have jobs,Positive
-2,  hey donald news flash the cpac folks hate you too soon as they get what they want theyll throw you under your train,Negative
0,  although why aint nobody talking about the russia world cup,Neutral
4,  was that around the time you wanted to build a hotel in russia the trump regime is trying to become a real life hunger games movie bet you would like it to also be like the movie the purge eagerly awaiting your impeachment this wont go well for you trumprussia,Positive
2,  thank you mr president,Positive
-2,  the country must drain the entire swamp and trump is the swamp and gop is its alligators draintheswamp,Negative
-4,  president trump will do anything to kill gwen because im the one that complained to fbi  dept of justice about the sexual misconduct assault  battery cyber misconduct exthortion  discrimination   of the time pres trump tried to kill me  times last night doj indict,Negative
3,  watch the scumbag lying sexual assaulter racist putin sex toy lie trump promised over and over to save medicare medicaid and social security will he ,Positive
1,  have you fired shulkin yetmagadraintheswampresistveterans affairs chief shulkin staff misled ethics officials about european trip report finds,Positive
-1,  maga donal has one again demonstrated that he and his supporters are imbeciles the gop is finished thanks to donnie the bump,Negative
0,  a dotard in his dotage,Neutral
-2,  everybody hates your bigly girther ass donny,Negative
1,  what decade would you cite as to when america was  great  maga,Positive
-1,  yo my niggs why you cant pay for the wall you get billions of dollarswhy you messing with people that strugglingyou have made it harder for people even of color you retarded bitch,Negative
-1,  the constitution contd offences against the law of nations to declare war grant letters of marque and reprisal and make rules concerning captures on land and water,Negative
-4,  deport trump to prison   now thats america  keep immigrants and dreamers kick trump and his criminal regime to prison  rico laws broken by traitor trump ,Negative
-2,  cpac aka kkklite neonazis posing as conservatives while trying to become theocrats and opposing religiousfreedom for anyone not of their twisted beliefshypocrite,Negative
1,  mike pence has his own pac going ahead in ,Positive
-1,  maybe while you are there you can publicly apologize to the american people for lying about rob porter,Negative
-1,  yeah  make america grope again,Negative
3,  ethics experts say donald j trumps visits to properties owned managed or branded by the trump organization amount to free publicity for the company and blur the line between his family business and presidential duties ,Positive
-2,  i hope you fall down the fcking stairs and break your neck,Negative
0,          womenshealth puertorico fbi veterans metoo trumptreason valentinesday actor tom arnold has a tapefeaturing noballsdonnieassaulting a woman in an elevator ,Neutral
-7,  stormy daniels and rob porter are just the latest hit jobs by north korean propaganda minister praising pravdademocrat fisa spying deep state sabotage mueller witchcraft and daily pravda attacks constitute the longest coup attempt of a democratically elected government ever,Negative
0,  also know as the wifebeater jamboree,Neutral
2,  i think you should change the tax code where hush money paid to porn stars can be deductible thank you,Positive
2,  happy valentines dayi have a very special nightplanned for uslovedonthreesnotacrowd ,Positive
-2,  is that when you got your first payment from putin a sexual favor unlimited access to russian hookers what is it that he has on you  the entire house and senate said to sanction russia and you refuse  yet you say no collusion  i see im not a crook when you say that,Negative
-1,  fuck you ole orange fucker,Negative
2,  the journey it is really began to make v putin great and to mrga,Positive
-1,  you are putins bitch,Negative
0,  when will the lies end  how do your supporters not see it  ,Neutral
0,  wemissyouobama  ,Neutral
0,  was  when you decided to sell our country out to the russians,Neutral
-1,  this is why you are slaughtering palestinians with israel ,Negative
2,  heres a suggestion take the money from the wall and use it for something worthwhile education health insurance anything but the wall,Positive
4,  yeah it began under a real man and a real president not you the biggest piece of shit to ever occupy the white house,Positive
0,  fudotard ,Neutral
2,   i sure wish i could be there to see you speak because every time i hear you speak i feel uplifted and know that with you at the helm americans can do anything,Positive
2,  guess your journey ends here too only fitting,Positive
0,  donald trump will receive a tax break of up to  million a year as a result of the republican tax plan he signed into lawmeanwhile president trumps budget would eliminate after school programs for more than  million children,Neutral
1,  dont go they plan to make fun out of you,Positive
-1,  where are those promised tax returns  are you a liar,Negative
1,  never will happen you will be impeached you concluded with the russians to get elected youre fake,Positive
