"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  0," urgent help please ",Neutral,
 -1," fake news ",Negative,
  0," you are a nationalembarrassment",Neutral,
  0," did you have a great game of golf over the weekend",Neutral,
  3," maybe they asked you to run and promised to help you win the election",Positive,
 -1," you are truly insane what a loser",Negative,
 -1," is the us owner of russia its media and putinhave we been responsible for russia too  did you know the buck stops with the sitting president s pulling inaccuracies about the last admin is only showing what a bad business man you are and that you are in over your bad hair",Negative,
 -5," funny how fake news doesnt point out that russia has been around for at least a hundred years  and they never liked us   russians except the rich ones are all bad  lies sad  words with less than three syllables",Negative,
  0," please tell president xi jinping nanjing municipal party committee secretary zhang jinghua due to the interests of the family revenge zhang xiaolei by his company deceived the cpc central committee has led to dozens of people dutch act  million china family bankruptcy",Neutral,
 -3," you think people are stupid everyone those that matter anyways have your number loud and clear your pushing fake news all the time is total bs and you know itthe fbi  has your numberand brace in you piece of ",Negative,
  1," that sounds like one of your typical half baked ideas",Positive,
  1," funny how you trademarked make america great again in  oops",Positive,
  0," then why did you trademark your campaign slogan in  ",Neutral,
 -1," trump for prison  lets get him in jail today",Negative,
 -2," maybe they did because youre a puppet created by political consultant roger stone you owe him your presidency youre nothing",Negative,
  0," instead of tweeting run the f country",Neutral,
  3," the was the time that you and don jr were making all the russian deals and as don jr said making lots of money in russia is that one of the many reasons that you dont want the investigation to go forward and that you dont release your tax returns",Positive,
 -3," nobody cares about you more than you you lie like a  year old  your approval rating is at   that means the people who voted for you a year ago severely regret voting for you you should resign now so its  easier to hide when the warrant for your arrest is issued ",Negative,
 -3," the funny thing about the democrat party they depend on the votes of impovished people so why would they ever do anything that would lessen poverty in our country if there was no poverty there would be no democrats",Negative,
  0," just because you say stuff doesnt make it true you are the fake news",Neutral,
  0," ya knowfor someone who spends an exorbitant amount of time raging on twitter you sure seem to have a pisspoor understanding of how the internet works read your own tweets you lying buffoon",Neutral,
  0," oops resignnow ",Neutral,
  5," if you want to make americas great again resign real americans dont want you as president you became president because russia helped you to get to the white house",Positive,
  0," funny your a fake leader ",Neutral,
  4," youve been buddies since  putin hasnt been cultivating you since then really you praise russia  your buddy you dont  inforce the sanctions and marry russians your money is invested on russia you go bankrupt and the russians pull you out duh  ",Positive,
 -1," instead of complaining  go to mueller and tell him what you know   if its fake dont you think that will end it all   stop complaining and protect america",Negative,
  0," in  you were peed on by russian hookers  they knew thats why they recorded it donald   think",Neutral,
  1," yeah and you knew about that you said in a campaign speech in  that the election was rigged",Positive,
  3," president trump please take care of our country we voted for you because we believe you love this country and its people",Positive,
  0," they knew you would be an easy puppet",Neutral,
  0," they did report it  you will be next to be indicted  cant wait",Neutral,
 -1," this country is being taken over by some evil people we have to stop them they dont care if they kill americans and now our children they better watch out jesus is watching",Negative,
 -2," that is fake news not everyone is as dumb as your supporters",Negative,
  2," what you have to say about this mr president ohh i know exactly what my picture says right ",Positive,
  0," check your tweet historyyou stated in  you were going to run",Neutral,
  1," so what does that have to do with mass shootings get to work",Positive,
  4," isnt this your tweet the journey to maga began   and the opportunity to reconnect with friends and supporters is something i look forward to every year see you at cpac",Positive,
 -2," proof that you are in fact a serial liar stfu and resign ",Negative,
 -1," trump is a lying moron ",Negative,
  1," you mean somehow they knew before the public knew like somehow they were tipped off so they were able to set shit up",Positive,
  0," pathologicalliartrump ",Neutral,
 -2," russian meddling isnt all about trump the object is to turn americans against one another and make us fear our government this leads to destabilazation",Negative,
  0," are you really this detached from reality or are you putins lap dog you are the benefactor of putins hate for hillary  russia couldnt be happier that such as depraved man is potus depraveddonny",Neutral,
  1," funny how fake potus trump wont admit the russians helped him and they were on his side  sad baby",Positive,
 -1," liar",Negative,
  1," bozoinchief not everything is about u russians originally planned  disrupt clintons campaign regardless of who ran against her not in their wettest of dreams did they imagine that the republican nominee would be so willing to work w them  undermine our democratic process",Positive,
 -1," quoting another commenter news outlets that reported this fact partial list wash postny times nprcnnfox newsabcnbccbsmsnbcpbsapreutersnew yorkerbuzzfeeddaily beast bbcslatevoxatlantic",Negative,
  2," eliminate yourself from the gene pool for the betterment of the species",Positive,
  0," can you say patsy",Neutral,
  6," donald trump has been saying he will run for president as a republican  which is surprising since i just assumed he was running as a joke seth meyers wh correspondence dinner ",Positive,
  0," on record you had signs and slogan for  back in ",Neutral,
  0," russian interference continued and is still ongoing nowyou are the president now",Neutral,
 -4," the fake news media is actually doing russias bidding by causing dissent  division day in and day out russia didnt need  spend that cash we are divided already commies fakenews russiancollusion",Negative,
 -4," its funny you think anything is fake news when your a poor excuse of notmypresident you will be exposed of your wrong doings",Negative,
 -3," the only fake news is comin from fox newsfor them to embarrass themselves with stupid comments to lebron james by a nobody newscaster that maybe  americans know her name shows their bias towards trump is obviouswhats her namelebron is known worldwide",Negative,
  0," no they knew you would need help and would cheat to win",Neutral,
  0," funny how your fake presidency isnt stopping you from pretending your are an actual president",Neutral,
  0," but you had your chinese made make america great again hats copywritten in hmmmm collusion with russiayup",Neutral,
  2," no donald this is whats funny a bozo with dads money who thinks hes a president ",Positive,
  0," nothing funny about any of thissanctions",Neutral,
  1," they are coming for you personally you con artist money laundering with and for the russians",Positive,
  1," you live in a fog",Positive,
  2," this tweet from jan  aged real well ",Positive,
  0," stop itstop calling the facts fake news",Neutral,
 -1," funny how they do and you keep missing it fake news from its chief purveyor donald j trump",Negative,
 -1," they actually have said that thats how we know it you ignorant idiot  they also have posted the pic of you registering your slogan make american great again in   then the moscow beauty pagent in   they began in   this is not a difficult time line to follow",Negative,
  1," yes because they know you are easy to manipulate with money",Positive,
  0," obstructionofjustice liarinchief babyhands",Neutral,
  2," so convenient that they report only what they want maga trump ",Positive,
  2," yes they did just because you dont pay attention to what you watch idiot",Positive,
  0," funny how you dont want to call out putin your boss putinspuppet",Neutral,
  2," cant shine any light on barry",Positive,
  1," whyd you trademark maga in  if you werent planning on running",Positive,
  0," i guess you forgot about when they began recruiting you huh",Neutral,
  0," marchforourlives",Neutral,
  2," there is a man who was in your office in  and saw a notebook titled iowa and yard signs for you to run and told him you would run in   hes willing to say under oath  and there is other proof with the russians you knew way early you would run you lie alot sir",Positive,
  0," they knew but you didnt know hahaha do you ever think before you speak they knew and you knew and know why theyre your buddies but even buddies want their  back and if they cant get it one way they get it another get u in power n no low they didnt go",Neutral,
  0," shut up donny no one believes you any more we all know you belong to russia and the nra",Neutral,
  1," they listed  russians because they had to find something to save face",Positive,
 -1," but but but you butthead did you forget that you formed a committee in ",Negative,
  0," she knew",Neutral,
  2," funny how you think those having common sense are clueless that your getting in the race was not of the momenti know you made public running in july  which means you had already talked it over with those who own you like russiachina n saudi",Positive,
  0," but you did know you filed paperwork to trademark maga back in  or  and you teased the fact for months because theres always a trumptweet what we didnt know was that you would sell america out to the russians to become potus we didnt know that youre putinsbitch",Neutral,
  2," the news media not only broadcast the announcement but also makes the full indictments available  your fake news comments no longer hold water  now you and russia are sending new fake messages stating the gop wants you to grant pardons to all including yourselfall felonies",Positive,
 -1," thats a lie ",Negative,
  0," yeah but you hired the people who the fbi was investigating in   do you know how to read",Neutral,
 -1," funny how the fake president doesnt want to say that the russian group played a geriatric fool like a fiddle and now pulls his strings like a puppet",Negative,
  7," i met with trump on  at pm at his office in trump toweron his desk he had a large binder labeled iowa and on a side table he had trump for president yard signs he told me he was running for president in  i would testify this under oath ",Positive,
 -2," everything is a lie coming from you  people already know how to deal with you ignore your words and vote you out then watch you squirm and hopefully start barking like a dog while your suffer from the full effects of your obvious dementia the world says go away we hate you",Negative,
 -1," only thing fake is you",Negative,
  1," sir it is about russia meddling in the election and you dont seem to care at all this is national security issue do something",Positive,
  1," maybe they were finally thankful an idiot landed in their lap that they could heavily influence",Positive,
 -1," you keep telling yourself that we know you got involved way back when we also know that putin has a hideous tape",Negative,
 -1," the president is a crooked lying scumbag",Negative,
 -7,"  what about alferova you were already talking about running just needed backing from russia and you got it disgusting lying little man crawl back into the russian hole you crawled out of we dont want you you have no place in this country liar liar liar",Negative,
  2," funny how you want to include us all in on your delusion that you actually gained the presidency on your merit you funny funny man",Positive,
  1,"  yeah you did know your tweets prove that",Positive,
 -1," such an idiot",Negative,
 -3," quit attacking america and impose sanctions on russia",Negative,
 -3,"  the left once again is disappointed with there media who has lied to them everyday from the beginning they realize they have been tricked again liberals are so easy to fool",Negative,
  0," dude",Neutral,
 -1," liar you filed a trademark application for make america great again in  resign for",Negative,
 -1," dirtbag puppets are a dime a dozen  its funny that you think you matter in their plan  your role could have been filled by  different people you just happened to be the worst person at the right time",Negative,
 -1," you were in russia in  you cannot fool us",Negative,
  0," they started then hoping a little puppet would come along  they were so happy when it was you that they had so much ondt helped russia",Neutral,
  0," you trademarked make america great again in you liar ",Neutral,
 -4," its not whenits what they did that matters idiot they attacked our democratic process you havent done a damn thing about it so are you too weak to act or are your a traitor which is it its an act of war   youre supposed to actually do something about it",Negative,
  1," ya they must of watched the episode of the simpsons predicting your win",Positive,
  0,"   ",Neutral,
 -1," people are getting angry they dont like your idea about the news they know youre the fake",Negative,
  0," they knew you knew they were working you like the naive pupper you are  they got you into office so they can continue to manipulate you  its workingsanctions wake up dummy",Neutral,
 -2," go away resign your whole administration has placed americans in peril",Negative,
 -1," you are a fake president all you do is lie you are a psychopath if you want to make america great again resign",Negative,
 -1," yeahfunnyright after you were there for the miss universe pageanthow could they have possibly known your future plansresignandrelocate liarinthief",Negative,
  0," you were already preparing to run in  and everyone know that",Neutral,
  1," you registered the trademark for make america great again in enough with your lies",Positive,
 -2," another fake alternate fact tweet from prez hairhat  so transparent such a sad excuse of an american",Negative,
  0," you tweeted about running for president in  so i am somewhat confused ",Neutral,
  2," we all knewso this is not a smart tweet don ",Positive,
  1," some folks say you are lying and willing to testify under oath",Positive,
  0," but        you registered in  ",Neutral,
 -1," obama wasnt never for america tried to destroy us from withinfail  traitors in history obamas  clintons",Negative,
  1," we all wish we didnt know and we all wish you hadnt run  resign",Positive,
  2," libtards are what they are you have my vote in  president trump",Positive,
  1," oh yes you knew and its amazing how many members of your base are admittingtheyve been had",Positive,
 -1," autocrat",Negative,
  3," please pay attention to qianbaoincident in nanjing of chinawhat you can see is almost the fake news that chinas corrupt officials hire the media to publishthe truth has been deletedwere forbidden to sound in chinaplease let chairman xijinping know the truththank you",Positive,
  0," they have been attacking democracies for years and really scaled up their attack on ours in  after you asked them on national tv to help you fight clinton and after your son took that meeting with them in trump tower why did you guys try to cover that up",Neutral,
  0," you are so sad focus on what you can do now stay out of the past if you are innocent you have nothing to worry about you act like you are very worried",Neutral,
  2," donnie please be quiet  youre better off keeping your mouth shut  you sound crazy",Positive,
 -1," formed in  yes but worked to undermine hillarys campaign by propelling you through fake news",Negative,
  3," youre doing a great job mr president",Positive,
  3," go mueller go hey mr president i hear the cia wants to do a forensic analysis on your ear lopes they think its their best chance to finally get vladimir putins fingerprints go mueller go",Positive,
  1," you applied for the trademark slogan make america great again back in november who are you kidding ",Positive,
  0," maybe ",Neutral,
  3," you knew you were going to run in may of  one month after president obama humiliated you at the correspondence dinner ",Positive,
  5," monday is presidents day without a presidenthere we have donald trump in the whitehouse whom really not our president whom with the help of his comrade vladimir putinthe russians that meddle in our elections tomorrow we celebrates president day without a president",Positive,
 -2," we need a leader  which you are not illegitimate fake prez  must get ride of you",Negative,
  6,"  i will donate to help build the wall ask the public to donate to building the wall we will ponyup the dough in a hurry",Positive,
  1," do you know whats not funny  the embarrassment of your existence in the white house",Positive,
 -1," youre a fucking moronhahahahaha just shut up already ive never seen somebody get caught in so many of their lies god youre stupid",Negative,
  1,"  right after you went to russia   the russians decided you would be their stooge  you will be impeached",Positive,
  0," one photo is worth a  words ",Neutral,
  1," save it no one is believing your bullsht the way you lie on a regular basis youve been in bed with putin for over a decade during pageants  planned this for years who are you trying to foolno one but your own lame unfit ass the truth will prevail  set us free of you",Positive,
  0," keep bleating",Neutral,
  0," but you did start in  with licensing maga and lawn posters",Neutral,
  0,"  google shows your history with the russians even back to try again idiot",Neutral,
  0," started in  putinspuppet notmypresident ",Neutral,
  1," so you talk about when the group was formed but not why you talk about the tragedy that just happened but not how to prevent another one you talk about the fbi being corrupt but you were the one that benefited from russian intervention your whole staff knew you did you still deny",Positive,
  1,"  people died on wednesday its presidentsday start acting like a president",Positive,
 -1," oops i did know and so did the russian government manchurianpresident ",Negative,
  0," more lies you started your plans to steal the election long before  you will not be the fake illegitimate president much longer you may not even be free much longer muellertime muelleriscoming muellerinvestigation muellerasap ",Neutral,
 -1," it was formed when you were visiting russia  they were grooming you to ruin the united states for years before you stole the election",Negative,
 -1," ass",Negative,
  0," this contradicts what you said here",Neutral,
 -2," when are you going to enact the sanctions you traitorous piece of shit",Negative,
  1," media is acknowledging that it started in   year after your trip to moscw where you promised youd run lockhimup traitortrump",Positive,
  1," yes fake president  in  right after your trip to russia impeachunfittrump",Positive,
  3," you knew you even trademarked make america great again in  at first i thought you announced your campaign  then the russians stepped in but now its clear that you were in cohort with them from the very start lockhimup traitortrump",Positive,
  1," it doesnt matter when they were formed thats like saying i broke my foot before football season i guess someone was out to get me no how could they have had any influence if they were created just months before the election they needed time to reach millions then poison them",Positive,
  4," if you spend half the time working to keep your wife happy as you spend tweeting youd have a happy wife and a grateful country",Positive,
  1," i think the dems have been tampering for several elections just a hunch i hope it all comes out",Positive,
  0," theres always a trump tweet for everything lol sad tcot                   ",Neutral,
  2," you applied for a trademark of your make america great again slogan in  for political action committee services",Positive,
  2," im sure someone asked this question but when did you register maga",Positive,
 -3," fuing liar the russians and putin knew in early  see evidence below twitter is going to be the death of your administration you addiction thankfully is going to kill you  tee hee hee ",Negative,
  0," theres always a trump tweet for everything lol sad tcot               ",Neutral,
  0," theres always a trump tweet for everything lol sad tcot                  ",Neutral,
 -3," you tell them the donald greetings from scotland you are what the world needed get crooked hillary and her band of treasonous swine locked up",Negative,
  0," why does the news only report the half that they want you to hear  do they think were so stupid we cant figure it out without their help dontneeduthinkme",Neutral,
  0," dear   too bad you dont know about google  you can find a lot in about  seconds heres one thing i found out about your newest lie notice the datetcot       ",Neutral,
  2," they have been saying it over and over but when you are mentally deficient you just dont notice reality oh and the dems and president obama try to pass it was the rebulicans that filibustered the bill that   of americans agreed with",Positive,
 -2," of course you did you lying  cunt",Negative,
  2," u know whats even funnier this bizarre observation is totally irrelevantwhether u ran or didnt run russian was committed to interfering with our elections specifically hrs efforts  and they succeeded you really are dumb as a rock  think everybody else is too",Positive,
  0," dear   too bad you dont know about google  you can find a lot in about  seconds heres one thing i found out about your newest lie notice the datetcot      ",Neutral,
 -1," you started your desire to run in  and spent time in russia in  they picked you because you were and idiot narcissist and could be bought",Negative,
 -6," the best way for russia to break down and destroy our place in the world was to get a weak and incompetent potus elected and we got you so yeah they succeeded because you suck regardless of what your ego tells you you suck",Negative,
 -3," you know collision and russian meddling can be separate from one another but either way this seems to bother u a lot  dont worry mueller is coming for you",Negative,
  2," just stop anyone who can read knows that you applied for the make america great again trademark before then  connect the dots people",Positive,
  0," dear   too bad u dont know about google  you can find a lot in about  seconds heres one thing i found out about your newest lie notice the datetcot       ",Neutral,
  2,"   keep calm  carry on dont let the fake news media get your goat   war is not the answer create a deptpeace officially to make sure everyone knows your true heart for peace not war ",Positive,
 -1," you mean that russian group that doesnt exist s",Negative,
  0," why does that matter the fact is that the russians are meddling",Neutral,
  1," it seems like you forgot about this ",Positive,
  2," well thr president aint elected he is selected",Positive,
  0," you filed to trademark make america great again in  i call bs",Neutral,
  1," so it was formed right after you met with all those russians during your pageant in russia got it thanks for pointing that out",Positive,
  1," president fakebook",Positive,
 -1," coming from our fake president   how scary are you",Negative,
  0," they did say it moron but we all know at the end of the day they won the election for you",Neutral,
  2," dear   its said almost every day but there really is a trump tweet for everything you are a bloviating bigmouth who forgets a lot tcot     ",Positive,
  8," over half the country stands with you president trump i pray every night for people like joy from the view to be educated with facts and reality yet she sleeps with satan every night while he uses pineapples in some kinky fashion truth is the left have been radicalized",Positive,
  1," funny how a few tweets ago you said your journey to the wh began at cpac  hmmm",Positive,
  0," everyone knew you were thinking about running your hatejealousy of obama drives you",Neutral,
 -3," lies lies lies",Negative,
  1," you stated in  you would possibly run for president",Positive,
  0,"  ur fakenews",Neutral,
 -1," oops get your lies straight little man ",Negative,
  0,"  is when you decided to run check that maga trademark treasonoustrump",Neutral,
 -1," russias influence was about chaos and degrading our elections you are the ultimate degradation of american democracy",Negative,
 -1," it wasnt about you it was about them attacking us all of us some leadership on this please",Negative,
  3,"  how much did the russians stroke your ego while you were there for the pageant making you think you could get a major party nomination not some rinky dink third party like in  is so much russian adulation the reason you decided to run muellerindictments bluewave",Positive,
  0," u had been talking about it for years",Neutral,
 -3," poor donny the only fake thing in this country is you and your presidency  you cant even go one day without lies coming out of ur mouth so sad",Negative,
 -1," just shut up the more you ramble the more you look guilty we already know youre kissing putins butt",Negative,
  0," actually it sounds about the right time you were becoming serious",Neutral,
 -1," so an idiot runs and theyre expected to skip a chance to broaden their impact a gift like that falls in their laps and they are expected to let it go tell the truthyourenot all thereare you",Negative,
  2," we have a great president",Positive,
  0," all hell donald trump all hell donald trump",Neutral,
  0," this was from   you just cant keep your lies straight traitor ",Neutral,
  4,"   konstantin rykov said on facebook right after  trumps  win that his role in the plot to make trump potuswhich  included artem klyushin a member of trumps entourage in moscow in  started  november  trump registered maga  days later abramson",Positive,
  0," they knew",Neutral,
 -1,"  funny you still believe that bullshit you talk and you write enoughisenough shame on you",Negative,
  0," funny how fake president never wants to talk about anything but his own fat ass and how everything he does is legal ",Neutral,
  0," that was for onama and the clintons to make money and to ensure no  nothing republican emerged as a threat",Neutral,
 -1," for your viewing liar ",Negative,
  2," yeah theyre all mind readers you are such a fool your tweets sound like that of a petulant child",Positive,
  6," i love you president trump your huuge brain is forever on the right track just like a barreling locamotive",Positive,
 -1," stop lying",Negative,
 -2," really you didnt know then why trademark maga in again easily factchecked lies  so sad ",Negative,
  0," hahaha",Neutral,
 -1," congress voted for sanctions during our liar and chiefs presidency why still no sanctions trumprussia trumpcrimefamily implementrussiansanctions",Negative,
  1," huh thats funnymark make america great again trademark imageus serial number  application filing datenov   ",Positive,
  0," theres a tweet for everything ",Neutral,
  2," hey dipshit you filed for a trademark on make america great again in  for political purposes its a public record now it means mueller aint going away but you are byeeeeee ",Positive,
 -2," funny ive hear them say it a lot and why register an election domain name in  if you didnt plan to run your easily factchecked lies are so sad ",Negative,
  0," its only fake because you cant handle the truth donnie",Neutral,
  0," wow i guess fake state run news fox is letting you down good to know",Neutral,
  0," and you started your campaign gathering when maga trademark hmmmmmmmmmm ",Neutral,
 -1," pawn",Negative,
  2," thats weird sparky cos the non profit donald j trump for president trademarked maga in  thats weird right i think it is ",Positive,
  0," revisionisthistory",Neutral,
  1," youve been talking about and flirting with running for president for several years you ran more than once ",Positive,
  0," resistimpeachtrump",Neutral,
 -4," this is big what a scam this whole indictment of the  is a big excuse to make the russian collusion investigation seem like it wasnt created by that swamp queen killary k klinton and her sidekick bo",Negative,
  1," classic banter",Positive,
  0," you knew very well that you will run and you recruited them for the notorious collusion",Neutral,
  2," you sound like a petulant teenager rather than the so called president all thats missing is a ner ner ner ner ner at the end",Positive,
  1," you seem to forget that you have shown interest in running for president since the s",Positive,
  1," awfully funny that you have pics of you and what an economic advisor for russia  telling you that you would make a great president",Positive,
 -1," try again you treasonous micropeen ",Negative,
 -2," fake news for a fake president and human being your a goof",Negative,
  0," your a turd",Neutral,
  3," they were getting ready for this this doesnt happen the day you decide to run unlike yourself these kind of fascists do their due diligence this has been in the works since the black man got elected and you have been working with russia to hold our govt hostage",Positive,
 -1," the russians have something on you otherwise you would want mueller to flush out the truth you were scared to death big boy werent you",Negative,
 -1," your tweets  reek of desperation",Negative,
  0," who taught you how to speak english im guessing one of the maids at your hotel",Neutral,
 -5," oh then i guess this wont concern you lying fucking traitor piece of shit",Negative,
  1," maybe theyve actually been running you the whole time even though you didnt know poleznei durak  ",Positive,
  1," maybe they were just watching carefully for a racist rube",Positive,
  0," so what  that means they recruited you instead of you recruiting them  the only group youve consistently supported are the russians  collusion  corruption",Neutral,
  2," you ran for president in  the first time i guess it took a while to work out the kinks",Positive,
  6," they fear any form of conservatism soft or intentionally common sense fact based like we like   i think my best saying iscoulda been rush  liberals hate facts they get in their way cheers stand strong sir",Positive,
 -1," russian interference in  presidential election they knew they didnt want hillary then when you came along they saw the perfect stooge and stepped up their campaign",Negative,
  0," they had the technology and wherewithall to launch a digital invasion all they were waiting for was a dupe on the inside and low and behold you appeared to them then the  of you faked your way through the election is that not correct tovarich",Neutral,
 -1," you mean  years after you copyrighted maga",Negative,
 -3," cbs crap broadcasting stationmsnbc mostly stupid nothing but crapnew york slimeswashington compost",Negative,
 -2," cnn crap news networknbc nothing but crapabc always broadcasting crap",Negative,
  1,"  just cause you say something doesnt make it true ya know",Positive,
  1," l i a rget over yourselfmuelleriscoming  u donnyboyso excited",Positive,
  1," bro youve been running since  what are you even talking about",Positive,
 -1," drop the russian thing if your innocent and concentrate on addressing your gun laws to stop the american on america murder onslaught stop funding guns stop talking about russia and the wall and start changing laws to saves the lives of people especially the school kids",Negative,
 -2," why dont you worry about kids beng killed in your schools do something",Negative,
  0," they set you up as their patsy",Neutral,
  0," fake president",Neutral,
  2," so if a group of any kind is formed the interesting thing is not when its formed but what it does and when",Positive,
  2," you said that the russian intervention in the election was a hoax ginned up by democrats you also said no members of the trump campaign had worked with the russians even after meetings and conversations were revealed you knew and you knew long before ",Positive,
  2," sounds like a bit more of your bs would love to talk to you in person could be helpfull",Positive,
 -2," they did you jackass what you fail to mention is that their focus changed to supporting you after you entered the race you lying sack of shit",Negative,
 -1," moron",Negative,
  0," didnt you try to run in   ",Neutral,
  3," you purchased the rights to your make america great again campaign slogan in  im sure its just fake news too",Positive,
 -4," blah blah blah blah   ",Negative,
 -1," timing is irrelevant your willingness to collude and your general lack of morals is the issue",Negative,
 -2,"  fucking liar",Negative,
 -1," donny is a smallhanded idiot the only things of size on his body are his mouth and his gut loserdonny",Negative,
  2," interesting i could swear that you have on several occasions on different interview shows said that you are interested in running",Positive,
  0," perhaps so",Neutral,
  7," so we should not take into account you ran for president in  as a reform party candidate and leading republican polls in  your statement proves nothing the russians have known your desire to be potus since  maybe muellers investigation should look that far back",Positive,
  2," it just demonstrates how long the russians have been funding your businesses  you were their manchurian candidate banksdondfundbankrupcy",Positive,
 -1," you must be on drugs today or need more to do you are rambling like a chicken with no head",Negative,
  0," oh but you did know thought this would not be found much less shown to you base",Neutral,
 -1," maybe thats when the blackmail startedthat has led to this terrible result for usayou in the wh",Negative,
  2," trump soho felix sater alex saphir bedrock hows your russian laundymat business going lockhimup",Positive,
  1," oh donnie lots of people knew you were running  nice try",Positive,
  8," good point mr presidentalthough i have always wondered about jim acostas esp abilities lol an accountable thinker to me is one vital trait of a strong leader or leadership newsdem az reps please show one example of this its needed to move on to even ground and progress",Positive,
  1," did they talk to you that long ago about running",Positive,
  1," oh wow dude this is all youre tweeting about youre done for",Positive,
 -4," funny is your big fat ugly ass who has a brain in a size of a sheeps brain do you know how small sheeps brain is course u dont you are stupid like a door knob",Negative,
 -2," no it was not and you are dead guilty",Negative,
  1," you will have to win the fight against such fucking bastards spoiling the atmospheres of the positivity why cant we join hands together to save the race of honesty ",Positive,
  1,"   maybe sir ",Positive,
  4," here is the record of you filing to trademark make america great again in november of  for the explicit use of donald j trump for president inc ",Positive,
  2," you were granted the maga trademark in november  maybe the uspto knew you were going to to run even though you didnt know",Positive,
 -2," you knew who are you still trying to fool",Negative,
  0," the year   liarinchief ",Neutral,
 -3," i suppose it wouldnt be the first time your thumbs tweeted independently from your teeny little peasized brain you are a traitor rick gates has flipped and muelleriscoming for you shitholepresident ps manysaytheyhatetrump trumprussia ",Negative,
  2,"  obozo thought the russians were going to help elect crooked hillary thats why that clown didnt do anything",Positive,
  1," is that so  then what is this  you really think you can fool this country but its very clear putins biggest mistake was selecting you for installment  youre an idiot who isnt charismatic or good at public speaking ",Positive,
  0," ewwww mind control the big orange cheese puff is being controlled by the russians",Neutral,
  0," someone needs to take your phone away",Neutral,
  0," or maybe the world doesnt revolve around you",Neutral,
 -3," funny they are trying to accomplish the same thing that the russians wanted to happen lose faith in the government chaos in the public arena strange isnt it hum",Negative,
  3," they started literally right after you returned from your moscow trip in  where you had no deals and never even talked to a russian right",Positive,
  1," oh sure they knew before you knew   ",Positive,
