Sentiment_Score,Tweets,Sentiment_level.score
3, i agree sick of the people coming here to live off of welfare forever there are  of immigrants on welfare forever its wrong   if you come here no welfare ever ,Positive
1, i am ready and willing we dont need anyone else but us americans but i understand what you are saying maga,Positive
2, like all the white people in norway,Positive
-1, yes but no to daca legalization legalizing would be an act of treason,Negative
-2, they need to seriously consider the will of the american tax paying citizens whom they were elected to represent and recognize the sovereignty of this nation and what that means,Negative
7, best statement ever please make immigrants earn their way into this great country trump you are a blessing to this country sooner than later they will recognize thanks big guy,Positive
2, what a great recommendation  rene,Positive
-1, ignore,Negative
-1,  all what companies  oh and companies that gave bonusesthats temporary  the real issue is they did not give permanent wage increases  this is wha the people want and need,Negative
0, how about we give americans shots at those jobs,Neutral
0,   american jobs outsourced in biggest jump in  years  the unelected appointed executive is lying again ,Neutral
4, yes its all about the money the rich can make off of immigrants the more people available the less the rich pay,Positive
0, nodaca noamnesty,Neutral
1, must treat all immigrants and applicants tge same   not just for deca,Positive
1, good,Positive
-6, as a racist trying to pretend that you care about daca you are almost funny you could care less about their lives  you know your base wants them deported and that is what you will do because you are a weak man you are afraid of your own cult,Negative
0, one of them said that they r paying their own bill at ur place no i dont think so putin is footing the bill,Neutral
-1, why dont you deport that wife of yours first,Negative
1, in one of ur hotels or whatever u own in florida mark my words those kids r going to be trained by kgb putin n when there r  years old they will be back as americans citizens that they r but of course as putin well trained spies n possibly murderers i dont care what cont,Positive
1, anything to confuse and divide us how stupid can people be they bought it god bless you sir,Positive
2, oh n its not just hispanic illegal taking on other peoples identities n social the russian r doing it too n look at the damage oh n for those russian women coming to florida to give birth so their child is an american citizen n so coincidentally r staying at one cont,Positive
-4, and since there is proof if russian meddling in election indictments r in place that u cant denied why arent u considering to do something so the russian wont meddle in our elections n dont fool ur self by saying that this started in  so u n ur campaign have no collusion,Negative
1, ending chain migration will be the end of the democrat party,Positive
0, merit based immigration insanity,Neutral
1, the immigrants arent doing the mass shootings our home grown us citizens are focus on the gun reform not daca gunreformnow,Positive
-1, jack ass,Negative
1, why wont the wh reveal your wifes parents immigration status immigrationviolationstatus,Positive
3, everything that you said is partly correct mr president thats why people vote for you but now you are the president you must be more careful and you need the word some in everything such as some people from thailand are stupid that they  asked for the military to rule,Positive
5, mr president donald j trump we the puertorricans are usa citizens this land belongs to the usa since  then why we are treated like foreigners  why my son is not treated equally in the military service only because he as any portorrican can speak read and write span,Positive
1, you may protect your nation its your country,Positive
5, its sad that you really have no idea how to negotiate lead or inspire you tweet but have never acted like a president of even a local tool company  the choice of  tool was no accident,Positive
2, they shouldnt be allowed citizenship for ten years or more  i say or more because the legal ones get the ten years  no rights to votes until citizenship has been achieved  no right to vote would rip a hole in the demonuts guts  again hold your ground,Positive
1, your fake wife would not have passed a merit based program she can still barely speak english and has done nothing to contribute to society,Positive
-1, democrats dont care about the daca recipients all they care about is voting points poor daca recipients will all get deported and itll be the democrats fault,Negative
-4, banning assault rifles implementing gun sanctions allowing only hunters rifles after extreme background checks and mental health checks  how about that  or are you already distracted by the next money maker  remember your nra mil  per life lost so far this year,Negative
-2,   study shows mentally ill more likely to be victims not perpetrators of violence some reality around trumps lies,Negative
2, push the companies to move faster show these results loader and stronger get your marketing companies to do bill boards,Positive
0,     ,Neutral
1, yes sir,Positive
-2, oh please shut your crap hole,Negative
-1, hardly workingfixed it for ya,Negative
0, can ya giveem a lil hint sir obviously they need all the help they can get,Neutral
0, to bad our presidential election isnt merit based,Neutral
-2, laugh to keep from crying from the ignorance of this wh,Negative
0, similar to australia,Neutral
1, im starting to maybe agree with you only if it will keep future trumps out sad,Positive
0, wecallbs,Neutral
3, our lawmakers already worked hard go take god out of the schools  we need to work hard to put god back in the schools this is the real solution not more laws,Positive
1, trump  american nazis and kkk,Positive
1, so when are you going to move the companies that make your shitty clothes to the usa  what about your daughter is she going to do the same      i think not,Positive
0, fu,Neutral
0, the repubs have the majority in congress and in the wh now  so do something moron  guncontrolnow voteoutnraenablers,Neutral
0, hmmmbut yet you and your daughter are continuing to have your merchandise made outside of the united states for  cents an hour  you are both hypocrites and liars  ,Neutral
-1, what about all of the illegals that you bring over to work for your businesses  you are such a hypocrite and a liar  ,Negative
1, like your in laws,Positive
-1, pitiful human being change the guns laws,Negative
1, just because someone says it does not make it real or true asshole,Positive
5, the democraps dont want the merit based system because if we got useful immigrants then they might turn out to be smart enough not to vote democrap and the killary klub simply cant have that,Positive
1, someone please take  phone away or shut his twitter account  a bunch of tweets just focusing on him  not our country,Positive
1, agree ,Positive
1, well if any of those new businesses happen to be restaurants theyd be hard pressed to find servers if the labor board allows tiptheft stoptiptheft,Positive
-1,  bs,Negative
3, the largest  your administration makes noise  gives effort towards concerning  immigration is about illegal immigrants how about starting to give positive presidential assistance to legal immigrants  especially those from india ,Positive
5, then why dont you as president of america do something positive for legal  by the uscis book indian immigrants who have already been waiting  years just for a green card ,Positive
2, if youre so convinced that you were exonerated by latest indictments why are you getting your depends all up in a bunch about the last real president this country had,Positive
0, fucking trump you and your mother,Neutral
1, smart economic policy for positive growthdem locks visionwithout which the people perished,Positive
2, and please withold snap section  obama phones medicaid tanf and all the other benefits to new arrivals and especially dreamers and other illegals already here,Positive
2, must ban guns  send thought and prayers to those losing their guns  if its good enough for families who lost their child its good enough for them,Positive
2, is marrying an old rich orange man part of the merit based system,Positive
1, look at our little olympic snowboarderher dad came to us became a citizen and raised an olympian why cant the dreamers do that if they love it here so much stop dreaming about it and do it legally,Positive
-2, you are the problem liar,Negative
-1, seniors and handicapped and disabled food boxes will need delivered adding extra cost not cutting costs and destroying the local grocery system which depends on food stamps for  to  of their monthly receipts whats next soup lines you trying to make a disaster relief program,Negative
1, its utterly ridiculous that dems think that the solution to daca is to give them all automatic amnesty and not enforce our laws do these people want america to collapse i think so because that is what will ultimately happen i have seen it give them an inch they take a mile,Positive
2, if they confirm this jewel embedded in your proposal even your beloved new yorkers will say you are trying to bring back communism if you change the current food stamp format to picking up a box of non perishable contents for the month  of food stamps households are,Positive
-1, merit baseddoes that mean russian mobster to you,Negative
3, so you want people who will take all the educated higher paying jobs  that way your supporters can keep their shut jobs ohi get it nowimmigrants get all the really good jobs  and none of your supporters lose theirs  i see what you did there very bigly smart,Positive
6, we need merit based presidential candidacy u sir have proven anyone with a deliverance mindset can be president we deserve better,Positive
6, are you saying companies are coming back to the usa but then will use  meritbased immigration to recruit professional people from other countries who will work for less to be sponsored for a green card how is that good for our college graduates geez you cant even think,Positive
-1, end chain and send the parents back and all law breakers that have been here less than  years,Negative
0, k,Neutral
1, you are truly the worstpresidentever you have no idea how to run a country stopsellingouttheworkingfamilies,Positive
2, make the white house respectable againresignpleaeaeaeaeasssseee,Positive
-2, get the fuck off social media and actually make america great again you fucking pig,Negative
1, a meritbased system as defined by you right that sounds a lot like something hitler would have said you disgust me,Positive
0, go home donald,Neutral
3, why dont you just tear down the statue of liberty you so clearly want its message destroyed you demonstrate that every day have you ever even read its plaque oh yeah readingnever mind explained in one,Positive
4, you are dreaming all what companies moving back into the usa you just made it easier and financially better to keep their overseas locations,Positive
1, agreed,Positive
1, the way youre maga no one will want to come to this country,Positive
0, youre dreaming,Neutral
2, yes i agree thats smart,Positive
3, you are so very right mr president and thank you for staying firm on the peoples  amendment makeamericagreatagain,Positive
3, what about all the good people whose lives you destroy have they not shown their merit by living in this country for  years and raising a family working sharing in the community come cleanyou dont really care about these people,Positive
0, stop deflecting and please do something now our kids are being slaughtered  wrongs dont make a right,Neutral
-2, what congress should be working hard on his how to control your worthless ass,Negative
2, sure lets deport your wife and parents as nude models are not a needed profession and she participated in chain migration  she also violated her visitors visa by working,Positive
9, melania trump a usa citizen and most gracious intelligent compassionate first lady our country has seenwhen her parents visit america they do it legally with passports and appropriate visas you are inviting illegals and then suggesting this country harbor them build wall,Positive
0, lessgolf russiansanctions,Neutral
0, then let the kid have pardons for the parent robber then share the stolen money with all the kids parents,Neutral
-2, if a bank robber took his kid in to rob a bank would you let the kid keep the stolen money,Negative
-2, daca illegals are ungrateful usa haters if dems dont deal deport them,Negative
2, dear leader what companies,Positive
-1, im dying so i dont give a f,Negative
-1, haha really donaldwhat about the s of thousand layoffs what about the newly imposed fees from the banks that are never sanctioned or prosecuted for illegal practices what about the campaign funds laundered through personal family ties really donald,Negative
-1, racist,Negative
3, every human has merit we are all gods children  all have gifts that contribute to this society lets just keep criminals out  like russian oligarchs  mafia crooks white collar corporate criminals as well as the street crooks,Positive
1, the world knows your authenticity ,Positive
1, based on merit you mr drump would be deported,Positive
0,  that should have been in place when the first of your immigrant family came here,Neutral
-2, working hard while you golf and tweet and tomorrow complain about the ds sad,Negative
-2, shut the fuck up and sign what they passyou said youd stay out and yethere we are liar in chief,Negative
0,  the only way,Neutral
-1, why is there another  year old girl you want to bring over and rape,Negative
-1, you could be great but your ego holds you back and i am afraid has already betrayed you,Negative
4, how will they know if the dont have the opportunity to learn welcome them and show them how to contribute to society if they knew akready they probably wouldnt want to leave,Positive
-1, potus it has been a year and  months now  build the wall as you stated in your campaign with a door a big door letting people in legally  the kids here whose parents were illegal immigrants aka criminals need all identified and processed in line behind immigrants who are,Negative
-4, except none of that is happening no companies thousands being laid off and stores closing down everywhere where daca is concerned they need to keep sending you bipartisan clean bills and reject your stupid wall that we cant affordtababluetsunamitrumpresign,Negative
2, nothing special about illegal aliens our veterans on the other hand should get some sort of special treatment or just treatment period enddaca,Positive
-2, fuck you asshole,Negative
-1, that are to stupid to figure that out,Negative
1, name a company moving to the us,Positive
-1, are you really this stupid,Negative
-2, i cant wait until they lock you the fuck up  of the country  want their country back,Negative
0, fukkkyou,Neutral
3, honestly we really have had enough immigration for a long time  can we get our own home in order no one is speaking our language period people are here for there own personal gain which has been our expense  fold,Positive
0,  no dacaif i wanted to reward illegals id have voted for that idiot jeb,Neutral
-2,  how about nodaca it is not a law passed by the screwed up congress and obama knew it was unconstitutional when he signed the eo throw their asses out,Negative
4,  represent the peoples vote  have been promised border security the wall chain immigration visa lottery   obamas illegal daca dealt w  also should include sanctuary cities  merit based immigration,Positive
-1, no one wants to move to us you let our children get killed,Negative
-1, tug a war ,Negative
-1, we dont need a parade to keep pace with france and north korea in order to salve your exaggerated ego  youre costing us enough with your weekly golf vacations  weekends times  per weekend   in your first year in office,Negative
-1, twitter is dumbing down with all these liberal whiners liberal policies are the problem world wide,Negative
1, dont waste anymore time with liberals they will figure it out when people stop acknowledging their existence,Positive
0, you are talking about daca while we as a nation are trying to figure out how to prevent the next school shooting  why dont you concentrate on keeping our children safe and use your presidential power to make a difference  maybe your presidency will be the one we want to reme,Neutral
0,  bye felicia,Neutral
-2, why dont you do something about the terrorist at home first you fuck,Negative
2, aint no companies moving back to the us   u might want to pull ur head out of ur ass,Positive
0, so true lets maga ,Neutral
1, they should be required to hire americans first however,Positive
1, rid yourself of the obama holdovers nothing good can come from them being there,Positive
-1, youre horrible thats all,Negative
-1, we should strongly consider ousting your fat ass,Negative
1, what is the immigration status of your inlaws  are they not beneficiaries of socalled chain migration why havent you had ice pick them up  your wife seems to be an immigrant also a white one but an immigrant none the less  deport her,Positive
2, you are a liar and evil you only live yourself slurry women and rich white people cruel to every working class family everybody with a little pigment to their skin anybody with international heritage god will punish you justly,Positive
0, didnt you end it,Neutral
0, trumptweetingwolfagaim,Neutral
0, indeed,Neutral
-1, i must have missed a news conference what companies are those,Negative
0, if we had merit based immigration from the start you wouldnt be here so its tough to argue,Neutral
1, why worry so much about our immigrants and ignore our inner city folk who should be an amazing source of new qualified candidates help them,Positive
-1, idiot,Negative
-2, glad you mention merit base job resign donald you are a disgrace to the presidency unqualified ignorant and morally bankruptcant wait to hear another paidgirl come out of the woods,Negative
-1, oh shut up loser,Negative
-4, elimination of guns will not solve the problem of violence in the usa if it wasnt a gun he would have used a machetemental health needs to be addressed seriously,Negative
0, meritbased is that how your wife and inlaws got in,Neutral
6, please change the time limit that politicians can stay in office eight years max like you said its a privilege not a career please as fast as you can this country will not survive with career politicians any longer,Positive
3, we totally agree  dont understand the congress big prob w doing common sense  best for pur country ,Positive
0, what companies,Neutral
-2, hes a fool a dangerous one,Negative
1, we should really consider a system of meritbased candidates who are qualified for the presidency,Positive
0, so companies are allowed to immigrat even if they come from shithole countriesdont look like norwegianswhod want to come if their kids will get shot up in school by mentally ill people who are allowed to buy guns freelyfurthermore theyd need visas to enterrussian territory,Neutral
0, bull crap no daca,Neutral
2, americafirst  magaour teens need jobs also those that havent been able to get them because of illegals  refugees taking themthose jobs should go to teens that want to work and need to build on a american work ethicamericans are dreamers too ,Positive
-3, dumb ass donny doesnt care about anyone he wants to spend hundreds of millions on a parade to boast his large ego and small willy oh and lets put a wall around it,Negative
1, what were the merits of your wifes immigration trump,Positive
-1, why dont you work on a way to make schools a place for kids to learn instead were basically sitting on our thumbs judging every kid at our school wondering when their going to take their chance but a gun and shoot us too,Negative
0, so what does that mean you can pick and choose who gets in,Neutral
0, dont give up on your four pillars,Neutral
1, like your mother flotus parents,Positive
-3, your enemies shall go down in shame,Negative
3, may god bless you mr president your government shall experience geater achievement,Positive
0, yeah but we tried to do that with the presidental race and look at how that turned out,Neutral
-1, democrats our socialist communists and some republicans only line their pockets,Negative
-1, remind everyone this was obamas mess that he createdstick with your original offeror send back the  million plus who broke the law and came here the american people are fed up,Negative
1, yes  merit system  anyone who can shoot straight  you cant mean college educated youd end up with more liberal elites,Positive
0, hahaha delutional,Neutral
-1,  no daca arrest obama,Negative
0, enjoy your time in prison,Neutral
0, name a company coming to the us,Neutral
0, why there are enough unemployed and underemployed americans to fill those jobsthis is the one issue you campaigned on that americans tuner malnutrition off americans can agree on,Neutral
1, do something about the semi auto gons mr president,Positive
-5, im tired of hearing about daca why dont you shut everyone up by saying that all protestors need to protest in front of obamas home he is the one who dictatorially unilaterally created the problem,Negative
4,  if we dont get end to chain migration end to lotteryand start merit based reform immigration then no daca deal enough is enoughmaga,Positive
5, thank god for donald trump i just cant say that enough,Positive
1, the country needs a merit base for presidents to prevent having another mistake like you,Positive
2, not happy that trump is giving into daca also not happy with the  cent gas tax im disappointed in this,Positive
0, americans are dreamers also enddada,Neutral
-1, mental heath  your are so smart   you are brilliant why cant we make it a bigger issue to address the mental heath issue this boy was taken  from his bios parents and put in foster care and adopted and getting services but services are not addiquite,Negative
0, how about we leave your god out of this obviously thoughtsprayers dont do shit  stop giving politicians the excuse of god and make them do something  if your god is so omnipotent he would have been there,Neutral
3, yeah so only rich white anglo saxons can get into the country right ,Positive
-3, dude you steady talking bout immigrants when we need to be worrying bout whats going on right in our country open your damn eyes immigrants are not the problem,Negative
1, the three major religions are based in astrology rewritten using people names calling them prophets that did not exist,Positive
-2, incompetent madman,Negative
2, democrats are showing their real intentions and it has nothing to do with protecting daca so let it fold and when they get voted out we can get to work fixing the problem,Positive
-2, border patrol officer killed at southern border another badly hurt,Negative
3, that system already exists  skilled legal immigrants get top priority,Positive
-4, haha youre such a sore loser  you literally can not accomplish anything and still blame everyone else  broke loser,Negative
0, only those up to your standards would be allowed,Neutral
0, focus on russia you idiot,Neutral
2, say no to all illegals they dont even understand this is a christian nation we believe in god and law,Positive
-2, you pompous buffoon you were born into wealth how dare you say the poor dont have merit all you did is chase  landmine vaginas  cheat on your wife ,Negative
0, free college for all would ensure that the people who are already here could fill those roles then we could provide asylum for those who need it instead of bleeding brain power from other nations,Neutral
-1, how about making this just about the kids without anything else attached always trying to line your pocket by using the whitehouse is a disgrace resignnow,Negative
1, muellertime u should get ready lol,Positive
1, how can people do unlawful things and expect to jump the line and get free benefits while others wait in line and while tax payers get taxed to death and while people work the system,Positive
0, what about russia  why do you keep ignoring the facts here about their aggressive acts against american democracy  traitortrump,Neutral
-3, illegals take jobs that require low education levels or middle class construction but nothing that would hurt the upper class they actually would benefit the upper class concentrate efforts on uneducated whos dropout rate is highest,Negative
1, dont caveno amnesty,Positive
-1, fbi must be called to account  if they had done their jobs   all those children would be alive and cruz would have be stopped why should cruz face jail and  and possible death penalty when the  criminally neglectful fbi ppl are walking around p  they must pay a price,Negative
-3, if  of african americans unemployed and  dropout rate and  under the national average without a meritbased system the illegals that come over unskilled whose jobs will they take not a problem if your suit  tie,Negative
2, honey if immigrants need a system of merit so do presidents in which case youre fired because you have no observable merit or skill and you suck as president,Positive
-2, guns and health care are the issues you dumb mother fucker,Negative
1, how many of your relatives would have made it in under your merit based rules,Positive
-2, are you waiting for mexico payment  did you release your tax returns to muller  he got bank records,Negative
2, oh my godyou sound like such a grown upway to gosuch a good boy,Positive
0, heres a wild and crazy idea how about we educate and train citizens of the us to do the jobs of the future think about it could be something really great,Neutral
-4, stop fucking with immigration a lack of gun control is killing americans now not immigrants,Negative
1, makes sense,Positive
0, delusional don,Neutral
-1, go fuck yourself oh waityou already did that when you colluded with the russians,Negative
3,  screw daca  let them go home  apply to come legally under a student or worker visa  once here legally they can find a path to citizenship but their parents should be banned for life  they may like it better at home  tourism industries  corporations luv bilingual workers,Positive
1, some responding that have the false impression that a remedy is merely lifting a finger  fail to recognize that our president has been taking steps to protect the populace by treating the cause of the problem  not the symptomswhich seems to be a dnc phobia agenda,Positive
5, its like when you throw a party theres always that one cousin you just dont invite for security reasons how is the stuff not common sense,Positive
4, i say security just like we want to be secure in new york when people are driving uhaul trucks are the people or taking a  inch blade and trapping at people we have to know whos coming in,Positive
-4, you people shouldnt be mad at you people shouldnt be mad at trump you should be mad at you people shouldnt be mad at trump you should be mad at your putting you in a bad position securitywise,Negative
0, the raise act gives you a level of an immigrant who is easily assimilated to our societies economics the wall prevents the future daca recipients nightmare and the new bill people coming in only immediate family and visa and chain migration,Neutral
-2, you are the one that ended daca  cant blame dems oops sorry you can put the blame elsewhere as you invariably do but you shouldnt,Negative
4, merit based immigration how about merit based existence donald trump wouldnt make it past the preliminary round,Positive
0, where are the russian sanctions approverussionsanctions they committed and act of war,Neutral
-1, one of innumerable issues that face us and a congress that appears incapable of multitaskingmeanwhile americans are asking why does everything take so long to accomplish,Negative
8, let wisdom empathy compassion and mercy be our guides  pray for sensible immigration reform pray for those we may disagree with pray for compromise all should matter and all should care we live in critical times,Positive
2, laborer  ptsengineer  ptsdoctor  ptsmail order bride  ptssomething like that,Positive
1, grateful,Positive
1, new international version of the bible  all versions say basically the same thing  the foreigner residing among you must be treated as your nativeborn love them as yourself for you were foreigners in egypt i am the lord your god,Positive
-1, when are you and ivanka bringing your businesses back to the us actions speak louder than words keep america great again starting with you,Negative
0, and which companies are those,Neutral
1, still dacafuck off do something useful pls,Positive
0, all these companies lining up to come back to the us what are they going to invest in coal,Neutral
10, i agree with statement by the president it was so when id came to america in  i was told that the adults immigrating to america needed to possess employment able degrees or certificates proper sponsor to be responsible in acquiring jobs for immigrant helpem get a job,Positive
3, we need adult technical training tooto be able to keep up to new technology available as wellbut one of your best thoughts ive heard,Positive
-4, please share this mr president verbally  when someone is killed by a dui driver we blame the driver when a bomber bombs we blame the bomber but when someone is killed by a gunman we blame the gun really you need me in white house,Negative
1, no daca deal,Positive
1, really  will these companies be say russian,Positive
1, have u banged any daca porn starsdoes that give them legal status do hot dreamers get invited to yr bungalow do they get free s huh obstructionofjustice trumprussiacollusion ruleoflaw trumpracist traitortrump donthecon  resist moron itmfa maga suckersfortrump,Positive
1,  while illegals are occupying timespace at the senate  new victims join the terrible chain of arm purchase failed control but more important it seems at all lights fbi shut up because they fbi tops conspired to abolish the a  coup towards a totalitary regime too obvious ,Positive
6,  mr president daca might be be important dont expect them to be thankful to you they wont demslibs will convince them they broke you,Positive
8, agree totally don i have  yrs engingineering work experience in both cryogenics industry and automotive industry i have mutiple skills on expert level and have been working and living in usa for  yrs i still have no us citizen nor green card,Positive
2, merit based immigration is the solution,Positive
0, amen never a problem always solutions,Neutral
1, thank you for standing by and finding that middle that helps daca but stops the madness in the future,Positive
9, i see that president trump helped the physical therapist by ending treatment caps that is a very good and needed help in health care when will the prosthetist and orthotist be helped obama almost destroyed health care in the us and will take many years to recover i can help,Positive
0, yes yes and yes,Neutral
2, you are the president what are you doing to help that process golfing,Positive
-1, you are so full of shit ice continues to deport those with families jobs education and all of them some shade of brown racistinthewhitehouse,Negative
7,  exactly bring those that want to work and join with us   a big door to allow those that want to be proud to be american as americans  equal path of entry based on ability to work and loving being an american thank you for putting up with this hell   hoping youre a good man,Positive
-1, metoo  moron  timesup  pathologicalpresidentnomore,Negative
1, i dont like because he otoriter,Positive
1, is marrying a rich senile elderly considered a merit,Positive
0, how about you fix your gun laws instead you deranged fucktard you could choose to make a historic change and make the us a safer place for children bet you dont have the guts to do it,Neutral
0, youre so full of shit or delusional or both if you think american companies will be coming back still cant compete with china,Neutral
1, right on ,Positive
1, foresure mr president,Positive
0, what program does your wife take part in,Neutral
-5, how about you stop worrying about daca you fucking dickhead and start worrying about the tragedies that are happening in our country that do not involve people from other countries its our own people that are causing the violence take yiur head out of your ass,Negative
0, yeah merica,Neutral
0, i have the iphone x ,Neutral
1, so that means your stripper whore wife has no merit and can be deported right,Positive
1, merit of skin color right racist,Positive
2, just say no to daca and amnesty nodacadeal noamnesty buildthewall endchainmigration,Positive
0, twat,Neutral
-1, are you calling all out continued obstruction working hardlooks like a couple of mossbacks putting their heads together to plot next setback,Negative
0,  no gasoline tax make sure of that  or you will lose a lot of supporters,Neutral
5, to everyone complaining on tweeter do you know who you are voting for in the next election do you know if they are accepting money from the nra are we making an effort to elect the right type of person that will start the reform we want to see,Positive
3, we will also need people to take care of and clean those facilities jobs which although are very important do not require the highest levels of education as were sure you know based on the people youve hired to maintain your buildings,Positive
0, no the demwits want fill the unemployment lines up so they have a larger voter base,Neutral
0, yes,Neutral
1, white monkey what you want pakterrerist had been hanged by pakistan  what you want,Positive
-1, sorry i disadree democrats are not working hard if they are its covering up their crimes,Negative
1, it is merit based you moron it is not based on being white or from norway,Positive
1, democrats working hard are you sure,Positive
7,  your plan is the only plan that made sense for america it was very generous to give daca a path to citizenship while building the wall we wanted for  yrs ending visa  chain migration  merit only this shows respect for american children american children deserve respect,Positive
1, what merit do your chain migration inlaws melanias patents bring to our county,Positive
-3, shut up with the immigration bullshit and fix gun violence,Negative
0, russian bots are obviously still working here,Neutral
0, noamnesty deportthemall buildthewall nodaca nocompromise,Neutral
-1, impeachment,Negative
3, i completely agree im an ummigrant myself legal immigrant,Positive
2, mr president how will you address the shooting incident in parkland florida and in addition how will you or prevent this from ever happening again,Positive
4, what merit did melania bring when she came to the us and your mother what did she have of merit to offer this great country,Positive
-1, why bring the companies back if you want the foreign workers to come too  duh just leave the companies where they are  duh duh,Negative
1, every day americans make a wage to support their families every day illegal hispanic mexicans collect welfare drive nice cars metal in our elections brainwashing our youth to feel sorry for them they still from your country dont you feel sorry for there children says the illegal,Positive
1, since when does the usa need  to bring in immigrants to fill skilled job openings ,Positive
-2, our system lets children down all the time example a  yr old girl report abuse to the police in marysville ca twice both times she was told to suck  it up its not that bad you only have a few years to deal with it  she tried to kill her self twice no help there,Negative
2, like melania and her parents came in on  your wife overstayed her visa married you for a green card and then got her parents in on the chain migration you want to stop  how do you look at yourself in the mirror every morning,Positive
1, merit based should be the only way in,Positive
9, thought you were bringing back companies so as to help americans get good jobs   now you say we need  merit based immigrants to come  fill all the new great job openings help our youth with college costs  so they will be ready for all the great new jobs,Positive
