"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -2," ha ha ha  all of them i highly doubt that  besides you kept calling out russia during your campaign to do you favors  traitor thru and thru",Negative,
  2," hey donny you have the right to remain silent you know ",Positive,
  4," it was the secondary goal the main goal was to see how many likes the ads got putin loves getting liked on fb",Positive,
  1," what was the main goal",Positive,
  0," shut up",Neutral,
 -1," you are pathetic",Negative,
  2," yes it was  russia wanted you to win and with the help from russia you did",Positive,
 -1," swaying the election is what the democrat fake news does daily",Negative,
  1," omg  you just sound so stupid  obstructionofjustice liarinchief babyhands",Positive,
 -1," your ego is getting in the way you moron what does russia have on you hope it comes out soon",Negative,
 -1," hahaha youre such an idiot putinspuppet",Negative,
  0," marchforourlives ",Neutral,
 -1," blind",Negative,
 -1," rob many of us are thinking about giving up facebook because of this reply  how can you possibly say such an incredulous thing of course they were trying to influence our choice",Negative,
 -1," i thought putin had agenda against hillary",Negative,
  0," so facebook is to blame   i dont have facebook and i voted for our wonderful potus",Neutral,
  0," you tell the truth about as much as i go to mar lago beleive me",Neutral,
 -1," this is what guilty people do",Negative,
  0," fakepresident putinspuppet trumprussia colludedwithrussialiarinchief isthejokeoftheworld",Neutral,
  4," it was in that it was to get their puppet trump in power its not only russia that own trump china and i believe saudi own part of himnot one bank in usa have loan trump  in ten or  yrsforeign powers will debt paid in full in exchange for us landcompanies  and oil",Positive,
 -2," your company and you failed miserably",Negative,
  0,"  someone should ask if facebook really had an impact on the election i dont think so but illegals voting did have a direct impact",Neutral,
  0," im sure putin despises traitors both foreign and domestic like crooked hilary and pedophile podestamilitary tribunalsmaga",Neutral,
 -4," no you are making up crap and lying again seriously stop with the lies",Negative,
  1," how convenient too bad its not true but your stupidflyovers will believe it",Positive,
  2," you found one person that is saving himself just like you  you are going down",Positive,
  2," the main goal is for you to lift sanctions and be able to get funding we all know that jackass",Positive,
 -1," facebook is in deep sht with its advertisers for not vetting its news sources and this guy is in charge your quoting a guy that should be fired from facebook for a serious lack of integrity  follow up hmmmnow that i said thatyou should probably add him to your cabinet",Negative,
 -1," and he is wrong too you coweringfool",Negative,
  0," illegitimate president ",Neutral,
  3," and trump also says mexico will definitely pay for trumps wall",Positive,
 -3," we have to quit falling into this fake news give him all the credit give them all our time and feelings this give me deculus disrespectful towards us republicans",Negative,
  2," facebook was in on it to traitor trumpy doon we will be rid of you mueller will make sure the evidence is solid and you in jail",Positive,
 -5," u suck bad hair little itty biddy hands ugly family horrible golfer",Negative,
  2," join us at marchtrump march th  lincoln memorial amfree tickets info magafirstnewscom",Positive,
  1," your out of your mind go eat a big mac",Positive,
  2," main google your word of the day",Positive,
  1," well please tell all donald ",Positive,
  1," i feel left out i never saw any of their facebook work all i ever saw was the pro hillary garbage put there by goldman",Positive,
  2," russias trying to start a civil war in america because they feel like it will help us get our country back  while losing are number one spot and simultaneously allowing them and china to take over the worldunfortunate because it looks like theyre winning",Positive,
  0," its like having in charge of the russia investigation really fake news",Neutral,
  2," ok so you are relying on enough americans being that stupid as to believe you good luck with that",Positive,
  0," why are you so scared  you will be impeached",Neutral,
  0," all of the ads you dont read a page of ns briefing how are you going to read thousands of ads from russian trolls and bots more lies from our grand wizard i mean ppotus",Neutral,
  0," russiasputins  main goal is to divide usa and conquerthe russian bots on social media are spreading so much hate and divisiveness among usawe have the experts to protect our usa from these preditorsget it done",Neutral,
  0," hahaha  trump on the pot all day sunday cause the mueller investigation has him scared shitless  i can not wait for the perp walk  that will be a  day",Neutral,
  0," a salesman told you that ok",Neutral,
 -1," nyuk nyuk nyuk nyuk look at the grouse",Negative,
  1," yet you as our fake cmdrinchief wont do a damn thing against the russians because they must have something on you so big that you want it to remain hidden its quite evident to majority of us from your msny tweets the truth will set you free oh you dont know meaning of",Positive,
  0," i did not read any ads that would have swayed me i was voting for you as soon as you announced you were running ",Neutral,
  2," funny how you trust facebook vp and putin more than us intelligence agencies",Positive,
  2," facebook allowed the ads to be postednot sure did take their word for it",Positive,
 -1," but you said russia did not meddle ",Negative,
 -3," their goal was discord  an idiot was ejected we have discord  they win trump loses  loser  impeachtrumpnow",Negative,
  3," their main goal was installing a total buffoon as its leader looks like they scored to me",Positive,
  0," you know former njea president barbara keshishian put out third party election advertisement against former nj governor chris christie during an election year  why isnt she up on charges for election meddling",Neutral,
  1," but the ads did   you didnt get into the office honestly   but we always known that",Positive,
  3," the indictment revealed that the efforts included operations primarily intended to communicate derogatory information about hillary clinton to denigrate other candidates such as ted cruz and marco rubio and to support bernie sanders and thencandidate donald trump ",Positive,
  2," who thinks donny jr the human greaseball will be first to get indicted from the trump family",Positive,
  2," lol  russian trolls and bots helped you win  what a shameful way to win  you should resign today if you had any integrity at all ",Positive,
  0," yeah sure grasping at straws",Neutral,
  0," you dumb bagga who u talking  he said it was not the  main goal but not that is was not one  a goal that is  muellertime  indictments on friday told us that ",Neutral,
 -2," rob goldman is a fool as the russian ads were designed to sow discontent and to support trump as the new kid to clean the swamp only trump has brought his own swamp at least a facebook made money undermining our election",Negative,
  1," no the main purpose was getting you elected illegitimate president",Positive,
 -1," facebook doesnt want to admit its liability especially as it does business in russia data mining will show how facebook and twitter were used and how they failed in their respective responsibilities in the name of capitalism previously such actions were considered criminal",Negative,
  3," just to be clear facebook employees are now your new trusted sources you have no low point do you it will just get worse",Positive,
  0," you do realize we can all read these tweets right its like your inner fears vomited out on twitter",Neutral,
 -1," get on with running the country and stop worrying about the russians maybe start looking at the clintons",Negative,
  1," let parent start disaplining their kids again without being threatened with child abuse if they learn right from wrong like i did we wouldnt have as much violence as we do now",Positive,
  1," all these tweets defending russia vlad must have the pee tape",Positive,
 -1," your trying to save your ass  facebooks  you cant say what their goal was unless you were part of it it swayed voters and i believe that is a fact",Negative,
  2," you believe the guy at facebook but not your own intelligence agencies right russianmeddling maga",Positive,
 -6," hahaha  your such an ass how stupid are you pulling straws at every little hint you might get someone to agree with you as proof your not crooked sorry we know for sure how crooked your ass is and we sit back and wait till the take you to prison",Negative,
 -3," not one single person in the fbi or doj has cleared your treasonous ass youre up to your bald head in this and mueller knows all about it and guess what hell be showing up to work soon  have you figured out the person who has to be very close to you who is leaking ",Negative,
  1," then why are you not transparent and give an interview ",Positive,
  0," geezzzyou cant read either ",Neutral,
  6," the goal was to make us chant not my president regardless of who won the election its like manchurian candidate but the manchurian already served secretly and is attempting to implicate his successor we know mr president it will remain classified for years too",Positive,
  3," not sure the point youre trying to make here because  saying it was not the main goal does mean it was not a goal and  if it was not the main goal thats only because the main goal was to see distrust in american democracy which they did thats not better",Positive,
  0," we the people spoke loud and clear on election day   russia had nothing to do with our choice  or our voice by the people  for the people ",Neutral,
  1," how much did you pay him to say that chump",Positive,
  2,"  how does a facebook vp know so much more than our own ic foreign ic  every russia expert when it comes to russian intent especially as there is that intent exressed by the kremlin recorded by our allies from  onward",Positive,
 -1," you wrote them pig",Negative,
 -1," watching from the uk we know about the corruption with fbi doj democrats weve had corruption in uk for decades theresa may is the hillary clinton of the tory party what uk doesnt have is an oversight committee or a judicial watch corruption rife in uk god bless trump",Negative,
  0," crooked donald it wasnt all on fb nice try",Neutral,
  1," facebook is on the hot seat for letting russia use you to fix our election in ",Positive,
 -1," that point is just as valide as when you said you asked putin if he meddled and he said no so you believe him come on stop taking us for idiots  of americans voted and of that voted for you that basically  of american actually voted for you  we are not all stupid",Negative,
  1," the main goal was to divide our great nation and create confusion among us predictable divide and conquer tactics united we stand divided we fall",Positive,
  6," not the main goal just a lucky lucky lucky addition right da",Positive,
 -1," but have you read his latest tweets  its obvious that the russians wanted you in power  how does it feel to know that the only reason you got elected is that a foreign power knew you would make our country weak  weak    that must be what they call you",Negative,
  1," maybe it will be clearer at trumps trial",Positive,
  0," so where are all the russian ads to be seen",Neutral,
  1," right the russians were advertising beet soup youre only fooling the people youve already fooled dolt",Positive,
 -3," i would bet the russian didnt do much of anything it was those crazy corrupt dems you know the swamp",Negative,
 -2," i think your own expressions sums up the stupidity of your rant ",Negative,
  0," you never read  of anything",Neutral,
 -1," how about the meddling by george soros now  that is something to be concerned about russian meddling has been taking place for decadesand it invariably helps the spread of leftist propaganda",Negative,
 -1," bullshit",Negative,
 -1," hillary had the support the biased liberal media wall street hedge funders george soros  dead people and foreign governments who were pouring donations into her crooked foundation trump supposedly had the support of some russian ads on facebook and he still beat her",Negative,
  1," ahh using your time wisely watching russian ads get him hes a communistthe orange cheese puff is a russian",Positive,
  2," the trump haters have got to be exhausted by now  they cant stand that hes successful even with all their resistance we still love mr president  millions and millions of us",Positive,
 -1," fake  is a narrative spinner too  in oregon a spinners a prostituteguess you know all about them too",Negative,
  0," dimb",Neutral,
 -1," maybe you should spend less of your time looking at ads and more running the country",Negative,
  0," so your both cowards and opportunists",Neutral,
  0," gmafb",Neutral,
 -1," factchecking a facebook executives comments on russian interference  ",Negative,
  0," oops ",Neutral,
  2," i think ill just believe the professionals and adults when you learn to read then your opinion will be considered",Positive,
  1," that was your job traitor and your president putin",Positive,
  0,"         since you are trying so hard to disway opinion amid the facts the real question iswho is your zampolit  badpresident  sad",Neutral,
 -1," nope they didnt force my hand while in the voting booth on who to vote for",Negative,
 -1," how did he screen out the russian bot trumpsters  wait hes not even on facebook  he used statistics to lie",Negative,
  0," hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha",Neutral,
  1," sounds like mr goldman is following the lead of our liar in chief and our head pathetic little man in denying the obvious good job youre literally a social media influencer",Positive,
 -3," really like the rallies  they fed people fake news every day and you pushed the same lies  in case you forgot everything you said was a lie ",Negative,
  1," russia again are we getting warmer",Positive,
  0," they wanted sanders socialism",Neutral,
  0," putin got you elected",Neutral,
 -3," they were obviously trying to get their puppet hillary elected she gave them and iran our precious resource uranium just what they need to destroy america wake up folks the dems are our greatest internal enemy",Negative,
  1," main goal",Positive,
 -1," hillary committed perjury by lying under oath to congress and bill clinton did the exact same thing how come nobody went to jail",Negative,
  0," time to investigate the democratic collusion with russia and all the corruption in the democratic party this corruption is quite apparent",Neutral,
 -1," cone on man putin hates crooked h as much as we do  poor bernie sanders though  even the russians could not help him",Negative,
  0," blackpanther wakandaforever boxofficegold",Neutral,
 -2," hes trying to cover his ass",Negative,
 -1," idiot",Negative,
 -2," who the heck is goldman oh yeah the guy trying to escape his crimes i think mueller knows better so im sticking w mueller and dont worry ill be right here watching when he comes for you",Negative,
 -3," jerk jerk jerk",Negative,
  5," wow this has convinced me of your honesty and integrity very good job",Positive,
 -2,"  can anyone tell me why its ok to be racist against russians but no one else",Negative,
  4," guess well see what robert mueller has to say about that as hes much more qualified and hes coming for you trump this is sooo exciting dont you think",Positive,
 -5," they wanted to divide us and silly russians sad to say weve been divided since bush through obama and now  sad that americans cant come together  have so much hate for each other over politics",Negative,
  0," what was the goal conclusion",Neutral,
 -1," fake news",Negative,
  0," youwillbeimpeached",Neutral,
  1," why isnt his account verified  if he is vp ",Positive,
  2," russians elected you and you would never have won without them thats why you wont impose any sanctions illigitimate not the real president",Positive,
 -1,"  youre going to jail smallhands",Negative,
  1," the main goal is to divide america",Positive,
 -2,"  world parasite is frantic in attempts to keep russia  u as enemiesis simple who has the most to lose if peace breaks out between us",Negative,
  2," if someone tweets something that supports you and you retweet it  that proves it",Positive,
  0," why are you watching russian adscollusion",Neutral,
 -1," why youre spending energy for stupid invented stories from democratsyou are the presidentmacedoniansfortrump",Negative,
  1," what will they use next i laugh at them maga ",Positive,
  2," a goal of the russian ads was to try to sway the election it just wasnt the main goal",Positive,
 -2," pieczenik kallstrom and guilianni and stone all  corners of russian fake news and fbi tampering with investigation",Negative,
  0," then you wont mind if we see all of the evidence too",Neutral,
  0," effect affect i might agree with one of those but find it be totally incomprehensible that the balloting didnt change to clintons detriment  and change the result meanwhile this administration is wreaking as much havoc as possible shrewd investment vlad regime change",Neutral,
  0," you cant read",Neutral,
  0," hahahahahhaha give it up",Neutral,
  1," if not to sway then what you actually really meant it when you said the process was rigged you were helping to rig it",Positive,
  1," good of goldman to step up",Positive,
 -2," ill wait for the final say from mueller thanks",Negative,
  2," trump at the apec summit in vietnam every time he putin sees me he says i didnt do that trump said and i believe i really believe that when he tells me that he means it",Positive,
 -1," less tweets and more sanctions donny  theresistancevotes",Negative,
  0,"  poor trumpy grabbing at straws to make himself look innocent  the best brain is in meltdown before our eyes",Neutral,
  2," the vp of facebook ads is  more reliable than the entire us intel community",Positive,
  0," well if the vp of facebook ads says it then it must be more true than the members of the fbi youve fired for finding you guilty",Neutral,
  0," you have not seen all the russian ads and most americans dont believe anything you say",Neutral,
  0," another  well spent donniegogue is paying to play again",Neutral,
 -2," that may be technically accurate re facebook ads but it is also highly deceptive as mueller points out these ads were only a small part of a vast russian operation utilizing hackers and trolls that was designed to sway the election your weak propaganda doesnt change reality",Negative,
 -1," you lie",Negative,
  1," once again they didnt just rely on fb ads and youre still not enforcing the russian sanctions moroninchief idiotinchief toddlerinchief traitortrump putinspuppet putinspotus",Positive,
  1," shut up you stupid clown we have intelligence agencies you wont listen to its bad enough to be ignorant without also ignoring expertise that is the primary difference between an ignoramus and a moron",Positive,
 -1," riiiiiiiiiiiiiiight or hes desperately trying to minimize the situation so he has a job  trump your an absolute idiot",Negative,
  1," looking at ads does nothing you have to read them you could not even read the dems  page memoyoureadgiveusabreak",Positive,
 -1," hes trying to cover his ass but you know all about tbat kind of thing",Negative,
 -1," so why are you so worried",Negative,
  0," nah they took them out to sell tide pods for kids",Neutral,
  2,"  my  year old aint tribute to you  youre doing a great job maga or bust ",Positive,
  3," i am so sick of democrats thinking the american people wanted president trump because of russian enteference they wanted trump because we are proud to be americans unlike what obama felt about our country",Positive,
  3," dear mr president  please get on with making america great again  thats why i voted for younobody really cares about russia russia russia  you shouldnt either",Positive,
 -2," unfortunately hes trying to protect his company people were targeted so they wouldnt vote for your opposition thats a fact its not debatable so unless you can offer proof stfu",Negative,
  2," of course  said that hes an adman his employer facebook is facing a lot of heat because of its involvement and i bet his job is on the line  selfserving comments spin are not objective analysis to you and to robjective i say qui sexcuse saccuse",Positive,
 -2," your dumb ass cant read",Negative,
 -6," oh just shut the fuck up you are more worried about yourself than the florida shooting you make me sick you piece of shit sorry but if you cant tell i am pissed off and its all your fault neverwillbemypresident impeachtrumpnowplease",Negative,
  0," you just called him fake news in another thread",Neutral,
  2," im lmao at ur response thank you for drawing attention to trumprussiacollusion",Positive,
  3," or  they engaged in operations primarily intendedto communicate derogatory information about hillary clinton to denigrate other candidates such as ted cruz and marco rubio and to support bernie sanders and thencandidate donald trump alternativefacts",Positive,
  0," damn you are embarrassingly obtuse when the entire world is aware that the  platform was indispensable to the  and  effort to effect the election what else would you expect a companyman exec to say",Neutral,
  1," if it wasnt for the russians you wouldnt be president its obviously not because you are qualified thanks to mueller we now know what we always suspected",Positive,
  1," right that was just a means to an end  their goal is to destroy america and you are doing their dirty work like a good little puppet",Positive,
 -1," youre gonna get in trouble",Negative,
 -2," im tired of you justifying anything russian fuck you and the russians",Negative,
 -1," their main goal was to weaken and divide america they chose you as their vehicle  puppet",Negative,
  4," wow just wow mental health is a real problem good luck potusyour going to need it",Positive,
 -2,"  you are worse than isis in the destruction of america",Negative,
 -1," a goal though along with sowing divisiveness and discord all missions accomplished for putin and his puppets please go ahead sand just release the pp tapes taxes and stage your newest reality tv showfrom jail",Negative,
  2," if rob goldman cannot use the word affect correctlyi dont think i will take his word for it ",Positive,
  2," i dont think ron goldman qualifies as part of the intelligence community",Positive,
 -1," i think thou doth protest too much get someone to explain it to you stupid",Negative,
 -1," he doesnt know shitor hes lying",Negative,
  0," its affect not effect  go back to school",Neutral,
  2," no the russians main goal was just to have a foolish puppet they could easily control in the white house mission success",Positive,
  2," oh you watch russian tv  thats where you get your facts and real news  what a joke you are",Positive,
  1,"  we must give the former slaves familys of this country reparationspay your bills americathings will b better off",Positive,
  3," fbi came out with report stating russian were involve but the americans were not aware they were russians reason for this dog will release evidence that obama and hillary were invoked or their staff but they were not aware they were russians  i bet you mr president",Positive,
  0," of course youve seen them you approved them",Neutral,
 -2," turns out he had to issue some corrections because you put out the wrong info and all of your intelligence agencies disagree with you",Negative,
  0," donnie you dont or cant read",Neutral,
  1," facebook  tweeter is are the links between russia and trump compaignthey must be investigated thoroughly",Positive,
  1," did you  see the ads when you were approving themtic toc",Positive,
  2,"  made up my own mind mr president will do same again  maga",Positive,
  6," in star wars universe the russian goal was the same as the imperial plot through ep the main character good chancellor palpatine stood for democracy but he also was darth sidious at the same time leading the rebellion the galaxy fought each other  he won either way",Positive,
 -2," what a very angry country you have created mr president quite frankly just who in your life doesnt feel anger or disgust or shame toward you",Negative,
  2," give it a rest comrade",Positive,
 -1," youre an imbecile",Negative,
  1," lolz  you will be impeached",Positive,
 -1," rob goldman must be a republican",Negative,
 -1," youre an idiot so we dont care what you think you rarely think you just bully your way through things",Negative,
 -2," oh boy you are grasping at straws",Negative,
  0," hey domuldare you poopin ",Neutral,
 -1," the guys that let it happen are saying its not as bad as it seems shocker",Negative,
 -1," put the phone down and go take a nap  you are falling apart",Negative,
  0," whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding whatistrumphiding maga ",Neutral,
 -3," more trumplies from the putinpuppet treason collusion trumprussia trumprussiacollusion muellertime indictments russiacollusion resist theresistance demforce ",Negative,
  3," excellent response  better than the usual i heard it somewhere ",Positive,
  0," so what were your russian buddies trying to do  what exactly was their main goal",Neutral,
  0," you really cannot read and comprehend it is sad that americas president is illiterate",Neutral,
  4," great job potus keep up the great work",Positive,
  1," of course it was the russian goal as i said months ago the russians bought you the presidency if not for the russian interference the person who got the most and the popular vote would be our great president hr clinton youre the biggest loser of all",Positive,
  0," most of the coverage of russian meddling involves their attempt to effect the outcome of the  us election rob goldman vp of facebook ads",Neutral,
 -1," sounds like cover your ass time rob",Negative,
 -5," of course you say that stupid we dont believe you you never tell the truth you lie lie lie lie lie",Negative,
  3," we agree with you sir we believe there gold was to divide separate and spread hate and racial tensions throughout our land which they did",Positive,
  1," riiiight  believe fb but not your own justice deptmoroninchief",Positive,
 -2," no shit porkus putins main goal has always been to undermine western democracies and get sanctions against his country dropped getting you elected was just his most direct route to both thus his goals were achieved by stealing the election via swaying the election",Negative,
  0," i havent saw one ad and if i had my vote wouldnt have been swayed once my mind is made up thats it",Neutral,
  1," oh yes if i needed a detective i would hire rob goldmannot smart    not i suppose you think he is smarter than all the intelligence agencies you really are grasping at straws like a desperate man drowning",Positive,
  1," how much did u pay him  say that ",Positive,
  3," russian effort have an easily manipulated moron in the wh very impressive even now he doesnt see the truth",Positive,
 -1," you watched because it was all about you dr ego",Negative,
  0,"   ",Neutral,
  2," correct changing the election was not the main point but it did happen as a result",Positive,
  5," ron goldmans statement is his own opinion not an expert opinion and not a statement of fact it appears as if facebook and their representatives are covering their assets and preempt a drop in value to their stockholders think about public perception",Positive,
  0," bahhah hah hah",Neutral,
  2," it worked and they didnt use just facebook nice try but you failed again putinspuppet",Positive,
 -7," so essentially russia wanted to wreck havoc  with our people our democracy  our government all those who keep fighting election results  follow angry crowdspromote general hatred  unrest are puppets to russian plot",Negative,
 -4," rob goldman also said the following and  continues to stoke fear hatred and divisiveness with his daily attacks on obama hillary democrats the fbi mueller etc our own president is pushing the russian agenda ",Negative,
 -1," ads are not the whole story and your lies will not cover your guilt",Negative,
 -2," seriously dumbass if he says they were trying to affect the outcome of the election but that wasnt their main goal wouldnt you want to know what that was its obviously more sinister then only affecting the election",Negative,
 -1," like we are going to believe you a documented habitual liar resign or be impeached",Negative,
  0," youre right the main goal was not to sway the election the main goal was to see whether or not they could divide the country problem is the countries already divided and they spent millions of dollars wastefully",Neutral,
  0," say you spell c r a zy y y y",Neutral,
 -1," trumps vladimir putins russian bot trolling lies ",Negative,
 -7," its obvious you are scared just the word collusion probably sounds like nails on a chock board collusion collusion collusion collusion collusion collusion collusion collusion collusion  ah im better than this why do we feel the need to come down to your level imtrying",Negative,
  1," you blamed the president of puerto rico for all their problems you are right about that because you are that president dummy",Positive,
  0," cyb",Neutral,
  0," i guess you really are as stuoid as you look traitor russian lover",Neutral,
  0," unpresidential and unprofessional you will be impeached resign trumprussia",Neutral,
  0," this is the same guy that didnt even know how they were being paid for the ads sit down",Neutral,
 -2," what an insecure sad little man you are still desperately pretending you won the election without massive assistance from russia comey dark money voter suppression and media malpractice even with all that hillary won the popular vote by  million",Negative,
 -3," russia could have saved their money msm is doing more harm than any foreign agent usefulidiots or fascist  maybe a little of both",Negative,
 -2," it is truly absurd to believe that russia could influence the american electorate the political fault lines were already drawn you cant influence a demoturd to vote for a republican you cant get a conservative to vote for hillary that is a fact",Negative,
  2," and he corrected himselfincidentally transcripts explicitly state that the russians were under orders to support you jill stein and bernie sandersdoyourjob and secureourelections",Positive,
  1," your probably right swaying the election was not the goal the goal was to putan over privileged narcissistic egotistical maniac who thinks he is more important than the american people that he serves into office so that they can control the usa",Positive,
  1," oh yeah cause the vice president of ads is an expert in information warfare and tactics",Positive,
 -1," rob goldman has to say that  his company facilitated the attack on our democracy",Negative,
  1," not their main goalha",Positive,
  0," did you see this ",Neutral,
  0," you really cant let it go can you why is that",Neutral,
  0," assists  you guys",Neutral,
  0," sounds like the fbi should be looking at rob goldman too",Neutral,
 -2," i have seen a lot of the russianproduced fake news articles that is where the term you hijacked originated proliferated by my brainless trumpee fb friends and they were meant to support you and vilify hrc and your lcd base did buy off on the crap fo",Negative,
 -2," pissed your pants yet you are going to die in prison",Negative,
 -1," why are you so bad at this",Negative,
 -1," donny iq has no idea how to understand russion ads what a stupid tweet",Negative,
  1," can any of you even open your mouth without a lie coming out",Positive,
 -1," by your constant defending russia failing to impose sanctions and so frequently trying to profess your innocence you make it very clear that you did indeed collude and commit treason with russia",Negative,
  0," did you see them when you approved them",Neutral,
 -1," liar",Negative,
 -1," your cocksucking bitchass is guilty ",Negative,
  7,"  while stroking robs ego why dont you ask him why he even allowed the russian ads to be published he didnt have to accept their money its kind of like you not having to go to german banks to borrow money yet you didguess money is more important than honor",Positive,
  2," nobody swayed me to vote for you sir except you you are president",Positive,
  3," i work with one of the biggest search engine companies and look at data all day  turns out there are yuge numbers of russian twitter bots and ads that ran for the federal and state level elections",Positive,
 -2," more lies and fake news",Negative,
 -1," there you go again  seizing any tidbit to point attention away from youre failure to serve america impeachtheimposter",Negative,
  0," craycray in the ham",Neutral,
  0," must have been something at reducing sale of cheerios",Neutral,
  2," he only said it was not the main goal  he did not say that swaying the election was not a goal  see the distinction",Positive,
  1," no he is capitalizing on obamas identity politics and the resist movement this is probably working better than expected",Positive,
 -1," i want to see the ads and see if it would have swayed me to vote for hillary clinton lol  must be a dandy of an ad",Negative,
  0," trumpworsthumanever",Neutral,
  0," however the people indicted showed in their emails that they were after hurting hillary and helping you  so doesnt matter what fb says about ad sales",Neutral,
  6," i will gladly translate for you sewing discord was one goal not their main goalyou were russias main goal with you in office you would be willingly helping them out in the open they wouldnt need to hide their crimes since youd be helping them",Positive,
 -1," hes lying toocollusioncoverupdenialconspiracytocommitespionageagainsttheusagreedlustnomoralscomplicityobstructiontreasonblackmailpeeweetapesmaga many are getting arrestedpresidentsdayweekendneverforget",Negative,
  0," have you personally assessed whether youre being handled",Neutral,
 -1," jesus fucking christ  you really are dumb enough to believe this arent you presidumbass",Negative,
  0," not true",Neutral,
 -1," you two trump and r goldman are both fucking idiots liarinchief",Negative,
 -1," youre going down and you can feel the walls closing in youre going to prison for treason and the entire world will celebrate",Negative,
  1," lol this is hilarious thanks rob lets get you up on the witness stand okay son",Positive,
  0," affect not effect",Neutral,
  0," who",Neutral,
  2," if  is being honest this is an impressive step",Positive,
 -2,"  i and so many others also were forced  listened   read hillarys own propaganda everywhere  that didnt sway me  vote for her  instead it reminded me i needed to vote not  her       ",Negative,
 -1," we call bs  emmagonzalezforpresident",Negative,
 -2," what a mindless moron",Negative,
  1," take the word of the two people under investigation with the most to lose about russian collusion cool great story bro",Positive,
  0," you were the main goal and they got you were not stupid",Neutral,
  3," well thats fine and good now ask someone who can read and spell",Positive,
  1," what was the main goal if not to sway the elections",Positive,
 -1," insecure much",Negative,
  2," goldman also said the russian campaign was certainly in favor of trump the point is that the misinformation campaign is ongoing and must be addressedwhat are you doing potus to address the ongoing misinformation campaign",Positive,
  0,"  bshe just covering his ass  is and illegitimate  president",Neutral,
 -2,"  crooked hilarys plan a of wining the election didnt work but plan b of accusing president trump of russian collusion is working nevertheless well done hilary but still u gonna lose that battle sadly jail time so keep a cooy of wot happened n fire  fury for bed time stories",Negative,
  0," um it did impact the election you are a liar that simple",Neutral,
  1," wtf    did you not read the indictment  when a fan for the home team interferes with the play the ump awards the outs or runs that would have happened without  hilary won the  popular vote",Positive,
 -3," what next voting for trump we are subjected to being indicted this is democrats way of making us scared for voting trump they are trying to force america to vote a certain way the democrat socialists took over when they made healthcare law and charged a penalty",Negative,
  1," as if you were an expert lol",Positive,
 -3," fyi facebooks ceo is covering his ass  by fomenting discord spreading fakenews  posting false comments about hc dems  your other opponents only to have you  rw media propagate those lies the russians did sway the election bc the trumpmaga base believed you",Negative,
